MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nOf all the rings stolen from Lythos, I'm the last\nto join you. Please excuse my lateness.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, that's marvelous! I'm so glad! Tell me, what\nexpression of our friendship shall I buy for you?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nエイリーク\nWhat I would cherish most...is the knowledge\nthat you care for me. And I already have that.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nOh, Eirika... If that's a gift, then you've given it\nright back to me. Let's both cherish it together.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アイビー\nYour royal title has not compromised your\nhonesty, Lady Eirika. I envy that about you.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nエイリーク\nWhat an unexpected compliment. Thank you.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI'm often told that I'm too easy to read. I think\nI'd like to learn to be a little more...cunning?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nHeh, interesting. If you really wish to learn, you\ncould try following my example.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アイビー\nI suppose it's natural for each of us to envy\nthose who have qualities we lack.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nエイリーク\nWhat do you think you're lacking, Princess Ivy?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nEverything. The more I fight alongside my allies,\nthe more insufficient I feel.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0C\nエイリーク\nYour friends aren't there to outshine you, but to\nsupport you. I should know─I'm one of them.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI'm impressed by your broad range of interests.\nI don't have any hobbies at all.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMy pursuits *provide* me with a sense of\npurpose. They are my greatest source of joy.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAnyone can take up a pursuit. You need only\n*select* something and begin.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0C\nエイリーク\nGood idea. I'll give that some thought.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI've decided on a pursuit, Zelkov. I want to bring\npeace to the people of this world.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nThat seems less of a *pursuit* to me and more\nof a responsibility.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0C\nエイリーク\nI'm not doing it because I have to. I'm doing it\nbecause I want to see people living happily.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nI fail to see the distinction, but it is a *worthy*\nanswer nevertheless.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nHow do you find being on your own in a foreign\nland, Kagetsu? I sometimes get homesick.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\nSickness for home? I do not know this feeling.\nFor me, it is all adventure and learning.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06カゲツ\nYour sickness for home─it can be cured only\nby finding joy in this world. Come with me!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0C\nエイリーク\nI suppose that makes sense, but─ Hey! Where\nare we going?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06カゲツ\nDid you enjoy going out with me, Lady Eirika?\nI showed you all of my favorite places.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0C\nエイリーク\nYes, although I'd have liked to spend more time\nwith each. You set quite a brisk pace...\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nI am very sorry, but there is too much wonder\nin this world. You must go quickly to see it all.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0C\nエイリーク\nYou're right. And after that tour, I feel I know\nthis place as well as my own home. Thank you.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI'm very grateful to your retainers for bringing\nme here.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nI'm the one who should be grateful. It's a\nprivilege to fight alongside you.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHey, Eirika. When was the last time someone\ntold you that you're totally adorable?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0C\nエイリーク\nI have no idea. I'm certainly not used to hearing\nsuch things. Maybe when I was a little girl?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nI think it's about time someone acknowledged\nhow pretty and charming you are, Eirika!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0C\nエイリーク\nWhat do you mean by "acknowledged"?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nI mean this─an official certificate of beauty!\nWe can hang it up for you somewhere.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0C\nエイリーク\nThis is certainly a first. Thank you, Hortensia.\nCan we display it in the Ring Chamber?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou can draw anything you see, can't you?\nWhat an incredible gift.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nHehe, not as incredible as your adorable face.\nActually, let me capture that real quick.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ロサード\nHere are some landscapes I drew recently,\nEirika. Which one's your favorite?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0C\nエイリーク\nOh, I could never choose─they're all so lovely.\nLooking at them makes me homesick, though...\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ロサード\nYour memories of home must be pretty strong\nto distract you from all my beautiful drawings.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI'm sorry. I did say they were lovely, and\nI meant it. You're very talented.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0C\nエイリーク\nIt was because they were so powerful that I was\nreminded of the beautiful scenery back home.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nI'd love to hear about your world sometime.\nIt sounds like an interesting place to live.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI often wonder why war is so commonplace.\nWhy are people so keen to hurt each other?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI couldn't agree more. It should be a crime to\nforce anyone as charming as us to fight.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI grew up surrounded by luxurious hot springs,\nso I appreciate a good soak more than most.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0C\nエイリーク\nHot springs must be amazing. I wonder if there\nare any such places in the world I come from?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nOur talk has had me trying to remember when\nI last had a good bath.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI imagine it's difficult without a body. Taking\nyou to the hot springs might be a little pointless.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nThen again, you may not need a body to\nappreciate how relaxing they can be.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0C\nエイリーク\nInteresting suggestion. We should pay your\nvillage a visit when we get the chance.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nミスティラ\nAs a princess, don't you love hanging out with\ncastle guards and napping in the royal garden?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI-I would never do something so brash. Where\nI'm from, it would be seen as quite untoward.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nミスティラ\nI love traveling to places incognito, ya know?\nHave you ever done that?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nエイリーク\nWell, I have traveled within my country. Not for\namusement, sadly...always because of war.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nThe way you live... I've been thinking royals\nshould perhaps allow themselves more freedom.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nFor sure! If the people ruling a country aren't\nfree, how can they build a country that is?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nエイリーク\nThat is a good point. Still, I can't help but think\na country must be guided by a solid set of rules.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nI get it, I really do. The more I hang with you,\nthe more I see that rules can come in handy.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06メリン\nI absolutely adore unusual critters. Tell me, are\nthere any rare creatures in your world?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nエイリーク\nDo monsters count? We have bonewalkers,\nentombed, revenants...and man-eating spiders.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06メリン\nSome animals manage to survive in very harsh\nconditions, you know. I respect them for that.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nエイリーク\nI ran into a nest of monsters living in a volcanic\nzone once. I can't say respect was on my mind.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI must admit, spending time with you has\nhelped me better appreciate the unknown.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI now see how charming strange creatures can\nbe. You've given me a whole new perspective.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nI'm honored, Lady Eirika. It pleases me that\na princess like you would value my thoughts.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nI hope we can talk more. I want to learn all\nabout the entombed and bonewalker monsters!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nYou speak in such a noble manner, Eirika.\nRefined language is a must for royalty, is it not?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI've never given it much thought. It is simply the\nmanner of speaking I am most at ease with.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nPanette, I couldn't help notice your refined way\nof speaking. It is lovely...and also quite adorable.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nI studied elocution so as to sound cultured. I've\nnot been told I might sound adorable as well.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSpeaking properly is not what matters. Speaking\nfrom the heart and with respect─that matters.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nSpeaking from the heart is...troublesome for me.\nI wonder, can you discern my true feelings?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0C\nエイリーク\nYes, I think so. I can tell that you are pleased we\nhave this opportunity to fight beside each other.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nYes, that is correct. I am happy. Oh, it makes\nme blush to find you can read me so easily!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nI admit, Eirika, I had no idea you were so strong!\nI guess looks can be deceiving, eh?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nエイリーク\nMy brother has trained me well. As for you, it\nseems you are just as friendly as you appear.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nSo, about that guy who helps you in battle...is\nhe a friend of yours? I'd love to chat with him.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nエイリーク\nYou mean my twin brother, Ephraim? I'm sorry.\nHe vanishes every time a battle ends.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nPrinces have a lot of expectations to live up to,\nya know? Sometimes it feels so...so confining.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI think people expect great things from you\nbecause they can see just how brilliant you are.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nWell, when you put it like that, I think maybe I\nshould work harder to meet those expectations.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nエイリーク\nThat is a good attitude. Though don't forget,\nyour relaxed nature is a good quality too.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLady Eirika, how about I give you a lesson in\nliving it up? Or...are parties not your thing?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI do enjoy having fun. Though, how to put this?\nI─ I do not know how to act at parties.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nThere's no such thing as party etiquette. I say,\nthe louder you shout, the more fun you have!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0C\nエイリーク\nShout? I've never done that outside a battle.\nBut...yes. I will give it a try!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSo, about the shouting... I decided to give it a\ntry by myself. And I found it quite refreshing!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nI mean, that's not really the point. You gotta\nshout with other people around, not all alone.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0C\nエイリーク\nI see. But, Pandreo, I confess I feel embarrassed\nat the thought of other people hearing me.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nHow about you and I give it a test run, then?\nJust the two of us, shouting until it feels right.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYour cooking looks truly delicious, Bunet. I can\nalmost taste it just by looking at it.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nYou can tell a dish's flavor from a single look?\nSplendid! How I envy those eyes of yours.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x06\x04ボネ\nEirika, please, as you can sense flavor with\nyour eyes, tell me... How does this dish taste?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0C\nエイリーク\nOh! I only meant I can see your food is delicious\nbecause I can see people smile when they eat it.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x06\x04ボネ\nSo, you can't sense flavors with your eyes?\nA shame. I so wanted you to taste my cooking.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI wanted that too. But I have an idea...\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x0C\nエイリーク\nI will watch you cook, paying attention to every\ndetail. And I will imagine how each bite tastes.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nUse the power of imagination...to conjure the\nsoul of a meal? A delicious experiment indeed.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06アンナ\nOoo, a pretty Emblem! Welcome to my shop.\nI've got all kinds of rare stuff for sale!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI came to see your wares, but something about\nyou feels very familiar.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou always have such interesting items for sale.\nIf only I could purchase any of them.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nI normally frown on window shoppers, but if it\nmakes you happy, I'd be willing to let it slide.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJust browsing through your dazzling array of\nwares is enough to brighten my mood.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nGreat! Look all you want! For you, Eirika,\nmy stall is always open.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x0C\nエイリーク\nThat's nice of you. But are you sure it's not a\nproblem that I can't buy anything?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06アンナ\nNah. Just between us, I'm raking in the dough\nfrom all the customers coming to see you!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ジャン\nEmblems can't get hurt or sick, can they? If you\nnever need a doctor, I'm not much use to you.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0C\nエイリーク\nYou raise a good point. Our relationship does\nseem a bit lopsided...\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ジャン\nEmblems are all mind, right? So psychologically,\nyou might have the same problems people do.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0C\nエイリーク\nHmm. I suppose I am something of a worrier.\nI'll take your advice and keep an eye on that.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ジャン\nPeople's hearts are like teacups. Remnants can\ncollect over time and pool at the bottom.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0C\nエイリーク\nIs that so? What happens if it overflows?\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nIt could become a real problem. You should talk\nit out with a professional before that happens.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x0C\nエイリーク\nHmm. My heart does feel lighter when we talk,\nso there is a way you can treat me after all.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ユナカ\nWell, look at you! Sleek as a sword, sharp as a\nrazor─those cheekbones could cut glass!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI'll take that as a compliment? Thank you.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou seem to have boundless energy, Yunaka.\nI can't help but enjoy myself around you.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nZappy! But if I get my energy from having fun\nwith you, how do we know who started it?!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ユナカ\nYou're such a genuine and charismatic person,\nEirika. Must be how you were raised.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI'm flattered, but I'm sure I could say the same\nabout you.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nNah, not really, even if it's nice to hear you say\nso. Not many people are as honest as you.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0C\nエイリーク\nI understand. And people like you are an equally\nrare find, Yunaka.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08セアダス\nYour long, flowing hair is perfect for dancing.\nWould you dance with me outside of battle?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0C\nエイリーク\nThank you, but I am not skilled at dancing.\nThough, perhaps you would teach me?\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08セアダス\nYour hair is truly beautiful, Eirika. I wish mine\nshimmered in the light like yours.\x0E\x04\x00\x00
