MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nThank you for the hope you showed me back\nthen. If not for you, I might have given up.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ルキナ\nYou won't become strong overnight...but you\nare stronger today than you were yesterday.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06ルキナ\nDon't give up, Citrinne. You'll keep growing, bit\nby bit, day by day, until you reach your goals.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nMy goals feel so far away...but you're right.\nI will soldier on, Lucina─with you as my guide!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nThanks to you, I can continue to serve the\nDivine Dragon. I want you to know I'm grateful.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nI did not do it for thanks. I did it because\nit was right.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nMy friend had a wyvern like yours─she had a\nvery special name. He loved her dearly.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nI never thought to give mine a name. Do you\nhave any suggestions?\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アイビー\nI felt prepared for it at the time, but the loss\nof my father has been a stubborn wound.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06ルキナ\nI know the feeling all too well. If you want to\ntalk about it, please know I'm here.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nThank you. Would you mind telling me of your\nfather? It might help to hear your experience.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ルキナ\nI don't think I'm over the loss either─even now.\nBut if it's useful, I'll gladly tell you everything.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIt seems we share a certain *preoccupation,*\nEmblem Lucina. Idleness makes you restless.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06ルキナ\nI've never thought of it quite like that before,\nbut yes, I do think you're right.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIt must be *difficult* for you to fight boredom\nwithout the ability to handle corporeal objects.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI wouldn't say that. Listening to people talk\noffers me a good deal of entertainment.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nI see it now. You are the type to ignore your\n*own* pain for the benefit of friends and allies.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ルキナ\nI don't think of it in those terms. I just want\nto be useful to the people I care about.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nIt was intended as a *compliment.* The way you\nlive is impossible for me, so I find it impressive.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ルキナ\nIt's not impossible at all, Zelkov. You're fighting\nfor a better world the same way I am.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06カゲツ\nYour skill is just what I would expect of an\nEmblem. Will you face me in mock combat?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ルキナ\nI've been admiring your swordplay as well.\nI'd be delighted to spar with you.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nAll your training has paid off, Kagetsu. You were\nspectacular in that last battle.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nI am glad to hear you say so─and even more\nglad we are such good friends!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nWhat drives you to grow stronger, Kagetsu?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nIt is very simple. If I am to climb this mountain\nwe call life, I wish to see it from its peak.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06ルキナ\nA noble goal. That simple determination might\nbe the key to your success.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nAnd you, my friend and rival, are one step along\nmy path to greatness! Prepare to be surpassed!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nI'm sorry for using your ring to fight for the\nwrong side, Lucina. Can I make it up to you?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNo need for that. As far as I'm concerned,\nyou've done more than enough already.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nThere must be something I can do for you.\nWhatever it is, just name it.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI'm fine. I have all I need. But if you are worried,\nI sincerely hope you'll tell me.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYou seem out of sorts, Hortensia. What's on\nyour mind?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nI want to be friends with you, but I don't know\nhow. Can you just tell me what I have to do?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06ルキナ\nHave we not been friends all this time? That\nwould be news to me.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nReally? Oh, that's such a relief. Why didn't you\nsay so sooner?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYour wyvern's adorable, Rosado. You know\nwhat would really top off her look?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nPlease, stop suggesting the bear hat.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nI hate war. Everyone's so caught up in fighting\nthat they don't even care about what's cute.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06ルキナ\nAll the more reason to win peace as quickly\nas we can.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nYou're interested in being cute, right, Lucina?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ルキナ\nI have never given it too much thought, but I\ndon't see why I would reject the notion.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nGreat! I'm always striving to be the cutest, so\nlet's put our heads together. We can trade tips!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ルキナ\nSounds like a fine idea to me.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nHowever charming I may be, Lucina, I still find\nmyself getting nervous around you.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ルキナ\nI don't see why, but I'm sure you'll move past it\nas we get to know each other.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI may be adorable, but you clearly have\nsomething that I don't. A kind of panache.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDo I? Well, to be frank, sometimes I wish I had\nyour superb elegance.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nI've been watching you as we fight together.\nI think you've been developing some panache.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nYou think so? I'm so glad. Actually, I've noticed\nlately that you can be quite elegant, yourself.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPerhaps you and I have been rubbing off on\neach other. We do make a fine team.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ルキナ\nHaha, we do. Everyone, I'm very sorry if\nGoldmary and I are too much for you to handle.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nI couldn't help but notice your left eye, Lucina.\nThat design is so mysterious and super pretty.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAnd your eyes have such a majestic shimmer.\nIs that a trait that runs in the royal family?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nI got my eyes from my mother. It's a sign that I\nhave what it takes to be queen of Solm one day.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ルキナ\nThe Brand in my eye runs in my family as well.\nI'm so pleased our royal families share this.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDoes the royal family of Solm have other unique\ncharacteristics beyond the sparkling eyes?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nNo, we're pretty normal, really. In fact, not\neveryone in our family even gets the cool eyes.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06ルキナ\nWell, with or without a royal mark, being part\nof a ruling family can be a burden to bear.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nTrue, but I like our eyes and what they stand\nfor. And, hey, we can bear any burden together.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nLady Lucina, I understand you used to fight\nwearing a mask. I might try wearing one myself.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06ルキナ\nI only wore one to hide my identity. But I do\nthink a mask would look dashing on you, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nYour fight style is so cool. It makes me want to\ncome up with an epic new move of my own.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI'm not sure you need a new move, but if you\ndo, you should call it the "Swordy Poke-Poke"!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nThe more we fight beside each other, the more\nI see how cool you are. I─ I want to be like you!\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ルキナ\nOh, if you only knew how I see you. You carry\nyourself with such confidence. I truly envy that.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nYou do?! What a nice thing to say. I guess we've\ngot a mutual-admiration thing going on here.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06ルキナ\nI guess we do. I hope we consider each other\nnot just allies but friends, now and forever.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, I must apologize for earlier. It was silly\nof me to scream so loudly at the sight of a bug.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nNot to worry. No doubt you were weary from\nbattle. Besides, it was cute to see you flustered.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nEeeek! It's a giant bug! I─ I don't know what\nto do!\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nOh now, calm yourself, Lucina. I shall drive it\naway for you.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, please, you must teach me how to\nconquer my fear of bugs. It's so embarrassing.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nThere's nothing to be embarrassed about.\nRevealing a bit of weakness can be charming.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nShould a bug appear again, I will simply take\ncare of it for you. That way you can rest easy.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06ルキナ\nThank you, Panette. That is reassuring. Next\ntime I see a bug, I'm hiding behind you.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nSo, you're not just a prince─you lead a militia\ntoo. My father did as well, you know.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nYour pops led a group like my Sentinels? What a\ngreat guy! I'd love to throw a party for him.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nWe still haven't thrown a proper welcome party\nfor you, have we? We've gotta get on that.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ルキナ\nThat's very nice of you, Fogado. I would love to\ntake part in such a joyous social gathering.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nI see you're finally starting to relax, Lucina.\nIt's a good look on you.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06ルキナ\nI am? I wasn't aware that my behavior\nhad changed.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nYeah, you were pretty guarded at first. But now,\nthat charming side of yours is starting to show.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06ルキナ\nI have you to thank for that. Your friendship has\nhelped me feel like I can truly be myself.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYou know, Pandreo, I happen to be friends with\nanother rather un-priest-like priest.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nYou're friends with an unusual priest like me?\nNo way! You've got to tell me all about him.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nWhat a unique training regimen you have.\nThe violent jumping and odd lurching moves...\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh, I was actually...dancing. But since you were\nso impressed, let's just call it training, OK?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYou've had to leave your church unattended for\na long time now. Does that worry you?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nI don't have a choice, Lucina. I have to focus on\nthis fight. If the world dies, faith dies with it.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI see. In my world, near the end, shows of faith\nwere rare. And for some, were abandoned.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nPlease, let me say a prayer for your world.\nMay the souls that were lost find peace at last.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ボネ\nLucina, the legendary sword you wield...\nI wonder, what does it taste like?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06ルキナ\nFalchion is not an ingredient in a recipe! But...\nnow that you ask, I can't help but wonder too.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ボネ\nDo you enjoy watching me prepare\nfood, Lucina?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI do. I've learned a lot from watching how you\nwield your chef's knife, Bunet.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nAfter observing your knife skills, my sword\nskills have gotten a fair bit sharper, Bunet.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nI'm pleased to hear that, especially since the\ndish I've been working on was inspired by you.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMy aim is to make it just as enjoyable to gaze\nupon at as it is to taste.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ルキナ\nI'm so happy I was able to inspire you. I look\nforward to enjoying this feast for the eyes.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06アンナ\nBig sale on again today! Bring your wallets and\npurses, everyone!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ルキナ\nAnna? You traveled to this world too?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIt's inspiring how you manage to stay cheerful\ndespite being separated from your family.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nOh, I'm way too mature to let a little thing like\nthat get me down.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nMy goodness! These shirts! They have your\nface on them! That is INCREDIBLE!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nYou think so? The way they turned out, I was\non the fence about whether to sell them at all.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06ルキナ\nYou have to sell them! I'd buy 10!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06アンナ\nWell, if you like 'em, that settles it! I'll print up\nhundreds and make a killing!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ジャン\nThanks for pulling me out of hot water earlier!\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ルキナ\nIt worked out that way this time, that's all.\nNext time, I might rely on you to save me.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYou really outdid yourself in the battle today.\nYour presence was invaluable.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nAw, Lucina, you'll make me blush. But I did\nfeel like I was contributing a little more.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ジャン\nI'm so tired. I can't even lift a finger anymore.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ルキナ\nYou did outstanding today, Jean. But don't\nwork yourself to the bone.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI understand wanting to save as many as you\ncan, but if we lose you, all that stops.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nYou're right. I'll be careful not to let myself end\nup as the next one in a sickbed.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ユナカ\nYour sword looks an awful lot like Marth's,\nLucina. Is it actually the same blade?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ルキナ\nGood eye. The guard and pommel have been\nreplaced, but it's otherwise the same sword.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ユナカ\nI can't get over what a privilege it is just to lay\neyes on a legendary weapon like Falchion.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ルキナ\nWould you believe me if I told you its name\nactually used to be Pointy Demonspanker?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ユナカ\nPointy Demonspanker? Was Falchion really\ncalled that?!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ルキナ\nYes─by me. A friend of mine repaired the\nweapon, and in his honor I gave it a new name.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ルキナ\nHe was less impressed than I'd imagined he\nwould be. I ended up changing it back.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nMakes for a great story, though. Now I wanna\ngive my own weapons fancy names!\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セアダス\nI couldn't help but notice the look on your face\nwhile you watched me dance.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x08\x06ルキナ\nYour dance looks so incredibly different from\ndances in my world. It was entrancing to watch.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セアダス\nAs someone new to our world's art and culture,\nI wonder, what do you think of my dancing?\x0E\x04\x00\x00
