MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nYou have considerable strength, Roy. It's no\nwonder they gave you to Brodia to keep safe.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04ロイ\nYou can't buy the kind of experience you found\non the battlefield─and we're not done yet.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAre you willing to fight alongside me, Roy?\nEven after what I did to the king of Brodia?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04ロイ\nOf course I am. King Morion's death wasn't\nyour fault.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nThank you for staying with me. Your acceptance\nhas done much to ease my guilt.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04ロイ\nIt's my pleasure. I'm glad we're growing\nto trust each other.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nWith you by my side, everything is much easier\nsomehow. I must say, it's quite a relief.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04ロイ\nI'm glad to hear that. I know there were some\ncomplicated feelings for us to work through.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nThat we did so is thanks to your goodness. I can\nonly hope to be as strong and kind one day.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04ロイ\nYou're more than strong enough, Ivy. But if you\never feel unsure, remember I'll be by your side.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nA bright power seems almost to *radiate* from\nyou, Roy. I hope you will lend me this strength.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04ロイ\nI'll do all I can for you, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nOur training begins now, Roy. It ends only when\nmy body *collapses* from exhaustion.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04ロイ\nI like your dedication, but there's no need to go\nthat far in practice. Taking breaks is important.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nToday, I will be *painting.* Please join me.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04ロイ\nThat's another one of your interests, right?\nWhat are you gonna paint?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nA portrait of you. Please remain still, that I\nmight *preserve* you for future generations.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04ロイ\nUh, thanks. Haha, somehow this is more\nnerve-racking than battle...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy! You and I will be fighting as one. This will\nsurely lead to strong bonds of friendship!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04ロイ\nRight. I mean, I hope so. I look forward\nto working with you, Kagetsu.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nRoy! I wish to know you more intimately off\nthe battlefield. Engage with me now!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, you mean you want to practice the─\nWait, now? Right now?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nOur bond has grown deep indeed! I care for you\nvery much, Roy. Do you feel the same?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04ロイ\nSure. I've really come to respect you. Your\ndedication to learning and growing amazes me.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nThat is very kind! You are reaffirming that my\naffection for you is not misplaced.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04ロイ\nI've never met anyone as enthusiastic about\nfriendship as you, Kagetsu. It's taught me a lot.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nYou're Brodia's Emblem? You're so beautiful.\nMy impression of Brodia was wrong.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04ロイ\nThanks, Hortensia. I'm glad to hear that.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nYou're quite the charmer, Roy. I'll bet lots\nof people have been taken with you.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04ロイ\nYou think? That's kind of you to say...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIt's time, Roy! Let's go show 'em how well\nwe fight!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04ロイ\nHaha, I like your energy. I bet you're strong\nenough to take things on, all on your own.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh. I thought you liked hanging out with\nme, though...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04ロイ\nHortensia, I'm always happy to spend time with\nyou. Let's do it.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nI love your hair, Roy. It's such a vibrant color!\nCatches the eye.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04ロイ\nDoes it? Thanks! I don't think anyone's ever\ntold me that before. I like your perspective.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nDoes a cute ring boost an Emblem's cuteness?\nI might be even more adorable as an Emblem...\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04ロイ\nThere's never a dull moment with you, Rosado.\nYou always have such thought-provoking ideas.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nI have to admit, I hate war. There's nothing\nappealing in it for me at all.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04ロイ\nYou're right. The appeal is in ending it─securing\npeace for the world and our friends.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nHehehe, typical Roy. That's true, though. As\nlong as we have friends to protect, I'll fight.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04ロイ\nSame. Now hold on to that thought. Let it dispel\nany lingering doubts.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI like having you around, Roy. Your strength\ncomplements my sophistication.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04ロイ\nUh, sure. Yeah, we work well together.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEverything you cook looks delicious, Goldmary.\nReally makes me wish I could eat.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI suppose you'll have to content yourself\nwith the aroma.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nCould I ask a favor of you, Roy?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04ロイ\nOf course. I'll help any way I can.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI've heard of a delightful hot spring I'd like to\nvisit. Would you accompany me?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x06\x04ロイ\nMust be in a dangerous area if you need an\nescort. Don't worry─I'll get you there safely.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nSo, Timerra, you're a princess and also a\nSentinel? It sounds like I'm in capable hands.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nThanks and right back at ya. I mean, you are the\nEmblem from Brodia, the Kingdom of Warriors.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nI'm so glad you came to the rescue, Roy. I even\nwrote a thank-you song. You've gotta hear it!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04ロイ\nI'm told you have an amazing singing voice. I'm\nlooking forward to finally hearing it for myself.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nI'm curious, Timerra, what keeps you fighting\nin this war?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nWhen I traveled all over, I met lots of people and\nsaw how they lived. They were good people.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nI want to protect them, their way of life, their\nsmiling faces. I want to help however I can.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04ロイ\nThat's very admirable. I promise, we'll work\ntogether to keep those people safe.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06メリン\nI want to become a more powerful knight. Sir\nRoy, please, help me. Lend me your strength.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04ロイ\nI would be glad to, Merrin. I'll work with you for\nas long as you'll have me.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIn my world, we don't have giant wolves like\nthe one you ride. I find them very fascinating.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nSo, you have an interest in animals? Wonderful!\nI'll go get my encyclopedia of rare critters!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nWhat are you doing, Merrin? All those poses...\nAre they part of a new training regimen?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nOh no, not at all, Sir Roy. I'm just working on\nmy signature pose.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x06\x04ロイ\nYour...signature pose? Why would you need\nsomething like that?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nTo look cool, of course. But hey, I'm working on\none for you too. You'll look amazing in battle!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nYou're an extremely agile fighter, Panette.\nIt's extraordinary to see in battle.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nYour words honor me. I shall work even harder\nto prove myself worthy of your compliments.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nI have found an abundance of insect specimens.\nHere, they're for you to observe and enjoy.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, wow. That is indeed an abundance. Thank\nyou, but could you please move them away?\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDon't you want to take a break? It's so late, and\nyet here you are, still training.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nOh, no. I must grow stronger if I hope to help\nbring about peace.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x06\x04ロイ\nYou are strong and dedicated too. I consider it\nan honor to fight by your side, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nYour words bring joy to my heart, and I feel\never more inspired to crush our enemies!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nRoy, I'd like to be able to call on your strength\nwhen I'm fighting as a Sentinel. But is that OK?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04ロイ\nMore than OK, Fogado. Anything you need, just\nsay the word.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nI'm a man of many talents but one thing I can't\ndo is fish. You Emblems have any secret tips?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04ロイ\nNo, but there are skills anyone can learn. You\npractice, and I'll try to give you some pointers.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nHey, remember that village we saved from the\nmonsters? The folks there are throwing a feast!\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04ロイ\nThat's great, Fogado. You should go.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nWhat? The only reason we won was because of\nyour power. You've gotta come too!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04ロイ\nOh, I see! Well then, I'd be more than happy to\njoin in the festivities.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Roy, I thank you for lending me your\nstrength. As a cleric, I am deeply honored.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04ロイ\nOh, you don't have to bow or anything like that,\nPandreo. We're equals here.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nI'm working on a new prayer dance, but it just\nisn't worship-y enough. Any words of advice?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x06\x04ロイ\nI'm not sure I'm the best person to ask. But if\nyou like, I can take a look. Go ahead; let's see it.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nI want to hold a party to honor you, Lord Roy,\njust as you honor me with your support.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04ロイ\nYou don't need to do that. Working with all of\nyou to achieve peace─that's enough for me.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nYou're too kind...which is why I wanted to\nthrow you a party in the first place!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04ロイ\nAll right, it sounds like fun. Perhaps you could\ndebut your new prayer dance at the party!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nThat hair of yours, it's the color of a fine chili\npepper. I wonder if it tastes as fiery as it looks.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ロイ\nMy hair looks like a chili pepper? Thank you,\nI guess...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nI created a new dish inspired by you, Roy.\nPlease, have a look.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ロイ\nLet me guess, you used chili peppers? That red\ncolor is a dead giveaway. Whoa, looks spicy!\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nRoy, look. This flower─the color is quite\nbeautiful, don't you think?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ロイ\nYes, it is─very. Is it a favorite flower of yours?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nIt's the chili-pepper flower. I thought you'd like\nlooking at it, since you can't taste the pepper.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ロイ\nThat's very thoughtful of you, Bunet. Thank you\nfor helping me taste the chili, at least in spirit.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nHey, Roy. We've got some great stuff in stock!\nBuy some and I might even give you a discount.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04ロイ\nThat's nice of you, but I'm an Emblem, so I\ndon't actually carry money. Sorry about that.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nWord is that there's a festival coming up.\nWanna go together? It'll be fun!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04ロイ\nA festival sounds like a great chance to see\neveryone at peace for a change. I'd love to go!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nAw... This is bad.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04ロイ\nWhat's wrong? You look like you just lost\na fortune.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nI thought this stuff would fly off the shelves,\nbut it's all dead stock. What do I do?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04ロイ\nAs a merchant once told me, "time is money."\nThe quicker we get friends to help, the better!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nWith you on our side, Roy, I know we can save\nso many more people!\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04ロイ\nI'll try to live up to your expectations. Hopefully\nI can fight hard enough to make a difference.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nRoy, would you say I'm getting better out on\nthe battlefield?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04ロイ\nOh, absolutely. In fact, I feel like I need to work\neven harder just to keep up.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nYour medical know-how has been a big help.\nYou've clearly been studying.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nThanks, Roy! I still have a long way to go before\nI'm a real doctor, though.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x06\x04ロイ\nNow you're being humble. We'll need those\nskills of yours in our fight for peace.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nRight! I'll keep studying and working hard to\nmake my home island proud!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nWith you at my side, Roy, I feel like I can\ntake on anything.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04ロイ\nI could say the same to you. I think we'll make\na fearsome team, Yunaka.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nMind if I take a closer look at your sword, Roy?\nI'm curious about something.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x06\x04ロイ\nSure, have a look. It's called the Binding Blade.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nPardon the self-indulgent question, Roy,\nbut do you think I'm useful?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x06\x04ロイ\nOf course I do. It's clear to me how everyone\nrelies on your skills, both in and out of battle.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nYou think so? It's all thanks to you! I'm so\ngrateful for all you've done for me!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x06\x04ロイ\nGive yourself some credit, Yunaka. You do great\nwork. And you always keep our spirits up.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nIt was our destiny to fight beside one another,\nRoy. To celebrate, I'd like to show you a dance.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x06\x04ロイ\nI'm honored, Seadall. I'm told you're a superb\ndancer. At last, I get to see for myself.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nThis sandwich! More sumptuous than what I\nusually eat for my dance. Juicy ham! Dare I?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x06\x04ロイ\nHaha, you're the fortune-teller, Seadall.\nYou tell me.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セアダス\nI was just divining the future and I saw... I saw\nour friends suffering. I don't want that.\x0E\x04\x00\x00
MID_GR_Seadas_A_#002	\x0E\x03\x02\x06\x04ロイ\nNo one wants suffering or war. But our friends\nfight so they can, one day, live in peace.\x0E\x04\x00\x00
