MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou are the beating heart of this group. I will do\nall in my power to protect you from harm.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nYou know what? I could have bronze statues of\nyour siblings built! Maybe that would help.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06カミラ\nAw, thank you. That you want to help is\nenough. It's odd to be the one being consoled.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08アイビー\nYou are a princess as well, are you not?\nI'm certain I can learn a lot from you.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06カミラ\nWe do have that in common. I'm looking\nforward to learning from you as well.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nI've been caught up in political power struggles\nsince I was a child. I hate to see family fight.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nThe court is cruel. They speak sweetly to your\nface and do horrible things behind your back.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nI've heard that you have a fear of ghosts, Ivy.\nBelieve it or not, I feel that way about crowds.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nThat is indeed a surprise. It seems I'm always\nlearning new things about you, Camilla.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06カミラ\nSay, why don't you and I visit a hot spring?\nThat should be both quiet and free of spirits.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nA hot spring? I hadn't considered the idea, but\nI suppose a little relaxation never hurt anyone.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou enjoy sewing, don't you, Zelkov? I love\nmaking embroidery.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nYes. I enjoy *complex* pursuits. Any craft that\nrequires time and devotion is a worthy one.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nI am always in search of *motivation.* What\ndrives you to act, above all else, Camilla?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06カミラ\nCaring for my dear Corrin, of course. And killing\nanyone who would dare cause her harm.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nThe thought of *failure* fills me with dread.\nDo you have any similar fears, I wonder?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06カミラ\nFear will only find you when you're alone.\nThat is why companionship is so important.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06カミラ\nOur friends protect us, guide us when we lose\nour way. I'm happy to do that for you, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nYour *perspective* on this matter is fascinating.\nThank you for the insight...and the kind words.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nI would like us to be good friends, Camilla.\nWill you go out with me?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh my, is this a date? How intriguing. What do\nyou have planned?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYour outfit reminds me very much of clothing\nI've seen in a place called Hoshido.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nFascinating. Does that mean I might blend in,\nif I were to travel there?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nThis world is vast and full of sights to see.\nI feel compelled to experience all of them.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nI wish to learn more of your world as well,\nCamilla. Will you tell me some of your tales?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カミラ\nI'd be delighted to tell you more about Nohr,\nHoshido, and my family.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カミラ\nBut I don't want to be the only one talking.\nYou'll have to tell me all about your life too.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nMy youngest sister is a lot like you, Hortensia.\nShe even wears her hair in a similar way.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nShe sounds quite fashionable. I'll bet she's\nalmost as cute and charming as I am too.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nMy home country of Nohr rarely sees the sun.\nIt's like your snowy Elusia in that way.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nSounds like I'd feel right at home there, then!\nI'd love to see it someday.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nThere's got to be a secret to your charm,\nCamilla. Want to clue me in?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06カミラ\nNothing in particular, really. I take good care of\nmyself, which I suppose boosts my confidence.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nThat makes sense. What do you do to take care\nof yourself?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06カミラ\nWell, for example, I find a nice, relaxing bath\nreally helps clear my mind.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nIt's nice to meet you, Camilla. I'm happy to be\nyour newest and cutest friend.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06カミラ\nI admire your confidence, Rosado. In my world,\nyou could have been one of my retainers.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nI thought I heard you calling my name earlier,\nRosado. Did you need something?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nOh, no. I was actually talking to my wyvern!\nHer name is Camille.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nThanks for indulging me, Camilla. This sketch\nof you came out wonderfully!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06カミラ\nOf course, Rosado. May I see? Oh, you drew\nthe two of us side by side!\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nTwo cuties out for a stroll. What do you think?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06カミラ\nI love it. You've captured a delightful memory.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI'm sorry if my stellar performance in battle was\na shock, Camilla. I did my best to prepare you.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh, it's no trouble at all. You have quite a lot\nof confidence. I admire that.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nWe should visit my village sometime. It's home\nto the finest hot springs in Elusia, you know.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06カミラ\nThat sounds delightful. I do love a good soak.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI feel sorry for our opponents in battle. They're\ntoo mesmerized by our elegance to fight back.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06カミラ\nNever feel bad about using every advantage\nto kill your enemies, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nI suppose you're right. At least they got to\nwitness something wonderful before they died.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06カミラ\nExactly. That's why we make a brilliant team.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nPrincess Timerra, I wish us to be friends. In the\nother world, my bracelet was entrusted to Solm.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nIs that right? OK then, let's be great friends!\nI want to know everything about you, Camilla.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou're so cheerful. Cooking on the campfire,\nsinging... So different from the Timerra I knew.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nI'm sorry if that's a shock. I hope you'll come to\nlike this version of me too.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou have a talent for song, don't you? Could\nyou create one celebrating our friendship?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nYES! I'm so happy you asked! What kind are\nwe thinking?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06カミラ\nIf it's your usual cheerful song, I'm sure I'll love\nit. When we win the war, let's sing it together.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nAll right! I'll start working on it now... We'll\nmake our friendship echo across the battlefield!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nMay I observe your wyvern up close? It's a rare\nopportunity to examine one from another world!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06カミラ\nYou're welcome to. Just watch your fingers.\nShe can be a little temperamental.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYour lunch is full of sweets. Haha, how nice!\nI love sweet things. I also enjoy good meat.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nIs that so? I also like both those things! I'd love\nto try the sweets of your country some day.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nI have two older brothers who worry about me\nconstantly, even though I'm an adult now.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06カミラ\nAw, that's just what siblings do. A cute little\nsister will always be on one's mind.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06カミラ\nYou may find yourself at odds sometimes, but\nyou're connected by a bond wherever you are.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nYes, I feel the bonds with my brothers and my\nfriends. And with you, kindly fighting beside me.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nYou are kind here yet vicious in battle. Seeing\nyou mercilessly mow down enemies is amazing.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06カミラ\nYou and I appear to be similar in that respect.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nWhen I was little, I sometimes played in perilous\nplaces. I feel like you might have been the same.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nI love ghosts and scary places very much. Let\nus explore together sometime soon.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nThough you and I look entirely different, I feel\nas if we have something in common.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06カミラ\nFunny. I was thinking the same thing. Let us\nremain friends, now and always.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nIndeed! If it would not bother you, I would like\nto call you "big sister." What say you?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06カミラ\nBig sister? I suppose, but only when it's just\nthe two of us, all right? It'll be our secret.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou sure are quick to open your heart to people,\naren't you? I feel like I've known you for ages.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nHaha! Thanks, Camilla! I just like getting to\nknow people. You very much included.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nHopefully I can meet your siblings one day.\nDo you think we'd all get along?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06カミラ\nI'm sure you'd get on with everyone.\nParticularly with my youngest sister.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nHey, Camilla! I'm throwing a party later! You in?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06カミラ\nThank you...but I'm not a fan of crowds. Not\nafter the fighting I saw when I was little.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nI get it. But there won't be any fighting here.\nJust friends.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06カミラ\nI suppose you're right. In that case, perhaps I\nwill go. If you promise to escort me properly.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nAre you truly a cleric? You aren't as...stuffy...as\nthe other clerics I've met.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nYeah, I like to wear my faith on my sleeve.\nI know that's not to everyone's tastes.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAre you sensitive to noise? If so, I'm sorry for\ngetting so loud at that party last night.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06カミラ\nNo need to apologize. I like seeing others let\nloose...and watching your peculiar dancing.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nI must take back what I said before. Watching\nyou has shown me that you're a great cleric.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nWell, my mission is to help people. Even if\nthat means making a little noise on occasion.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06カミラ\nHaha, that is a good motto. And I suppose we\nmust change with the times.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nExactly. But I'll make it a point to host quieter\ngatherings, too, so you can join in the fun!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nYour wyvern has such beautiful scales... I can't\nstop wondering how they might taste.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06カミラ\nWell, that's a new one. Though I fear if you tried\nto taste them, you'd be the one getting eaten.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nDo you enjoy cooking, Camilla? I'd be curious\nto hear about your specialties.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06カミラ\nHmm... I suppose I am quite good at cooking\nmeat. Rare inside, but seared to a light char...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nI'd love to try your cooking. If you give me a\nrecipe, I can recreate it with my own hands.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06カミラ\nWell, it's nothing so fancy for a real chef like\nyou. But if you're still up for it, I'll tell you.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nI'd love that. I want to taste everything I can.\nAnd I'm sure your meals will be delicious.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06カミラ\nI'm honored you think so. OK then, I'll guide\nyou. It's just a shame I can't do it myself...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nThe Anna of this world is so young and\nadorable! I just want to dote on you.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nWhoa, have you met my sisters? If you're gonna\ndote on me, at least buy some of my wares!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou use an axe, don't you, Anna? I do too.\nHaha, what a great match we are.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nAxes are great weapons, but you can also use\nthem to split firewood! They're so economical!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou have many items I'm curious about, Anna.\nBut as I am, I'm afraid I haven't any gold.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nA businesswoman can't give away products for\nfree, but Emblems don't have any gold. Hmm...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nOh, I know! Tell me stories of your homeland.\nI can find a way to sell the stories later.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06カミラ\nIn that case, I'll come up with some stories that\nwill be sure to satisfy your customers.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nBeing doctor to an army must be exhausting!\nLet me know how I can support you.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nCamilla, do you have any healing skills? If so,\nI might ask for you when I'm worn out.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou'll tire yourself out if you keep working so\nhard. It's important to let yourself rest too.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nIt would be bad if the doctor got sick. I'll take a\nbreak for some tea. Would you care to join me?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ジャン\nThanks for looking out for me. Now I can focus\non achieving my dream of becoming a doctor.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06カミラ\nI like looking after kids like you. I'm sure you'll\nbe able to become a splendid doctor one day.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06カミラ\nBut don't overdo it. If you get too tired, don't\nbe afraid to let me take care of you.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nYou are really good at making sure I get some\nrest. It seems I've got a lot to learn from you.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nYou're amazing in battle, Camilla. I've gotta go\nall out just to keep up!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06カミラ\nI admire you for giving it your all out there.\nBut don't sell yourself short either.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ユナカ\nI can't get enough of your stories about Nohr.\nThe legends are so heroic, I could cry!\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06カミラ\nI'm glad you've enjoyed them. Now, why don't\nyou tell me some stories of your own?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nOne of my retainers was a former assassin.\nShe was austere at times, but actually very kind.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nYou must be pretty open-minded to employ an\nassassin. What made you think of her just now?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06カミラ\nNothing in particular. You seem reluctant to talk\nabout yourself, so I thought I'd fill the silence.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nThat's...considerate of you. Talking about my\npast isn't easy, but maybe I can warm up to it.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYour fortune-telling technique looks interesting.\nYou offer up food and read cards, is that right?\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nOh, I was trying to divine the outcome of eating\nall that food. I don't normally make offerings.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nYou must eat enough to give yourself the fuel to\nget through the day. I enjoy meat and fruit.\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x0A\x08セアダス\nI always get enough nutrition. Let me show you\nhow energetic my dance can be.\x0E\x04\x00\x00
