MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYou've been making some great progress out\nthere. Your skills have really improved.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHector, do you have time to spare? I'd like you\nto bear witness to the fruits of my training.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSure, I've got time. What kind of training have\nyou been up to?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nChildren cry because my stare can be so scary,\nso I've been working on my smile. How's this?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHaha! No need to worry. You have a nice smile.\nIt makes me smile back just looking at you!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYou seem to be keeping your distance from me,\nPrincess Ivy. Did I do something to offend you?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNot at all. I am simply unaccustomed to\ndealing with such...bright personalities.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nSomething just moved in the shadows there.\nI think it might be a ghost.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nJust you and me here, Princess Ivy. Wait, are\nyou scared of ghosts? Haha! Adorable!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nI know I am...difficult to get along with. Thank\nyou for lending me your strength regardless.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHey, no need for that. We're friends. You do\nthe same for me all the time.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nI will happily continue to do so. For as long\nas you remain loyal.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nHa! That's a joke, right? You're kidding?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYou've always got something to do, Zelkov.\nWhat are you up to this time?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nI am too *focused* on this pursuit to answer\nyou right now. Ask me again another time.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMy pursuit of the day is combat training,\nHector. I hope you will *indulge* me.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOho, you want to spar? Perfect! You better be\nready, though. I'm not the holding-back type.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nI would be very curious to hear *stories* of your\nhome world, Hector, if you are inclined to share.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSure. I could tell you about the assassins we\nhad to fight to save the world. Rough times.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nNever one to shy from battle, I see. Do you ever\nhave *doubts* about fighting for our cause?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nOf course not. I'm always ready to fight for\npeace. Look at all the friends I've made doing it!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nYour presence radiates experience in battle,\nHector. I am excited to learn from you!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYou're quite skilled yourself. Why don't we\nspar a few rounds?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nYou must miss your older brother, Hector. If it\nhelps you, please allow me to be his substitute.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIf you want to stand in for him, you'll have to\nbe a lot quieter.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nMuch like me, you are in constant search of\nthose who can match your skill in combat.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nThat's right. I used to cross blades with my\nfriend Eliwood all the time. It was always fun.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nYou and I must cross blades more frequently,\nthen, so that our bond can become as strong!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nOur bond, huh? I like that. You're on, Kagetsu!\nLet's give it all we've got!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHmm... A little brutish, but in a dignified way.\nI like it. You pass the test, Hector!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI didn't know there was a test. Guess I should\nbe grateful I didn't fail it.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAt first I thought you were scary, but you're\nactually really nice. I get why you're popular.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI don't know about popular, but I do consider\nyou a friend. Call on me anytime you need!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSo, Hector, who do you think is the cutest\nperson in this army? Come on, spill it!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nThat came out of nowhere. I don't think about\nthis stuff too much. I really couldn't say.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nAw, don't be like that. It's OK if it's not me.\nI won't hold it against you too much.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nCan we, uh...talk about something else?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nYou've got a bit of a gentle-giant thing going on,\nHector. It's really working for you. Very cute.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nThat's one I've never heard before, but it is\nflattering. Thank you.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nI need to brush up on my studies, but I'm bad at\nthis sort of thing. Could you help me out?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI'm not sure it's my help you want. I slept\nthrough half my lessons.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nWar is such an ugly thing. I guess that's why I\ntry to look cute in battle. Contrast, you know?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSo by being cute, you remind people how ugly\nwar is. That's brilliant, Rosado.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nIt's also that the cuter I am, the stronger I get.\nAnd the more people want to protect me!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNaturally. There's no way I'd let my adorable\nfriend Rosado get hurt!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDo you have anything to say to me about that\nlast battle? Compliments on my skill, perhaps?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nUh, sure. You handled yourself well. Y'know,\nyou remind me of a friend I had named Serra.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI appreciate your willingness to step in and help,\neven if I do always have things under control.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWhen I see a friend in danger, I don't hesitate.\nThat's all there is to it.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI struggled for success at the academy, hard as\nthat may be to believe. Perfection is never easy.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI can relate to...some of that. I used to skip\nstudying in the castle in favor of the arena.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nFor what it's worth, I think those rough edges\nof yours are a big part of your charm.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nI never thought of it like that. I just wanted to be\nstrong, so I could protect my friends.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nI see you're used to sleeping outdoors. I did that\na lot while traveling. You don't find it rough?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nNot at all! You get to go different places, bask\nin the great outdoors, sing... I love it!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nI heard you had retainers, too, Hector. Did you\never roast meat and sing and stuff together?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI've never done that. But we sure did trust each\nother. Thinking about it brings back memories.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nI can't forgive the Corrupted. They're attacking\nour people. No one can even travel safely!\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYeah. In my world, a group called the Black\nFang did the same kind of thing.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nI'll bet you showed them what's what. A brave\nwarrior like you wouldn't take that sitting down.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNo way. My allies and I faced them together.\nAnd we'll do the same with the Corrupted!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYou left your home to become a knight, right?\nI once fled my castle to save my friend.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nI'm surprised we've had similar experiences.\nPerhaps we'll get on better than I expected!\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nI read in a book that knights should put their\nlives on the line for their friends.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI don't think it means to sacrifice yourself. It's\nprobably saying to be prepared to do anything.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nIf I had your physique, Sir Hector, I could\nprotect my princess even more effectively.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMy good friend once said that, "Thankfully,\nwars are not won by strength alone."\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nHe's not as sturdy as me, but when we sparred,\nwe always came out even.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nI suppose muscles aren't everything. I'll strive\nto succeed in my own way!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYour actions were deft and efficient in that last\nbattle. Looks like our training has paid off!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nI owe it all to your instruction, Hector. I hope\nthat you will continue to advise me.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nTell me, in your experience, how does a retainer\nbest serve their lord or lady?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nWell, my retainers all had their own little quirks.\nI'm not sure they'd be the best examples.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nWhen my emotions are heightened, I'm afraid I\nrevert back to my prior, untamed self.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI get riled up in the heat of battle too. I think\nyou should just be who you are.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nForget niceties. The important thing is to have\nthe conviction of knowing what you want to do.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nDo you think so? Well, then I am quite relieved\nto hear it.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nHey, Hector, got a moment? I wanted to see if I\ncould pick your brain about small-unit tactics.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOf course. I'd be happy to share whatever\nexperience I can.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nI look forward to peaceful days when I can\ntravel again. Did you travel your world much?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI've mostly traveled during war. It wasn't easy,\nbut I did have some fun along the way.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nI'd do anything for Timerra. You gotta know\nwhat that feels like, having a brother and all.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYou really care about her, don't you? As for me,\nwell... My brother was the helpful one.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nEven when I left him to go rescue my friend, he\nwas the one who made it possible.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nWow, your brother sounds pretty amazing.\nI haven't even met him and I like him already!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nWe should have a party to celebrate you joining\nus. If you're in, I'll start decorating the church!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNot what I'd expect a man of the cloth to say,\nbut you and Serra would have gotten along well.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nThanks for helping out in that last battle. Mind\nif I offer up a prayer to show my gratitude?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHow about a duel instead? I'd enjoy that more!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nWe all have something we want to protect. For\nme, it's the church. How about you?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nA friend and I swore an oath, to protect each\nother with our lives if we were ever in need.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nThat oath soon extended to other friends as\nwell. And now, it extends to protecting you.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nAww, that's the nicest thing I've heard in a long\ntime! I swear to protect you, too, Lord Hector.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nYour armor has been seasoned by countless\nbattles... May I taste its exquisite flavor?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEating my armor might hurt your stomach. If\nyou want to test its strength, though, let's duel!\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYour skill with a knife is arguably at the level\nof swordfighting. You'd be a worthy adversary.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nThis knife is no weapon, but a culinary artist's\ntool... Though I appreciate your compliment.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nI spend most of my days thinking up new meals,\nbut I wonder...is that acceptable as a retainer?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMy retainers have been made up of all sorts of\npeculiar people. But they were irreplaceable.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nIn my opinion, so long as you share a bond of\ntrust, you can overcome the toughest situations.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nIs that so? I'm glad you told me this. Please,\nallow me to prepare you an olfactory feast.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSorry if I'm imagining this, but...have we met\nsomewhere before?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nHmm... I don't remember you being a customer.\nMaybe tell me what you bought and where?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nThere are lots of surprises in the trade business!\nStuff that sells in one place may not in another.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nPeople surprised me all the time in my travels,\nusually with their strength. It's a big world, eh?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nI feel like we really connected in that last battle!\nWant to make this a special day from now on?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSure. After all, special occasions like that should\nlast forever!\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nYou talk as if you've already had some. Do you\nhave other special days, Hector?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nI do. I won't forget the day I swore an oath with\nmy friend. Why don't we swear an oath too?\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nAs a doctor, I find your exemplary musculature\ninteresting. Might I examine your arms?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nGo ahead. But I don't think it'll be all that\ninteresting, studying a guy like me...\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nYour medical technique astounds me, Jean.\nIn my world, we'd have recruited you for sure.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nThanks, I'm pleased to hear it. I wonder if I'd\nhave been successful in your world.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ジャン\nWar is certainly cruel. No matter how many I\nheal, the patients just keep coming.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIt's true. My allies and I were able to regain\npeace, but it cost us many lives.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\n\x0E\x03\x02\x0A\x08ヘクトル\nStill, if we keep on trying, we can reduce those\ncasualties. Even one less is a victory.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nQuite right, Hector. I'll do my best to achieve\nthat goal and to protect you!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nOoo, look at this armor! The plating gives good\ncoverage, and the faulds aren't too confining!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nHow'd you get so close without me noticing?\nYou're as sneaky as the best of my spies.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nHow does your axe cut through stone like\nnothing, Hector? Is it some kinda special alloy?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nThe technique matters as much as the weapon.\nMaybe I'll show you sometime.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ユナカ\nIt's nice working with you, Hector. I feel like\nI don't have to watch my flanks as much.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nI'm used to fighting in groups. A friend and I\nused to fight back-to-back all the time.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\nI like the sound of that! Maybe if you show me\nhow, I could fill in for your friend.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nGreat idea. That way we'll always be able to\ncover each other in the field.\x0E\x04\x00\x00
