MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJe n'ai jamais vu personne d'aussi puissant que\nvous. Cette capacité à invoquer des Emblèmes...\nJ'aimerais tant la posséder.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nJ-Je n'ai rien d'exceptionnel, je vous assure !\nJe fais ce que je peux pour vous protéger,\nc'est tout !\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous êtes une souveraine vraiment admirable.\nComparé à vous, je ne suis que... qu'un... Pff...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous savez prendre soin de vos sujets. C'est\nune des choses qui comptent par-dessus tout.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne suis pas encore une bonne souveraine.\nMais j'ai l'impression que vous savez comment\nje pourrais le devenir. Dites-le-moi...\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nJ-Je ne vois pas bien ce que je pourrais vous\napprendre. Mais... je serais enchanté de discuter\navec vous quand vous le souhaitez.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ラピス\nUne princesse impériale telle que vous doit\nsans doute trouver bien peu intéressante\nla jeune fille ordinaire que je suis.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nBien au contraire, je suis curieuse d'en savoir\nplus à votre sujet. Racontez-moi tout de vous.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ラピス\nLes patates sont des plantes formidables, vous\nsavez ? Elles peuvent pousser n'importe où...\nEnfin, c'est ce que j'ai lu dans un livre !\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous êtes un puits de science. Et il y a tant\nde choses que j'ignore... Je veux que vous\nm'en appreniez davantage.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLapis, j'ai entendu dire que vous aviez\ndes frères et sœurs plus jeunes que vous.\nEst-ce que... vous vous entendez bien ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nOh oui ! On jouait ensemble dans les champs,\non mangeait des herbes sauvages... Enfin, euh...\non les arrachait. Des jeux d'enfants, quoi.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nVous semblez avoir de joyeux souvenirs. Moi,\nmon frère aîné ne restait jamais longtemps\nà la maison. Je m'y sentais très seule.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nEh bien, aussi longtemps que vous serez ici,\nje ne vous laisserai pas vous sentir seule.\nAllons jouer dans les collines et les champs !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSalutations, Veronica. J'étudie la magie, et\nje songeais que vous accepteriez peut-être\nde m'enseigner cet art ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe n'ai jamais enseigné à personne. Mais si\nvous voulez, nous pouvons discuter un peu.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'aimerais bien vous voir sourire plus souvent.\nNous pourrions à nouveau bavarder ensemble,\nà l'occasion.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMoi, j'ai... souri ? Il faut croire que j'apprécie\nvraiment votre compagnie.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJe ne livre bataille que pour protéger mon pays.\nBrodia est tout pour moi.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous parlez comme une personne de sang\nroyal. Êtes-vous donc une reine ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nNon. N'est-ce pas le désir naturel de tout\nun chacun, que de vouloir protéger ce qui\nlui est cher ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSi, certainement. J'aime mon peuple, et\nje souhaite le protéger. Tout comme vous...\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJ'avoue éprouver une certaine sympathie\npour vous, sans bien savoir pourquoi.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nCe sentiment est réciproque. J'espère que\nnous deviendrons de vraies amies.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nJ'ai grandi au milieu des intrigues de la cour.\nJ'en ai conçu une grande difficulté à accorder\nma confiance aux autres.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJ'ai aussi du mal à accorder ma confiance. Mais\nla seule alternative est de vivre dans la solitude.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nVous semblez être une bonne princesse. Je...\nJe ne sais pas si je pourrais en dire autant.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nJe ne saurais pas en juger non plus. C'est au\npeuple que vous gouvernez d'en décider.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nQuoi qu'il en soit, j'aimerais croire que vous\naccordez autant de valeur à vos sujets que\nmoi aux miens.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nC'est le cas. Je les protège farouchement. Mais\nracontez-moi donc un peu votre vie à la cour...\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nVous avez accumulé un pouvoir impressionnant\npour votre âge, mais... avez-vous l'occasion\nde *profiter* de votre jeunesse ?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe me prépare à régner sur un empire. Je n'ai\npas de temps à consacrer à des enfantillages.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJ'ai entendu dire que vous appréciiez *l'arôme*\nd'un bon thé noir. Celui-ci est-il à votre goût ?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIl en émane en effet un parfum admirable.\nVous êtes un homme aux multiples talents.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nQuelle vision avez-vous quand vous tournez\nvotre *œil intérieur* vers l'avenir, Veronica ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nL'avenir ? J'ai déjà du mal à imaginer à quoi\nressemblera ma journée de demain. Et vous ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nSi je cherche à être pleinement *absorbé* par\nmes activités, c'est bien pour éviter de devoir\nréfléchir à ce genre de choses.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nDans ce cas, tâchons de maintenir ce statu quo.\nJe suis ravie de vous avoir auprès de moi.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVeronica ! Je désire que nous soyons amis.\nVoudriez-vous sortir avec moi, tout de suite ?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne comprends pas... Où voulez-vous sortir ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVous êtes absolument formidable, Veronica !\nAllez, montrez-moi encore vos talents !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPour votre bien, je me dois de refuser.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJe vous envie, Kagetsu. Vous avez tant d'atouts\nque je n'ai pas.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nVraiment ? Qu'ai-je donc de si enviable ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nUn caractère enjoué. Un sourire insouciant.\nEt des amis avec qui partager ces qualités.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nJe vous compte parmi ces amis, Veronica. Et\npuisque je les partage, vous en bénéficiez aussi !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous êtes quelqu'un de très calme, Veronica.\nMais ce n'est pas un mal, loin de là !\nCela contribue à votre charme !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMon charme ? Je ne vois pas ce que\nvous voulez dire.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nCe serait chouette que les Emblèmes puissent\nchanger de tenues... Je vous achèterais des\ntonnes de vêtements !\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe n'éprouve aucun intérêt pour la mode.\nMais j'avoue que cela m'intrigue de savoir\nce que vous m'imagineriez porter...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe n'ai pas eu une enfance facile, à la cour\nde mon royaume. Qu'en a-t-il été pour vous,\nVeronica ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJ'avais un frère aîné qui veillait sur moi.\nJ'aimerais tant pouvoir le revoir, ne serait-ce\nque pour prendre un thé avec lui...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh non... Je vous ai causé de la peine. J'en suis\nnavrée. Je ne suis pas votre grand frère, mais...\nje peux au moins vous préparer un thé !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nJe crois que ce serait une bonne idée.\nOui, asseyons-nous autour d'un thé,\net parlez-moi un peu de vous.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nVotre tenue est vraiment adorable ! Elle vous va\ncomme un gant. Et je pourrais parier qu'elle est\naussi très tendance, dans votre monde.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nC'est possible. À vrai dire, je n'en sais rien.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nNe faites pas attention à moi, j'admire juste\nvos cheveux soyeux. Avez-vous jamais songé\nà les laisser pousser davantage ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe les ai déjà portés longs, oui.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nRegardez un peu cette esquisse que j'ai faite.\nJe crois bien que j'ai capturé votre beauté\navec brio !\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nC'est étrange. Ce n'est pas du tout ce que\nj'aperçois quand je me regarde dans un miroir.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nMais si c'est ainsi que vous me voyez...\nj'en suis heureuse.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nOh, votre réaction ferait un tableau parfait !\nPermettez-moi de la dessiner, j'en ai pour\nquelques minutes !\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'aimerais tellement avoir un maintien royal\ncomme vous, Veronica... À la place, je dois\nme contenter de mon charisme stupéfiant.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous avez aussi une inébranlable confiance\nen vous, à ce que je vois.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suis désolée si ma brillante conversation\na pu affadir vos autres amitiés.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne vois pas ce que vous voulez dire par là.\nJ'aime bien discuter avec vous, en tout cas.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nCe que les autres personnes peuvent penser\nde vous n'a aucune importance. Pourquoi\nvous en souciez-vous autant ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nBien sûr que si, c'est important. Si j'avais eu\nce genre d'attitude, je n'aurais jamais réussi\nà avoir autant de succès auprès des gens.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nEt comment fait-on pour... avoir du succès,\nau juste ? Est-ce une question d'entraînement ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEn un certain sens, oui. Le charme est un talent\nque chacun peut acquérir et développer.\nJe serais ravi de vous enseigner cela.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVeronica, vous avez l'air toute triste ! Vous\nsavez, il n'y a rien de tel pour se remonter\nle moral qu'une bonne chanson...\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNe vous tracassez pas pour moi, je suis toujours\nainsi. Mais si vous avez une chanson toute\nprête, je l'écouterais volontiers.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVous n'avez jamais envisagé de porter\nune tenue solmoise, Veronica ? Je crois\nque ça vous irait à merveille !\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVraiment ? Je devrais peut-être y songer...\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nLà d'où je viens, il n'y a rien, mais vraiment\nrien de plus précieux que la liberté.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLa liberté ? Dès le départ, je n'ai jamais\nbénéficié de la moindre once de liberté...\nJe ne suis pas sûre de bien comprendre.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nCela peut désigner bien des choses, en fait.\nComme de pouvoir chérir ce qui est le plus\nimportant pour soi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nCe qui est important pour moi ? Oui... Comme\nmon peuple, par exemple... Ou mes amis.\nDont vous faites partie, Timerra.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nJe suis ravie de me battre aux côtés d'une\npersonne aussi gentille que vous. Je ferai\ntout mon possible pour vous protéger !\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe vois... Merci. Cela me ferait aussi plaisir que\nvous me racontiez votre histoire, à l'occasion.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nJe ne me lasserai jamais de découvrir des\ncréatures rares. Quels genres d'animaux\ntrouvait-on, dans votre pays ?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nComme animaux ? Je ne saurais trop vous dire,\nmais j'ai vu des gens avec des oreilles de lapins.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nDès ma naissance, j'étais prédestinée à devenir\nla matriarche de mon village. J'avais un destin\ntout tracé, en quelque sorte.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nC'était un peu la même chose pour moi.\nTout était décidé depuis ma naissance.\nJe n'y ai jamais vraiment réfléchi, mais...\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nAprès en avoir discuté avec d'autres, j'ai pris\nconscience que... ce que je voulais vraiment...\nJe n'arrive pas encore bien à l'exprimer.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nDans ce cas, nous devrions en parler davantage.\nEn essayant de le formuler, peut-être que vous\narriverez à mieux voir ce que vous désirez !\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nVous ne manquez pas de force, Panette.\nJ'aimerais faire de vous mon chevalier.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nL'intérêt que vous me portez m'honore,\nmais je dois en discuter avec ma cheffe.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous semblez ne jamais perdre votre\ncontenance sur le champ de bataille.\nLa peur vous est-elle donc étrangère ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne crains qu'une chose : c'est de voir\nquelqu'un s'en aller sans être sûre que\nnous nous reverrons.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous êtes une princesse impériale, n'est-ce\npas ? Vous arrive-t-il de rêver à une existence\nplus libre et insouciante ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nD'aussi loin que je me souvienne, j'ai toujours\nentendu un appel. Je me suis contentée de\nle suivre. Je n'avais aucune liberté.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nPourtant... C'est étrange. Parfois, lorsque\nnous sommes ensemble, je me surprends\nà désirer vous ressembler davantage.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nAlors amusons-nous un peu ! Partons pour une\nvirée à dos de loups jusqu'au bout de la nuit !\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nフォガート\nJe pensais organiser une fête pour vous\naccueillir. Êtes-vous prête à faire un boucan\nde tous les diables ?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nVous avez envie de me faire bon accueil ?\nEh bien, dans ce cas, oui... Je serai heureuse\nde faire un boucan de tous les diables.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nPourquoi organisez-vous tant de fêtes ?\nCela n'est-il pas censé marquer des\névénements sortant du commun ?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nLes gens sont plus heureux quand ils sont\nensemble, et moi je ne demande qu'à faire\nleur bonheur. C'est aussi simple que cela.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nフォガート\nJ'ai commencé à me battre pour les Sentinelles\nafin d'aider mon pays. Ce qui veut dire que\nje n'étais pas très souvent au palais.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMon frère était pareil.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nJe suis sûr qu'il agissait ainsi pour le bien de\nvotre pays. Et probablement pour le vôtre aussi.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nPour mon bien ? Vous avez peut-être raison.\nMerci de m'avoir ouvert les yeux, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJe me demandais... Vous chantiez et tapiez\ndu pied avec une ardeur déconcertante...\nQue faisiez-vous au juste ?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nAh, oui... C'était une danse que je consacrais\nau Dragon divin. Je peux vous l'enseigner,\nsi cela vous chante !\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nTous les hommes d'Église sont comme vous,\ndans ce monde ? Ceux de chez moi sont...\nassez différents.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nNon, disons que je suis une exception.\nJe suis loin d'être un prêtre normal !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDame Veronica, laissez-moi faire\nune prière pour votre protection.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJe ne suis pas digne d'une bénédiction divine...\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nQu'est-ce qu'il faut pas entendre ! Vous vous\nbattez pour le salut de ce monde. Bien sûr que\nsi, vous méritez une bénédiction.\x0E\x04\x00\x00
