MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nJe suis vraiment contente de devenir l'amie\nd'un autre Dragon divin... Nous allons avoir\ntellement de choses à nous dire !\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nVous perdez votre temps à féliciter quelqu'un\ncomme moi. Vous êtes si éblouissante...\nVotre présence m'intimide trop, je suis désolé !\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous êtes si forte, Dame Tiki. Tout le monde\ncompte sur vous... Je voudrais faire de mon\nmieux pour vous protéger, si vous le permettez.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x06\x04チキ\nD'accord ! Et je vous protégerai également,\nAlcryst !\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nQuoi ?! Mais non... ce serait du gâchis !\nJe vous en prie, protégez plutôt quelqu'un\nqui en vaille la peine.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x06\x04チキ\nJe vous assure que vous en valez tout à fait\nla peine ! De plus, il est bien plus efficace de\nnous couvrir mutuellement nos arrières !\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nOh, votre manche est déchirée au poignet !\nVous seriez-vous accrochée quelque part ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nHmm. Pendant le dernier combat, peut-être ?\nJe vais la raccommoder, mais il me faudra\nsans doute préparer d'abord du fil.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nJe vous ai vue préparer une belle quantité de\nnourriture, Lapis. Cela semblait fort appétissant.\nVous êtes une bonne cuisinière, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nJ'ai reçu des patates de mon village, alors je les\nai cuisinées avec des légumes que j'ai ramassés,\net... Oui, enfin, ce n'est pas grand-chose.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ラピス\nJe tenais à vous remercier pour toute l'aide que\nvous m'avez apportée. Qu'est-ce qui pourrait\nvous plaire ? Je sais fabriquer plein de choses...\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04チキ\nOh, vraiment ?! Voyons... Je crois que ce qui\nme ferait réellement plaisir, ce serait de passer\nplus de temps avec vous. Beaucoup plus !\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04チキ\nQue vous soyez là à mes côtés, à discuter avec\nmoi... Oui, c'est cela que je voudrais.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nVoilà quelque chose qui me paraît tout à fait\nfaisable ! Pas de problème, nous allons passer\npas mal de temps ensemble, alors.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'aime la ville où j'ai vu le jour et suis très\nattachée à mes amis. Je veux les protéger.\nMerci de nous assister dans cette lutte.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04チキ\nJe vous en prie ! Je ferai tout mon possible pour\nassurer votre bonheur et votre sécurité à tous !\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDisposer d'une puissance aussi phénoménale\net ne pas perdre une once d'innocence...\nVous devez être entourée d'excellents amis.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04チキ\nOh, ça me fait plaisir que vous disiez cela !\nMes amis sont tous charmants, vous y compris !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'ai fait l'emplette de nombreux jouets pour\nnous, Tiki. Si vous en avez le loisir, nous\ndevrions bien nous amuser, aujourd'hui.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04チキ\nOuah... Vous avez acheté tout ça ?\nC'est formidable ! Et... comment joue-t-on\navec, au juste ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nPour être franche, je ne saurais vous le dire.\nMais lançons-nous ensemble, je suis sûre\nque cela sera très divertissant !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04チキ\nHa ha ! J'ai hâte de m'y mettre... Par quel\njouet allons-nous commencer ? Pas facile\nde choisir !\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nC'est un honneur que de recevoir l'aide d'un\nDragon divin d'un autre monde. Je vous en\nsuis reconnaissante.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04チキ\nJ'espère que les autres verront les choses\ncomme vous. Je ferai tout mon possible\npour ne décevoir personne !\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nCela ne semble pas vous gêner que mon pays\nvénère le Dragon déchu. Les Dragons divins\nfont-ils tous preuve d'autant de mansuétude ?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04チキ\nJe ne peux pas parler au nom des autres. Tout\nce que je sais, c'est que je vous aime bien !\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nPuis-je vous confier un secret ? Je ne peux\npas le reconnaître publiquement, mais je suis\ndévouée au Dragon divin.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04チキ\nEt vous devez le cacher à votre propre peuple ?\nVoilà qui ne doit pas être évident... Votre force\nde caractère est impressionnante.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nVos paroles sont fort aimables. Je vous en\nremercie, Tiki. J'espère que vous resterez\nencore longtemps avec nous.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04チキ\nNe vous inquiétez pas pour cela. Je resterai\ntoujours avec vous, car nous sommes amies !\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nVous semblez être un Emblème bien jeune et\n*précoce*. J'ai hâte de collaborer avec vous.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04チキ\nBien jeune ?! J'ai plus de mille ans, vous savez !\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nContemplez cette apaisante bougie *émeraude*.\nJe l'ai façonnée en pensant à vous.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04チキ\nOooh, comme elle est jolie ! Cela ne vous gêne\npas si je l'allume tout de suite ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nDe vieux *cauchemars* me hantent, et\nm'empêchent de m'abandonner à un profond\nsommeil. Je n'ose faire que de brèves siestes.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04チキ\nJe faisais beaucoup de cauchemars, moi aussi,\nautrefois. Au point d'avoir peur de dormir seule.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nCe tourment n'épargne donc pas même\nles âmes les plus *innocentes*. Vous\nm'en voyez désolé.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04チキ\nCe n'est pas la peine, je vais bien mieux. Avec\nautant d'amis autour de moi, les mauvais rêves,\nc'est du passé !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nVous êtes toujours de bonne humeur, Tiki. Vous\navez parfois encore plus d'entrain que moi !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04チキ\nÊtre avec vous et avec tous nos amis me rend\nen effet heureuse, Kagetsu ! Que comptez-vous\nfaire, aujourd'hui ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nAlors comme ça, votre pierre vous permet de\nvous transformer en dragon... Vous me feriez\nune démonstration, à l'occasion ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04チキ\nJ'en serais ravie. Mais attention, sous ma forme\nde dragon, je suis très forte !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nPourriez-vous me parler de la contrée dont\nvous venez ? Les récits sur des lieux que\nje ne connais pas m'intéressent toujours.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04チキ\nC'est un endroit très paisible, où vivent plein\nde gens formidables. Comme Ban-Ban !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x06\x04チキ\nPeut-être qu'un jour, je vous emmènerai y faire\nun tour. Je me transformerai en dragon, et vous\nn'aurez qu'à grimper sur mon dos !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nVoilà une suggestion épatante ! J'attendrai\nce moment avec impatience !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nComment pouvez-vous être à la fois mignonne,\nsympa et forte ? Ça ne devrait pas être permis,\nvous êtes tout simplement trop charmante.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04チキ\nOh merci, c'est si gentil de votre part !\nJe suis sûre que nous serons d'excellentes\namies, Hortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nLes journées ensoleillées comme celles-ci sont\nplutôt rares, en Elusia. Il faut avouer que ce\nchangement de climat est fort agréable.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04チキ\nJ'aime bien ce temps, moi aussi. Et si nous\nen profitions pour faire une petite sieste ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nCela ne vous dérange pas de discuter avec\nune princesse dont le royaume vénère\nle Dragon déchu ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04チキ\nPourquoi cela devrait-il me déranger ? J'avoue\nne même pas y penser. Tout ce qui compte,\nc'est que je vous apprécie beaucoup !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nVoilà qui me fait énormément plaisir, Tiki.\nJe vous aime bien, moi aussi. Vous êtes\nune de mes meilleures amies.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04チキ\nVous êtes également l'une de mes meilleures\namies, et vous le serez toujours !\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nTiki, tout le monde est aussi mignon que vous,\ndans votre monde ? Parce que même sous\nforme de dragon, vous êtes adorable !\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04チキ\nHi hi ! Merci, Rosado, vous êtes gentil !\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nJ'adore les rubans de votre wyverne !\nJ'aimerais bien en avoir en pareil, moi aussi.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nDes rubans, j'en ai plein ! Vous ne pourrez\npeut-être pas les porter, mais je peux en\nmettre un autour de votre bracelet.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJe n'en peux plus de cette guerre. Quel gâchis\nque des gens aussi charmants que nous soient\nforcés de se battre sans relâche.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04チキ\nNous n'avons qu'à y mettre un terme en vitesse,\net tout le monde n'en sera que plus heureux !\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nVous avez bien raison. Et quand tout sera\nterminé, nous pourrons aller acheter de jolis\nrubans quand cela nous chantera.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04チキ\nVous me le promettez ?! Oh, vous ne pouvez\npas savoir comme j'ai hâte !\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nRavie d'avoir fait votre connaissance,\nGoldmary ! Je crois que nous serons\nd'excellentes amies.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suis soulagée de vous l'entendre dire,\nTiki. J'avais peur que mon charisme vous\nrende jalouse.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSi vous aimez les sources chaudes, je crois que\nvous adoreriez la ville d'Elusia où j'ai grandi.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x06\x04チキ\nCela doit être un endroit charmant !\nEst-ce que vous m'y emmènerez un jour ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSans la princesse Hortensia, j'aurais pu devenir\nune personne... affreusement ordinaire.\nJe frémis rien que d'y penser.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04チキ\nIl arrive qu'on rencontre quelqu'un par hasard,\net que cela change le cours de notre vie. Pour\nmoi, ç'a été le cas avec Mar-Mar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04チキ\nMais c'est un peu le cas pour nous aussi, non ?\nNous nous sommes rencontrées par hasard, et\nnous sommes devenues de grandes amies !\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nVoilà de belles paroles, Tiki.\nJe vous en remercie.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nOuah ! Alors vous êtes un Dragon divin ?\nIl faut absolument qu'on devienne amies !\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x06\x04チキ\nJ'en serais ravie, Timerra !\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nComme ça fait déjà un bout de temps que nous\nsommes amies, j'ai décidé d'écrire une chanson\npour vous, Tiki. Vous voulez l'entendre ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04チキ\nOooh, oui alors ! J'adore les chansons. Il faut\nabsolument que vous m'appreniez les paroles,\npour qu'on puisse la chanter ensemble !\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nQu'on soit dragon ou humain, je pense qu'il\nest profitable pour tout le monde de discuter\net de nouer des amitiés.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x06\x04チキ\nJe suis bien d'accord ! Ma vie a totalement\nchangé quand j'ai commencé à vivre avec\ndes gens du monde extérieur.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nC'est formidable, Tiki... Je suis vraiment\ncontente que vous soyez ici à nos côtés.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04チキ\nEt moi donc, Timerra... Je suis particulièrement\nravie de vous avoir rencontrée, vous ! J'espère\nque nous serons amies pour toujours, hein ?\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nUn Dragon divin d'un autre monde...\nC'est fascinant. Vous voudriez bien\nme parler un peu de vous ?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04チキ\nAvec plaisir ! Vous savez, vous avez l'air assez\nsûre de vous aussi, alors j'aimerais bien que\nvous me parliez de vous également !\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nJe me passionne pour les bonbons et les petites\nbêtes des quatre coins du monde. Et vous,\nDame Tiki, à quoi vous intéressez-vous ?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04チキ\nOh, bonne question ! Voyons... j'aime beaucoup\nles conversations animées et les jeux.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nDans mon pays d'origine, nous exprimons\nnotre joie par des chansons. Vous aimez\naussi la musique, Dame Tiki ?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04チキ\nBien sûr ! En écouter, chanter des mélodies...\nJ'aime la musique sous toutes ses formes !\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nC'est vrai ? Dans ce cas, j'aimerais beaucoup\nvous entendre chanter quelque chose.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04チキ\nAvec plaisir ! Tenez, je vais vous interpréter\nune chansonnette de mon monde. Hum, hum...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMon nom est Panette, vassale de la princesse\nTimerra. Comment allez-vous, ce jourd'hui ?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04チキ\nOh, j'adore votre façon de parler ! Elle respire\nl'élégance ! On va bien s'entendre, c'est sûr !\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSalutations, bien chère Panette ! Oups,\nhi hi, je crois que vous déteignez sur moi.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nSoyez-en heureuse. L'élégance rhétorique\nsied à toute dame de bonne famille !\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nJe dois convenir que même si ce n'était pas\ndu sang de Dragon divin qui coulait dans vos\nveines, l'amitié était vouée à fleurir entre nous.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04チキ\nTout à fait ! Et j'affirme qu'on n'a jamais trop\nd'amis. Peu importe que ce soit des humains\nou des dragons.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nCette ouverture d'esprit vous fait honneur,\nil est excellent de faire abstraction du statut\nou de l'espèce dans son jugement.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04チキ\nEn effet. Si tout le monde pouvait partager ce\npoint de vue, personne ne manquerait d'amis !\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nVous êtes vraiment amusante, Tiki.\nIl faudra qu'on se côtoie davantage,\nen dehors du champ de bataille.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04チキ\nCela me plairait beaucoup, Fogado. Vous\nm'avez l'air d'être quelqu'un d'intéressant.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nJ'aime la plupart des sports, mais je dois avouer\nque la pêche n'est vraiment pas mon fort.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04チキ\nMoi non plus, je ne suis pas très douée\npour pêcher. Enfin, surtout parce que je\nsuis incapable de saisir la canne à pêche.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nTiki, vous avez l'air bien moins enjouée\nque d'habitude. Qu'est-ce qui ne va pas ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04チキ\nJ'ai fait un cauchemar... Je croyais pourtant\nque je n'en ferais plus, puisque je n'étais\nplus toute seule.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nAh, si seulement nous pouvions choisir\nles sujets de nos rêves... Voulez-vous faire\nun jeu, pour vous changer les idées ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04チキ\nHi hi ! Vous avez le chic pour me remonter\nle moral ! Alors, à quoi allons-nous jouer ?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nUn Emblème et un Dragon divin de surcroît ?\nEmblème Tiki, je vous offre humblement\nma pleine et entière dévotion.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04チキ\nOh, ne soyez pas si guindé, Pandreo !\nJe vous en prie, appelez-moi juste Tiki.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nVotre chorégraphie est absolument charmante,\nPandreo ! J'aimerais bien me joindre à vous\nla prochaine fois.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh, vous... Vous m'avez vu ? C'est un peu\ngênant... mais je suis content que ça vous\nait plu.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nHé, Tiki ! On a prévu une nouba à tout casser,\ntout à l'heure. Ça vous branche ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04チキ\nOh, oui ! J'adore les célébrations !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nJe savais que ça vous plairait ! Venez, on va\ndérider tout ce petit monde ! Ahouuuuuuuu !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04チキ\nOh, j'aime tellement voir les gens sourire !\nPar contre, il faudra que vous m'appreniez\nà pousser ce drôle de cri...\x0E\x04\x00\x00
