MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMaintenant que l'Emblème Corrin a rejoint nos\nrangs, tous les anneaux ont été retrouvés.\x0E\x04\x02\x00
MID_ED2_#023	« Bien que je ne puisse rester à vos côtés,\nsachez que nous serons toujours ami\x0E\x0A\x00\x0A\x02s\x04es. »\x0E\x04\x02\x00
MID_ED2_#024	« Que vous soyez triste ou seule,\nrappelez-vous... Tant que cette pierre\nest intacte, je suis en vie. »\x0E\x04\x02\x00
MID_ED2_#025	Comme vous le voyez, depuis tout ce temps,\nelle n'a pas la moindre fissure.\x0E\x04\x00\x00
MID_ED2_#026	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x06\x04グリ\nMais alors... Qu'est-ce que ça veut dire,\nau juste ?\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x02\x0A\x08ヴェイル\nQue mon frère est toujours vivant, et que je\nvais le retrouver.\x0E\x04\x02\x00
MID_ED2_#028_F	\x0E\x03\x02\x0A\x08ヴェイル\nQue ma sœur est toujours vivante, et que je\nvais la retrouver.\x0E\x04\x02\x00
MID_ED2_#029	Peut-être qu'il pourra m'aider à convaincre\nPapa de mettre fin à cette horrible guerre.\x0E\x04\x02\x00
MID_ED2_#029_F	Peut-être qu'elle pourra m'aider à convaincre\nPapa de mettre fin à cette horrible guerre.\x0E\x04\x02\x00
MID_ED2_#030	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_ED2_#031	\x0E\x03\x02\x0A\x08ヴェイル\nZephia, il y a un problème ?\x0E\x04\x00\x00
MID_ED2_#032	\x0E\x03\x02\x08\x06セピア\nNon... Je suis émue, c'est tout.\x0E\x04\x02\x00
MID_ED2_#033	Lorsque nous en aurons fini en Firene, Griss et\nmoi vous aiderons à trouver votre \x0E\x0A\x00\x16\nfrère\x08sœur.\x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x02\x0A\x08ヴェイル\nMerci ! Je \x0E\x0A\x00\x0C\x04le\x04la cherche depuis si longtemps. Votre\naide à tous les deux sera la bienvenue.\x0E\x04\x00\x00
MID_ED2_#035	\x0E\x03\x02\x08\x06セピア\nRegardez, Dame Veyle ! On aperçoit Firene\nà l'horizon.\x0E\x04\x02\x00
MID_ED2_#036	Et si vous profitiez de la vue ? Pensez à ce\nque vous direz pour rattraper le temps perdu.\x0E\x04\x00\x00
MID_ED2_#037	\x0E\x03\x02\x0A\x08ヴェイル\nMerveilleuse idée.\x0E\x04\x00\x00
MID_ED2_#038	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x02\x00
MID_ED2_#039	Un\x0E\x0A\x00\x1E\x0C autre\x0Ee autre des enfants du seigneur Sombron\na survécu ?\x0E\x04\x00\x00
MID_ED2_#040	\x0E\x03\x02\x06\x04グリ\nC'est la première fois que j'en entends parler.\x0E\x04\x00\x00
MID_ED2_#041	\x0E\x03\x02\x08\x06セピア\nJe ne comprends pas... Ils ont tous péri pendant\nla guerre il y a un millénaire.\x0E\x04\x02\x00
MID_ED2_#042	Tous sauf Dame Veyle, qui était trop jeune\npour prendre part aux combats.\x0E\x04\x02\x00
MID_ED2_#043	J'ai tout vu, Griss. Je les ai vus tomber les uns\naprès les autres.\x0E\x04\x02\x00
MID_ED2_#044	À moins que... Non, c'est impossible.\x0E\x04\x00\x00
MID_ED2_#045	\x0E\x03\x02\x06\x04グリ\nQuoi ? Vous vous souvenez de quelque chose ?\x0E\x04\x00\x00
MID_ED2_#046	\x0E\x03\x02\x08\x06セピア\nC'est juste une intuition mais, si j'ai raison, il se\npourrait que nous ayons un énorme problème.\x0E\x04\x00\x00
MID_ED2_#047	\x0E\x03\x02\x06\x04グリ\nHeureusement que Dame Veyle nous\nen a parlé avant de s'endormir.\x0E\x04\x00\x00
MID_ED2_#048	\x0E\x03\x02\x08\x06セピア\nOui. Après tout, une fois que nous serons en\nFirene et que nous aurons découvert la vérité...\x0E\x04\x02\x00
MID_ED2_#049	elle ne se réveillera plus jamais.\x0E\x04\x00\x00
