MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nC'est bon de pouvoir vous parler après tout\nce temps passé à veiller sur vous en silence,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06マルス\nUne déception ? Ce n'est pas du tout ce que\nvous êtes. Vous êtes un archer hors pair et\nvous vous battez pour votre royaume !\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nMais la liste s'arrête là. Ce sont les seules\nchoses dont je suis capable.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06マルス\nNon, Alcryst. Ce ne sont pas les seules choses\ndont vous êtes capable. Ce sont les choses\ndont vous seul êtes capable.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous avez une force incroyable, Lapis. Nos\nadversaires sont féroces... mais ensemble,\nnous rétablirons la paix.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nJe ne suis pas sûre d'être très utile, mais\nj'essaierai. Croisons les doigts, ça ne fait\njamais de mal !\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous êtes pleine de ressources, Lapis. Ce sont\ntous ces petits efforts comme les vôtres qui\nfont gagner une guerre.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nContente d'être utile ! Y a-t-il quelque chose\nque je puisse bricoler pour vous, Marth ?\nUn joli porte-anneau, peut-être ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ラピス\nMarth ? Si vous aviez un ami très cher\nque vous risquiez de ne plus revoir...\nComment réagiriez-vous ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06マルス\nÇa serait dramatique... vouloir lui parler,\nsans en avoir la possibilité...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06マルス\nNéanmoins, je penserais souvent à lui.\nLes liens que nous aurions noués\ndemeureraient indestructibles.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nOui ! C'est aussi mon avis ! On reste toujours\nliés, quoi qu'il arrive... Merci, Marth !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMerci de me faire profiter de votre puissance,\nMarth. Je ferai tout ce qui est en mon pouvoir\npour vous dédommager de votre bonté.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06マルス\nL'amour que vous portez à votre royaume est\névident, Citrinne. Nous combattrons ensemble\njusqu'à ce que la paix revienne.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMarth... Pensez-vous que je sois utile sur le\nchamp de bataille ? Je sais qu'un peu plus de\ntravail ne nuirait pas à ma science magique.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06マルス\nVous vous débrouillez très bien, Citrinne,\net vous devenez plus forte de jour en jour.\nJ'ai foi en vous.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAlcryst vous accorde une grande confiance.\nJe jurerais que cela relève de la relation\nfamiliale.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nAlcryst est mon cousin ! Nous avons grandi\nensemble, alors nous sommes à l'aise l'un\navec l'autre.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nIl en va de même pour Diamant. Je ne vois en\nlui ni un prince, ni un infaillible guerrier. Pour\nmoi, ce n'est que Diamant.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06マルス\nUne relation fondée sur le temps et la confiance,\nc'est merveilleux. J'espère qu'on pourra en dire\nautant de celle qui nous unit, un jour.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nTant de choses se sont passées en si peu de\ntemps. Et il reste encore tant à faire.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06マルス\nVous avez traversé de rudes épreuves.\nNous nous assurerons que personne\nn'ait à endurer la même chose.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nC'est étrange. Je ne me l'explique pas mais\nje me sens bien en votre présence... Comme\nsi je pouvais tout vous dire.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06マルス\nHeureux de l'entendre. Toutes les fois où vous\naurez besoin de parler, je serai là pour vous\nécouter.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nJ'aimerais parfois être capable d'accorder ma\nconfiance sans réserve comme vous le faites.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06マルス\nVous faites confiance à vos gens, non ? Et vous\nfaites aussi suffisamment confiance à vos alliés\npour leur avoir rapporté ces anneaux.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nC'est vrai. Le temps que j'ai passé avec nos\nalliés m'a rendue... protectrice à leur égard.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06マルス\nLes liens que nous tissons entre nous nous\nrendent toujours plus forts.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMon principal *objectif* est de nous apporter\nla victoire. Dans ce but, Marth, je me tiens à\nvotre disposition.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06マルス\nC'est généreux de votre part, mais je refuse\nque vous soyez à mon service. Combattons\nensemble, sur un pied d'égalité.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous travaillez trop, Zelkov. Un peu de repos\nvous ferait du bien.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nJ'apprécie votre sollicitude, mais elle est\nsuperflue. Je crains le *désœuvrement*\ndavantage que le manque de repos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nLa perte de ma famille a laissé un vide que\nmême la *vengeance* n'a pu combler.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06マルス\nJe ne connais que trop bien cette souffrance et\nle sentiment de vide qui s'ensuit.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nCombattre pour la princesse Ivy me procure\nun certain *soulagement*. Merci de me donner\nla force de le faire.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06マルス\nInutile de me remercier. J'espère que le manque\nqui vous tourmente cessera avec la guerre.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth ! Puissent nos profonds liens d'amitié\ndurer à jamais !\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06マルス\nPuissent-ils en effet. Combattons ensemble\nen amis, maintenant et pour toujours.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nParlez-moi de votre patrie. Je veux tout savoir\nsur ses plus grands guerriers !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06マルス\nNous avions de nombreux épéistes de talent,\nun peu comme vous. Je pense notamment à\nl'épée taciturne.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nMarth ! J'ai vu votre avenir ! Voulez-vous savoir\nce qui vous attend ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06マルス\nMon avenir ? C'est une lourde décision, mais\nj'admets être curieux. Qu'avez-vous vu ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nJe vous ai vu arborer une pose triomphale\nau cours de notre prochaine bataille !\nCela doit signifier que nous allons gagner !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06マルス\nVoilà une prédiction bien engageante. Je me\nréjouis de remporter cette victoire à vos côtés.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous avez plutôt la cote, pas vrai, Marth ?\nJ'ai l'œil pour ça.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06マルス\nPas de la façon dont vous l'entendez,\nà mon avis, bien que j'aie eu la chance d'avoir\nde nombreux alliés.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nJe vous admire pour être restée en Elusia aussi\nlongtemps que vous l'avez fait. C'était noble\nde votre part d'aider ces gens.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est ce que mon père aurait fait.\nIl pensait toujours d'abord à son royaume.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe ferai tout ce qui est nécessaire pour aider\nma sœur à rebâtir notre royaume.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06マルス\nJ'ai moi-même été forcé de fuir ma patrie\ndévastée par la guerre, il y a bien longtemps.\nJ'avais alors la même détermination.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nComment ça s'est terminé ? Vous avez réussi\nà restaurer la gloire de votre pays ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06マルス\nAvec l'aide des alliés dont je vous ai parlé, oui.\nEt je suis persuadé que vous ferez de même\npour Elusia.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nBonjour, Marth ! Est-ce que vous pouvez\nme sourire ? Parfait, vous êtes adorable.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06マルス\nJe crois qu'on ne m'a encore jamais dit\nça. Merci, j'en suis flatté.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nDe jolis vêtements vous iraient à ravir.\nVous feriez notamment un malheur,\ndans une tenue comme la mienne.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06マルス\nJ'apprécie votre intention. Votre style est\ncertes merveilleux, mais je crains que ce ne\nsoit pas le mien.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nMes études furent loin d'être brillantes.\nJ'étais trop occupé à m'amuser pour\nm'appliquer.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06マルス\nJe ne l'aurais jamais deviné, vous êtes\nsi studieux à présent... Que s'est-il passé ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nJ'ai rencontré Hortensia. Si elle ne m'avait\npas bousculé, je n'aurais jamais remonté\nla pente.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06マルス\nJe suis également redevable de mes meilleures\nqualités à mes amis. Bénéficions mutuellement\nde nos bonnes influences, nous aussi.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nSans l'anneau que vous avez restitué, nous\nserions peut-être perdus. Merci, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe vois que vous savez comment adresser\nun compliment. Nous devrions bien nous\nentendre, Marth.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNavrée que vous vous retrouviez relégué\ndans mon ombre, Marth, mais vous avez\ntout de même un certain charme.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06マルス\nJe ne m'inquiète pas, cette armée dispose\nde bien d'autres personnes dont le charme\ndépasse le mien.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nÇa peut vous paraître inouï aujourd'hui, mais\nsachez qu'il fut un temps où je joignais la\nsuffisance à l'indolence.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06マルス\nC'est difficile à croire, en effet. Comment\nêtes-vous devenue la Goldmary que nous\nconnaissons ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe me suis retrouvée au cœur d'une bataille.\nL'école de la guerre est cruelle, mais efficace.\nJ'y ai appris à devenir plus exigeante.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06マルス\nLa guerre s'est invitée dans mes jeunes années\nd'une façon similaire. Nous sommes bien\nsemblables à cet égard.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nJe suis toujours partante pour tout ce qui est\namusant. Et vous ? Qu'est-ce que vous faites\npour vous amuser ?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06マルス\nJe n'y ai jamais réfléchi. Mais apprendre\nà m'amuser pourrait être... amusant. Vous\npourriez peut-être me l'enseigner ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nHé, Marth ! J'ai écrit une chanson pour vous.\nVous savez, un petit air pour vous donner\ndu courage. Vous voulez l'entendre ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06マルス\nVous êtes trop aimable. J'adorerais l'entendre,\nmais est-ce que vous pourriez le chanter... pas\ntrop fort ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nJe me suis beaucoup amusée en campant !\nJ'ai rencontré toutes sortes de gens et on a fait\nla fête toute la nuit !\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06マルス\nJ'ai été surpris d'apprendre que vous campiez.\nPour une princesse, vous avez beaucoup\nde libertés.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nOui, et cela me fait le plus grand bien. C'est\npour cette liberté dont nous profitons tous\nque je cherche à défendre Solm !\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06マルス\nVos voyages vous ont apporté de nombreux\namis. Je vous suis reconnaissant de me\ncompter parmi eux.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous combattiez hardiment sur le champ\nde bataille, Merrin. À peine si je pouvais\ndétourner mes yeux de vous.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nVous me faites plaisir, Messire Marth.\nJ'espère ne jamais vous décevoir au combat.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nJe dois avouer que je ne me lasse jamais\ndes friandises. Vous en voulez une,\nMessire Marth ?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06マルス\nJe ne doute pas qu'elles soient succulentes,\nmais je ne peux pas manger. Cela dit, je puis me\nrégaler les yeux de leurs charmantes couleurs.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nEn Solm, les femmes héritent des postes\nde décision. Un jour, je deviendrai ainsi la\nmatriarche de ma ville natale.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06マルス\nUne fois que la paix sera revenue et qu'il sera\ntemps pour vous de vous occuper de votre\nville, abandonnerez-vous la chevalerie ?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nNon, ma princesse a eu la bonté de me\npermettre d'honorer ces deux dignités\nde front.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06マルス\nVoilà une princesse pleine de sagesse.\nQuant à vous, vous serez à n'en point douter...\nune matriarche pleine de prestance.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パネトネ\nÔ glorieux honneur que celui de lutter\nà vos côtés, Messire Emblème !\nOncques ne vous ferai-je défaut au combat !\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06マルス\nInutile d'être aussi polie. Je suis certes\nun Emblème, mais j'aimerais que vous\nme considériez comme votre égal.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nOù avez-vous appris à vous farder de la sorte ?\nJe n'ai jamais rien vu de tel.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nJ'ai puisé cette idée dans un ancien texte\nsolmois. Ces motifs conféreraient une\nprotection magique à qui les arbore.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nPardonnez ma curiosité, Panette, mais\ncomment êtes-vous devenue la vassale\nde Timerra ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe venais de prendre congé de la maison dans\nde fâcheuses conditions lorsque j'ai rencontré\nma dame. Notre entente a été immédiate.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nJ'ignorais qu'elle était de sang royal avant\nqu'elle ne me sollicite pour devenir sa vassale.\nFigurez-vous ma surprise.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06マルス\nDes liens inopinés peuvent modifier le cours\nde nos existences. J'espère que celui qui nous\nunit revêt quelque importance à vos yeux.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nフォガート\nTous ces combats finissent par être épuisants.\nQuoi de mieux qu'un banquet grandiose\npour remonter le moral de tout le monde ?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06マルス\nUn festin peut grandement motiver les gens.\nEt même si je ne peux manger, je pourrai\ntoujours y faire des rencontres.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nVous êtes très proche de votre sœur,\nn'est-ce pas ? Vous vous faites confiance\nmême lorsque vous êtes séparés.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nOui, nous sommes plutôt soudés dans ma\nfamille. Peu importe où nous nous trouvons,\nnos cœurs restent liés les uns aux autres.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIl paraît que Timerra est partie camper\nà l'autre bout de Solm. Avez-vous déjà\nvoyagé ainsi ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nBien sûr. Je suis déjà parti avec les Sentinelles.\nUn ami prétend que je ressemble comme deux\ngouttes d'eau au prince.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nBien des gens n'aperçoivent la famille royale\nque sur des portraits. Les pauvres bougres ne\nse doutent pas que je suis vraiment le prince.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06マルス\nAh, et vous vous gardez bien de le leur dire.\nVous êtes un prince très particulier, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAlors, c'est vous que j'entendais chanter...\nVous avez une voix charmante, je serais\nravi de vous écouter à nouveau.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nMessire Marth ! Vous écoutiez ? Je chantais\njuste une prière au Dragon divin, c'est tout.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLa salle des Emblèmes est un peu triste,\nnon ? J'y passerais bien un coup de pinceau,\nhistoire de réchauffer l'atmosphère.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06マルス\nExcellente idée. N'avez-vous pas rénové l'église\nde vos parents ? J'ai cru comprendre que vos\ntravaux avaient été très appréciés.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDire que je me bats aux côtés d'un dragon...\nC'est le résultat d'une vie de dévotion, c'est\nça ? Le destin est bien facétieux.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06マルス\nJ'ignore si c'est là le destin, mais notre\nrencontre semblait écrite dans les astres.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nEt vous m'en voyez ravi ! Il faut qu'on fasse\nla fête ensemble à l'occasion, enfin... Sans\nvouloir vous manquer de respect.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06マルス\nVous ne me manquez nullement de respect.\nJe serais ravi de me joindre aux festivités,\nsurtout si je vous entends chanter à nouveau.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nOn m'a dit que votre cuisine était tout à fait\nsucculente. Vous êtes un chevalier doublé\nd'un chef ? C'est fort impressionnant.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nCuisiner est ma passion. Peut-être\nm'enseignerez-vous un jour une recette\nde votre monde ?\x0E\x04\x00\x00
