MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nN'allez pas croire que je suis ne suis qu'une\nfaible noble. Je suis plus forte que j'en ai l'air.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nVous m'avez dit de vous considérer\ncomme un « simple Emblème ». Mais...\nje ne pense pas en être capable.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x06\x04リン\nVous avez encore du mal à vous battre avec\nmoi ? Je vois. On demandera au Dragon divin\nsi quelqu'un d'autre...\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nNon ! Vous n'êtes pas ordinaire. Plus je\ncombats à vos côtés, plus vous m'êtes chère.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x06\x04リン\nOh ! Hé hé, ça me fait tellement plaisir\nd'entendre ça, Alcryst. On devrait discuter\nplus souvent !\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJe suis née dans les plaines de Sacae.\nLa nature y prodiguait ses trésors sans compter.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nOh ! On ne souffre jamais de la faim dans\nles plaines. On y trouve tant de plantes\ncomestibles. Toute cette herbe...\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJe pense que vous m'avez mal comprise\nla dernière fois. Nous ne mangions pas\nque de l'herbe...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nOh. Oui, c'est plus logique. J'étais sans\ndoute trop désireuse d'avoir ça en commun\navec quelqu'un...\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06ラピス\nHé, Lyn ? Avez-vous déjà perdu quelque chose\nqui vous avait valu beaucoup d'efforts ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04リン\nOui. J'ai souvent vu de belles proies\nm'échapper quand je chassais.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04リン\nJe me préparais au maximum, j'anticipais\nchaque mouvement... et elles disparaissaient\nsimplement. C'était si frustrant...\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nHé ! Parfois, il faut savoir saisir sa chance.\nMerci pour la leçon, Lyn !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nComment convaincre les gens que mon visage\nn'a rien d'effrayant ? J'essaie de ne pas y prêter\nattention, mais cela se produit si souvent...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04リン\nTâchez de les soulager de l'inconfort qui les\nsaisit au début. Un sourire ferme et confiant\npeut faire des miracles !\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLyn... J'ai essayé de suivre votre conseil et\nde sourire. Les gens n'en ont conçu que plus\nd'effroi !\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04リン\nOh, je vois. C'est une situation compliquée.\nVous devriez peut-être vous abstenir de\nsuivre mon conseil...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nGrande nouvelle, Lyn ! J'ai trouvé un moyen\nde ne plus souffrir des réactions de terreur\nque suscite mon visage !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04リン\nVoilà qui diffère grandement de votre objectif\ninitial ! Celui-là me plaît d'ailleurs davantage.\nComment vous vous y êtes prise ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nJe me figure que mon interlocuteur ne fait\nque feindre l'effroi. Pour plaisanter, en quelque\nsorte. Et les plaisanteries sont agréables !\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04リン\nSi ça fonctionne, ça fonctionne. Je ne pense\npas que vous devriez vous inquiéter. Vous êtes\nquelqu'un de bien, et tout le monde le sait.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アイビー\nVotre anneau est une sorte d'héritage familial,\npour moi. Ça rend la situation un peu étrange.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04リン\nNe croyez pas ça. J'ai passé bien des années\nauprès de votre père. Le roi Hyacinth m'a\ntoujours traitée avec respect.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アイビー\nC'est toujours étrange de me battre aux côtés\nd'un héritage familial... mais je suis heureuse\nque vous soyez là, Lyn.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04リン\nLa famille royale d'Elusia occupe une place\nspéciale dans mon cœur. Je suis heureuse\nde vous faire profiter de ma force.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nLa vie d'Emblème n'est pas si mal, mais parfois,\nj'aimerais parcourir le monde plus librement.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nIl a fallu que je quitte complètement mon pays\npour me rendre compte que j'étais passée à\ncôté de bien des choses.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nJe n'ai pas de solution toute faite pour vous.\nPeut-être pourrions-nous nous promener\nensemble, pour commencer.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04リン\nOh, ça serait formidable. Merci, Ivy. Je suis\nheureuse de pouvoir vous confier de telles\nchoses.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nVous avez grandi dans de vastes plaines nues,\nje me trompe ? Ça devait être d'un ennui\n*mortel*.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04リン\nPas du tout. La vie de nomade est palpitante.\nIl se passe toujours quelque chose.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nVous semblez toujours si *désinvolte*.\nCela me déconcerte.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04リン\nLes nomades se sentent chez eux partout\noù ils vont. C'est probablement pourquoi\nje vous parais *désinvolte*.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJ'aimerais que vous voyiez mes terres natales.\nCela apaiserait peut-être votre insatiable quête\nde sens.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nLes plaines ? Comme je vous l'ai dit, je ne\nvois pas ce que j'y ferais à part m'y ennuyer\n*mortellement* à regarder la nature.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x06\x04リン\nEt qu'en est-il de me parler ? Est-ce aussi\n*mortellement* ennuyeux ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nHé hé, vous marquez un point. J'admets\nque nos conversations sont *relativement*\nintéressantes.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nHé, Kagetsu, vous pouvez voir le futur, je me\ntrompe ? Vous pouvez me faire une prédiction ?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\nSans problème ! Voyons... Vos terres natales\nbénéficieront demain d'un temps superbe !\nVous pouvez me croire !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06カゲツ\nAlors cette fois, je vais vous prédire une chose\nque vous pourrez constater par vous-même.\nTrès bientôt, vous éprouverez de la frustration !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04リン\nEn voilà une drôle de prédiction. Comment\nsuis-je censée... Ah, j'ai compris. C'était\nune blague, pas vrai ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06カゲツ\nSi vous ne croyez pas en mon pouvoir\nprophétique, alors essayez de me poser\nvos propres questions.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04リン\nSi vous insistez. Vos prédictions concernent en\ngénéral des détails sans importance, je crois ?\nAlors qu'y aura-t-il demain au petit-déjeuner ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAh. Vous constaterez bientôt que nous y\nmangerons... des onigiri ! Oui, j'adore les\nonigiri !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04リン\nÇa ressemble plus à un souhait qu'à une\nprédiction. Ou peut-être que vous ne voyez\nque ce que vous voulez voir.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOuah, vous êtes l'Emblème de l'anneau\nde mon père ? Vous êtes presque aussi\nmignonne que moi...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04リン\nC'est un beau compliment, venant d'une\npersonne aussi adorable que vous.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe vous ai observée, Emblème Lyn. Je parie\nque vous avez eu un paquet de prétendants ?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04リン\nJ'ai eu quelques soupirants. Ils se sont vite\ndéfilés quand je les ai défiés à l'épée, cela dit.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDonnez-moi votre avis, Lyn. Comment faire\npour que les gens soient absolument dingues\nde moi ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04リン\nVous n'attirez jamais assez l'attention à votre\ngoût, je me trompe ? Je vous trouve déjà\ntout à fait charmante, mais voyons...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x06\x04リン\nLà d'où je viens, les gens les plus populaires\nétaient ceux qui faisaient passer les intérêts\nde la nature et des autres avant les leurs.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nVoilà un conseil pertinent...\nDites-m'en plus maintenant !\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nJ'adore le mouvement de votre queue de\ncheval quand vous combattez, Lyn.\nOn dirait presque qu'elle danse !\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04リン\nMerci, mais vous feriez mieux de vous\nconcentrer sur des choses plus importantes,\nsur le champ de bataille.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nVotre peau a l'air si douce et si saine.\nComment faites-vous ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04リン\nC'est peut-être parce que je fais de l'exercice ?\nJ'avoue ne m'en être jamais trop préoccupée.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nPourquoi les gens sont-ils à ce point obsédés\npar la guerre ? Il ne s'agit que de déposséder\nautrui, encore et encore.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04リン\nCe ton sérieux ne vous ressemble pas.\nEst-ce que vous vous sentez bien ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nMais enfin, je vous rappelle que je suis un\nchevalier ! Et je serais d'ailleurs bien davantage\nsi le monde était obnubilé par la beauté, plutôt !\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04リン\nOui, vous seriez probablement un monarque\nbienveillant. Ce monde serait sûrement tout\nà fait intéressant, si j'ose dire...\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'admire l'attitude froide et intimidante que\nvous adoptez au combat, Lyn. Je suis bien\ntrop charmante pour pouvoir faire de même.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04リン\nVous ne manquez jamais d'aplomb, vous !\nMais vous pouvez vous le permettre, vous\navez travaillé dur pour cela.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nVous avez affiné vos techniques, Goldmary.\nJ'ai hâte de vous voir à l'œuvre dans notre\nprochain combat.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMerci. À présent que mon art tutoie la\nperfection, l'entraînement physique en\ndevient presque superflu.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'offre un bien piètre spectacle ces derniers\ntemps. Mes techniques si élégantes semblent\nne plus suffire...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04リン\nVoilà ce qui arrive quand on néglige\nson entraînement physique.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04リン\nJe sais que vous avez beaucoup à faire et que\nl'entraînement demande du temps, mais tâchez\nde trouver un programme qui vous convient.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nVous avez raison. Et puis, je ne suis pas du\ngenre à choisir la facilité. M'aiderez-vous à\nélaborer et à suivre un entraînement approprié ?\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nVotre robe est assez extravagante pour une\nprincesse. Est-ce que toute la famille royale\nporte de telles tenues ?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nNous sommes épris de liberté, alors nous\nportons ce que nous voulons. Vous auriez\nfière allure avec des couleurs vives !\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nミスティラ\nVous et moi, nous devrions sortir nous amuser.\nJ'ai même la tenue parfaite pour vous.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04リン\nJe suis assez attachée à la tenue que je porte,\nmais surtout... les Emblèmes ne peuvent pas\nse changer.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nミスティラ\nÇa m'embête de dire ça, mais au début, je ne\nvous faisais pas confiance. Enfin, le roi Hyacinth\nvous contrôlait, pas vrai ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nMais maintenant que nous avons parlé et\ncombattu côte à côte... Ce que j'essaie de dire,\nc'est que je vous apprécie beaucoup, Lyn.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x06\x04リン\nMerci, Timerra. Je vous apprécie tout autant.\nVous êtes une princesse, et pourtant, vous\nêtes si naturelle.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04リン\nSortons et allons nous amuser ! On fera comme\nsi je portais la tenue que vous m'avez choisie.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nExcusez-moi de vous le dire de but en blanc,\nDame Lyn... Je ne peux réprimer un\nsentiment de rivalité à votre encontre.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04リン\nC'est vrai ? Pourvu qu'il vous quitte avec\nle temps. Je suis certaine que nous sommes\ndavantage faites pour être amies que rivales.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nDame Lyn, votre élégance au combat n'a\nde cesse de m'impressionner. Je vous envie.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04リン\nEt moi, j'envie la grâce avec laquelle vous\nchevauchez votre louve. Si seulement je pouvais\nmoi aussi galoper ainsi par les plaines...\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nNous avons livré bien des batailles ensemble.\nOn fait une équipe plutôt classe, vous ne\ntrouvez pas ?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04リン\nTout à fait. Notre relation nourrit bien des\njalousies, croyez-moi. Mais pourquoi me\ndites-vous cela maintenant ?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nParce que j'estime qu'il est temps que nous\nformions une alliance en bonne et due forme.\nVous et moi, ensemble, rien ne nous arrêtera.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04リン\nUne alliance ? Oh oui, avec plaisir ! Toutefois,\nil subsiste une question cruciale : laquelle\nd'entre nous en prendra le commandement ?\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パネトネ\nPourquoi tout le monde frémit d'effroi à la\nsimple évocation d'insectes ou de fantômes ?\nMoi, je les trouve adorables.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04リン\nIls ne me font pas peur, personnellement. Mais\ndites-moi tout de même, comment savez-vous\nque les fantômes sont adorables ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJe sais que vous raffolez des fantômes, mais\nest-il bien raisonnable de vous répandre sur cet\ninquiétant passe-temps auprès de chacun ?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe vous assure que les fantômes sont délicieux.\nMais mon véritable objectif est d'éprouver\nle courage de mes pairs.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パネトネ\nNul n'est assez brave pour traquer les fantômes\nen ma compagnie. Il semblerait que nous soyons\nles seules, Lyn.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04リン\nNous ? Je ne me rappelle pas avoir donné mon\naccord à ce sujet. Et je n'ai guère envie de\nme retrouver nez-à-nez avec un spectre.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nC'est étrange, vous avez pourtant bien des\npoints communs. Enfin, si je ne reviens pas,\nsachez que je suis morte en me battant.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04リン\nVous y allez ? Toute seule ? Vous savez bien\nque je ne peux pas vous laisser faire. Ah, vous\navez gagné, je vous escorterai.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nVous êtes réellement un prince ? Vous ?\nJe suis désolée, mais j'ai toujours autant\nde mal à y croire.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nVotre ton perplexe m'en ferait douter\nmoi-même. Je suis bien le prince de Solm,\nn'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nフォガート\nJe ne suis pas du genre à m'inquiéter de\nla bienséance princière. Je préfère autant\nêtre moi-même.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04リン\nC'est vrai que vous ne manquez pas de\npersonnalité, et ça ne me déplaît pas.\nC'est mieux que de n'avoir rien à dire.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nOn m'a dit que vous faisiez semblant d'être\nun citoyen ordinaire pour recueillir des\ninformations. C'est astucieux, je vais essayer.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nAllons allons. Vous êtes bien trop remarquable\npour arriver à vous faire passer pour\nune citoyenne quelconque.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x06\x04リン\nVous pensez que je ne pourrais pas me fondre\ndans la foule ? C'est amusant de la part de\nquelqu'un qui est incapable de passer inaperçu.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nPas si incapable que cela. On ne m'a encore\njamais démasqué.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIl y a un temps pour faire la fête et un temps\npour prier. Dans mon église, on trouve le temps\npour les deux.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04リン\nPour faire la fête ? Je n'ai jamais entendu parler\nd'une église pareille. J'imagine que vous êtes\nmoins exubérant en présence du Dragon divin.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJe vous ai entendu chanter, alors j'ai tendu\nl'oreille... et je vous ai vu en train de vous\nagiter bizarrement dans tous les sens !\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nOh, ce n'est que la danse dont j'accompagne\nmes prières. Mes amis l'appellent la danse des\nténèbres parce qu'ils la trouvent atroce.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パンドロ\nJe ne danse peut-être pas si mal que ça !\nSi ça se trouve, je suis simplement trop\nen avance sur mon temps !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04リン\nHmm, une nouvelle forme de danse... Mais vu\ncomme ça, le moindre mouvement esquissé par\nun humain ne relève-t-il pas de la danse ?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nSi, justement ! Tous autant qu'on est, on\ns'arrête jamais vraiment de danser et de prier,\nchacun à sa façon. Et c'est ça qui est bien !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04リン\nCharmant point de vue, Pandreo. La prochaine\nfois que je vous verrai danser, la profonde\nbeauté de votre démarche ne m'échappera plus.\x0E\x04\x00\x00
