MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nDe tous les anneaux volés à Lythos, je suis\nla dernière à vous rejoindre. Pardonnez mon\nretard.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nエイリーク\nC'est vrai, mais Ephraim fait souvent de moi\nun éloge sincère. Je suis sûre qu'il en va de\nmême pour votre frère.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nMon frère me soutient en toutes circonstances,\nmais c'est juste par gentillesse. Je suis sûr que...\nSecrètement, il...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nエイリーク\nCe n'est que mon opinion, mais s'il n'était\npas sincère, serait-il vraiment si attentionné ?\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nエイリーク\nIl y a toujours quelque chose à apprendre et\nde nouveaux horizons à défricher. Nos frères\nvoient nos véritables potentiels.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nVous avez sans doute raison. J'ai peur de ne\npas être digne de celui qu'il voit en moi... mais\nje ferai de mon mieux, tout comme vous.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nVous vous habituez à notre monde, Eirika ?\nS'il vous faut quoi que ce soit, il suffit de\ndemander.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nQuoi que ce soit ? Hmm... je ne peux pas\ntenir d'objets physiques, mais quelque chose\nd'agréable à regarder serait une bonne idée.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nJ'ai fini de bricoler quelque chose que vous\naimerez peut-être regarder, Eirika. C'est un\nensemble de meubles miniatures !\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nエイリーク\nStupéfiant ! Ils ont l'air si précieux et délicats.\nMerci, Lapis. J'admire votre savoir-faire.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVous êtes si habile de vos mains, Lapis.\nJ'avoue que j'admire votre talent.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nMerci, mais je n'ai pas eu le choix. C'était une\nquestion de survie. Je doute que ça vous ait\nété utile.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nエイリーク\nOh, vous vous trompez ! Vous créez des trésors\nqui ne peuvent être achetés, fabriqués avec soin\net amour !\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nJe ne l'ai jamais vu sous cet angle... Je vais\ndevoir faire attention, sinon vous allez me\nfaire prendre la grosse tête !\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJ'aime faire plaisir à mes amis avec de petits\ncadeaux. Que pourrais-je vous offrir, Eirika ?\nVous n'avez qu'un mot à dire.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHi hi ! Vous êtes si aimable, Citrinne.\nPour le moment, cette simple proposition\nsuffit à mon bonheur.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nIl doit bien y avoir un présent que je puisse vous\noffrir. Dois-je vous acheter une montagne ?\nVous louer la côte ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nエイリーク\nHmm, vous allez un peu loin, mais votre\nsincérité me touche. Laissez-moi y réfléchir...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJe me suis creusé la tête, Citrinne... Et j'ai\ntrouvé une idée de cadeau que j'adorerais.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh, merveilleux ! Je suis au comble du\nbonheur ! Dites-moi, quel témoignage\nd'amitié devrais-je vous acheter ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nエイリーク\nCe que je chérirais plus que tout... c'est\nla certitude que je compte à vos yeux.\nEt celle-ci, je l'ai déjà.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nOh, Eirika... si c'est là un cadeau, vous me\nl'avez bien rendu. Chérissons-le ensemble.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アイビー\nVotre statut royal n'a rien enlevé à votre\nsincérité, Dame Eirika. Je vous envie pour ça.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nエイリーク\nQuel compliment inattendu. Merci.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nOn me dit souvent que je suis trop prévisible.\nPeut-être devrais-je apprendre à être plus...\nroublarde ?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nHé hé, intéressant. Si vous voulez apprendre,\nvous n'avez qu'à suivre mon exemple.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アイビー\nJe suppose qu'il est naturel d'envier chez les\nautres les qualités qui nous font défaut.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nエイリーク\nQue pensez-vous qu'il vous manque,\nPrincesse Ivy ?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nTout. Plus je combats avec mes alliés,\nmoins je me sens à la hauteur.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0C\nエイリーク\nVos amis ne cherchent pas à briller plus que\nvous mais à vous soutenir. Je suis bien placée\npour le savoir, j'en fais partie.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJe suis impressionnée par la quantité de\ndomaines auxquels vous vous intéressez.\nMoi, je n'ai aucun passe-temps.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMes passe-temps *donnent* un sens à ma vie.\nIls sont ma plus grande source de joie.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nTout le monde peut se trouver un passe-temps.\nIl suffit de *choisir* une activité et de s'y\nadonner.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0C\nエイリーク\nBonne idée. Je vais y réfléchir.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJ'ai choisi un passe-temps, Zelkov.\nJe veux apporter la paix dans ce monde.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nCela ressemble moins à un *passe-temps*\nqu'à une responsabilité, selon moi.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0C\nエイリーク\nJe ne le fais pas par devoir. Je le fais parce que\nje désire voir les gens vivre heureux.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nJe peine à distinguer la différence, mais cela\ndemeure une réponse *valable*.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nComment composez-vous avec le fait d'être\nseul dans une contrée étrangère, Kagetsu ?\nIl m'arrive d'avoir le mal du pays...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\nLe mal du pays ? Ça, je ne connais pas. Pour\nmoi, tout n'est qu'aventures et découvertes.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06カゲツ\nVotre mal du pays ne passera que si vous\ntrouvez des sources de joie dans ce monde.\nVenez avec moi !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0C\nエイリーク\nCe sont des paroles sensées, mais... hé !\nOù est-ce que vous m'emmenez ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06カゲツ\nAvez-vous apprécié de sortir avec moi,\nDame Eirika ? Je vous ai montré tous\nmes endroits favoris.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0C\nエイリーク\nOui, mais j'aurais aimé m'attarder un peu plus\nen chaque lieu. Vous nous avez fait galoper...\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nJ'en suis désolé, mais il y a tant de merveilles\nen ce monde. Il faut se dépêcher si on veut\ntoutes les voir.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0C\nエイリーク\nVous avez raison. Et après cette excursion,\nj'ai l'impression de connaître ce monde aussi\nbien que le mien. Merci.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJe suis reconnaissante envers vos vassaux\nde m'avoir amenée ici.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est moi qui devrais vous remercier.\nC'est un privilège de me battre à vos côtés.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHé, Eirika. C'était quand, la dernière fois que\nquelqu'un vous a dit que vous étiez à croquer ?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0C\nエイリーク\nJe n'en ai aucune idée. Ce n'est pas le genre\nde choses que j'entends souvent. Peut-être\nquand j'étais petite fille ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe pense qu'il est temps que l'on reconnaisse\nà quel point vous êtes adorable, Eirika !\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0C\nエイリーク\nQu'entendez-vous par « reconnaître » ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nCeci... un Certificat de Beauté officiel !\nOn peut l'accrocher quelque part pour vous.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0C\nエイリーク\nÇa, c'est une première. Merci, Hortensia.\nEst-ce qu'on peut l'accrocher dans la\nsalle des Emblèmes ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVous pouvez dessiner à peu près tout ce qui\nse présente à votre vue, n'est-ce pas ?\nC'est un talent incroyable.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nHi hi ! Pas autant que la beauté de votre visage.\nLaissez-moi d'ailleurs la saisir en quelques\ntraits, je n'en ai pas pour longtemps.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ロサード\nEirika, regardez ces paysages que j'ai\ndessinés, récemment. Lequel préférez-vous ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0C\nエイリーク\nIls sont tous tellement beaux que je ne vois\npas comment les départager. Ils me donnent\nun peu le mal du pays, d'ailleurs...\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08ロサード\nVos souvenirs de votre pays doivent être\npoignants, pour vous empêcher d'admirer\nmes œuvres.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0C\nエイリーク\nJe suis navrée. Je vous ai dit qu'elles étaient\nbelles et je le pensais. Vous êtes très talentueux.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0C\nエイリーク\nC'est justement leur puissance évocatrice\nqui m'a fait songer aux beaux paysages\nde ma contrée.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nJ'adorerais que vous me décriviez votre\nmonde, un jour. Il a l'air tellement intéressant.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJe me demande souvent pourquoi la guerre\nest une chose si banale. Pourquoi les gens\nsont-ils si désireux de s'entretuer ?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suis entièrement d'accord. Ça devrait être\nun crime d'obliger des gens aussi gracieux\nque nous à se battre.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'ai grandi entourée de luxueuses sources\nchaudes, et m'y baigner est la chose que\nj'apprécie le plus au monde.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0C\nエイリーク\nÇa doit être une expérience formidable.\nJe me demande s'il existe des sources\nchaudes dans le monde d'où je viens.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nAprès notre dernière conversation,\nje me suis demandé à quand remontait\nmon dernier bon bain.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe suppose que ce n'est pas chose aisée sans\nun corps tangible. Vous emmener aux sources\nchaudes n'aurait peut-être aucun sens.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nD'un autre côté, nul besoin d'un corps pour\napprécier l'atmosphère relaxante des lieux.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0C\nエイリーク\nVoilà qui m'intéresse. Rendons-nous dans votre\nvillage dès que l'occasion se présentera !\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nミスティラ\nVous qui êtes une princesse, vous n'aimez pas\ntraîner avec les gardes du château et faire la\nsieste dans les jardins royaux ?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nエイリーク\nJ-Je ne ferais jamais rien d'aussi inconvenant.\nD'où je viens, un tel comportement ne serait\npas toléré.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nミスティラ\nJ'adore m'éclipser pour visiter des endroits\nni vu ni connu. Vous avez déjà fait ça ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nエイリーク\nEh bien, j'ai voyagé au sein de mon pays. Pas\npour le plaisir, malheureusement... Toujours\nà cause de la guerre.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJe repense à la manière dont vous vivez...\nLes membres des familles royales devraient\ns'autoriser un peu plus de libertés.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nC'est évident ! Si les dirigeants ne sont pas\nlibres, comment voulez-vous qu'ils bâtissent\nune nation qui le soit ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nエイリーク\nVous marquez un point. Mais je ne peux\nm'empêcher de penser qu'un pays doit être\ndoté de règles solides.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nJe vous comprends, croyez-moi. Plus je passe\nde temps avec vous, plus je me rends compte\nque les lois peuvent s'avérer pratiques.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06メリン\nJe suis absolument folle des créatures rares.\nDites-moi, y en a-t-il dans votre monde ?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nエイリーク\nEn comptant les monstres ? On a des\nMacchabées, des Ensevelis, des Revenants...\nah, et des araignées mangeuses d'hommes.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06メリン\nCertains animaux sont amenés à devoir survivre\ndans des conditions épouvantables, vous savez.\nIls méritent bien notre respect.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nエイリーク\nUn jour, je suis tombée sur un nid de monstres\nau milieu d'une zone volcanique. Je crains que\nle respect n'ait pas été mon premier sentiment.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nJe reconnais que votre fréquentation m'a\naidée à avoir plus de goût pour l'inconnu.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nエイリーク\nJe peux désormais concevoir le charme que\nvous trouvez aux créatures étranges. Vous\nm'avez ouvert des horizons insoupçonnés.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nJ'en suis honorée, Dame Eirika. Il m'est fort\nagréable de voir une princesse telle que vous\nestimer mes opinions.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nJ'espère que nous discuterons encore. Je veux\ntout savoir au sujet de ces Ensevelis et de\nces Macchabées !\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVous usez d'une langue si noble, Eirika.\nUn discours raffiné est essentiel pour qui est\nissu d'une ascendance royale, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHmm, je n'y ai jamais particulièrement songé.\nC'est simplement la façon de parler qui me\nconvient le mieux.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nPanette, je n'ai pas pu m'empêcher de relever\nl'élégance avec laquelle vous parlez. C'est\ntout à fait charmant... et même adorable.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nJ'ai étudié l'éloquence afin de sembler cultivée.\nJe n'escomptais pas apparaître adorable de\nsurcroît.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIl importe peu d'employer un discours policé.\nL'essentiel est de chercher les mots dans votre\ncœur et de respecter vos interlocuteurs.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nChercher les mots dans mon cœur... Ce n'est\npas facile. Êtes-vous en mesure de discerner\nmes véritables sentiments ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0C\nエイリーク\nJe crois que oui. Je sens qu'il vous est\nagréable que nous ayons l'occasion de\ncombattre côte à côte.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nOui, vous avez raison. Je suis si heureuse...\nOh, je rougis en voyant la facilité avec laquelle\nvous devinez mes émotions !\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nEirika, je ne savais pas que vous étiez\nsi forte ! Comme quoi, il ne faut pas se\nfier aux apparences !\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nエイリーク\nMon frère m'a fait suivre un entraînement\ntrès poussé. Pour ce qui est des apparences,\nvous êtes aussi aimable que vous le paraissez.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nCe type qui vous aide pendant les batailles...\nC'est un ami ? J'adorerais discuter avec lui.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nエイリーク\nVous voulez parler d'Ephraim, mon frère\njumeau ? Vous m'en voyez navrée, mais\nil disparaît sitôt qu'un combat se termine.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nフォガート\nLes princes doivent répondre à de nombreuses\nattentes. Et je dois dire que c'est parfois...\nétouffant.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nエイリーク\nJe pense que les gens en attendent beaucoup\nde vous car ils vous savent brillant.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nAh, vu sous cet angle, je devrais peut-être\nfaire un effort pour les contenter.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nエイリーク\nC'est exactement l'attitude à adopter. N'oubliez\ntoutefois pas qu'on vous apprécie également\npour votre flegme.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDame Eirika, que diriez-vous d'une petite leçon\nde festoiement en règle ? À moins que... la fête\nne soit pas votre tasse de thé ?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0C\nエイリーク\nJe n'ai rien contre l'idée de m'amuser, mais...\nComment dire ? J-Je ne sais pas comment\nil convient de se conduire à une fête.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLes bonnes manières, ça n'existe pas dans\nune fête. En fait, plus vous criez fort, et plus\nvous vous amusez !\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0C\nエイリーク\nCrier ? Je n'ai jamais crié hors du champ de\nbataille. Mais... d'accord. Je vais essayer !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nAu sujet de ces cris... J'ai décidé d'essayer...\nEt j'ai trouvé cela très rafraîchissant !\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nEn fait, c'est pas tout à fait ça, l'idée.\nVous êtes censée crier avec d'autres gens,\npas toute seule dans votre coin.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0C\nエイリーク\nAh, d'accord. Mais je vous avoue que la pensée\nd'être entendue par d'autres personnes me met\nmal à l'aise, Pandreo.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nVous voulez qu'on commence par le faire\nentre nous ? On criera jusqu'à ce que vous\nsoyez plus gênée, juste vous et moi.\x0E\x04\x00\x00
