MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nPar ici ! Le fragment de Dragon déchu est\ntout près d'ici !\x0E\x04\x00\x00
MID_ED1_#029	Avec le temps, j'ai appris à le dompter, mais\npas avant que ma mère, mon père et beaucoup\nd'autres ne perdent la vie.\x0E\x04\x02\x00
MID_ED1_#030	Oh, que de souvenirs... Mais revenons-en au\nprésent. Mon puissant don.\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08ヴェイル\nPourquoi nous aidez-vous maintenant ?\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x08\x06セピア\nHa... Moi-même, je ne saurais le dire.\x0E\x04\x02\x00
MID_ED1_#033	La fin est proche, alors j'imagine que c'est\nla chose à faire.\x0E\x04\x02\x00
MID_ED1_#034	L'enchantement du cristal ne durera que\nquelques heures. Alors, pas un instant à perdre.\nLe fragment vous attend.\x0E\x04\x02\x00
MID_ED1_#035	Soyez prudente, Dame Veyle. Je prierai pour\nque la fortune vous accompagne lors des\ncombats qui s'annoncent.\x0E\x04\x00\x00
MID_ED1_#036	\x0E\x03\x02\x0A\x08ヴェイル\nV-Vous auriez pu faire ceci à tout moment.\nN'importe quand !\x0E\x04\x02\x00
MID_ED1_#037	Mais maintenant, vous êtes mourante ! Nous\naurions pu faire les choses bien !\x0E\x04\x02\x00
MID_ED1_#038	Si vous nous aviez dit cela avant le combat,\npeut-être que nous aurions pu vous pardonner...\x0E\x04\x00\x00
MID_ED1_#039	\x0E\x03\x02\x08\x06セピア\nPourquoi maintenant ? Eh bien, parce que\nc'est la fin.\x0E\x04\x00\x00
MID_ED1_#040	\x0E\x03\x02\x0A\x08ヴェイル\nComment ?\x0E\x04\x00\x00
MID_ED1_#041	\x0E\x03\x02\x08\x06セピア\nJe peux faire montre de bienveillance, parce\nqu'il est trop tard pour faire les choses bien.\x0E\x04\x02\x00
MID_ED1_#042	Si j'avais dit tout cela plus tôt, vous m'auriez\npardonnée ? Nous serions alliées ? Balivernes !\x0E\x04\x02\x00
MID_ED1_#043	Je n'avais pas l'intention de mourir aujourd'hui,\nmais les choses se sont déroulées ainsi. Alors,\nje vous ai fabriqué un cristal.\x0E\x04\x02\x00
MID_ED1_#044	Je doute que vous puissiez rejoindre ce\nfragment à la nage. Il est vraiment très\nprofond.\x0E\x04\x00\x00
MID_ED1_#045	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x02\x00
MID_ED1_#046	Zephia, je... je ne vous comprends pas.\x0E\x04\x00\x00
MID_ED1_#047	\x0E\x03\x02\x08\x06セピア\nUn conseil, très chère. Tâchez d'oublier les gens\nque vous êtes incapable de comprendre.\x0E\x04\x02\x00
MID_ED1_#048	Ne laissez pas de telles personnes hanter\nvos pensées pendant des années, cela ne\nservirait qu'à vous perturber.\x0E\x04\x00\x00
MID_ED1_#049	\x0E\x03\x02\x0A\x08ヴェイル\nMême quand nous aurons vaincu Papa et que\nla paix régnera à nouveau...\x0E\x04\x02\x00
MID_ED1_#050	Je ne vous oublierai pas, Zephia. Même s'il\ns'écoule des centaines ou des milliers d'années.\x0E\x04\x00\x00
MID_ED1_#051	\x0E\x03\x02\x08\x06セピア\nOh, mon enfant... Assez, je vous en prie.\nHâtez-vous de rejoindre ce fragment.\x0E\x04\x02\x00
MID_ED1_#052	À moins que vous ne préfériez me regarder\nmourir. Vous sentiriez-vous plus en sécurité\nsi vous étiez témoin de ma fin ?\x0E\x04\x00\x00
MID_ED1_#053	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_ED1_#054	\x0E\x03\x02\x0A\x08リュール\nAllons-y, Veyle.\x0E\x04\x00\x00
MID_ED1_#055	\x0E\x03\x02\x08\x06セピア\nOui, allez-vous-en. Maintenant que la situation\nest réglée entre nous.\x0E\x04\x02\x00
MID_ED1_#056	Adieu, Dame Veyle. Et adieu à vous aussi,\nnotre nouvel Emblème \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED1_#057	\x0E\x03\x02\x0A\x08リュール\nAdieu.\x0E\x04\x00\x00
MID_ED1_#058	\x0E\x03\x02\x0A\x08ヴェイル\nAdieu, Zephia.\x0E\x04\x02\x00
MID_ED1_#059	...\x0E\x04\x02\x00
MID_ED1_#060	Merci... pour tout.\x0E\x04\x00\x00
MID_ED1_#061	\x0E\x03\x02\x08\x06セピア\nVous êtes trop gentille, mon enfant.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0A\x04グリ\x021\n\x0E\x03\x02\x06\x04グリ\nCe n'est pas vraiment le moment\nde changer de camp.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06セピア\nMa parole, je croyais qu'ils t'avaient tué.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x06\x04グリ\nQuoi, vous croyiez que j'allais partir sans avoir\nressenti toute cette douleur ? Je la savoure...\x0E\x04\x02\x00
MID_ED2_#004	Ça m'aurait agacé qu'ils\nm'achèvent, je dois l'avouer...\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06セピア\nC'est pour ça que tu feignais la mort ?\nJusqu'à la fin, tu resteras un homme étrange.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04グリ\nPourquoi leur avez-vous... parlé du fragment ?\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x08\x06セピア\nComme je l'ai dit, je voulais\nfaire table rase du passé.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x06\x04グリ\nArrêtez ça. Je veux la vérité, d'accord ?\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06セピア\nPour me venger du seigneur Sombron. Pourquoi\ndevrais-je mordre la poussière, alors que lui...\x0E\x04\x02\x00
MID_ED2_#010	Alors que lui obtient tout ce qu'il veut ?\nÇa te semble juste, honnêtement ?\x0E\x04\x02\x00
MID_ED2_#011	De cette manière, ils briseront le fragment,\net il saura que je suis morte. Qu'il m'a perdue.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x06\x04グリ\nVous deviez vraiment l'aimer pour\nvouloir lui faire autant de mal.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nJe n'étais pas amoureuse du seigneur Sombron.\nJe voulais juste qu'il me donne un enfant.\x0E\x04\x02\x00
MID_ED2_#014	C'était mon rêve depuis toutes ces années.\nUne famille. L'amour d'un fils ou d'une fille...\x0E\x04\x02\x00
MID_ED2_#015	Quand je disais que les Chacals\nétaient ma famille, je le pensais.\x0E\x04\x02\x00
MID_ED2_#015_2	Ce que nous avions était vraiment rare.\x0E\x04\x02\x00
MID_ED2_#016	Toi, moi, Marni, Mauvier. On collaborait pour\nprotéger le seigneur Sombron et Dame Veyle.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x06\x04グリ\nMais c'est trop tard maintenant...\x0E\x04\x02\x00
MID_ED2_#018	Quitte à vous en prendre à Sombron, pourquoi\nattendre autant ? Nous serions toujours réunis.\x0E\x04\x02\x00
MID_ED2_#019	Et peut-être que je ne serais pas\nen train de me vider de mon sang.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x02\x08\x06セピア\nPeut-être que tu aurais été\nplus heureux dans leur camp.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x06\x04グリ\nVous croyez vraiment que je vous\nabandonnerais ? Alors là, hors de question.\x0E\x04\x00\x00
MID_ED2_#022	\x0E\x03\x02\x08\x06セピア\nHein ?\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x02\x06\x04グリ\nLes Quatre Chacals, une famille...\x0E\x04\x02\x00
MID_ED2_#023_2	\x0E\x03\x02\x06\x04グリ\nJ'ai toujours beaucoup aimé cette idée.\x0E\x04\x02\x00
MID_ED2_#024	Je ne me souviens même pas du visage de mes\nparents. Vous êtes comme une mère pour moi.\x0E\x04\x02\x00
MID_ED2_#025	Quand vous m'avez trouvé, j'étais un disciple\ntordu qui souffrait pour le seigneur Sombron...\x0E\x04\x02\x00
MID_ED2_#026	Vous avez été comme une mère ou une sœur...\nUne déesse, à vrai dire. Quelqu'un d'essentiel.\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x08\x06セピア\nGriss... Ce n'est pas drôle.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x02\x06\x04グリ\nÇa n'a pas vocation de l'être. Je vous suivrai\nn'importe où... idiote.\x0E\x04\x00\x00
MID_ED2_#029	\x0E\x03\x02\x08\x06セピア\nTu as raison. Comment ai-je\npu être aussi aveugle ?\x0E\x04\x02\x00
MID_ED2_#029_2	\x0E\x03\x02\x08\x06セピア\nTout ce que j'avais toujours voulu\nétait là... Depuis tout ce temps.\x0E\x04\x02\x00
MID_ED2_#030	Si seulement je l'avais compris...\x0E\x04\x02\x00
MID_ED2_#030_2	Mais non. Ce qui est fait est fait.\x0E\x04\x02\x00
MID_ED2_#031	J'espère que tu me pardonneras.\nNous sommes... une famille.\x0E\x04\x02\x00
MID_ED2_#032	Merci, Griss.\x0E\x04\x02\x00
MID_ED2_#033	 \x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x02\x06\x04グリ\nZephia ?\x0E\x04\x02\x00
MID_ED2_#035	Vous vous êtes assoupie ?\x0E\x04\x02\x00
MID_ED2_#035_2	Je crois... que je vais en faire autant.\x0E\x04\x02\x00
MID_ED2_#036	Sans elle, je n'ai plus aucune\nraison de me battre...\x0E\x04\x02\x00
MID_ED2_#037	Plus rien ne me... fait mal.\x0E\x04\x02\x00
