MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJ'ai passé la majeure partie de mon enfance\ncloîtrée dans un château. Tout me semblait\nnouveau quand j'en suis sortie.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06カムイ\nNe soyez pas si dur avec vous-même, Alcryst.\nNous avons chacun fait notre part au cours du\ndernier combat, je me trompe ?\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nNe me regardez pas ainsi, Dame Corrin. C'est\nune perte de temps de contempler une cause\nperdue comme moi.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06カムイ\nJe m'inquiète pour vous. Vous me rappelez\nmon jeune frère... et comme lui, vous êtes\nimportant à mes yeux.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVous enviez toujours les autres, Alcryst.\nMais moi, je vous envie de bien des façons.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06カムイ\nJ'aurais aimé être une humaine normale, comme\nvous. Hélas, tel n'était pas mon destin.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nJe n'avais pas conscience du fardeau qui est le\nvôtre, Dame Corrin. Ma jalousie mesquine doit\nvous sembler bien dérisoire. Je m'en excuse.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nCela me prendra du temps, mais... avec vous\nà mes côtés, je crois que je pourrai apprendre\nà me battre avec fierté.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJe vous ai vue ramasser des herbes après\nla bataille, Lapis. Vous comptez en faire\nquelque chose ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nOui ! Des provisions de secours. Je faisais\nsouvent ça quand je vivais encore à la\ncampagne. Aaah ! Je ne voulais pas dire ça !\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06ラピス\nPersonne ne se doute que je suis une paysanne.\nSi on demande pourquoi je ramasse des herbes,\nvous pouvez dire que c'est pour le bricolage ?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06カムイ\nJe comprends. J'ai aussi voulu cacher mes\norigines, fut un temps. Les gens croyaient\nsavoir beaucoup de choses à mon sujet...\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06ラピス\nJ'ai caché mes origines rurales parce que\nj'en avais honte... mais on dirait que vous\naviez des raisons plus impérieuses, Corrin.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06カムイ\nMes deux patries étaient en guerre l'une contre\nl'autre. J'ai grandi dans une toile de mensonges\nenchevêtrés.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06カムイ\nMais ne vous comparez pas à moi. Si vous tenez\nà garder vos origines secrètes, je vous y aiderai.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nOuf, merci de ne pas me faire la leçon, Corrin.\nJ'espère être aussi courageuse que vous,\nun jour.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMerci de me faire profiter de votre puissance,\nCorrin. Je dois vous dédommager. Quel cadeau\npuis-je vous offrir ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06カムイ\nOh, cessez cela. Il n'est nul besoin de me\n« dédommager » de quoi que ce soit. La joie\nde combattre à vos côtés me suffit, Citrinne.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJe sais que vous ne souhaitez pas que je vous\ndédommage, mais... Je n'ai pas pu m'en\nempêcher. Vous plaisent-ils ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06カムイ\nTous ces accessoires ? Couvre-chefs, tenues\nde bain, masques... Où diable avez-vous\ndéniché tout cela ?!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nJe ne suis qu'une idiote. Je désirais si\nardemment vous dédommager... que j'ai oublié\nque les Emblèmes ne peuvent rien toucher.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06カムイ\nCe n'est pas grave. Cela m'a donné l'occasion\nd'admirer tant d'objets curieux ! Merci de\nm'avoir fait vivre ce délicieux moment.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nVos paroles montrent votre grand cœur. Je veux\nvous en dédommager également, mais pas\nsous forme d'objets, cette fois-ci.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06カムイ\nC'est grâce aux sentiments d'autrui que les\nEmblèmes s'épanouissent. Votre gratitude est\nle seul présent dont j'ai besoin !\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nBonjour, Corrin. Y a-t-il quelque chose que\nje puisse faire pour vous ?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06カムイ\nNon, non. J'avais juste envie de discuter avec\nvous. Mais si vous êtes occupée, nous pouvons\nfaire ça une autre fois.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nÇa doit être d'un ennui mortel d'être en\ncompagnie d'une personne aussi renfrognée\nque moi. Je vous prie d'accepter mes excuses.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06カムイ\nAu contraire, j'apprécie de découvrir toutes\nles manières subtiles que vous avez de vous\nexprimer.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nNous n'avons combattu ensemble qu'à quelques\noccasions, mais j'ai l'impression que vous lisez\nen moi comme dans un livre ouvert.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06カムイ\nC'est vrai. Mais je n'y suis pour rien.\nC'est vous qui avez appris à ouvrir votre cœur.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nJe n'accorde pas ma confiance facilement.\nMais il en va autrement avec vous. Je ne\nparviens pas à me l'expliquer.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06カムイ\nQuelle qu'en soit la raison, je suis heureuse\nde l'entendre. J'espère que nous pourrons\nconverser ainsi plus souvent.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEn plus de la guerre, y a-t-il d'autres activités\nauxquelles vous vous adonnez avec *ferveur*,\nCorrin ?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06カムイ\nEn plus de la guerre ? C'est une étrange façon\nde voir les choses, mais j'imagine que la guerre\npeut effectivement inspirer une certaine ferveur.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nAu combat, la vie et la mort se frôlent sans\ncesse. Une bataille demande une implication\ntotale, qu'on le veuille ou non.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nC'est vrai. Mais une implication totale n'est\npas ce que j'entends par ferveur. La ferveur\nsous-entend une certaine *passion*.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJ'ai tué bien des gens. Tellement qu'à vrai dire,\nj'ai parfois l'impression de n'être bon qu'à\nla *violence*.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06カムイ\nSi c'était vrai, vous seriez une personne\nfondamentalement mauvaise. Je ne pense\npas que ce soit le cas.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nVos paroles me réconfortent, mais j'ai peur\nque cela soit *précisément* le genre de\npersonne que je suis.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06カムイ\nVous avez bien d'autres centres d'intérêt,\nje me trompe ? Vous m'avez si souvent parlé\nde l'importance d'avoir des passions.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVous côtoyer me fait penser à l'endroit où je\nsuis née, Kagetsu. Vous avez un air de famille\navec les gens qui y habitent.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\nS'il ressemble un tant soit peu à mon propre\npays natal, ce doit être un endroit magnifique !\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nCorrin ! Voulez-vous sortir avec moi, afin de\nme parler davantage de votre pays natal ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カムイ\nSortir avec vous ?! Je vous en parlerai\nvolontiers davantage, même sans cela.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nC'était agréable de sortir avec vous, Corrin !\nJ'ai beaucoup aimé vos histoires sur Hoshido.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カムイ\nJe m'en réjouis. J'aime parler de mon foyer.\nQuand je pense à ceux qui me manquent,\nje sens une certaine énergie affluer en moi.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nDans ce cas, vous devriez en parler davantage !\nJe souhaite vous voir au summum de votre\npuissance.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カムイ\nHé hé ! J'apprécie l'intention, mais je ressens\nle même type d'énergie quand je pense à vous,\nKagetsu.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nPourquoi les gens du coin sont-ils tous plus\nséduisants les uns que les autres ?! Il y a trop\nde compétition !\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06カムイ\nNotre armée a bien belle allure, vous ne trouvez\npas ? Je trouve ça adorable.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJ'aime votre façon de dire à chacun qu'il est\nadorable, Hortensia. C'est excellent pour le\nmoral.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est vraiment l'impression que vous avez\nou vous dites ça pour me taquiner ? Je n'arrive\npas à trancher.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVotre couleur de cheveux est magnifique et\nunique en son genre. Je suppose que vous\nutilisez une sorte de teinture ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nOui. Le mélange de nuances est à croquer,\nnon ? Je suis surprise qu'un Emblème s'y\nconnaisse en soins capillaires.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06カムイ\nLa teinture pour cheveux était aussi populaire\ndans mon monde. Ma petite sœur s'en servait\nbeaucoup, un peu comme vous.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nJ'ignorais que vous aviez une petite sœur !\nJ'imagine que ça va être à moi de remplir\nce rôle maintenant, pas vrai ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJe n'ai normalement pas la carrure d'un\nchevaucheur de wyverne. Le contraste ne fait\nqu'accroître mon charme, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06カムイ\nLe contraste... Quelle notion intéressante...\nJe me demande si je produirais le même effet,\nen me transformant en dragon.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJe doute qu'un contraste accroisse vraiment\nle charme. Personnellement, en tant que dragon,\nje n'ai fait qu'accroître la peur des gens.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nJ'ignorais que vous y pensiez encore.\nC'est peut-être parce que vous vous\ntransformez uniquement pour vous battre ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJ'ai repensé à votre remarque, Rosado.\nIl est vrai que je me suis toujours transformée\nen dragon dans le but de me battre.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nÀ mon avis, si vous vous transformiez en dragon\npour... Disons pour goûter, par exemple.\nMais ça banaliserait vos transformations...\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06カムイ\nC'est possible. De toute manière, je ne peux\nplus me transformer, à présent, le débat est\ndonc stérile. Mais merci de m'avoir écoutée.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nNe vous en souciez pas trop. Sans vouloir vous\nflatter outre mesure, vous êtes vraiment\nadorable.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nVous êtes toujours si calme et détendue sur\nle champ de bataille, Goldmary. Quel est votre\nsecret ?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIl me suffit d'un bain dans une somptueuse\nsource chaude pour emmagasiner vigueur\net sérénité pour la journée.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nQuand je me plonge dans une source chaude,\nje sens fondre tous mes tracas.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06カムイ\nComme je vous comprends ! Chez moi, je restais\ndans l'eau jusqu'à ce que mes doigts et mes\norteils soient couverts de rides.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'aimerais vous faire visiter mon village natal,\nCorrin. Les sources chaudes y sont légion.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06カムイ\nCe doit être un endroit idyllique ! Bien sûr\nque j'aimerais y aller !\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06カムイ\nÇa va vous sembler un peu bête, mais comme\nje ne pourrai pas me baigner, pourriez-vous...\ntremper mon anneau dans l'eau ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'en serai heureuse. Votre anneau en sortira\nresplendissant.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nCorrin, je voulais juste vous dire merci.\nJ'ai tellement de chance qu'on ait confié\nvotre anneau à mon pays !\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06カムイ\nJ'estime aussi avoir de la chance, Timerra.\nAprès tout, c'est vous qui êtes venue me\nchercher. À présent, allons gagner la guerre !\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nEst-ce que vous aimez chanter ? Rien ne\nme procure plus de plaisir. Et j'aime chanter\nà plusieurs !\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06カムイ\nMoi aussi. Les chants occupaient une grande\nplace dans mon monde. Ils pouvaient être bien\nplus puissants que de simples mots.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVous avez dit que vous aimiez chanter, mais\nje ne vous ai jamais entendue. Voulez-vous bien\nentonner quelque chose ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06カムイ\nOh, en fait, Timerra... J'aime chanter, mais je ne\nsuis pas très douée pour ça.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nL'important n'est pas d'être bon ou mauvais,\nmais de chanter avec son cœur. Je voudrais\ntant vous entendre, s'il vous plaît !\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06カムイ\nTrès bien, je vais essayer. ♪Comme les vagues\ngrises de l'océan, tu cherches la vérité...♪\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06メリン\nDame Corrin, je vous protégerai. Je sais que\nvous ne manquez pas de force, mais tel est\nmon devoir de chevalier.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06カムイ\nMerci du fond du cœur, mais on ne peut\nm'infliger nulle blessure. Ce qui compte pour\nmoi, c'est que vous vous protégiez vous-même.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06メリン\nJe sais que nous sommes sœurs d'armes, et que\nnous sommes sur un pied d'égalité. Pourtant,\nje voudrais avoir la charge de vous protéger.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06カムイ\nJe comprends... Le devoir de protection est\ngratifiant à honorer. Qui se plaindrait d'une\ntelle charge ?\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06メリン\nDame Corrin, je viens d'apprendre que vous\npouviez vous transformer en dragon ! S'il vous\nplaît, allez-y, sortez les écailles !\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06カムイ\nVous m'en voyez navrée, mais il semble que\nje ne peux pas mener ma métamorphose\nà bien dans ce monde.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nQuoi ? Non ! Mais je veux absolument voir ça !\nPas question d'abandonner. Je vais attendre\npatiemment, ça finira bien par arriver.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06カムイ\nJe doute que ça ne puisse jamais... Oh, peu\nimporte. J'espère un jour pouvoir « sortir\nles écailles » pour vous, Merrin.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nVos prouesses sur le champ de bataille n'ont de\ncesse de m'impressionner. Je suppute qu'il en\nva de même dans les combats de rue ?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06カムイ\nLes combats... de rue ? Il m'est arrivé de me\nbattre avec mes frères et sœurs, mais j'ignore\nsi je montrais quelque disposition pour cet art.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nAinsi, vous vous bagarriez avec vos frères et\nsœurs ? Mon frère aîné et moi aussi, on se\nchamaillait à qui mieux mieux.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06カムイ\nSe chamailler ? Oh, c'est-à-dire...\nCe mot qualifie à peine ce que je leur ai fait.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJ'ai un jour participé à une guerre dans laquelle\nmes frères et sœurs figuraient parmi nos\nennemis. C'était terrible. Plus jamais.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nJe suis désolée. Je ne puis rien me figurer de\nplus abominable que de mener une guerre\ncontre mon frère.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06カムイ\nEntre frères et sœurs, la moindre dispute\npeut tourner à la bataille rangée. La question\nest : le jeu en vaut-il la chandelle ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nOh, Dame Corrin, vous avez bien raison.\nJe n'oublierai jamais cette leçon. Merci.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nフォガート\nVous savez, j'avais pour habitude de me\nfaufiler dans la forteresse contenant votre\nanneau. Ça m'a valu plus d'un sermon.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06カムイ\nVraiment ? Eh bien maintenant, vous n'avez\nplus besoin de vous faufiler... Vous pouvez\nme voir quand bon vous semble.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nLe combat de l'autre jour a eu lieu dans\nun endroit superbe. Je suppose que c'est\nétrange de dire cela en pleine guerre.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nPas vraiment. Nous devons profiter à chaque\ninstant de la beauté qui s'offre à nous. Un jour,\nje vous montrerai les plus beaux sites de Solm.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJ'ai hâte de voir les plus beaux coins de votre\npays. Mais ce que j'ai le plus hâte de voir en\nSolm, c'est la mer.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nAllons-y alors ! La mer est à couper le souffle et\nla pêche est abondante ! Même si je suis\nmoi-même incapable de lancer une ligne.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06カムイ\nC'est pourtant facile de pêcher, il suffit de\nprendre un appât brillant pour attirer le poisson.\nComme mon anneau, par exemple !\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nHa ! Il n'est pas question que je jette votre\nAnneau d'Emblème dans l'eau ! Mais nous irons\nà la mer, c'est promis.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nJ'hésite à le proposer à quelqu'un comme\nvous, mais souhaitez-vous vous confesser\nauprès de moi ?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06カムイ\nMe confesser ? Oh, c'est vrai que vous êtes\nun dignitaire religieux. Rien ne pèse sur mon\nâme pour le moment, mais merci.\x0E\x04\x00\x00
