MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\nM'aiderez-vous à rétablir aussi vite\nque possible la paix en ce monde ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nLapis ? Que faites-vous avec ces bûches ?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nC'est pour fabriquer une étagère. N'hésitez pas\nsi vous voulez que je vous en fasse une !\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nLes patates sont formidables ! Il suffit d'en\nplanter une pour en récolter une tonne ! Enfin,\nc'est ce que j'ai entendu. Ou lu. Dans un livre.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06セリカ\nEn plus, elles arrivent à pousser sur des sols\ningrats, je crois. Nous faisions pousser des\noranges dans mon village. Elles me manquent.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nE-Excusez-moi, Celica. Vous semblez un peu\ntriste, aujourd'hui. Quelque chose ne va pas ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06セリカ\nJe vais bien. Pardon si vous vous êtes inquiétée.\nC'est juste qu'il m'est pénible de vous voir\nblessée quand nous combattons.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06セリカ\nOh, mais qu'est-ce que je raconte. Ce n'est\ncertainement pas la chose la plus utile à dire.\nS'il vous plaît, oubliez cela.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNon, ça me touche de savoir que vous vous\nsouciez de moi ! Je ne veux pas vous causer\nde tracas... alors je tâcherai d'être plus forte.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nHum... Excusez-moi, Citrinne...\nVous me fixez avec une telle intensité...\nPuis-je vous être utile ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh ! Je ne faisais qu'admirer votre robe.\nNous avons des goûts similaires, semble-t-il.\nComment se nomme votre styliste ?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMon air renfrogné a encore fait couler les\nlarmes d'un enfant. Si seulement mon visage\nn'était pas si effrayant...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06セリカ\nLaissez aux gens le temps de s'habituer à\nvous, Citrinne. En leur for intérieur, je sais\nqu'ils n'ignorent pas votre bonté.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nCelica, vous êtes douée pour la magie, n'est-ce\npas ? Pourriez-vous m'enseigner votre art ?\nJe vous offrirai n'importe quoi en échange.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06セリカ\nJe vous apprendrai avec joie, mais je ne\ndemande aucune rétribution. C'est comme\nça que ça fonctionne entre nous.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nQue ça fonctionne ? Hi hi, j'espère que je\nn'outrepasse pas les limites, mais... Voulez-vous\ndire que nous sommes de bonnes amies ?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06セリカ\nVous n'outrepassez rien du tout ! C'était\nexactement mon propos. Je suis toujours\nravie de vous aider.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nCette façon qu'ont les Emblèmes de luire et\nde flotter... Seriez-vous des fantômes ?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06セリカ\nHi hi, je n'ai pas l'impression d'être un fantôme,\nmais maintenant que vous le dites, j'avoue\nque je n'en suis pas sûre.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nVous êtes une princesse, tout comme moi.\nIl semble que nous étions toutes deux\ndestinées à porter un lourd fardeau.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06セリカ\nC'est juste. Mais sans cela, je ne serais jamais\ndevenue un Emblème, et nous ne nous serions\njamais rencontrées.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nJe me croyais incapable de faire confiance à\nquelqu'un, mais vous m'avez prouvé maintes\nfois que vous en étiez digne.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06セリカ\nJe suis heureuse d'entendre que vous me faites\nconfiance. Merci.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nSi vous continuez à me prêter votre pouvoir,\nje jure de faire tout mon possible pour le bien\nde nos deux pays.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06セリカ\nJe serai toujours là quand vous aurez besoin\nde moi. J'en fait le serment devant Mila.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nRien ne vaut un peu de paix et de tranquillité,\nvous ne trouvez pas ? Je savoure ces moments\nde détente.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nChacun de ces mots me *répugne*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nQuand vous aurez du temps libre, j'aimerais\nvous montrer un endroit, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nJe fais tout mon possible pour ne *jamais* avoir\nde temps libre, mais nous devrions pouvoir\ntrouver un arrangement.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nMerci de m'avoir montré les bougies que vous\navez faites. Vous avez tellement de talents.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nInutile de me *remercier*. Tout ceci ne me sert\nqu'à tuer le temps.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06セリカ\nLe résultat n'en est pas moins impressionnant.\nVotre savoir-faire est admirable.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nAinsi mes activités vous rendent *heureuse*...\nJe suppose que ça pourrait être pire.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nJe veux voir à quoi ressemble l'intérieur de\nvotre anneau, Celica ! Que dois-je faire pour\ny entrer ?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06セリカ\nJe ne pense pas que ce soit possible. Désolée.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nVous me rappelez un vieil ami. Quand je vous\nregarde, ça me rend nostalgique.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nCet ami me ressemble ? Je me demande\ns'il se bat aussi bien que moi, de surcroît !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nGrâce au pouvoir du Dragon divin, nous\npouvons nous entraîner au combat l'un\ncontre l'autre, c'est bien ça ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06セリカ\nOui, je crois.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAlors faisons-le sans attendre ! J'ai tellement\nenvie de me mesurer à vous !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06セリカ\nSi vous insistez. Mais n'oublions pas que nous\nsommes amis avant tout, d'accord ?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVotre charme est peut-être capable de rivaliser\navec le mien, Celica, mais je ne vous laisserai\npas me voler la vedette si facilement.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06セリカ\nVous n'avez pas à vous comparer à moi,\nHortensia. Votre charme est absolument\nunique.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nVous êtes toujours si calme et posée, Celica.\nVous ne vous mettez jamais en colère ?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06セリカ\nBien sûr que si. Voir des brutes et des vauriens\ns'en prendre à des innocents me met hors de\nmoi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nJe pense que nous nous connaissons assez\npour que je puisse vous demander ça...\nAvez-vous déjà été amoureuse ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06セリカ\nÀ vrai dire, oui. Il est fort et courageux...\nAvec lui je me sens capable de surmonter\nn'importe quoi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, vous êtes sur un petit nuage ! Hé hé, vous\navez l'air vraiment amoureuse. C'est trop mimi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06セリカ\nÀ question guimauve, réponse guimauve !\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nVous êtes adorable, Celica. Est-ce que\nje pourrais capturer votre beauté\npar le biais d'un dessin ?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06セリカ\nJe me vois difficilement refuser quand\nvous le présentez de manière si flatteuse.\nDessinez-moi à votre gré.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJe cherche un autre sujet de portrait.\nEst-ce que vous auriez quelqu'un en tête ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06セリカ\nC'est assez difficile à dire. Tout le monde\na un charme propre, méritant d'être retranscrit.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nLe monde serait empli de quiétude si les gens\nprêtaient plus d'attention au charme.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06セリカ\nPourquoi pensez-vous cela ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nLes armes et la guerre n'ont rien d'adorable\net tomberaient très vite dans l'oubli.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06セリカ\nC'est une manière de voir les choses.\nVotre point de vue est fascinant, Rosado.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNavrée si mon talent a éclipsé le vôtre au cours\ndu dernier combat. Je sais que ça peut être\nintimidant.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06セリカ\nCe n'est... pas grave ? Ne vous en faites pas\npour ça.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nVous avez déjà fini l'entraînement, Goldmary ?\nLa plupart des autres y sont encore.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nInutile d'en faire trop. Je ne tiens pas à gâcher\nma silhouette.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDites-moi, Celica. Les Emblèmes peuvent-ils\nprendre un bain ?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06セリカ\nJe n'en suis pas sûre. Comme je n'ai pas\nd'enveloppe physique, je ne me suis jamais\nposé la question.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPeut-être pourrions-nous nous rendre dans\nune source chaude à l'occasion. Je pense\nque l'expérience vous plairait.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06セリカ\nAvec plaisir. Dans tous les cas, je pourrai\nau moins profiter de l'atmosphère du lieu.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\n♪Vive les habits jolis et légers,\ndoux et soyeux, parfaits pour nager.♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06セリカ\nQuelle drôle de comptine.\nComment s'appelle-t-elle ?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nOh, je meurs d'envie d'aller camper. J'aimerais\ntellement plonger dans une oasis et aller nager !\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06セリカ\nVous avez l'air de ne plus tenir en place. Et si\nnous allions nous balader pour dépenser un peu\nde cette énergie débordante ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nQuelles tenues étaient populaires là d'où vous\nvenez ? Je veux tout savoir sur les modes de\nvotre monde !\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06セリカ\nJe suis désolée, mais j'ai longtemps vécu dans\nun prieuré. Je ne suis pas très au fait de ce genre\nde choses.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nUn prieuré ?! Oh, et comment on s'habillait,\nlà-bas ? Et à quoi ressemblait la vie ? Dites-moi\ntout !\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06セリカ\nJe vous raconterai tout. Mais uniquement\nsi vous me parlez des modes de ce monde\nà votre tour.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nDame Celica, pour entériner notre nouvelle\namitié, je vais vous laisser caresser mon duvet\nde loup. Pour du faux, il est très doux.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06セリカ\nVoilà qui est fort aimable de votre part, et je\nserais ravie d'en éprouver la texture, mais...\nmes mains vont passer au travers.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nM'avez-vous observée lors de la dernière\nbataille ? J'ai jeté toutes mes forces dans\nla mêlée pour que vous soyez fière de moi.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06セリカ\nOui, vous respiriez la classe, Merrin.\nBien entendu, je n'en attendais pas\nmoins de vous.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nPff, j'en peux plus de mes frères aînés.\nJe suis un chevalier accompli, par tous\nles dieux !\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06セリカ\nJe ne vous ai pas souvent vue aussi en colère,\nMerrin. Que se passe-t-il ?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nArgh, Dame Celica ! Mes frères n'arrêtent pas\nde me dire qu'ils se font du souci pour moi !\nDu souci pour MOI !\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06セリカ\nÇa me rappelle mon grand frère. Ce n'est\nqu'une façon pour eux de vous signifier leur\ntendresse, vous savez.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nBonjour, Celica. Il fait toujours aussi beau\ntemps, à ce que je vois.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06セリカ\nC'est tout simplement délicieux. Par un temps\npareil, on n'a qu'une envie : sortir et profiter\nde la journée.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIl convient d'admettre que l'ennemi se montre\nde plus en plus fort. Vous devez avoir recours à\nvos pouvoirs pour lui botter les fesses, Celica.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06セリカ\nTout ce que je peux faire, c'est les mettre\nà la disposition des autres. Mais je le ferai\nvolontiers pour vaincre nos ennemis, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nArgh, je suis en rogne ! J'ai été trop nulle\nau combat !\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06セリカ\nOh non ! Qu'est-ce qui vous met tellement\nen colère ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nPar tous les dieux ! Celica ! J'apprécierais que\nvous vous annonciez convenablement avant\nde m'approcher.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06セリカ\nN'en avez-vous donc pas assez de toujours\nfaire semblant ? Voyons, Panette, vous pouvez\nvous passer des formalités avec moi.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nJe sais que je suis plutôt du genre détendu,\nmais je suis quand même un prince, au cas où\nvous l'ignoriez.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06セリカ\nAh, je vois. J'ai moi-même dû cacher mon\nvéritable statut autrefois, mais vous êtes bien\nmeilleur comédien que moi.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nJe me demande quand finira cette guerre.\nIl y a tellement d'endroits que je voudrais\nvisiter, une fois la paix revenue.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06セリカ\nÇa a l'air très intéressant, de voyager.\nJ'espère que nous pourrons bientôt partir\nensemble nous amuser sur les routes.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nLes Emblèmes ne vieillissent pas, si ?\nSi c'était mon cas, je passerais des siècles\nà arpenter le globe.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06セリカ\nCertes, nous ne vieillissons pas, mais nous ne\nsommes pas libres de nos mouvements.\nQue feriez-vous, une fois vos voyages achevés ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nPlein de choses... Mais je pense que surtout,\nj'irais faire de nouvelles rencontres. On est\nrarement déçu !\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06セリカ\nJe comprends pourquoi vous êtes si apprécié,\nFogado. Je vous souhaite de ne rencontrer que\ndes gens formidables pendant des siècles.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nCombattre aux côtés de quelqu'un d'aussi\nvénéré que vous, c'est... Ouah ! Ça vaut\nbien une petite prière.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06セリカ\nHé hé ! Oh, Pandreo. Je vous en prie, tâchez de\nme traiter en amie, sur un pied d'égalité.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nC'est aussi l'heure de la prière, pour vous ?\nVous devez avoir un dieu incroyable, pour\nqu'il accueille la dévotion d'un Emblème !\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06セリカ\nAucune religion n'est meilleure qu'une autre.\nElles ont toutes leur propre beauté. Allons,\nprions ensemble pour la paix.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nTout va bien, Pandreo ?\nVous n'avez pas l'air dans votre assiette.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nDésolé, je reviens juste d'un enterrement.\nJ'ai beau m'en occuper souvent, j'arrive\npas à m'y habituer.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06セリカ\nPersonne ne vous demande de vous y habituer,\nPandreo. Il n'y a pas de mal à se laisser aller à\nla mélancolie en des temps aussi tristes.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nIl n'y a... pas de mal ? Merci, Dame Celica.\nÇa me fait beaucoup de bien d'entendre cela.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ボネ\nVotre anneau ressemble à un bonbon,\navec son incrustation dans la pierre.\nJe me demande s'il a le goût d'un bonbon...\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06セリカ\nVous pourriez bien vous étrangler, si vous\ntentiez de vérifier. Nous ferions mieux\nde laisser planer le mystère, d'accord ?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nVous êtes un chef incroyablement talentueux.\nJe ne peux goûter à vos plats, mais je me\ndélecte de vous regarder les préparer.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nMerci du compliment, Celica. Pour le dîner,\nje m'assurerai de préparer quelque chose\nde somptueux.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ボネ\nCe plat... n'est rien qu'un banal plat comme\non en sert des dizaines dans ce monde.\nDésolé, Celica. J'ai essayé, mais c'est un échec.\x0E\x04\x00\x00
