MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous êtes le cœur qui anime ce groupe.\nJe ferai tout ce qui est en mon pouvoir\npour vous protéger du danger.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous commencez à me plaire, Prince Alcryst.\nVous ne devriez pas hésiter à me demander\nmon aide, vous savez.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nJe... Je vous en prie ! Ne me regardez pas avec\nune telle bienveillance ! C'est trop d'honneur !\nJe suis désolé... Je dois prendre congé !\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nIl y a une ressemblance certaine entre nous,\nje trouve. Bien que tous deux généreux, nous\npouvons être cruels sur le champ de bataille...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nMoi ? Vous ressembler ?! Je ne vous arrive pas\nà la cheville, voyons ! Mais... je dois admettre\nque nous collaborons efficacement en combat.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nPeut-être parce que nous faisons tout notre\npossible pour défendre nos alliés, et que nous\nnous montrons sans pitié face à l'ennemi.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06カミラ\nC'est exact. Puissions-nous continuer à infliger\nensemble de sévères châtiments à nos ennemis.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLapis, approchez, je vous en prie. Vous êtes\nquelqu'un de costaud et de très intéressant.\nJ'aimerais discuter avec vous.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nD'accord. Vous êtes vous-même plutôt forte,\nCamilla. Je dois avouer que je me sens un peu\nnerveuse en votre présence.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ラピス\nAh, Camilla ! Je viens d'abattre cet ours de\nbelle taille. Est-ce que vous aimez la viande ?\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06カミラ\nOui, particulièrement le bœuf. Mais je n'ai pas\nencore eu l'occasion de goûter de l'ours. Je me\ndemande quel goût cela peut avoir...\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous savez construire des outils très utiles.\nQue diriez-vous de fabriquer quelque chose\npour décapiter nos ennemis ?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nJe pourrais le faire, mais ce serait un gaspillage\nde ressources. Nous sommes déjà capables de\ndécapiter qui nous voulons, vous et moi.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06カミラ\nC'est splendide ! Vous avez parfaitement raison.\nÀ nous deux, nous pouvons nous débarrasser\nde tous nos ennemis.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nSi vous voulez que je fabrique quelque chose,\nje chercherai plutôt à créer une invention qui\nvous rende heureuse.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJ'ai de nombreux frères et sœurs. Vous en\navez également, Citrinne, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nJ'ai deux frères aînés. Tous deux sont bons\net affectueux, tout comme vous, Camilla.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJ'aimerais en savoir plus sur vos frères aînés.\nS'ils sont comme moi, j'imagine qu'ils vous\ndorlotaient volontiers.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nHa ha ! Ce n'était pas mon lot quotidien,\nmais ils aimaient en effet me tapoter le crâne\nou me préparer des friandises.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nNe souffrez-vous pas de la solitude, si loin\nde vos frères ? Mes frères et sœurs me\nmanquent parfois.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nNous nous écrivons. Cela m'aide à combattre\nla solitude. Il n'y a rien de plus naturel que\nde sentir un tel manque.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nJe sais ! Je pourrais faire ériger des statues\nde bronze de vos frères et sœurs ! Peut-être\ncela vous aiderait-il.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06カミラ\nHa ha ! Merci. Que vous ayez le désir de\nm'aider me suffit. Cela me change d'être\ncelle qu'on console.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08アイビー\nVous êtes aussi une princesse, n'est-ce pas ?\nJe suis certaine d'apprendre beaucoup\nà vos côtés.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06カミラ\nNous avons cela en commun, en effet.\nEt moi aussi, j'espère apprendre beaucoup\nà votre contact.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJ'ai toujours été au cœur de luttes de pouvoir\ndepuis mon enfance. Je déteste les conflits qui\ndéchirent les familles.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nLa cour est un monde cruel. Tout le monde\ns'adresse à vous avec la plus grande gentillesse,\nmais vous fait les pires horreurs dans votre dos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJ'ai entendu dire que vous aviez la phobie des\nfantômes, Ivy. Cela peut vous surprendre, mais\nj'éprouve une peur similaire envers les foules.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nJ'avoue que c'est en effet une surprise. Je ne\ncesse d'en apprendre à votre sujet, Camilla.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06カミラ\nQue diriez-vous de nous rendre toutes les deux\ndans une source chaude ? Nous profiterons\ndu calme et de l'absence de fantômes.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nUne source chaude ? Je n'y avais pas songé,\nmais s'accorder un moment de détente ne peut\npas faire de mal.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous aimez bien coudre, Zelkov, n'est-ce pas ?\nPour ma part, j'apprécie beaucoup la broderie.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nOui. J'ai grand plaisir à exercer des activités\n*complexes*. Tout ce qui requiert du temps\net de l'application est intéressant.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nJe suis toujours en quête de *motivation*.\nEt vous, Camilla, qu'est-ce qui vous pousse\nà agir, par-dessus tout ?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06カミラ\nC'est de veiller sur ma chère Corrin, bien sûr.\nEt de tuer quiconque oserait lui faire du mal.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nLa simple perspective *d'échouer* me remplit\nd'angoisse. Vous arrive-t-il aussi d'éprouver\nde telles craintes ?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06カミラ\nLa peur naît et prospère dans la solitude.\nC'est pour cela qu'il est important d'avoir\nautour de soi des compagnons.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06カミラ\nNos amis nous protègent, et nous guident si\njamais on s'égare. Je serais ravie d'être là\npour veiller sur vous, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nVous avez sur la question un point de vue fort\n*intéressant*. Merci de l'avoir partagé avec\nmoi... et merci pour vos encouragements.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nJ'aimerais que nous soyons bons amis, Camilla.\nVoudriez-vous sortir avec moi ?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カミラ\nMa parole, s'agirait-il d'un rendez-vous galant ?\nC'est intéressant. Et quels sont vos projets ?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVos habits me rappellent fortement des tenues\nque j'ai vues en un endroit appelé Hoshido.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nVoilà qui est fascinant. Cela veut-il dire que\nje pourrais me fondre dans la population,\nsi je me rendais là-bas ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nIl y a tant d'endroits à découvrir dans ce vaste\nmonde. J'éprouve le besoin de les visiter tous !\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nJ'aimerais en savoir plus sur votre monde aussi,\nCamilla. M'en feriez-vous quelques récits ?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カミラ\nJe serais ravie de vous parler davantage\nde Nohr, d'Hoshido, et de ma famille.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カミラ\nMais je ne souhaite pas monopoliser la parole.\nVous devrez me raconter votre vie, vous aussi.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nMa jeune sœur vous ressemble beaucoup,\nHortensia. Même votre coiffure me rappelle\nla sienne.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est sûrement une jeune femme à la mode.\nElle doit être aussi mignonne et charmante\nque moi, certainement.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLe soleil brille rarement sur mon pays natal,\nNohr. Avec ses neiges, votre Elusia n'est pas\ntrès différente, de ce point de vue-là.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nÀ vous entendre, je devrais presque me sentir\nchez moi, là-bas ! J'aimerais bien aller y faire\nun tour, à l'occasion.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIl y a forcément un secret pour que vous ayez\nautant de charme, Camilla. Vous ne voudriez\npas me le révéler ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06カミラ\nIl n'y a rien de particulier, vraiment. Je prends\njuste grand soin de ma personne, ce qui doit\nrenforcer ma confiance en moi.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOui, ça paraît logique. Et que faites-vous au\njuste pour prendre soin de vous ?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06カミラ\nEh bien par exemple, je prends de bons bains\nrelaxants. Cela m'aide à m'éclaircir les idées.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nJe suis heureux de vous voir, Camilla,\ntout comme je suis heureux d'être votre ami\nle plus récent et le plus mignon.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06カミラ\nJ'admire votre assurance, Rosado.\nDans mon monde, vous auriez pu faire\npartie de mes vassaux.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nJ'ai cru vous entendre m'appeler, Rosado.\nVouliez-vous me dire quelque chose ?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nEn fait, non. Je parlais à ma wyverne.\nElle s'appelle Camille.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nMerci de votre patience, Camilla.\nCette esquisse est parfaitement réussie !\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06カミラ\nC'est tout naturel. Est-ce que je peux la voir ?\nOh, mais vous nous avez dessinés côte à côte !\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nOui, ce sont deux beautés qui se promènent.\nQu'est-ce que vous en dites ?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06カミラ\nVraiment, je l'adore. Vous avez su capturer\nun merveilleux souvenir.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJ'espère que mes brillantes performances en\ncombat ne vous ont pas trop stupéfiée, Camilla.\nDésolée, je m'étais efforcée de vous y préparer.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06カミラ\nOh, ne vous en faites pas pour moi. Votre\nconfiance en vous est tout à fait admirable.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNous devrions aller faire un tour à mon village\nnatal, à l'occasion. On y trouve les meilleures\nsources chaudes d'Elusia, vous savez.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06カミラ\nVoilà qui s'annonce fort agréable.\nJ'adore les bons bains chauds.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nJe plains presque nos adversaires en combat.\nIls sont tellement fascinés par notre élégance\nqu'il leur est difficile de riposter.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06カミラ\nIl ne faut jamais hésiter à tirer parti de tous\nles avantages dont on dispose pour venir\nà bout de ses ennemis, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nVous avez sans doute raison. Au moins, nous\nleur donnons l'occasion de voir quelque chose\nde magnifique avant de passer de vie à trépas.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06カミラ\nExactement. C'est cela qui fait de nous\nune équipe aussi formidable.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nPrincesse Timerra, je souhaiterais que nous\nsoyons amies. Dans le monde d'où je viens,\nmon bracelet avait été confié à Solm.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nC'est vrai ? Oh, dans ce cas, nous allons\nêtre de grandes amies ! Je veux que vous\nme racontiez tout sur vous, Camilla.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous êtes si joyeuse ! Tout le temps à cuisiner\nsur un feu de camp, à chanter... Vous êtes très\ndifférente de la Timerra que j'ai connue.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nJ'espère que ces différences ne vous choquent\npas trop, et que vous en viendrez à apprécier\naussi cette version de moi.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous avez un certain talent pour les chansons,\nnon ? Ne pourriez-vous pas en écrire une qui\ncélébrerait notre amitié ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nOh oui ! Excellente idée ! Quel genre de\nchanson est-ce que vous avez en tête ?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06カミラ\nUn des airs joyeux dont vous avez l'habitude\nfera parfaitement l'affaire. Nous le chanterons\nensemble après avoir gagné la guerre.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nD'accord ! Je vais m'y mettre tout de suite...\nEt bientôt, notre chant d'amitié résonnera\nsur tous les champs de bataille !\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nPuis-je observer de près votre wyverne ?\nCe n'est pas souvent qu'on a l'occasion\nd'en examiner une d'un autre monde !\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06カミラ\nJe vous en prie. Mais faites attention à vos\ndoigts. Elle n'a pas un très bon caractère.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous avez plein de douceurs, pour votre repas.\nHé hé ! Voilà qui me plaît. J'aime beaucoup le\nsucré. Mais j'apprécie aussi une bonne viande.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nC'est vrai ? Ce sont les deux choses que je\npréfère, moi aussi ! J'aimerais bien pouvoir\nun jour goûter aux douceurs de votre pays.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nJ'ai deux grands frères, qui se font sans arrêt\ndu souci pour moi, bien que je sois à présent\nmoi aussi une adulte.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06カミラ\nAh, c'est fréquent, entre frères et sœurs. Il est\nnormal de vouloir protéger sa jolie petite sœur.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06カミラ\nVous ne vous entendez sans doute pas\ntoujours, mais il existe un lien entre vous,\noù que vous vous trouviez.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nC'est vrai. Je ressens ces liens qui m'unissent\nà mes frères. Et à mes amis. Et à vous, qui\nvous battez si généreusement à mes côtés.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIci, vous respirez la bonté, mais en combat, vous\nêtes impitoyable. Vous voir abattre les ennemis\nsans état d'âme est un spectacle extraordinaire.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06カミラ\nCela nous fait un point commun.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLorsque j'étais petite, mes jeux me conduisaient\nparfois dans des endroits dangereux. J'ai le\nsentiment qu'il en était de même pour vous.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nJ'ai toujours eu un faible pour les fantômes\net les lieux effrayants. Nous devrions partir\nen expédition ensemble, à l'occasion.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nNos apparences diffèrent du tout au tout,\net pourtant, je sens confusément que nous\navons quelque chose en commun.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06カミラ\nC'est amusant, je me disais justement la même\nchose. Je souhaite que nous demeurions\ntoujours amies.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nMoi de même ! Si cela ne vous ennuie pas,\nj'aimerais vous appeler « grande sœur ».\nQu'en dites-vous ?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06カミラ\nGrande sœur ? Pourquoi pas... mais seulement\nquand personne ne nous entend, n'est-ce pas ?\nCe sera notre petit secret.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nOn peut dire que vous vous liez facilement\nd'amitié avec les autres ! J'ai l'impression\nde vous avoir connu toute ma vie.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nHé hé ! Merci, Camilla. J'apprécie simplement\nde pouvoir connaître les personnes qui\nm'entourent, vous y compris.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nJ'espère qu'un jour, je pourrai rencontrer\nvos frères et sœurs. Croyez-vous que l'on\npourrait s'entendre ?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06カミラ\nJ'en suis persuadée. Surtout avec ma petite\nsœur. Vous vous entendriez tous deux à ravir.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nDites, Camilla, j'organise une fête,\nce soir. Voulez-vous venir ?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06カミラ\nMerci... mais la foule, ce n'est pas ma tasse\nde thé. Plus depuis les querelles auxquelles\nj'ai assistées quand j'étais petite.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nJe peux comprendre. Mais là, nous n'avons\npas prévu de nous quereller, nous serons\njuste entre amis.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06カミラ\nVotre point de vue se défend. Dans ce cas,\nje viendrai peut-être, mais à condition que\nvous m'escortiez convenablement.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nVous êtes vraiment un homme d'Église ?\nVous n'êtes pas aussi... guindé que les autres\nclercs qu'il m'a été donné de rencontrer.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nOui, j'aime afficher la foi qui m'anime... Même\nsi c'est pas trop du goût de tout le monde.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLe bruit ne vous dérange pas trop ?\nJ'espère que la fiesta d'hier ne vous\na pas cassé les oreilles...\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06カミラ\nInutile de vous excuser. J'aime voir les gens\nse détendre... et observer les chorégraphies\nparticulières auxquels vous vous livrez.\x0E\x04\x00\x00
