MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nJamás había visto un poder como el tuyo. Esa\ncapacidad de invocar Emblemas ha de ser mía.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nQué bien. Mi hermano mayor apenas paraba\npor casa. Me sentía muy sola.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nBueno, mientras estés aquí, no te dejaré sola.\n¡Vámonos al monte a jugar!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHola, Veronica. Estoy estudiando magia y quería\npreguntarte si me darías clases particulares.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nJamás he ejercido la docencia. No obstante,\nsi quieres, podemos charlar un rato.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMe gustaría verte sonreír más a menudo.\nDeberíamos volver a charlar pronto.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Me viste sonreír? Imagino que fue\nporque estaba disfrutando de tu compañía.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nCuando lucho, lo hago por la protección\nde mi tierra. Brodia lo es todo para mí.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHablas como los miembros de la nobleza.\n¿Eres la reina?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nNo. ¿Acaso no es instintivo pelear\npor lo que uno más quiere?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSupongo que sí. Quiero proteger a mi pueblo\nporque lo aprecio, al igual que a ti.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nSiento cierta afinidad hacia ti,\naunque no sabría explicar por qué.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nEl sentimiento es mutuo.\nEspero que entablemos amistad.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nMe crie inmersa en los enredos de la corte,\nlo cual me dificulta confiar en los demás.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nA mí me sucede lo mismo, pero la única\nalternativa a fiarse de alguien es la soledad.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nPareces una princesa admirable.\nA saber si yo era igual...\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nYo tampoco lo sabría decir.\nEso lo debe juzgar tu pueblo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nPor si sirve de algo, quiero creer que valoras\na tus súbditos tanto como yo a los míos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nAsí es. Los protejo con uñas y dientes.\nBueno, ahora detállame tu vida en la corte...\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nPara tu edad, has acumulado un enorme poder,\npero ¿*disfrutas* de la juventud alguna vez?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMe estoy preparando para gobernar un imperio.\nNo tengo tiempo para chiquilladas.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nDicen que sabes apreciar el *aroma*\nde un buen té negro. ¿Qué te parece este?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nHuele magníficamente.\nEres un hombre polifacético.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nVeronica, ¿tú qué ves cuando\n*miras* hacia el futuro?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿El futuro? Ni siquiera sé qué me deparará\nla jornada de mañana. ¿Y tú?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nYo trato de *abstraerme* en mis ocupaciones\npara no tener que pensar en ello, precisamente.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nEntonces, trabajemos para mantener las cosas\ncomo están. Me alegra tenerte a mi lado.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Veronica! Estoy deseando estrenar\nnuestra amistad. ¿Salimos?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿A qué te refieres? ¿Salimos adónde?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nEres una mujer de armas tomar, Veronica.\nVenga, ¡muéstrame lo que sabes hacer!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPor tu propio bien, he de negarme.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nTe envidio, Kagetsu. Posees tantas cosas\nde las que yo carezco...\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\n¿En serio? ¿Como cuáles?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nUn carácter optimista, una sonrisa alegre...\ny amigos con quienes compartir ambas cosas.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nTú te encuentras entre mis amigos, Veronica.\n¡Quiero que tú también disfrutes de todo eso!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nQué callada eres, Veronica...\nAunque no me importa; es parte de tu encanto.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿De mi encanto? No te entiendo.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOjalá los Emblemas pudierais cambiaros\nde ropa. ¡Te compraría cantidad de conjuntos!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo me interesa la moda, aunque me intriga\nsaber qué tienes en mente...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nTuve una infancia difícil en la corte.\n¿Cómo fue en tu caso, Veronica?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nMi hermano mayor cuidaba de mí. Ojalá pudiera\nverlo de nuevo, aunque solo fuera para un té...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nVaya, te has puesto triste por mi culpa. Perdón.\nNo seré tu hermano, ¡pero te puedo hacer un té!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nTe lo agradecería. Sí, vamos a compartir uno\ny me cuentas más cosas sobre ti.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\n¡Qué conjunto tan mono llevas! Te queda genial.\nSeguro que es el último grito en tu mundo.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nQuizá. No lo sé.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nNo me hagas caso. Solo estoy contemplando\ntu cabello sedoso. ¿Piensas dejártelo crecer?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSí. Antes lo llevaba largo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nMira qué retrato de ti he bosquejado.\nHe plasmado tu encanto perfectamente.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nQué extraño... No se parece en nada\na lo que veo cuando me miro en el espejo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nNo obstante, me alegra que tengas\nesa imagen de mí.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nAy, mira qué reacción para enmarcar...\n¡Tengo que esbozarla ahora mismo!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nOjalá tuviera yo ese porte real tuyo, Veronica.\nEn fin, al menos voy sobrada de carisma.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nY de amor propio también.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nTe pido disculpas si mi fascinante conversación\nha dejado a los demás a la altura del betún.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo entiendo qué quieres decir.\nSea como fuere, me agrada hablar contigo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nLa opinión que otros tengan de ti carece\nde importancia. ¿Por qué te preocupa tanto?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSí que importa. Con esa actitud,\njamás habría triunfado en la vida.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\n¿Y cómo se... triunfa en la vida exactamente?\n¿Es cuestión de entrenar?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMás o menos. El encanto es una habilidad\nque se puede aprender. Te enseñaré con gusto.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVeronica, te noto un poco decaída. ¿Sabes\nqué es lo mejor para animarse? Una canción.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTranquila, es mi carácter habitual. Ahora bien,\nsi has preparado una canción, quiero oírla.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\n¿Nunca has pensado en probarte un conjunto\nde Solm, Veronica? Te quedaría estupendo.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Tú crees? Igual debería planteármelo...\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nミスティラ\nEn mi tierra no existe absolutamente nada\nmás preciado que la libertad.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿La libertad? Jamás he gozado de ella.\nNo sé si entiendo el concepto.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nPuede significar muchas cosas. Por ejemplo,\nvalorar lo que en verdad te importa.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\n¿Lo que me importa? Ya, como mi pueblo\ny mis amigos... incluida tú, Timerra.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nMe alegra luchar junto a alguien tan dulce\ncomo tú. ¡Te protegeré con todo mi ser!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nYa veo... Gracias. Solo te pido que también\nme cuentes alguna historia de vez en cuando.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nLos animales raros me apasionan.\n¿Cómo eran las especies de tu tierra?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLa fauna no es mi fuerte,\naunque he visto personas con orejas de conejo.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06メリン\nVine al mundo para ser la matriarca de mi aldea.\nDigamos que mi futuro estaba escrito.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nIgual que el mío. Desde que nací, mi destino\nestaba marcado. Jamás me paré a pensarlo.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nPero, hablando con la gente, comprendí lo que\nansío, aunque no acierto a expresarlo oralmente.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nEntonces, deberíamos charlar más a menudo.\n¡Eso te ayudará a ver las cosas claras!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nAdmiro tu fortaleza, Panette.\nTe querría para mí.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nTu interés me llena de orgullo, aunque primero\ndebería consultarlo con mi patrona.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nNunca se te ve nerviosa en el campo de batalla.\n¿Acaso no te asusta nada?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nTemo que alguien se aleje de mí y no saber\nsi regresará algún día. Eso es todo.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEres una princesa imperial, ¿cierto? ¿Alguna vez\nte has planteado renunciar a tus obligaciones?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nSiempre me he dejado guiar por la voz que oigo\nen mi interior. Jamás he gozado de libertad.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0C\nヴェロニカ\nAunque, por algún extraño motivo, cuando\nestamos juntas, me gustaría parecerme a ti.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nEntonces, vamos a divertirnos.\n¡Podemos montar en lobo hasta el alba!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nフォガート\nEstaba pensando en organizarte una fiesta\nde bienvenida. ¿Estás lista para armar jaleo?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Una velada en mi honor? En tal caso...\nsí, estoy lista para armar jaleo.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\n¿Por qué celebras tantas fiestas? ¿No deberían\nreservarse para las ocasiones especiales?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nLa gente es más feliz si hace piña. Solo procuro\nque el grupo mantenga la moral alta. Nada más.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nフォガート\nDecidí luchar junto a los Centinelas para ayudar\na mi patria. Apenas paraba por el castillo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nLo mismo le sucedía a mi hermano.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSeguro que lo hacía por el bien de tu tierra\ny por el tuyo propio.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\n¿Por mi bien? Quizá tengas razón.\nAgradezco esas palabras, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nPor curiosidad... ¿A qué venían esos bailes\ny pataleos tan extraños que te he visto hacer?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nAh, sí... Era una danza en honor\nal Dragón Divino. Te la puedo enseñar.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\n¿Todos los clérigos de este mundo sois así?\nLos de mi mundo eran... bastante diferentes.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nNo, a mí puedes considerarme un caso aparte.\n¡No soy un sacerdote al uso, ni mucho menos!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nVeronica, con tu permiso,\nquiero elevar una plegaria por tu protección.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo soy digna de ninguna bendición divina.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\n¡Tonterías! Luchas por la salvación de este\nmundo y la mereces tanto como los demás.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nSi insistes... trataré de confiar en tus palabras,\nPandreo. Empiezo a comprender por qué lucho.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nTienes un gusto exquisito para la moda.\nEse conjunto te favorece como la nata al flan.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\n¿Tanta hambre tienes?\nPorque me temo que esto no es comestible.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\n¿Con qué manjares te deleitabas en tu patria?\nSiento una profunda curiosidad.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo recuerdo lo que comía, pero, si te interesa,\nte puedo contar qué té tomaba.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x06\x04ボネ\nEntré al servicio de Fogado porque\nmis creaciones culinarias le cautivaron.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPero la comida carece de utilidad en combate.\nExplícame qué le llevó a elegirte.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nAlimentarse bien aporta energía. No te hace\nmás fuerte, pero te permite luchar más tiempo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\nHe aquí un razonamiento con sentido. Ahora\nme puede la curiosidad... Cuéntame más cosas.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x0C\nヴェロニカ\nEres idéntica a la comandante de los Guardianes\nde Askr. O la misma persona, incluso...\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nYa... Tengo muchas hermanas con la misma\ncara y el mismo nombre. ¿Me compras algo?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nHoy he recibido un montón de artículos nuevos.\nSi te interesa alguno, ¡te hago un descuento!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo deseo nada, salvo hablar contigo.\nQuisiera saber dónde te procuras la mercancía.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06アンナ\nComo ya nos conocemos desde hace tiempo,\nquiero regalarte algo para celebrarlo.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0C\nヴェロニカ\nEl único regalo que me interesa es...\nque mantengamos la costumbre de conversar.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\n¿Y ya está? Pues dicho y hecho: hablamos\ncuando quieras. ¡Avísame si te sientes sola!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0C\nヴェロニカ\n¿Sí? Me lo tomo como una promesa.\nMe sentiría fatal si me abandonaras.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nPareces de mi quinta, pero se te ve serena\nen el campo de batalla. Te admiro de verdad.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0C\nヴェロニカ\nPuedes ahorrarte los halagos.\nY no soy ninguna cría.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\n¿Dedicas tiempo suficiente a descansar?\nEs fundamental para prevenir lesiones.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0C\nヴェロニカ\nNo sé qué hacer para descansar.\n¿Te apetece tomarte un respiro conmigo?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x10\nヴェロニカ\x022\n\x0E\x03\x02\x08\x06ジャン\nQuerría ser más fuerte en combate.\n¿Cómo puedo parecerme a ti, Veronica?\x0E\x04\x00\x00
