MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\n¿Me ayudarás a devolver la paz\na este mundo lo antes posible?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06セリカ\nTienen que acostumbrarse a ti, Citrinne. Seguro\nque en el fondo saben que eres muy dulce.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEres diestra con la magia, ¿no, Celica?\n¿Me enseñas? A cambio te daré lo que quieras.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06セリカ\nEstaré encantada de enseñarte a cambio\nde nada. En eso consiste ser un equipo.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\n¿Un equipo? No quisiera precipitarme, pero\n¿estás diciendo que somos buenas amigas?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06セリカ\n¡Claro! Es justo lo que quería decir.\nSiempre será un placer ayudarte.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nLa forma en que los Emblemas brilláis y flotáis\nes muy extraña... ¿Sois fantasmas?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06セリカ\nNo lo creo, pero la verdad\nes que no estoy muy segura.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nTú también eres una princesa. Ambas llevamos\nuna pesada carga sobre nuestros hombros.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06セリカ\nCierto; pero, de no ser por eso, ahora no sería\nun Emblema y no te habría conocido.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アイビー\nCreí que nunca podría confiar en nadie,\npero tú me has demostrado que me equivocaba.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06セリカ\nMe alegra que confíes en mí, gracias.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nSi sigues prestándome tu poder, prometo\nhacer lo posible por proteger nuestros reinos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06セリカ\nSiempre estaré contigo si me necesitas, Ivy.\nTe lo juro por la diosa Mila.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nPor fin algo de paz y tranquilidad. Hay que\naprovechar estos momentos para relajarse.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNo puedo estar más en *desacuerdo*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nCuando tengas tiempo libre, Zelkov,\nme gustaría ir a un sitio.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nYo *nunca* tengo tiempo libre si puedo evitarlo,\npero podría hacer una excepción.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nGracias por enseñarme las velas que has hecho.\nTienes muchos talentos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNo me lo *agradezcas*. El único propósito\nde esta exposición es matar el tiempo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06セリカ\nAun así, tus creaciones son impresionantes.\nSon las velas más bonitas que he visto.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nSi mis aficiones te hacen *feliz*...\nSupongo que hay cosas peores en el mundo.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMe gustaría ver el interior de tu anillo,\nCelica. ¿Cómo podría entrar?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06セリカ\nNo creo que eso sea posible, lo siento.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nCuando te miro, siento mucha nostalgia...\nMe recuerdas a un viejo amigo.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\n¿Ese amigo tuyo se parece a mí?\n¿También es tan hábil en el combate como yo?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06カゲツ\nCon el poder del Dragón Divino podríamos\nenfrentarnos en un combate, ¿no?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06セリカ\nSupongo que sí.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\n¡Pues hagámoslo! Quiero probar\nmis habilidades contra ti.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06セリカ\nSi insistes... Pero no olvides que somos\namigos, ¿de acuerdo?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nTu encanto rivaliza con el mío, Celica,\npero no dejaré que me superes tan fácilmente.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06セリカ\nNo tienes que compararte conmigo,\nHortensia. Tú eres única.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEres tan calmada y sosegada, Celica...\n¿Alguna vez te has enfadado?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06セリカ\nClaro que sí. Los malhechores que molestan\na la gente inocente me enfurecen.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAhora que nos conocemos mejor, puedo\npreguntártelo... ¿Te has enamorado alguna vez?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06セリカ\nPues sí, de un hombre fuerte y valiente.\nCon él sentía que todo era posible.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOooh, cuánta ñoñería. Estás totalmente\ncolada por él, qué mona.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06セリカ\nSi haces una pregunta ñoña,\ntendrás una respuesta ñoña.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEres adorable, Celica. ¿Me permitirías\ncapturar tu belleza en un cuadro?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06セリカ\nSi me lo pides así, ¿cómo podría negarme?\nAdelante, píntame si lo deseas.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nMe gustaría pintar otro retrato. ¿A quién\ncrees que debería usar como modelo?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06セリカ\nQué difícil... Todos nuestros amigos tienen\nalgo único que merece la pena inmortalizar.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEl mundo sería un lugar más pacífico\nsi la belleza fuera una virtud más valorada.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06セリカ\n¿Y eso por qué?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nLas armas y la guerra no son cosas bonitas,\nasí que la gente perdería el interés.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06セリカ\nQué interesante. Tu visión del mundo\nes de lo más fascinante, Rosado.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDisculpa si te he eclipsado en la última batalla,\nCelica. Puedo ser un poco intimidante...\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06セリカ\nNo pasa nada... No te preocupes.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\n¿Has terminado por hoy, Goldmary?\nLos demás aún siguen entrenando.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nYa he alcanzado la perfección,\nno es necesario que me exceda.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nTengo curiosidad, Celica.\n¿Los Emblemas podéis bañaros?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06セリカ\nNo lo sé. Como no tengo un cuerpo físico,\nni siquiera lo he intentado.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPodríamos ir a unos baños termales.\nPuede que te guste.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06セリカ\nClaro, suena bien. Por lo menos seguro\nque disfrutaré del ambiente.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\n♪ Me gusta la ropa ligera y bonita,\nes perfecta para nadar y estar fresquita. ♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06セリカ\nQué canción tan alegre.\n¿Cómo se llama?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\n¡Quiero ir de acampada! Me muero por ir\na un oasis y nadar hasta agotarme.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06セリカ\nVaya, cuántos bríos. Vamos a caminar\nun rato para que liberes algo de energía.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nミスティラ\n¿Qué tipo de ropa se llevaba en tu mundo?\nCuéntame cómo era la moda.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06セリカ\nViví casi toda mi vida en un priorato,\nno sé mucho sobre moda, lo siento.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\n¡¿Un priorato?! ¿Cómo vestías allí?\nY, ¿qué clase de vida llevabas? ¡Cuéntamelo!\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06セリカ\nTe lo contaré si, a cambio, tú me hablas\nsobre la moda de este mundo.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nCelica, como muestra de nuestra amistad,\nte dejaré acariciar a mi loba. Es muy relajante.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06セリカ\nGracias, me encantaría, pero...\nmi mano la atravesaría sin más.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\n¿Me has visto en la última batalla? He luchado\ncon todas mis fuerzas para que estés orgullosa.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06セリカ\nSí, lo has hecho muy bien, Merrin.\nNo esperaba menos de ti.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06メリン\nMis hermanos me sacan de quicio.\n¡Soy una caballera con mucho éxito!\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06セリカ\nNo es normal verte enfadada, Merrin.\n¿Qué ha pasado?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\n¡Celica! Son mis hermanos... Siempre me dicen\nque están preocupados por mí. Es increíble...\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06セリカ\nMe recuerda a mi hermano mayor...\nEs su forma de decirte que te quieren.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nBuenos días, Celica. Veo que hoy el tiempo\nnos acompaña una vez más.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06セリカ\n¿A que sí? En los días como este,\nme apetece mucho salir por ahí.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nNuestros enemigos son cada vez más fuertes.\nUsa tu poder para derrotarlos, Celica.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06セリカ\nSolo puedo prestar mi poder a otra persona.\nPero lo haré encantada, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パネトネ\n¡Ugh, menudo cabreo llevo!\n¡He sido una inútil en la última batalla!\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06セリカ\n¿Qué ha ocurrido para que estés tan enfadada?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\n¡Cielos! Celica, agradecería que me advirtieras\nde tu presencia con suficiente antelación.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06セリカ\n¿No te cansas de fingir todo el tiempo?\nNo tienes que ser tan formal conmigo.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nSé que soy muy campechano, pero sigo\nsiendo un príncipe, por si no lo sabes.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06セリカ\nLo sé. Yo también tuve que ocultar mi identidad\npor un tiempo, pero tú lo haces mucho mejor.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nOjalá la guerra termine pronto.\nHay tantos sitios que aún quiero visitar...\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06セリカ\nViajar es genial, ¿verdad? Espero que un día\ntodos podamos volver a hacerlo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nフォガート\nLos Emblemas no envejecéis, ¿no?\nSi fuese inmortal, recorrería el mundo sin cesar.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06セリカ\nYa, aunque no podemos movernos libremente.\n¿Qué harías después de visitar todo el mundo?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nDe todo, pero, principalmente, conocer\na gente nueva. ¡Eso siempre es divertido!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06セリカ\nYa entiendo por qué eres tan querido, Fogado.\nEspero que conozcas a mucha gente estupenda.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nPoder luchar junto a alguien tan venerable\nes... ¡Uau! Creo que necesito rezar.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06セリカ\nPandreo, piensa en nosotros como iguales\ny como amigos, por favor.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¿Estás rezando? Tu dios debe de ser muy\nespecial si es venerado por un Emblema.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06セリカ\nNinguna religión es mejor que otra.\nTodas tienen su valor. Recemos por la paz.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\n¿Va todo bien, Pandreo?\nHoy estás extraño.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nLo siento, acabo de oficiar un funeral.\nNunca me acostumbro a ello.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06セリカ\nNo tienes por qué, Pandreo. Es normal\nsentirse triste en esa clase de situaciones.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\n¿Eso crees? Gracias, Celica.\nNecesitaba oír esas palabras.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ボネ\nLa gema de tu anillo parece un caramelo.\nMe pregunto si sabrá como tal.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06セリカ\nNi lo intentes, podrías atragantarte.\nDejemos que siga siendo un misterio...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nTu talento culinario es impresionante. Aunque\nno pueda comer, disfruto viéndote cocinar.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nCuánto me alegro, Celica. Me aseguraré de\nque mis platos sean agradables a la vista.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ボネ\nEste plato es como todos los de este mundo.\nLo siento, Celica, he fracasado.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06セリカ\nNo pasa nada. No es fácil recrear\nun plato de mi mundo de oídas.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nQuiero cocinar algo que te recuerde a tu hogar.\nSeguro que eso te hará feliz.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06セリカ\nGracias, pero ya me hace muy feliz\nel mero hecho de pasar tiempo contigo.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06アンナ\nPara celebrar nuestro encuentro,\nhoy haré rebajas. ¡Voy a hacerme de oro!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06セリカ\n¡Qué tienda tan bonita! Tendré que echar\nun vistazo ya que te has tomado la molestia.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAnna, perdón, lady Anna. ¿Tienes alguna\npista de dónde puede estar tu familia?\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nNinguna. Aunque no me preocupa,\nporque estoy segura de que todos están bien.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Maravíllate con esto, Celica!\nAcabo de crear un producto nuevo.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06セリカ\n¡Oooh! ¿De qué se trata?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nPones un tronco, metes una piedra por aquí,\ny el hacha que está al otro lado lo cortará por ti.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06セリカ\nCuriosa forma de cortar leña...\nQuizá sería más rápido si lo hicieras tú misma.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ジャン\n¿Celica? ¿Estás herida...?\nAh, supongo que no, eres un Emblema.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06セリカ\nEstoy bien, tranquilo. He venido a verte\nporque me han dicho que eres un gran médico.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ジャン\nHoy tendría que haberlo hecho mejor.\n¿Por qué no puedo?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06セリカ\nLas batallas son aterradoras incluso\npara los más veteranos. No te frustres.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nBuen trabajo, Jean. Hoy has tratado a tanta\ngente que debes de estar agotado.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nGracias por preocuparte. Yo estoy bien.\nLa peor parte se la llevan mis pacientes.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nSi fuera un mejor médico, podría curarlos\nmás rápido y con más eficacia.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06セリカ\nLo que cuenta es que siguen vivos.\nDebes aprender a cuidar de ti mismo también.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\n¿Adónde vas, Yunaka?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ユナカ\n¿Eh? ¡A ningún lado! Bueno, quizá sí.\n¿Cómo has sabido que tramaba algo?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ユナカ\nTienes un arma muy bonita, Celica.\n¿Podría verla más de cerca?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06セリカ\nSí, aunque no sé si estará a la altura\nde tus gustos tan exigentes.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nEs muy interesante hablar contigo, Yunaka.\nHe aprendido muchas palabras nuevas.\x0E\x04\x00\x00
