MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nYa estoy aquí.\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\n¿Seguro que debemos permitir que se vayan?\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08リュール\nHemos recuperado los anillos.\nY además...\x0E\x04\x02\x00
MID_ED1_#016	Creo que Veyle va a necesitar\na ese hombre a su lado.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ミカヤ\x021\n\x0E\x03\x00\x0A\x04ロイ\x023\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEmblema Micaiah, Emblema Roy...\nMe alegra teneros de vuelta por fin.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06ミカヤ\nSabía que volverías a por nosotros.\nGracias, \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED2_#003	Fue muy doloroso luchar contra ti\nen el Bosque Umbrío y el puerto de Florra...\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08リュール\nSiento que hayáis tenido que pasar por aquello.\nPrometo que no volverá a ocurrir.\x0E\x04\x02\x00
MID_ED2_#005	No puedo creer que Elusia\nesté también infestada de aberraciones...\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04ロイ\nEs obra del Dragón Caído.\x0E\x04\x02\x00
MID_ED2_#007	Parece que no le basta con la sangre real.\nAhora rapta incluso a los ciudadanos de Elusia.\x0E\x04\x02\x00
MID_ED2_#008	Cuando les drena la sangre, se convierten\nen aberraciones. Por eso hay tantas.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nO sea, que las aberraciones\nque hemos matado eran...\x0E\x04\x00\x00
MID_ED2_#010	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\n(...)\x0E\x04\x02\x00
MID_ED2_#011	Debemos impedir que las aberraciones salgan\nde Elusia o los otros reinos estarán en peligro.\x0E\x04\x02\x00
MID_ED2_#012	Si ha habido supervivientes,\ndebo hacer todo lo posible por salvarlos.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nEsos dos vinieron hasta aquí para\nimpedirnos llegar al castillo de Elusia.\x0E\x04\x02\x00
MID_ED2_#014	Los Mastines están desesperados por\nalejarnos de allí. Vamos a averiguar por qué...\x0E\x04\x00\x00
