MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\n¡Por aquí! ¡La lasca del Dragón Caído\nestá cerca!\x0E\x04\x00\x00
MID_ED1_#041	\x0E\x03\x02\x08\x06セピア\nPuedo ser amable, por una vez, porque ya es\ndemasiado tarde para arreglar las cosas.\x0E\x04\x02\x00
MID_ED1_#042	De haberlo hecho antes, ¿de verdad me habríais\nperdonado? Vos y yo, ¿aliadas? Qué tontería.\x0E\x04\x02\x00
MID_ED1_#043	No tenía intención de morir hoy, pero, como\nlas cosas han salido así, os he hecho un cristal.\x0E\x04\x02\x00
MID_ED1_#044	No creo que ninguno de vosotros pueda bucear\nhasta la lasca. Se trata de un largo descenso...\x0E\x04\x00\x00
MID_ED1_#045	\x0E\x03\x02\x0A\x08ヴェイル\n(...)\x0E\x04\x02\x00
MID_ED1_#046	Zephia, no... no te entiendo.\x0E\x04\x00\x00
MID_ED1_#047	\x0E\x03\x02\x08\x06セピア\nUn consejo, querida. Dejad atrás a aquellos\na los que no comprendáis. Olvidadlos.\x0E\x04\x02\x00
MID_ED1_#048	Permitir que ocupen vuestros pensamientos\ndurante años solo servirá para perturbaros.\x0E\x04\x00\x00
MID_ED1_#049	\x0E\x03\x02\x0A\x08ヴェイル\nCuando derrotemos a papá y reine la paz...\x0E\x04\x02\x00
MID_ED1_#050	No te olvidaré, Zephia, ni aunque pasen\ncientos o miles de años.\x0E\x04\x00\x00
MID_ED1_#051	\x0E\x03\x02\x08\x06セピア\nAy, pequeña... Ya es suficiente, por favor.\nCorred a por esa lasca.\x0E\x04\x02\x00
MID_ED1_#052	A menos que prefiráis quedaros a verme morir.\n¿Haría eso que os sintierais a salvo de mí?\x0E\x04\x00\x00
MID_ED1_#053	\x0E\x03\x02\x0A\x08ヴェイル\n(...)\x0E\x04\x00\x00
MID_ED1_#054	\x0E\x03\x02\x0A\x08リュール\nVamos, Veyle.\x0E\x04\x00\x00
MID_ED1_#055	\x0E\x03\x02\x08\x06セピア\nSí, marchaos. Que haya paz entre \x0E\x0A\x00$\x10nosotros\x10nosotras tres,\nal menos al final.\x0E\x04\x02\x00
MID_ED1_#056	Adiós, lady Veyle. Y a ti también,\n\x0E\x06\x03\x00, nuestro nuevo Emblema.\x0E\x04\x02\x00
MID_ED1_#057	\x0E\x03\x02\x0A\x08リュール\nAdiós.\x0E\x04\x00\x00
MID_ED1_#058	\x0E\x03\x02\x0A\x08ヴェイル\nAdiós, Zephia.\x0E\x04\x02\x00
MID_ED1_#059	(...)\x0E\x04\x02\x00
MID_ED1_#060	Gracias. Por todo.\x0E\x04\x00\x00
MID_ED1_#061	\x0E\x03\x02\x08\x06セピア\nSois demasiado amable, pequeña.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0A\x04グリ\x021\n\x0E\x03\x02\x06\x04グリ\nA buenas horas decides cambiar de bando.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x08\x06セピア\nVaya. Conque sigues vivo.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x06\x04グリ\nPor supuesto. Este es un dolor que solo se vive\nuna vez. He de saborear hasta la última gota.\x0E\x04\x02\x00
MID_ED2_#004	Me habría cabreado mucho si hubieran\nterminado con mi sufrimiento, la verdad.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06セピア\n¿Por eso te has hecho el muerto?\nMira que eres raro.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x06\x04グリ\n¿Cómo es que... les has hablado de la lasca?\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x08\x06セピア\nComo he dicho, quería hacer borrón\ny cuenta nueva...\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x06\x04グリ\nCorta el rollo. Dime la verdad, ¿vale?\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x08\x06セピア\nPara vengarme de lord Sombron. ¿Por qué\ndebería morir y desaparecer yo mientras él...?\x0E\x04\x02\x00
MID_ED2_#010	¿consigue todo lo que siempre quiso?\n¿Te parece justo?\x0E\x04\x02\x00
MID_ED2_#011	Así, cuando rompan la lasca, él sabrá\nque estoy muerta. Que me ha perdido de veras.\x0E\x04\x00\x00
MID_ED2_#012	\x0E\x03\x02\x06\x04グリ\nSe ve que lo amabas de verdad...\npara querer hacerle tanto daño.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nNo estaba enamorada de lord Sombron, Griss.\nSolo quería que me diera un hijo.\x0E\x04\x02\x00
MID_ED2_#014	Ese era el sueño al que me aferraba.\nUna familia. El amor de un hijo o una hija...\x0E\x04\x02\x00
MID_ED2_#015	Cuando dije que los Mastines eran mi familia,\niba en serio.\x0E\x04\x02\x00
MID_ED2_#015_2	Teníamos algo muy difícil de encontrar.\x0E\x04\x02\x00
MID_ED2_#016	Tú, yo, Marni y Mauvier trabajábamos juntos\npara proteger a lord Sombron y lady Veyle.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x06\x04グリ\nPero ya es tarde para todo eso...\x0E\x04\x02\x00
MID_ED2_#018	Si ibas a volverte contra Sombron, ¿por qué no\nhacerlo antes? Así aún seguiríamos juntos.\x0E\x04\x02\x00
MID_ED2_#019	Y quizá yo no me estaría desangrando\nahora mismo.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x02\x08\x06セピア\nMe pregunto si hubieras sido más feliz\nen el otro bando.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x06\x04グリ\n¿De verdad crees que te abandonaría?\nNi lo sueñes.\x0E\x04\x00\x00
MID_ED2_#022	\x0E\x03\x02\x08\x06セピア\n¿Mmm?\x0E\x04\x00\x00
MID_ED2_#023	\x0E\x03\x02\x06\x04グリ\nLos Cuatro Mastines, una familia...\x0E\x04\x02\x00
MID_ED2_#023_2	\x0E\x03\x02\x06\x04グリ\nSiempre me ha gustado esa idea.\x0E\x04\x02\x00
MID_ED2_#024	Ni tan siquiera recuerdo cómo eran mis padres.\nTú eras lo más parecido a una madre para mí.\x0E\x04\x02\x00
MID_ED2_#025	Cuando me conociste, era el discípulo retorcido\nque ofrecía su sufrimiento a lord Sombron.\x0E\x04\x02\x00
MID_ED2_#026	Fuiste como una madre y una hermana... como\nuna diosa, en verdad. Mi persona más querida.\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x08\x06セピア\nGriss... no tiene gracia.\x0E\x04\x00\x00
MID_ED2_#028	\x0E\x03\x02\x06\x04グリ\nNo me extraña, porque lo digo\nmuy en serio, boba.\x0E\x04\x00\x00
MID_ED2_#029	\x0E\x03\x02\x08\x06セピア\nTienes razón. ¿Cómo he podido estar tan ciega?\x0E\x04\x02\x00
MID_ED2_#029_2	\x0E\x03\x02\x08\x06セピア\nLo que siempre he querido...\nestaba delante de mis narices.\x0E\x04\x02\x00
MID_ED2_#030	Si me hubiera dado cuenta...\x0E\x04\x02\x00
MID_ED2_#030_2	No. Lo hecho, hecho está.\x0E\x04\x02\x00
MID_ED2_#031	Espero que me perdones. Somos... familia.\x0E\x04\x02\x00
MID_ED2_#032	Gracias, Griss.\x0E\x04\x02\x00
MID_ED2_#033	 \x0E\x04\x00\x00
MID_ED2_#034	\x0E\x03\x01\x08\x06セピア\n\x0E\x03\x02\x06\x04グリ\n¿Zephia?\x0E\x04\x02\x00
MID_ED2_#035	¿Ya te has quedado frita?\x0E\x04\x02\x00
MID_ED2_#035_2	Supongo que ahora me toca a mí.\x0E\x04\x02\x00
MID_ED2_#036	Sin ella no tengo ningún motivo\npara quedarme...\x0E\x04\x02\x00
MID_ED2_#037	Ya no me duele nada...\x0E\x04\x02\x00
