MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nPor fin hemos llegado...\n\x0E\x0A\x00,\x14Bienvenido\x14Bienvenida al Reino de Firene.\x0E\x04\x00\x00
MID_ED2_#007	Alfred me ha contado que habéis aceptado\nla petición de auxilio de Firene.\x0E\x04\x02\x00
MID_ED2_#008	Vuestra ayuda ha decantado la victoria\nde nuestro lado. Mil gracias.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nNo hay de qué.\x0E\x04\x02\x00
MID_ED2_#010	Alfred y yo somos amigos,\nasí que ayudarlo ha sido un placer.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08セリーヌ\n¿Amigos? ¿Ha dicho eso? Qué inapropiado\nhablarle así al Dragón Divino...\x0E\x04\x02\x00
MID_ED2_#012	Os pido disculpas en nombre de mi hermano.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nNo tienes por qué reverenciarme.\x0E\x04\x02\x00
MID_ED2_#014	Acabo de despertar y todo me parece nuevo.\nCometeré errores como cualquiera.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08セリーヌ\n¿De verdad? Yo pensaba que el Dragón Divino\nera omnipotente y omnisciente...\x0E\x04\x02\x00
MID_ED2_#016	Hete aquí que sois más \x0E\x0A\x00\x1C\x0Chumano\x0Chumana de lo que creía.\nLo de la amistad ya no parece tan descabellado.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nEn tal caso, ¿qué me dices, Céline?\n¿Podemos ser \x0E\x0A\x00\x1C\x0Camigos\x0Camigas?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08セリーヌ\nSería un honor para mí.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06武器屋\x021\n\x0E\x03\x00\x0C\x06道具屋\x023\n\x0E\x03\x02\x08\x06武器屋\n¡Eh, vosotros! ¿Tenéis un momento?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0A\x08リュール\n¿Mmm?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x08\x06武器屋\nMe llamo Durthon. Regento una armería;\ny esta chica, Anisse, tiene un bazar.\x0E\x04\x02\x00
MID_ED3_#004	Os hemos visto pelear con esas cosas y parece\nque nuestros productos os vendrían bien.\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x02\x08\x06道具屋\nEso. Podemos proporcionaros variedad\nde armas y objetos de gran calidad.\x0E\x04\x02\x00
MID_ED3_#006	Nos conviene que acabéis con los monstruos.\nSon una amenaza para nuestro gremio.\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0A\x08リュール\n¿Qué os parecería instalaros en nuestra base?\nPodríais vender vuestros productos allí.\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x0C\nヴァンドレ\nEsto... Divinidad...\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0A\x08リュール\n¿Qué ocurre? Allí no tenemos casi nada,\nasí que serían una buena incorporación.\x0E\x04\x00\x00
MID_ED3_#010	\x0E\x03\x02\x08\x06武器屋\n¿De verdad nos permitiríais montar\nnuestras tiendas en vuestra base?\x0E\x04\x00\x00
MID_ED3_#011	\x0E\x03\x02\x0A\x08リュール\nSi os parece bien, nos vendría de perlas.\nVamos a necesitar muchos suministros.\x0E\x04\x02\x00
MID_ED3_#012	Es un lugar seguro. Allí no hay monstruos.\x0E\x04\x00\x00
MID_ED3_#013	\x0E\x03\x02\x08\x06武器屋\n¡Trato hecho! No veo el momento\nde ponerme manos a la obra.\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x02\x08\x06道具屋\nMuchísimas gracias. Me encargaré de ofreceros\nla mejor selección de mis artículos.\x0E\x04\x00\x00
