MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nNo me creas débil solo por ser noble.\nSoy más fuerte de lo que parezco.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04リン\nIntenta dar una buena primera impresión.\n¡Una sonrisa confiada y alegre hará maravillas!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLyn... Intenté sonreír como me dijiste.\n¡Ahora la gente me tiene incluso más miedo!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04リン\nVaya. Qué situación tan complicada...\nSerá mejor que no sigas mis consejos.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\n¡Buenas noticias, Lyn! Sé cómo no molestarme\ncuando la gente se asuste de mi cara.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04リン\nCreía que tu objetivo era otro, pero bueno.\nEste me gusta más. ¿De qué se trata?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nMe imagino que fingen tenerme miedo,\nen plan de broma... ¡Y las bromas son graciosas!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04リン\nSi eso te sirve... Pero no deberías preocuparte:\neres una buena persona y todos lo sabemos.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アイビー\nTu anillo es como una especie de reliquia\nfamiliar. ¿Eso te hace sentir incómoda?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04リン\nPara nada. Pasé muchos años en compañía\nde tu padre. El rey Hyacinth me trató bien.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アイビー\nAún me resulta extraño luchar junto a una\nreliquia familiar, pero me alegra que estés aquí.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04リン\nLa familia real de Elusia ocupa un lugar especial\nen mi corazón. Es un honor luchar a tu lado.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSer un Emblema no está mal, aunque a veces\ndesearía poder vagar por el mundo a mi antojo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nYo no me di cuenta de lo que me perdía\nhasta que me vi obligada a abandonar mi reino.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nNo sé cómo ayudarte. Quizá podríamos\nir a dar paseos juntas, para empezar.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04リン\nEso sería genial. Gracias, Ivy.\nMe alivia poder hablar contigo de estas cosas.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nCreciste en las llanuras, ¿no es así?\nDebió de ser *harto* aborrecedor.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04リン\nEn absoluto. La vida de los nómadas es muy\nemocionante. Siempre hay algo que hacer.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSiempre pareces estar muy *calmada*.\nMe resulta inquietante.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04リン\nEsa *calma* quizá se deba a que los nómadas\nse sienten como en casa dondequiera que estén.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nQuisiera mostrarte mi hogar. Quizá te ayudaría\nen tu búsqueda continua del sentido de la vida.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\n¿Las llanuras? La idea de limitarme a observar\nla naturaleza es *mortalmente* aborrecedora.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x06\x04リン\n¿Y hablar conmigo?\n¿Eso te aburre *mortalmente*?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nInteresante pregunta. Admito que nuestras\ncharlas son *suficientemente* entretenidas.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nOye, Kagetsu, puedes ver el futuro, ¿no?\n¿Podrías hacerme una predicción?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カゲツ\n¡Claro! Veamos... Mañana hará buen tiempo\nen tu hogar. Te doy mi palabra.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06カゲツ\nBien, esta vez predeciré algo que puedas\nver por ti misma: pronto estarás frustrada.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04リン\nQué predicción tan extraña. ¿Por qué voy a...?\nAh, ya lo pillo. Era una broma, ¿no?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06カゲツ\nYa que dudas de mis poderes predictivos,\nvoy a dejar que me hagas una pregunta.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04リン\nEstá bien. Casi siempre predices cosas sencillas.\nDime, ¿qué habrá mañana para desayunar?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAh. Mañana comeremos... ¡onigiri!\n¡Sí! ¡Me encantan!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04リン\nParece más un plan que una predicción.\nO quizá solo ves lo que quieres ver...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, eres el Emblema de mi padre, ¿no?\nEres casi tan adorable como yo...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04リン\nEso es todo un cumplido, teniendo\nen cuenta lo adorable que eres.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMe he informado sobre ti, Lyn. Seguro\nque tuviste muchos pretendientes.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04リン\nTuve algunos, aunque huían a toda prisa\ncuando los retaba a un duelo con espadas.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nNecesito consejo, Lyn.\n¿Cómo puedo cautivar a la gente?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04リン\nTe encanta que te presten atención, ¿eh?\nCreo que ya eres muy cautivadora, aunque...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x06\x04リン\nEn mi hogar, se aprecia a quienes anteponen\nal prójimo y a la naturaleza a sí mismos.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\nTiene mucho sentido. Soy toda oídos.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nMe encanta el movimiento de tu coleta\nal luchar, Lyn. ¡Es como si bailara!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04リン\nGracias, aunque deberías fijarte en cosas\nmás importantes durante una batalla.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\nTienes una piel muy lisa y saludable.\n¿Cuál es tu secreto?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04リン\nNo sé, ¿el ejercicio?\nNo suelo pensar en eso, la verdad.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ロサード\n¿Por qué se obsesionan todos con la guerra?\nNo paramos de hacernos daño una y otra vez.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04リン\nQué raro oírte hablar con tanta seriedad.\n¿Te encuentras bien?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\n¡Oye! ¡Soy un caballero! Pero ¿imaginas cómo\nsería todo si la gente pensara más en la belleza?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04リン\nSupongo que tú serías el soberano.\nSería un mundo de lo más interesante, seguro.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEnvidio lo increíble e intimidante que resultas\nen batalla, pero soy demasiado encantadora.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04リン\nVeo que no andas falta de confianza, ¿eh?\nHaces bien; te la has ganado a base de esfuerzo.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nVeo que has pulido tu técnica, Goldmary.\nEspero verla en acción en la próxima batalla.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nGracias. No necesito más que mi elegante\ny perfecta figura para mejorar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nÚltimamente no estoy luchando bien.\nTener una técnica elegante no basta...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04リン\nEso te pasa por tomar atajos\ny no entrenar la fuerza.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04リン\nSé que estás muy ocupada, pero intenta\nencontrar una rutina que te funcione.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nTienes razón. Además, nunca he sido\nde tomar atajos. ¿Podrías ayudarme?\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nTu ropa es muy llamativa para ser una princesa.\n¿Toda la familia real viste como tú?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nSomos libres y vestimos como queremos.\n¡A ti te quedaría bien la ropa colorida!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nミスティラ\nDeberíamos salir por ahí a divertirnos.\nTengo un modelito perfecto para ti.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04リン\nMe gusta mi ropa y, además, los Emblemas\nno podemos cambiar nuestro atuendo.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nミスティラ\nSiento decirte que al principio no confiaba en ti.\nPor lo del rey Hyacinth y todo eso...\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nPero, después de conocerte y luchar juntas...\nLo que intento decir es que me caes muy bien.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x06\x04リン\nGracias, Timerra. Tú a mí también.\nEres muy auténtica para ser una princesa.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04リン\n¡Vamos a salir a divertirnos! Podemos imaginar\nque llevo puesto el modelito que me elegiste.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nSiento decírtelo, Lyn, pero no puedo evitar\nsentir cierta rivalidad contigo.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04リン\n¿Ah, sí? Espero que eso cambie con el tiempo.\nSeremos mejores amigas que rivales.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nLyn, es impresionante cómo te mueves\nen el campo de batalla. Te envidio.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04リン\nPues yo te envidio a ti y a tu montura lobuna.\nQuisiera poder cabalgar en lobo por las llanuras.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06メリン\nHemos superado muchas batallas juntas.\nFormamos un gran equipo, ¿no crees?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04リン\nSí. Nuestra compenetración es envidiada\npor mucha gente, pero ¿por qué sacas el tema?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nPorque ya va siendo hora de que formemos\nuna alianza. Las dos juntas seremos imparables.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04リン\n¡Cuenta conmigo! Solo queda un asunto\npor resolver: ¿quién la liderará?\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パネトネ\n¿Por qué a todos les aterran los insectos\ny los fantasmas? A mí me resultan adorables.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04リン\nA mí no me asustan. Pero...\n¿Cómo sabes que los fantasmas son adorables?\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSé que te gustan los fantasmas, pero ¿está bien\nimponer una afición tan espeluznante a otros?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nTe aseguro que son fascinantes. Mi verdadero\nobjetivo es probar el valor de mis camaradas.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パネトネ\nNadie se atreve a ir conmigo a buscar\nfantasmas... Estamos solas tú y yo, Lyn.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04リン\n¿Tú y yo? No recuerdo haber dicho eso.\nCreo que no me apetece ver fantasmas.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nQué raro. Yo diría que tenéis mucho en común.\nEn fin... Si no regreso, no me olvides.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04リン\n¿Vas a ir sola? Sabes que no puedo permitirlo.\nTú ganas, te acompañaré.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\n¿Tú? ¿De verdad eres un príncipe?\nLo siento, es que me cuesta creerlo.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nSi me preguntas tanto, lograrás que yo mismo\nlo dude. Soy el príncipe de Solm, ¿no?\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nフォガート\nAunque soy un príncipe, no me preocupo\npor las formalidades. Yo soy como soy.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04リン\nTienes mucha personalidad, desde luego.\nMe gusta. Es mejor que carecer de ella.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nHe oído que te mezclas con la plebe para estar\ninformado. Qué astuto. Debería hacer lo mismo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nPor favor... Dudo que una chica tan estupenda\ncomo tú pudiera pasar por alguien normal.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x06\x04リン\n¿Crees que no podría pasar desapercibida?\nQué gracia... Tú llamas demasiado la atención.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nNo estés tan segura.\nNadie ha descubierto jamás mi tapadera.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パンドロ\nHay tiempo para ir de fiesta y tiempo para rezar.\nEn mi iglesia hay tiempo para las dos cosas.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04リン\n¿Fiesta? Qué iglesia tan peculiar. Seguro que\ncon el Dragón Divino te muestras más calmado.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nMe he acercado porque te he oído cantar...\npero te movías de una forma muy rara.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nAsí es como rezo. Mis amigos lo llaman "danza\nde la oscuridad" porque les parece grotesco.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¿Y si mi danza no es tan horrible?\n¿Y si tan solo fuese diferente a las demás?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04リン\nUn nuevo tipo de danza... En ese caso, ¿todo\nmovimiento que hiciéramos sería un baile?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\n¡Exacto! Todos bailamos y rezamos sin cesar\na nuestro modo. ¡Es maravilloso!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04リン\nEs una idea encantadora, Pandreo. La próxima\nvez, podré disfrutar de la belleza de tu baile.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ボネ\nEstás muy apegada a la naturaleza, Lyn.\nEn un plato, serías... la guarnición.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04リン\n¿Yo? ¿La guarnición? Bunet, no tengo\nni la menor idea de qué me estás hablando.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ボネ\nComo chef, soy sensible tanto al sabor\ncomo al color. Te vendría bien algo más de rojo.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04リン\n¿Eso crees? Pensaba que las guarniciones\npodían ser de muchos colores distintos.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\n¿Te ocurre algo, Bunet?\nPareces algo alicaído últimamente.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nPensativo, más bien... ¿Y si el mundo no fuese\nmás que los ingredientes de un plato gigante?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04リン\nNo tengo forma física, así que no podría ser uno\nde ellos, como el cielo, el viento o las nubes.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nEntonces, el sol y las estrellas tampoco\nlo serían. Sí, ya lo entiendo. Gracias, Lyn.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Acércate! Tengo género exótico\npara todos los gustos. ¿Qué te interesa?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04リン\nMmm, ¿te conozco? No, no puede ser.\nSerán imaginaciones mías.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nGracias por presentarme tus productos\naunque no tenga dinero por ser un Emblema.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nNo hay de qué. Siempre puedes pagar\ntrabajando en mi tienda.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06アンナ\n¿Te has pensado lo de trabajar para mí?\n¡Te prometo que valdrá la pena!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04リン\n¿Para vender? ¿U ocuparme de la seguridad?\nSi alguien entrase a robar, solo podría gritar.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\n¡Te equivocas! Una mala mirada tuya es\nmucho más efectiva que doce guardias.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04リン\n¿Eso crees? Aun así, la respuesta es no.\nEste negocio es tuyo y de nadie más.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06ジャン\nPor mi acento, todo el mundo reconoce\nenseguida que soy de una isla de Firene.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04リン\nNo tienes que avergonzarte por ello.\nAl contrario, siéntete orgulloso de tu hogar.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nNunca había oído un acento como el tuyo.\nTiene un ritmo muy particular que me agrada.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\n¿Ah, sí? Bueno, me alegra que no\nte parezca un acento absurdo.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nEs difícil imitar la forma de hablar de otros.\nPuede acabar resultando antipático.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nHe intentado imitar la forma de hablar\nde los demás, pero me cuesta mantenerla.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x06\x04リン\nEs mejor así. Lo que no podemos cambiar\nde nosotros mismos nos hace especiales.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nSí. Ayudaré a mucha gente en esta aventura\ny les hablaré de mi querido hogar.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06ユナカ\nEres hermosa y feroz, Lyn. No sé si rendirme\nante ti o comprarte flores.\x0E\x04\x00\x00
