MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nSiempre logras animarme, Micaiah.\nCreo que se debe a tu sonrisa.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\n¿De verdad te gustan? Nunca lo habría\nimaginado... ¡Eres de las mías, Micaiah!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEste mundo os resultará muy confuso a ti y\na los otros Emblemas. Si puedo ayudar en algo...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ミカヤ\n¡Qué amable! Gracias, Citrinne.\nPuede que te tome la palabra.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Dónde vas con tantos dulces, Citrinne?\n¿A una fiesta o algo así?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nAh, no. A alguien que conozco le encantan\nlos dulces y se los voy a regalar.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nA los niños les da miedo mi sonrisa.\n¿Qué puedo hacer para no asustarlos?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nEs normal que tengan miedo de los extraños.\nSeguro que dejan de llorar cuando te conozcan.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\n¡Claro! Porque a ti no te asusta mi sonrisa,\n¿verdad, Micaiah?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nPara nada. Veo bondad en ella.\nEspero que no la pierdas durante la guerra.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nMe preocupa que te estés esforzando\ndemasiado, Ivy.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nJuré ayudar al Dragón Divino, Micaiah,\ny es lo que voy a hacer.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Por qué no damos un agradable\npaseo por el bosque, Ivy?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\n¿Acaso notas cuando me siento mal?\nSiempre sabes lo que necesito.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSé muy bien lo duro que resulta luchar\ncontra tus propios ideales.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nTú lograste superarlo, ¿verdad?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nEspero seguir tu ejemplo algún día.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nSi alguien puede, eres tú. No necesito\npoderes de adivinación para saberlo.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nTrabajas mucho, Zelkov, pero incluso\nlos trabajadores más diligentes necesitan\ndescansar de vez en cuando.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNo preciso *reposo*, y menos\ncuando queda tanto por hacer.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nUna pócima para dormir aliviaría el sufrimiento\nen este mundo. Me propongo *conseguirla*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ミカヤ\n¿No serviría un té de hierbas?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMi búsqueda de un *propósito* no tiene fin.\nNecesito una razón para seguir viviendo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOjalá mi poder aliviase tus penas.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nTu habilidad *Sacrificio* puede sanar el cuerpo,\npero mi problema es de índole mental.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nLo sé. Solo puedo rezar\npara que algún día encuentres la paz.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Micaiah! Ahora que nos une un lazo tan fuerte,\npuedes contar conmigo para lo que quieras.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nGracias, pero diría que nuestra amistad es aún\nmuy reciente para hablar en esos términos.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMe gustaría ser amigo de la princesa Ivy,\npero parece que ella no está por la labor.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nPuede que antes no lo estuviera,\npero seguro que ya ha cambiado de opinión.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06カゲツ\nLa cultura de mi hogar es muy distinta a\nla de aquí. He aprendido mucho estudiando\nlas costumbres de Elusia.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06ミカヤ\n¿Qué has aprendido?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nNuevas formas de lucha. En casa era imbatible,\npero Zelkov me derrotó sin ningún problema.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nDiría que has encontrado\na un adversario digno de ti.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nMe esforzaré al máximo para ayudarte\ncon lo que sea, Hortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nNo te necesito, pero voy a darte\nuna oportunidad por ser tan mona.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Puedes dejar de mirarme así? Me siento como\nsi me atravesaras el alma... Es horrible.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nLo hago para asegurarme de que te encuentras\nbien. Es que a veces me preocupas...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMi hermana abandonó Elusia sabiendo\nque yo seguía allí. Me dejó atrás.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nIvy y tú sois hermanas. Se preocupa por ti\nmás que por cualquier otra persona, créeme.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Cómo lo sabes?\n¿Le has leído la mente o algo?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nNo, pero sé cómo se siente. Yo también tengo\na alguien que me importa muchísimo.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nTu amiguita wyvern es fantástica, Rosado.\n¿Cómo se llama?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nSe llama Camille; somos inseparables.\n¿A que es preciosa?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Qué hay dentro de ese paquete, Rosado?\nParece que pesa...\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nAlgunas piedras que recogí en el Somniel.\nVoy a usarlas para un cuadro.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ロサード\nTu pelo plateado es muy hermoso, Micaiah.\nTe da un aire tranquilo y sofisticado.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nGracias, aunque no siempre ha sido de mi\nagrado. Me hacía sentir el centro de atención.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\n¡Anda ya! Pues a mí me gustó desde la primera\nvez que lo vi, que lo sepas.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nEs todo un cumplido, viniendo de alguien\ncon un pelo tan reluciente como el tuyo.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEspero que mi carisma arrebatador\nno te resulte un problema, Micaiah.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIntentaré que no interfiera en nuestra amistad.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nPareces preocupada, Goldmary.\n¿En qué piensas?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs que... yo suelo ser el centro de todas las\nmiradas, pero, contigo a mi lado, ya no tanto...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs una lástima que mi hogar esté tan lejos;\nme encantaría enseñarte los baños termales.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nSuena bien. Aunque, al carecer de forma física,\nme temo que no disfrutaría mucho de ellos.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCierto. Quizá sea mejor así. Te morirías\nde la envidia, te lo aseguro.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nParece que solo oyes lo que quieres oír.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\n¿Qué te gusta hacer, Micaiah?\nYo adoro viajar, cantar y pasármelo bien.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nMe gusta leer y escuchar el sonido del viento...\nEn general, disfruto de la paz y la tranquilidad.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\n¿Es cierto que ves el futuro y sabes cuando\nalguien miente? ¡Ojalá pudiera hacer eso yo!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nTiene sus ventajas, pero te aseguro que\nnunca usaría mi poder para hacer trampas.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nミスティラ\nTienes una voz increíble, Micaiah.\nEs dulce y, al mismo tiempo, potente.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06ミカヤ\n¿Eso crees? Nunca le he prestado\nmucha atención.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nSeguro que cantas genial. ¡Deberíamos hacer\nun dueto! ¡Yo me encargo de los instrumentos!\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nVaya, cuánta presión... Está bien, acepto.\nPodríamos cantar sobre nuestra amistad.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nMe alegra formar equipo contigo, Merrin.\nUnidas somos imparables.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nYa lo creo. Yo estoy agradecida por luchar\njunto a un Emblema tan poderoso y adorable.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\nMicaiah, siento el impulso de protegerte,\naunque no sé si en realidad lo necesitas.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nGracias, pero que no te confunda mi aspecto.\nEn mis tiempos lideré a un ejército.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06メリン\n¿Es cierto que en tu mundo hay dragones\ny pájaros que se transforman en humanos?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nSí, es verdad. Aunque me parece\nque lo has entendido mal.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nSon humanos que se transforman\nen aves y en dragones, no al revés.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\n¿Qué? ¿Como el Dragón Divino?\n¡Ahora sí que me muero de ganas por verlos!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nLa última batalla fue impresionante.\nEres muy valiente, Panette.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nSoy el hacha de mi patrona. Destruiré todo\nobstáculo que se interponga en su camino.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nHe oído que te gusta la naturaleza, Micaiah.\nPodríamos dar un paseo por el bosque.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nSería interesante ver qué atrapas\ncon esa red tan grande.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Dices que te lea el futuro? ¿Es por el fantasma\nque ha aparecido en el desierto de Solm?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\n¡Sí! ¿Será verdad que es el espectro del bandido\nque se llevó todas sus riquezas a la tumba?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nDesconocía que te interesara tanto, Panette.\n¿No te dan miedo los espíritus?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\n¡Ni una pizca! Contigo a mi lado,\nno hay nada que temer.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\n¡Eh, Micaiah! ¿Te apuntas a una fiesta? Quiero\ncelebrar todas nuestras nuevas amistades.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nSeguro que será divertido.\nAsistiré con gusto.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nフォガート\nOye, Micaiah, ¿tienes algún plan para mañana?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ミカヤ\n¿Vas a montar otra fiesta? Pero si ya\norganizaste una ayer, y otra antes de ayer...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSe te ve muy ufano, Fogado. ¿A qué se debe?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nHe conseguido un instrumento muy raro.\nMe muero por dárselo a mi hermana.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nAh, seguro que le encantará.\nTe preocupas mucho por ella, ¿no?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nBueno, ya sabes. Hay que demostrar\ntu amor a la gente que quieres.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAvísame si hay algo que te preocupe.\nSeguro que tienes muchos temas en que pensar.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nGracias, Pandreo. Aquí todos me cuidáis\ntanto que no siento ninguna preocupación.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nMe preguntaba de dónde procedía esa hermosa\nvoz... Has atraído a toda una muchedumbre.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nEres muy amable, Micaiah. No sé por qué\nestos pajaritos se me acercan cuando canto.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¿Necesitas algo, Micaiah?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nPerdona, no pretendía interrumpir tus plegarias.\nSolo venía a saludar.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nTranquila. Rezaba para que quienes han perdido\nla vida descansen en paz. ¿Quieres unirte a mí?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nSí, me gustaría rezar por los caídos\nen la batalla, aunque fueran enemigos.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Te diriges al jardín, Bunet?\n¿Podría acompañarte?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nClaro, te gustan las flores, ¿no? Disfrutemos\nde las maravillas que la naturaleza nos ofrece.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Qué es eso, Bunet?\n¿Es algo especial para una receta tuya?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nSon flores comestibles. Cuesta cultivarlas,\npero saben a gloria en una ensalada o en el té.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x06\x04ボネ\nPara ser un gran chef, hay que conocer\ny entender todos los sabores.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nSe nota que sientes pasión\npor tu trabajo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\n¡Por supuesto! De ahí mi curiosidad por\ndegustar el sabor de tu precioso pelo plateado.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nDudo que sepa a algo, dado que no tengo\nforma física, pero tu interés es un cumplido.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Micaiah! ¡No te vas a creer qué producto\nme ha llegado! Ven a echar un vistazo.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nVale, vale. Tú sí que sabes vender.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEs impresionante que, a tu edad,\nlleves un negocio tú sola, Anna.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\n¡La edad no importa! Lo llevo en la sangre:\nnací para vender.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nHace rato que te oigo refunfuñar, Anna.\n¿Te pasa algo?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nSí, las ventas han bajado mucho.\nTengo que pensar en algo y rápido.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nYa sé. Con tus poderes adivinarás qué producto\nse venderá más en el futuro y yo encargaré\nun montón. ¡Soy un genio!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nPodemos intentarlo, aunque estas\ncosas nunca salen como esperas.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ジャン\n¿Puedes curar a la gente sin medicamentos\ny sin bastones? Es increíble.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nGracias, aunque me deja muy agotada.\nNo es algo que pueda hacer todo el rato.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nEs admirable que un chico de tu edad\nsepa tanto de medicina.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nAún me queda mucho por aprender,\npero gracias por el cumplido.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\n¿Jean? ¿Estás llorando?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nSiento que me hayas visto así... No he podido\nsalvar a un herido, he sido incapaz.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nY ahora encima no paro de llorar. ¿Cuándo\nme convertiré en un adulto de una vez?\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nPasar por esto te hará más fuerte.\nVas a ser un médico excelente, Jean.\x0E\x04\x00\x00
