MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nGracias por darme esperanzas de nuevo.\nDe no ser por ti, ya me habría rendido.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEres muy fuerte, Lucina. Debo admitir\nque te tengo algo de envidia.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNo tienes por qué, Citrinne. Cualquiera puede\nfortalecerse con el entrenamiento adecuado.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLucina, ¿puedo observar cómo entrenas?\nMe gustaría aprender de ti, si te parece bien.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNo hay problema. Si eso te ayuda a crecer,\nobserva tanto como quieras.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nSé lo que debo hacer, pero no logro que mi\ncuerpo obedezca. Siempre seré una debilucha...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNo te harás fuerte de la noche a la mañana,\npero seguro que hoy eres más fuerte que ayer.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06ルキナ\nNo te rindas, Citrinne. Irás mejorando,\npoco a poco, hasta que logres tu objetivo.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0C\nシトリニカ\nLo veo tan lejano... Aunque tienes razón.\nSeguiré esforzándome contigo a mi lado.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nGracias a ti, puedo seguir sirviendo\nal Dragón Divino. Te estoy muy agradecida.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNo lo hice para ganarme tu gratitud.\nLo hice porque era lo correcto.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nUn amigo mío tenía un wyvern como el tuyo.\nTenía un nombre especial. La quería mucho.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nNunca se me ha ocurrido ponerle un nombre.\n¿Tienes alguna sugerencia?\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アイビー\nAunque creí que estaba preparada, me está\ncostando asimilar la muerte de mi padre.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSé cómo te sientes. Si quieres hablar de ello,\naquí me tienes.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nGracias. ¿Podrías hablarme de tu padre?\nQuizá me ayude escuchar tu historia.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06ルキナ\nYo tampoco he asimilado su muerte todavía,\npero, si te ayuda, con gusto te hablaré de él.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nParece que compartimos cierta *preocupación*,\nLucina. No nos gusta estar sin nada que hacer.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNunca lo había visto de ese modo,\npero creo que tienes razón.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nDebe de resultar *difícil* no aburrirse\nsiendo incapaz de manejar objetos físicos.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNo es para tanto. Escuchar las conversaciones\nde la gente me entretiene bastante.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAhora lo veo. Eres de las que ignoran\nsu *propio* dolor por el bien de sus aliados.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ルキナ\nEn realidad, solo quiero ser útil\npara la gente que me importa.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nPretendía hacerte un *cumplido*. Me resulta\nimposible vivir como tú, por eso me impresiona.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ルキナ\nNo digas eso, Zelkov. Tú también estás\nluchando por un mundo mejor, igual que yo.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Tu habilidad es digna de un Emblema!\n¿Te enfrentarías a mí en un duelo?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ルキナ\nYo también he estado observando tu técnica.\nSería un placer enfrentarme a ti.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTu entrenamiento ha dado sus frutos, Kagetsu.\nHas estado espectacular en la última batalla.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nEs un honor que me lo digas tú. Me hace\nmuy feliz que seamos tan buenos amigos.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¿Qué te motiva a ser más fuerte, Kagetsu?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nMuy sencillo: la vida es como una montaña.\nSi voy a escalarla, quiero llegar hasta la cima.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06ルキナ\nUn objetivo muy noble. Esa determinación\npuede que sea la clave del éxito.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nAunque tú, amiga mía, vas un paso por delante\nde mí. ¡Prepárate, pues algún día te dejaré atrás!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSiento haber usado tu anillo para luchar en el\nlado equivocado, Lucina. ¿Podrás perdonarme?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06ルキナ\nClaro que sí. Por lo que a mí respecta,\nya has hecho más que suficiente.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDebe de haber algo que pueda hacer por ti.\nSea lo que sea, dímelo.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNo necesito nada. Solo espero que,\nsi algo te preocupa, me lo cuentes.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPareces preocupada, Hortensia.\n¿Qué te ocurre?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nQuiero ser tu amiga, pero no sé cómo.\n¿Por qué no me dices qué he de hacer?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06ルキナ\n¿Acaso no somos ya amigas?\nYo pensaba que sí.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\n¿De verdad? ¡Qué alivio!\n¿Por qué no me lo has dicho antes?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTu wyvern es adorable, Rosado.\n¿Sabes qué le falta?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\nPor favor, nada de gorros de oso.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nOdio la guerra. La gente solo piensa en luchar\ny no se fija en las cosas monas.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06ルキナ\nMás motivo aún para devolver la paz\na este mundo tan rápido como sea posible.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ロサード\nA ti te preocupa ser mona, ¿no, Lucina?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNo sé. Nunca he pensado mucho en eso,\npero supongo que sí.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\n¡Bien! Yo siempre intento ser el más mono,\nasí que podríamos compartir consejos.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ルキナ\nDe acuerdo, me parece buena idea.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPor muy encantadora que sea,\nme pone nerviosa estar a tu lado, Lucina.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNo sé por qué, pero seguro que se te pasará\ncuando nos conozcamos mejor.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAunque soy adorable, tú tienes\nun no sé qué del que yo carezco.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06ルキナ\n¿Ah, sí? Para serte sincera, a veces desearía\nser tan elegante como tú.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTe he observado mientras luchábamos.\nCreo que estás desarrollando tu propio estilo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Tú crees? ¡Qué bien! Yo también me he fijado\nen que pareces más elegante últimamente.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nHemos estado aprendiendo la una de la otra.\nDiría que hacemos un buen equipo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ルキナ\nAsí es. Lo siento, compañeros, pero Goldmary\ny yo somos demasiado para vosotros.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nNo he podido evitar fijarme en tu ojo izquierdo,\nLucina. Tiene un dibujo misterioso y muy mono.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ルキナ\nLa luz de tu mirada es tan majestuosa...\n¿Es una característica de la familia real?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nミスティラ\nHeredé los ojos de mi madre.\nEs señal de que estoy destinada a reinar Solm.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ルキナ\nLa Marca de mi ojo también es una herencia\nfamiliar. Fíjate, tenemos algo en común.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¿La familia real de Solm posee alguna otra\ncaracterística aparte del brillo en los ojos?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nNo. De hecho, somos muy normales.\nNo todos en mi familia heredan estos ojos.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06ルキナ\nBueno, con o sin marca, pertenecer\na la familia real a veces puede ser una carga.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nCon todo, me gusta lo que representan nuestros\nojos... y podemos ayudarnos la una a la otra.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nLucina, me han dicho que llevabas una máscara\npara luchar. Quizá pruebe yo a hacer lo mismo.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06ルキナ\nSolo la llevaba para ocultar mi identidad,\npero creo que te quedaría de fábula, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nTu estilo de lucha es muy vistoso. Me dan ganas\nde inventar mis propios movimientos especiales.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ルキナ\nNo lo necesitas, pero si te inventas uno,\npodrías llamarlo "Hoja zurrante" o algo así.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06メリン\nCuanto más luchamos juntas, más fabulosa\nme pareces. ¡Desearía ser como tú!\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06ルキナ\nTú sí que eres fabulosa. Tienes tanta confianza\nen ti misma, que hasta siento envidia.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\n¿Tú me tienes envidia? Eso me honra.\nParece que nos admiramos mutuamente.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06ルキナ\nPues sí. Para mí eres más que una aliada:\neres una amiga. Así será ahora y siempre.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, quería pedirte disculpas por el grito\ntan inapropiado que solté al ver ese insecto.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nPara nada. Aún estabas tensa por la batalla.\nAdemás, fue gracioso ver cómo te sonrojabas.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¡Aaah! ¡Un bicho gigante!\n¿¡Qué hago!?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nMantén la calma, Lucina.\nYo lo ahuyentaré.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nPanette, enséñame a superar mi miedo\na los insectos. Me da mucha vergüenza...\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nPues no debería. Mostrar alguna debilidad\npuede resultar asaz encantador.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nSi aparece otro molesto insecto, yo me ocuparé\nde él por ti. Así podrás estar tranquila.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06ルキナ\nMuchas gracias, Panette. Qué alivio.\nSi veo otro bicho, me esconderé detrás de ti.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nAsí que, además de príncipe, lideras un grupo\nde voluntarios. Mi padre hacía eso mismo...\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\n¿Que tu padre tenía un grupo como el mío?\n¡Qué grande! Me gustaría organizarle una fiesta.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nAún no te hemos organizado una fiesta\nde bienvenida, ¿no? ¡Eso no puede ser!\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEres muy amable, Fogado. Me encantaría\nparticipar en un evento social.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nフォガート\nPor fin empiezas a relajarte, Lucina.\nIncluso tienes mejor aspecto.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06ルキナ\n¿Ah, sí? Pues yo no había notado\nningún cambio.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSí, al principio eras muy reservada.\nAhora, por fin se revela tu lado más encantador.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06ルキナ\nSupongo que te lo debo a ti. Tu amistad\nme ha permitido mostrarme como soy.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¿Sabes, Pandreo? Tenía un amigo sacerdote\nque era tan inusual como tú.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\n¿Ah, sí? ¡Tienes que contármelo todo de él!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTu rutina de entrenamiento es muy curiosa.\nEsos saltos repentinos y tambaleos tan raros...\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nEso era yo bailando, pero puedes llamarlo\nentrenamiento si lo prefieres.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nHas tenido que dejar tu iglesia desatendida\ndurante mucho tiempo. ¿No te preocupa?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nNo tenía elección. Ahora debo luchar.\nSi el mundo desaparece, también lo hará la fe.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06ルキナ\nLo entiendo. En mi mundo, cuando el fin\nestaba cerca, mucha gente perdió la fe.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nDeja que le dedique una plegaria a tu mundo.\nQue las almas perdidas encuentren la paz.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ボネ\nLucina, esa espada legendaria que empuñas...\n¿a qué sabe?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06ルキナ\n¡La Falchion no es comida!\nPero ahora me ha entrado la curiosidad.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ボネ\n¿Te divierte verme cocinar, Lucina?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06ルキナ\n¡Sí! Aprendo un montón viendo\ncómo manejas el cuchillo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nObservar tu manejo del cuchillo me ha ayudado\na mejorar mi técnica con la espada, Bunet.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nMe alegro. Yo he estado trabajando\nen una receta inspirada en ti.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMi objetivo es que su aspecto resulte\ntan agradable como su sabor.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ルキナ\nEs un honor haberte inspirado.\nTengo ganas de ver qué has preparado.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Hoy también estoy de rebajas!\n¡No olvidéis las carteras y los monederos!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ルキナ\n¿Anna? ¿Tú también has venido a este mundo?\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nMe impresiona que puedas mantener el ánimo\na pesar de estar lejos de tu familia.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nBah, ya soy mayorcita para dejar\nque esas cosas me afecten.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\n¡Madre mía, qué camisetas!\nTienen tu cara dibujada. ¡Son geniales!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\n¿Tú crees? Aún no he decidido si venderlas\no no. No me convence cómo han quedado.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06ルキナ\n¡Tienes que venderlas! Yo me llevaré diez.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06アンナ\nSi tanto te gustan, no se hable más.\nHaré otras cien y sacaré un buen pellizco.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ジャン\n¡Gracias por sacarme del apuro antes!\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ルキナ\nEsta vez me ha tocado a mí ayudarte.\nQuizá la próxima tengas que salvarme tú a mí.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTe has superado en la batalla de hoy.\nHas sido indispensable.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nLucina, vas a hacer que me sonroje.\nAunque sí que hoy he contribuido un poco más.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ジャン\nEstoy tan agotado que no puedo\nni levantar un dedo.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ルキナ\nHoy has estado genial, Jean,\npero no deberías forzarte tanto.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ルキナ\nEntiendo que quieras salvar a tanta gente como\npuedas, pero todo será en vano si te perdemos.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nTienes razón. Tendré más cuidado\nde no ser el próximo en caer.\x0E\x04\x00\x00
