MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLa guerra está lejos de acabar. Si te ves\nabrumad\x0E\x0A\x00\x08\x02o\x02a en algún momento, cuenta conmigo.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMe encantaría asistir a tus clases, profesor.\nIgual financio la construcción de un auditorio...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06ベレト\n¿Solo para que yo imparta clase? ¿Qué tienen\nde malo los edificios de los que ya disponemos?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nシトリニカ\nA todos les ha fascinado la lección, profesor.\n¿Podrías deleitarnos de nuevo otro día?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06ベレト\n¿Otra clase? No me importaría, pero...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\n¡Ah, claro! Como somos tantos, hace falta\nuna escuela. Iniciaré los trámites para levantarla.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06ベレト\n¿Una escuela solo para mis clases? Me parece\nexagerado, pero confío en tu juicio, Citrinne.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\n¿Ocurre algo, Ivy? Te noto un tanto alicaída.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nEstaba pensando en mi padre, nada más.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アイビー\nA estas alturas, sé que pensar en mi padre\nno me hace ningún bien.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06ベレト\nDisiento; puede servirte para asumir su pérdida.\nAdemás, siempre te quedará su recuerdo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アイビー\nTú también perdiste a tu padre, ¿verdad?\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06ベレト\nAsí es, y cuando se fue me di cuenta\nde que nadie podía llenar el vacío que dejó.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06ベレト\nPero aquello me sirvió para valorar más\na mis seres queridos mientras esté con ellos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nMe parece admirable. Espero ser capaz\nde reunir esa fuerza para seguir adelante.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nQué raro que quieras hablar conmigo, profesor...\nMe temo que ahora mismo estoy *ocupado*.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06ベレト\nClaro, no quería molestar.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEn el fragor de la batalla siento que lucho\npor un *objetivo*. Cuando acaba, me pierdo.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06ベレト\nNo pasa nada por deambular sin rumbo\nde tanto en tanto. Nunca sabes lo que vendrá.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEres un profesor muy querido. *Imagino*\nque tienes buena mano con la juventud.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06ベレト\nNunca me preocupé por gustarles,\nsino tan solo por entenderlos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\n*Entenderlos*... Claro. Una idea sencilla.\nLo tendré en cuenta. Gracias.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06ベレト\nRecuerda que los profesores, aunque tengan\nbuenas intenciones, pueden ser intimidantes.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06カゲツ\n¿Qué te hizo cambiar la vida de mercenario\npor la docencia? ¿No te gustaba tu libertad?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06ベレト\nSí, pero, de no haberlo hecho, tampoco habría\nconocido a mis alumnos. Fue la mejor decisión.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Me congratula poder decir que nuestro lazo\nes realmente sólido, Byleth!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06ベレト\nMe alegra que seamos amigos, aunque quizá\neso sea mucho decir, ¿no te parece?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06カゲツ\nYa que nos une un lazo tan fuerte,\nte voy a contar mi secreto. Mereces saberlo.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06ベレト\nTanta seriedad me escama un poco.\n¿De qué se trata?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nHe heredado la clarividencia de mi madre.\n¡Te puedo chivar qué hay de cena exactamente!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06ベレト\nImagino que eso tiene su utilidad,\npero ¿no te parece que estropea la sorpresa?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nNo lo entiendo, profesor. Abusé de tu poder.\n¿Cómo puedes fingir que no pasó nada?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06ベレト\nNo estoy fingiendo. No veo razón para castigar\na quien ya se arrepiente de sus actos.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMe corroe haberme enfrentado a nuestros\ncompañeros. ¿Y si los hubiera vencido?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06ベレト\nNo le des más vueltas al asunto.\nEs agua pasada. Hay que mirar al futuro.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Sabes qué? No te pareces en nada\na los demás profesores que he tenido.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06ベレト\nMe lo decían con frecuencia, quizá porque\nempecé a dar clases siendo bastante joven.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nNo, yo creo que es por la amistad que nos une.\nSiento que me valoras y me escuchas.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06ベレト\nBien, porque así es. Aquí me tienes\npara escucharte cuando quieras, Hortensia.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ロサード\nOjalá me hubieras dado clase en la Academia\nde Elusia. Habría sido divertido.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06ベレト\nLo que hacía era rememorar batallitas,\nbásicamente. Si te interesa, te cuento alguna.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\n¿Te encuentras bien, Rosado?\nNo paras de mirarme.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nEstoy esperando a que hagas algún gesto.\n¡Eres inexpresivo como tú solo!\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSí que te has comprado cosas.\n¿Has dejado algo en la tienda?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nEs que tenían un montón de ropa y accesorios\nmonísimos. No he podido resistirme.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nSi no me los hubiera comprado ya, habría tenido\nque volver. ¿Para qué voy a dar dos viajes?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06ベレト\nClaro. Qué eficiencia.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nHoy no me has hecho ni un cumplido, Byleth.\nNo hace falta que te sientas cohibido, hombre.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06ベレト\nGracias... Lo tendré en cuenta...\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVaya suspiro más aparatoso.\n¿Qué te ocurre?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMe duele que mi talento esté al alcance\nde tan poca gente. Es lo malo de ser espléndida.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi aldea es famosa por sus aguas termales.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06ベレト\nQué bien. En la academia también había\nuna sauna donde nos relajábamos tras dar clase.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Ibas a la sauna con tus alumnos? ¿No te daba\nreparo entablar demasiada confianza con ellos?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06ベレト\nPara nada. Teníamos un trato bastante informal,\npero siempre guardaba las distancias con ellos.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nミスティラ\nTe he compuesto una canción, Byleth. Escucha:\n♪Byleth mola mazo; conocerlo es un puntazo.♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06ベレト\nQué melodía tan... peculiar.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nミスティラ\nEn tu academia habría un coro, ¿no? A ver qué\nopinas de la nueva canción que he compuesto.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06ベレト\nBueno... te puedo asegurar que no soy\nun experto en música, ni mucho menos.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nミスティラ\nSi pudieras hacer lo que quisieras, ¿qué sería?\nY no vale "luchar por la paz". Sé creativo.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06ベレト\nMmm... Nunca me lo había planteado.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06ベレト\nPero, ya que lo preguntas, creo que me gustaría\nviajar por ahí contigo, Timerra.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\n¡Ay, qué mono eres, Byleth! A mí me encantaría\nllevarte a mis lugares favoritos.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06メリン\nQué movimientos tan elegantes, profesor.\nAunque los míos no les andan a la zaga.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06ベレト\n¡Anda! Pues a ver si me fijo mejor\nla próxima vez.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06メリン\nQuiero ser una gran caballera. Como docente\nde la Academia de Oficiales, ¿algún consejo?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06ベレト\nSolo puedo decirte que todos los caballeros\na los que conocí eran resueltos a más no poder.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nParece que te gusta ese libro, Merrin.\n¿De qué va?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nEs la enciclopedia de seres extraños.\nMe encanta estudiarlos.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06ベレト\n¿Sabes qué? Una vez atrapé un pez legendario\nen un lago: un mensajero divino.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\n¿"Un pez legendario"? ¡¿"Mensajero divino"?!\n¡Suena increíble! Cuéntame la historia entera.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nMe he encontrado una espada de madera.\n¿Es tuya, Panette?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\n¡No lo creo! Una dama tan distinguida como yo\njamás blandiría un arma tan vulgar.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nBueno, Byleth, hoy nos disponemos nuevamente\na despachar a esos viles bandidos.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06ベレト\nCon mucho gusto, Panette.\nTu dedicación es contagiosa.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nDime una cosa, Byleth: ¿qué reconoces\na primera vista en una dama de virtud?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06ベレト\nBueno, yo diría que el brillo de su luz interior.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nCuriosa respuesta. ¿Y cómo se distingue\ndicha luz, en tu opinión?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06ベレト\nLa belleza interior siempre resplandece.\nTú eres el ejemplo perfecto, Panette.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nフォガート\nEres un tipo bastante hermético, ¿eh, Byleth?\nVamos, un misterio andante.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06ベレト\nEso dicen, aunque, sinceramente,\nyo me considero bastante normal.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nフォガート\nCuéntame algo más de tu vida, Byleth.\nQuiero saber quién eres en realidad.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06ベレト\nPensaba que ya había confianza, pero pregunta\nlo que quieras; no tengo nada que ocultar.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nフォガート\nYa te tengo calado, Byleth.\nEres un alma libre. Eso es.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06ベレト\nCreo que es la primera vez que me definen así.\n¿En qué te basas para afirmarlo?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nEn que no tienes compromisos con nadie\ny tratas a todos de igual a igual. Me gusta.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06ベレト\nAh, entiendo. Pues precisamente eso mismo\nes lo que a mí me agrada de ti, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パンドロ\nAntes vivías en un monasterio, ¿verdad?\n¿Te apetece rezar una oración conmigo?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06ベレト\nAunque desconozco los rituales de culto propios\nde este mundo, por probar, que no quede.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パンドロ\nMe encanta bailar, aunque mis amigos lo llaman\n"danza de la oscuridad"... y no es un cumplido.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06ベレト\nBueno, yo también hice mis pinitos con el baile.\nSi quieres, con gusto te enseño algunos pasos.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLa gente acude a la iglesia cuando algo\nles aflige, pero no siempre sé cómo ayudarles.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06ベレト\nEntiendo. A veces, Pandreo, la única ayuda que\nuna persona necesita es sentir que la escuchan.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nSabias palabras, profesor. ¿Te importa\nque te confiese mis cuitas de vez en cuando?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06ベレト\nEn absoluto. Cuando quieras. Y espero\nque me permitas hacer lo mismo, Pandreo.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ボネ\nConque en tu academia había un refectorio...\nMe interesaría conocer su oferta gastronómica.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06ベレト\nLamento decepcionarte, pero la comida\nno era precisamente un hito de la restauración.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ボネ\nTengo entendido que sabes cocinar, Byleth.\n¿Me enseñarías alguna receta de tu mundo?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06ベレト\nCon mucho gusto. Pero, antes de nada, habrá\nque ver si aquí existen los mismos ingredientes.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ボネ\nGracias a tu receta, la comida ha sido un éxito.\nTodo el mundo se ha quedado satisfecho.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06ベレト\nEstupendo. Ha sido un placer ayudar.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nTodos están satisfechos menos yo... ¡Enséñame\na preparar más platos de tu mundo, profesor!\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06ベレト\n¡Cómo iba a negarme! Te mostraré\ntodas las recetas que quieras, Bunet.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06アンナ\n¿Cómo va eso, profesor?\n¿Se te ofrece alguna cosa?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06ベレト\nNo. Solo venía a comprobar si eres\nuna persona a la que conocí una vez.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06アンナ\nDebe de haber fórmulas para que mis productos\natraigan a más gente. ¿Alguna idea, profesor?\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06ベレト\nPodrías poner ofertas por un tiempo limitado.\nEso podría animar a los clientes.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Encuesta al canto! ¿Qué productos te gustaría\nque tuviera en existencias como cliente?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06ベレト\nEn mis días libres, me encantaba pescar,\nasí que... cañas y cebo.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\n¡Qué buena idea! Aunque me da pena\nque tú no puedas darles uso.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06ベレト\nA mí no. Me conformo con ver\na la gente disfrutando mientras pesca.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nTe veo de buen humor, Jean.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nSí. Un soldado al que llevaba tiempo tratando\nha recibido el alta. Me tenía muy preocupado.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ジャン\nProfesor, ¿me enseñarías a luchar?\nQuisiera aportar algo más, por poco que sea.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ベレト\nEn ese caso, por descontado.\nEmpezaremos por la defensa personal.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ジャン\n¿Qué opinas, profesor?\n¿Ya estoy listo para luchar?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ベレト\nTe honra que quieras aportar tu granito\nde arena, pero tu salud es lo primero.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nSoy consciente de ello... pero me cuesta\ncontenerme con todo lo que está pasando.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ベレト\nEntonces, sigue tu instinto, Jean.\nYo te cubriré las espaldas.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ユナカ\nProfesor, de verdad, mira que eres misterioso.\nNi mis ojos aciertan a descifrarte.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06ベレト\nLo mismo decía mi padre.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ユナカ\nConque cambiaste la vida de mercenario\npor la docencia... ¡Eso sí que es reinventarse!\x0E\x04\x00\x00
