MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMe alegra poder hablar por fin contigo\ntras tanto tiempo observándote en silencio,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06マルス\nEs obvio que amas a tu reino, Citrinne.\nLucharemos juntos hasta lograr la paz.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMarth... ¿crees que soy útil en la batalla?\nSé que mi magia debe mejorar, pero...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06マルス\nTe desenvuelves bien, Citrinne, y cada día\nte haces más fuerte. Confío en ti.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAlcryst confía mucho en ti...\ncomo si fueseis familia, diría yo.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\n¡Es que somos primos! Nos criamos juntos,\npor eso tenemos tanta confianza.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nIgual que Diamant: para mí, no es un príncipe\nni un guerrero. Simplemente es Diamant.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06マルス\nUn vínculo basado en el tiempo y la confianza...\nEspero que nuestro lazo llegue un día a ser así.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nHan ocurrido tantas cosas en tan poco tiempo...\ny aún queda mucho por hacer.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06マルス\nHas sufrido lo indecible. Lucharemos\npara que nadie tenga que pasar por lo mismo.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nQué curioso. De algún modo, contigo me siento\ncómoda para contarte cualquier cosa.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06マルス\nMe alegro. Cuando necesites desahogarte,\naquí me tendrás.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アイビー\nA veces me gustaría tener la misma capacidad\nque tú para confiar ciegamente en los demás.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06マルス\nPero si tú confías en tus aliados, ¿no?\nPor eso les trajiste los anillos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nCierto. Imagino que el tiempo que he pasado\njunto a ellos me... impulsa a protegerlos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06マルス\nLos lazos que tejemos con los demás\nnos hacen más fuertes.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMi principal *propósito* es la victoria.\nMe tienes a tu total disposición, Marth.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06マルス\nTe lo agradezco, pero no deseo que me sirvas.\nQuiero que colaboremos como iguales.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nTrabajas como una mula, Zelkov.\nTe vendría bien descansar de vez en cuando.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nAgradezco el interés, pero no hay necesidad.\nLlevo peor la *ociosidad* que la falta de reposo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nLa pérdida de mi familia me dejó un vacío\nque ni siquiera la *venganza* pudo llenar.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06マルス\nConozco muy bien el dolor de esa pérdida\ny el vacío que conlleva.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nLuchar por la princesa Ivy me proporciona\ncierto *solaz*. Gracias por darme tu fuerza.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06マルス\nDe nada. Espero que esa sensación de vacío\nse desvanezca cuando la guerra termine.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Marth! ¡Espero que nuestra amistad\nperdure hasta el fin de los tiempos!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06マルス\nYo también. Luchemos juntos como amigos\ndesde ahora hasta el final.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\nCuéntame cosas de tu hogar.\n¡Sobre todo, de sus mejores luchadores!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06マルス\nTeníamos grandes espadachines, como tú.\nPor ejemplo, la Espada Escarlata.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Marth! He visto tu futuro.\n¿Quieres saber qué te deparará?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06マルス\n¿Mi futuro? No sé si debería saberlo,\npero tengo curiosidad. ¿Qué has visto?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nHarás un gesto triunfal en la próxima batalla.\n¡Eso significa que venceremos!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06マルス\nEs una predicción prometedora.\nEspero que consigamos esa victoria juntos.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEres muy popular, ¿verdad, Marth?\nTengo buen ojo para estas cosas.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06マルス\nNo del modo que crees, aunque sí tengo\nla suerte de contar con muchos amigos.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nTe admiro por permanecer en Elusia tanto\ntiempo. Ayudar a esa gente fue muy noble.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nEs lo que habría hecho mi padre. Siempre\nantepuso el bienestar del reino a todo lo demás.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHaré lo que sea para ayudar a mi hermana\na reconstruir nuestro reino.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06マルス\nYo también tuve que dejar mi hogar cuando\nfue arrasado por la guerra. Te comprendo.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Qué pasó? ¿Conseguiste devolverle\na tu reino su antiguo esplendor?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06マルス\nSí, con la ayuda de mis amigos.\nY creo que tú lograrás lo mismo por Elusia.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nMarth, ¿puedes sonreír? Perfecto.\n¡Eres adorable!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06マルス\nCreo que nunca me habían llamado eso.\nPero, gracias, me halagas.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nDeberías ponerte ropa más mona.\n¡Te quedaría genial un traje como el mío!\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06マルス\nTe agradezco el consejo; pero, sin ánimo\nde faltarte al respeto, no creo que sea para mí.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ロサード\nEn la escuela era un mal estudiante.\nPrefería divertirme a hacer los deberes.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06マルス\nNunca lo hubiese adivinado con lo estudioso\nque eres ahora. ¿Qué te hizo cambiar?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nConocí a Hortensia. Sin ella, creo que nunca\nhabría sentado la cabeza.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06マルス\nMis amigos también me ayudaron a ser mejor.\nSigamos apoyándonos como hasta ahora.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nEstaríamos perdidos si no hubieses devuelto\nese anillo. Gracias, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSe te da bien hacer halagos.\nCreo que vamos a llevarnos bien, Marth.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPerdona si te hago sombra, Marth, pero\ntú también eres encantador a tu manera.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06マルス\nNo hay nada que perdonar. En este ejército\nhay mucha gente más encantadora que yo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAunque cueste creerlo, antes era una chica\nun tanto remolona. Me costaba motivarme.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06マルス\nSí que cuesta creerlo. ¿Cómo te convertiste\nen la Goldmary que eres ahora?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nFue por la guerra: es una maestra cruel\npero eficaz. Me hizo querer mejorar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06マルス\nYo también conocí la guerra de joven.\nNos parecemos en eso.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nMe gusta hacer todo tipo de cosas divertidas.\n¿Y tú? ¿Qué haces para pasar el rato?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06マルス\nPues no lo sé. Quizá debería aprender\na divertirme. ¿Me enseñarías?\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\nMarth, te he escrito una canción\npara inspirarte. ¿Quieres oírla?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06マルス\nQué amable. Me encantaría oírla,\npero ¿podrías cantarla en voz baja?\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nミスティラ\n¡Me lo pasé genial en la acampada!\nConocí a mucha gente y montamos un fiestón.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06マルス\nMe sorprendió que fueras de acampada.\nGozas de mucha libertad para ser una princesa.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nSí, me ha venido muy bien. Lucho por Solm\npara proteger la libertad que todos disfrutamos.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06マルス\nBueno, tus viajes te han permitido hacer\nmuchos amigos. Me alegra contarme entre ellos.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHas luchado valerosamente hoy, Merrin.\nNo podía quitar los ojos del campo de batalla.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nEs un honor recibir tus cumplidos, Marth.\nEspero no decepcionarte nunca.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nAdmito que nunca me canso de comer dulces.\n¿Quieres uno, Marth?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06マルス\nSeguro que son deliciosos, pero no puedo\ncomer. Tienen muy buen aspecto, eso sí.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06メリン\nEn Solm gobiernan las mujeres.\nAlgún día, yo dirigiré los destinos de mi aldea.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06マルス\nCuando acabe la guerra y asumas\ntus responsabilidades, ¿dejarás las armas?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nNo, la princesa me ha confirmado\nque podré compaginar ambas actividades.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06マルス\nBuena decisión. Seguro que desempeñarás\ntus responsabilidades de manera impecable.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パネトネ\nMe honra sobremanera combatir a vuestro\nlado, lord Marth. ¡Juro que no os fallaré!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06マルス\nDeja de lado las formalidades. Soy un Emblema,\npero prefiero que me trates como a un igual.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\n¿Cómo aprendiste a maquillarte así?\nNunca había visto nada igual.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nMe inspiré en un antiguo texto de Solm.\nDicen que además ofrece protección mágica.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nPanette, tengo curiosidad por saber\ncómo te convertiste en la vasalla de Timerra.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nConocí a la patrona tras abandonar mi hogar.\nNo tardamos en hacer buenas migas.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nIgnoraba su estatus regio hasta que me ofreció\nser su vasalla. Imagina la sorpresa que me llevé.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06マルス\nHay relaciones que nos cambian la vida.\nEspero que la nuestra también lo haga.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nフォガート\nLuchar tanto es agotador... Deberíamos hacer\nun gran festín para animarnos, ¿no te parece?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06マルス\nEso nos ayudaría a soportar las penurias.\nY, aunque no pueda comer, sí podré socializar.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nTu hermana y tú sois muy íntimos, ¿no? A pesar\nde la distancia, confiáis el uno en el otro.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nSí, mi familia está muy unida. Estemos donde\nestemos, nuestros corazones laten al unísono.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHe oído que Timerra recorrió todo el reginato.\n¿Tú también hiciste lo mismo?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nClaro. Serví en los Centinelas. Mucha gente\nme decía que me parecía al príncipe.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nLa mayoría solo nos ve en retratos;\nasí que nadie sospechaba que fuera el real.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06マルス\nY, tampoco tienes la intención de decírselo.\nEres un príncipe de lo más inusual, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAsí que eras tú quién cantaba antes.\nTu voz es preciosa. Me gustaría oír otra canción.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\n¡Marth! ¿Me estabas escuchando?\nEra una oración para el Dragón Divino, solo eso.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLa Sala de Emblemas es deprimente.\nYo podría decorarla de un modo más alegre.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06マルス\nBuena idea. Reformaste la iglesia de tu familia,\n¿verdad? He oído que es todo un éxito.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08パンドロ\nNunca imaginé que lucharía junto a un dragón.\n¿Es por venerarlos? El destino es caprichoso...\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06マルス\n¿Nos guía el destino? No lo sé, pero quizá\nsí estuviéramos destinados a conocernos.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\n¡Qué gran suerte! Tenemos que hacer un festín\npara celebrarlo. A no ser que sea indecoroso...\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06マルス\nClaro que no. Me encantará asistir,\nsobre todo si puedo oírte cantar.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMe han dicho que eres un cocinero excelente.\nChef y caballero... estoy impresionado.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nCocinar es mi pasión. ¿Quizá algún día podrías\nenseñarme una receta de tu mundo?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ボネ\nHe oído que los Emblemas no podéis comer.\nMe entristece no poder cocinarte algo rico.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06マルス\nNo pasa nada. Me conformo con ver\ncómo los demás disfrutan tus creaciones.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nHe oído que quieres reconstruir el mesón\nde tus padres. ¿Lo destrozaron unos bandidos?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nSí. Fue devastador para mí...\nPor suerte, mi buen amigo Fogado me salvó.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMe nombró su chef y vasallo personal.\nLe debo la vida.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06マルス\nAsí que la amistad y la comida os unió.\nEs un bonito vínculo.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nMe preocupaba que no fueras capaz de luchar,\nAnna, pero has demostrado con creces tu valía.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nSe me da bien manejar el hacha de tanto\ncortar leña. Y llámame lady Anna, porfa.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\nDeberías pasarte por mi aldea cuando\ntodo esto acabe. ¡Te haremos un fiestón!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06マルス\nMe gustaría ver dónde vives. Tengo entendido\nque celebráis un festival todos los días.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Buenas noticias! Hoy es oficialmente\nel "Día de la amistad entre Marth y Anna".\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06マルス\nEs algo digno de celebrar, sin duda.\n¿Por qué lo has convertido en un día festivo?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\n¡Porque así habrá que montar una fiesta!\n¡Y me aseguraré de no olvidarte jamás!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06マルス\nSerá un honor celebrarlo, pero no necesito\nun día festivo para acordarme de ti.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nSueño con ser médico, como mi padre.\nLa gente seguirá enfermando tras la guerra.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06マルス\nSerás un médico espléndido.\nSeguro que un día cumplirás tu sueño.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nAunque oficialmente aún no soy médico,\nsé que aquí encontraré mi sitio.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06マルス\nAún me pasma tu habilidad para sanar\ncualquier herida. Todos confiamos en ti, Jean.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ジャン\nUf... Todo el mundo se está esforzando\ntanto en las batallas que apenas doy abasto.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06マルス\nEntiendo que es difícil, pero tú también\ndebes esforzarte al máximo.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nCierto, yo también tengo algo por lo que luchar.\nMi hogar, los campos de té, mis amigos...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06マルス\nNo podríamos seguir luchando sin tus cuidados.\nTodos apreciamos tu trabajo, Jean.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nUsas algunas palabras extrañas, Yunaka.\n¿Dónde las aprendiste exactamente?\x0E\x04\x00\x00
