MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nEres muy poderoso, Roy. No me extraña\nque le confiaran tu anillo a Brodia.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nRoy, ¿hay algo que quieras? Permíteme\nque te lo compre como símbolo de amistad.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04ロイ\nSí hay algo: soy muy torpe con la magia.\n¿Podrías darme algunas lecciones?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nNací en un reino de guerreros y, aun así,\nsoy muy débil... Ojalá tuviera más fuerza.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04ロイ\n¿No te das cuenta, Citrinne? Eres mucho\nmás fuerte que el día que nos conocimos.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\n¿Sí? ¿Lo dices de verdad, Roy?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04ロイ\nLa experiencia que se adquiere en el campo\nde batalla no se consigue en otro lugar.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\n¿Estás dispuesto a luchar a mi lado, Roy?\n¿A pesar de lo que le hice al rey de Brodia?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04ロイ\nClaro que sí.\nLa muerte del rey Morion no fue culpa tuya.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nGracias por aceptarme. Eso me ha ayudado\na aliviar un poco mi sentimiento de culpabilidad.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04ロイ\nEs un placer. Me alegra que empecemos\na tenernos confianza.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アイビー\nContigo a mi lado, todo parece más sencillo.\nEs un alivio...\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04ロイ\nMe alegra que hayamos logrado superar\nlas reticencias iniciales.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nLas hemos superado gracias a tu bondad.\nOjalá algún día sea tan fuerte como tú.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04ロイ\nYa lo eres, Ivy. Pero, si alguna vez dudas,\nno olvides que estaré a tu lado.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nParece que un poder *irradie* de ti, Roy.\nConfío en que me prestarás tu fuerza.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04ロイ\nHaré todo lo que esté en mi mano, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nAhora empieza el entrenamiento, Roy.\nTerminará cuando mi cuerpo se *agote*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04ロイ\nAdmiro tu dedicación, pero no es necesario\nllegar tan lejos. Descansar es importante.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHoy voy a *pintar.* Acompáñame, por favor.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04ロイ\n¿Es otra de tus aficiones?\n¿Qué vas a pintar?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nTu retrato. No te muevas, por favor.\nVoy a *inmortalizarte* para la posteridad.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04ロイ\nAh, gracias. Esto me pone más nervioso\nque una batalla...\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Roy! Tú y yo lucharemos como uno solo.\nCrearemos un lazo de amistad muy fuerte.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04ロイ\nSí, eso espero. Será un placer\ntrabajar contigo, Kagetsu.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nQuiero conocerte mejor fuera del campo\nde batalla. ¡Enfréntate a mí ahora, Roy!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04ロイ\nAh, ¿quieres practicar co...?\n¿Cómo dices? ¿Ahora mismo?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06カゲツ\nNuestro lazo ya es más fuerte. Me importas\nmucho, Roy. ¿Qué opinas tú de mí?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04ロイ\nTe respeto muchísimo. Tu determinación\npor aprender y mejorar siempre me asombra.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\n¡Qué amable! He hecho bien en confiar\nen alguien como tú.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x06\x04ロイ\nTu entusiasmo por la amistad es contagioso,\nKagetsu. He aprendido mucho de ti.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Eres el Emblema de Brodia? Eres hermoso.\nIncluso me replanteo mi opinión sobre el reino.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04ロイ\nGracias, Hortensia. Me alegra oír eso.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEres encantador, Roy. Seguro que mucha\ngente se ha quedado prendada de ti.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04ロイ\n¿Tú crees? Eres muy amable...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¡Ha llegado la hora, Roy!\n¡Mostrémosles a todos cómo se lucha!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04ロイ\nCuánta energía. Con tu fuerza, apuesto\na que podrías apañártelas sin mí.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nY yo que pensaba que te gustaba\npasar tiempo conmigo...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04ロイ\nHortensia, me encanta estar a tu lado.\nVenga, vamos allá.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nMe encanta tu pelo, Roy.\n¡Qué color tan vivo! Resalta que da gusto.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04ロイ\n¿Ah, sí? Gracias, nunca nadie había halagado\nmi pelo. Me gusta tu modo de ver las cosas.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\n¿Un anillo mono hace al Emblema más\nadorable? Si yo fuera uno, sería monísimo...\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x06\x04ロイ\nNunca me aburro contigo, Rosado.\nMe divierten mucho tus excentricidades.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ロサード\nAdmito que odio la guerra.\nNo tiene ningún atractivo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04ロイ\nYa, lo único bello de la guerra es terminarla\ny asegurar así la paz en el mundo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nUna respuesta típica de ti, pero no menos cierta.\nLucharé mientras haya gente a la que proteger.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04ロイ\nLo mismo digo. Aférrate a esa idea\ncuando te asalten las dudas.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMe gusta que estés aquí, Roy. Tu fuerza\nes el complemento ideal de mi sofisticación.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x06\x04ロイ\nSí, claro. Trabajamos bien juntos.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTodo lo que cocinas tiene un aspecto\ndelicioso, Goldmary. Ojalá pudiera probarlo.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nTendrás que conformarte con el olor.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Puedo pedirte un favor, Roy?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04ロイ\nPor supuesto. Te ayudaré en lo que haga falta.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nHay una fuente termal que me gustaría visitar.\n¿Te importaría acompañarme?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x06\x04ロイ\nDebe de estar en una zona peligrosa si necesitas\nescolta. No te preocupes, llegarás sana y salva.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEntonces, ¿eres una princesa y una Centinela?\nPareces una persona muy hábil, Timerra.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nGracias, tú también. Por algo eres el Emblema\nde Brodia, el reino de los guerreros.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nミスティラ\nGracias por rescatarme, Roy.\nTe he escrito una canción. ¡Tienes que oírla!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04ロイ\nDicen que tienes una voz impresionante.\nEstoy ansioso por oírla.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nSiento curiosidad, Timerra,\n¿qué te motiva a luchar en esta guerra?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nViajando por el reino, conocí a mucha gente\ny vi cómo vivían. Son buenas personas.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nQuiero proteger su estilo de vida y su felicidad,\npor eso ayudaré en todo lo que pueda.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04ロイ\nEs una noble causa. Te prometo que juntos\ntrabajaremos para mantener a esa gente a salvo.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06メリン\nQuiero ser una caballera muy fuerte.\nAyúdame, Roy. Préstame tu poder.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04ロイ\nSerá un placer, Merrin.\nEstaré a tu lado siempre que lo desees.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEn mi mundo no hay lobos gigantes\ncomo el tuyo. Los encuentro fascinantes.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\n¿Te gustan los animales? ¡Qué bien!\nIré a por mi enciclopedia de seres extraños.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\n¿Qué haces, Merrin? Esos movimientos...\n¿Es algún tipo de entrenamiento nuevo?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nNo, qué va. Estoy practicando\nmi pose personal.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x06\x04ロイ\n¿Tu pose personal?\n¿Por qué necesitas algo así?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nPara fardar. También estoy trabajando\nen una para ti. ¡Te va a quedar genial!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEres una luchadora muy ágil, Panette.\nEs un espectáculo verte combatir.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nTus palabras me honran. Deberé esforzarme\npara hacerme merecedora de ellas.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nHe hallado una gran cantidad de especímenes\nde insectos. Aquí están, para tu disfrute.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x06\x04ロイ\nVaya, sí que son un montón. Te lo agradezco,\npero ahora quítalos de mi vista, por favor.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\n¿No quieres descansar?\nEs muy tarde para seguir entrenando.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nAún no. Debo fortalecerme si pretendo\nayudar a devolver la paz al mundo.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x06\x04ロイ\nYa eres fuerte, y muy dedicada, Panette.\nPara mí es un honor luchar a tu lado.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nTus palabras me alegran el corazón y\nme inspiran para aplastar a nuestros enemigos.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nRoy, me gustaría contar con tu poder cuando\nluche con los Centinelas. ¿Sería posible?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04ロイ\nDesde luego, Fogado.\nEstoy aquí para lo que necesites.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\nPuedo hacer muchas cosas, pero se me da fatal\nla pesca. ¿No tienes algún truco de Emblema?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04ロイ\nNo, pero todo se puede aprender.\nTú practica y yo te daré algunos consejos.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nフォガート\n¿Recuerdas la aldea que salvamos de esos\nmonstruos? ¡Hoy celebran una fiesta!\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04ロイ\nQué bien, Fogado. Deberías ir.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nSi ganamos, fue gracias a tu poder.\n¡Tú también tienes que venir!\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04ロイ\nAh, bueno, en ese caso, estaré encantado\nde unirme a la celebración.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nRoy, gracias por prestarme tu poder.\nEs un honor para mí como clérigo.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04ロイ\nNo hagas reverencias, por favor, Pandreo.\nAquí todos estamos entre iguales.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nEstoy creando un nuevo baile para rezar,\npero le falta algo... ¿Algún consejo?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x06\x04ロイ\nNo soy el más adecuado a quien preguntar,\npero puedo echarle un vistazo, si quieres.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nQuiero organizar una fiesta para honrarte,\nlord Roy, como tú me honras a mí\ncon el apoyo que me das.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04ロイ\nNo es necesario. Me basta con ayudaros\na restablecer la paz.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nQué amable eres...\n¡Justo por eso quiero montarte un fiestón!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04ロイ\nDe acuerdo, será divertido. ¡Podrías mostrar\ntu nuevo baile para rezar en la fiesta!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nTu pelo es del color de una guindilla.\nMe pregunto si sabrá igual de picante.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ロイ\n¿Que mi pelo te recuerda a una guindilla?\nPues gracias...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nHe creado un plato nuevo inspirado en ti, Roy.\nÉchale un vistazo.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ロイ\nHas usado guindillas, ¿verdad? Ese tono rojizo\nte delata. ¡Vaya, parece muy picante!\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ボネ\nMira, Roy, esta flor es de un color\nmuy hermoso, ¿no te parece?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ロイ\nSí, es preciosa. ¿Es tu flor favorita?\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nEs la flor de la guindilla. Pensé que te gustaría\nverla, ya que no puedes probar el sabor.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ロイ\nEs todo un detalle, Bunet. Gracias por\nayudarme a imaginar su sabor.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nRoy, ¡hoy tengo unos productos estupendos!\nCompra algo y puede que te haga descuento.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x06\x04ロイ\nGracias, pero soy un Emblema\ny no llevo dinero encima. Lo siento.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nDicen que pronto se celebrará un festival.\n¿Vamos juntos? ¡Será divertido!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04ロイ\nSerá una gran oportunidad de ver a todos\nrelajados para variar. ¡Será un placer ir contigo!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06アンナ\nMmm... Esto no me gusta nada.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04ロイ\n¿Qué ocurre? Por tu cara parece\ncomo si hubieses perdido una fortuna.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nCreí que este producto sería un éxito,\npero nadie lo quiere. ¿Qué voy a hacer?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04ロイ\nUna mercadera me dijo una vez que el tiempo\nes oro. ¡Pidamos ayuda a los amigos!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nContigo de nuestro lado, Roy,\nsé que podremos salvar a mucha más gente.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04ロイ\nIntentaré no decepcionarte\ny lucharé con todas mis fuerzas.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ジャン\nRoy, ¿crees que ya lo hago mejor\nen el campo de batalla?\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04ロイ\nDesde luego. De hecho, tendré que esforzarme\npara que no me dejes atrás.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nTus conocimientos médicos son de gran ayuda.\nSe nota que has estado estudiando.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\n¡Gracias, Roy! Aunque todavía tengo mucho\nque aprender para llegar a ser un gran médico.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x06\x04ロイ\nNo seas tan modesto. Necesitamos\ntu talento para luchar por la paz.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nSí. Seguiré estudiando y esforzándome\npara que la gente de mi isla se sienta orgullosa.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\nContigo a mi lado, Roy, me siento capaz\nde enfrentarme a cualquier cosa.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x06\x04ロイ\nLo mismo digo. Creo que formamos\nun equipo imparable, Yunaka.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06ユナカ\n¿Puedo ver tu espada más de cerca, Roy?\nHay algo que me intriga.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x06\x04ロイ\nClaro, adelante.\nSe la conoce como la Espada de los Sellos.\x0E\x04\x00\x00
