MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nClaude, tengo entendido que te apodan el As\nde la Estrategia. Me vendría bien algún consejo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\n¡No me extraña! Es que los útiles de costura se\nrompen con nada. Por fin alguien me entiende.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEstoy aquí gracias a los contactos de mi familia.\nHe de esforzarme más para demostrar mi valía.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08クロード\nYa ha quedado probada. Esa ambición te llevará\na conseguir tus objetivos por la vía rápida.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMis dos hermanos mayores me consienten\nen extremo. Tendrías que verlo para creerlo.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08クロード\nEn todos los mundos hay hermanos que miman\na sus hermanitas, por lo que veo...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nDicen que compraste todos los pasteles\nde una panadería. ¿A cuento de qué? \x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nEs que veía muy triste al Dragón Divino. ¿Cómo\nno iba prestarle ayuda a cualquier precio?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nQuizá se me fue de las manos, pero te garantizo\nque no tenía malas intenciones.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08クロード\nConque era eso... Creía que te pasaba lo mismo\nque a un compañero mío de clase muy glotón.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0A\x08アイビー\nComo heredera al trono de Elusia, te agradezco\nformalmente el apoyo que nos brindas.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0C\nディミトリ\nPodemos ahorrarnos el protocolo,\naunque a mí también me cuesta relajarme.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nTe he visto con la mirada clavada en el Dragón\nDivino. ¿Le transmito algún mensaje tuyo?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nQué amable por tu parte lo de inmiscuirte\nen mis asuntos personales...\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nAhora te comprendo mejor, princesa Ivy.\nSiento haber sido un estorbo en vez de ayudar.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0C\nディミトリ\nMis amigos de la Academia siempre han tenido\nmás tacto que yo en estas situaciones.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nJamás te he pedido ayuda,\npero te agradezco la disculpa y la empatía.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\nOrdenaré mis ideas y yo misma se las trasladaré\nal Dragón Divino de la mejor manera posible.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nMi labor de vasallo es exigente y, en ocasiones,\n*inmoral*. Tienes mi agradecimiento por ayudar.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nEsa forma de hablar me recuerda demasiado\na la de mi propio vasallo.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nAdmiro que te desvivas por el bienestar\nde la princesa Ivy, pero mira también por ti.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nMis ocupaciones me mantienen *distraído*.\nEsa es la única necesidad que tengo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nComprendo tus problemas de sueño. Recuerdo\ncuando mi maestro descubrió mis pesadillas...\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nTu *maestro* se preocuparía, no me cabe duda.\nSentirse tan vulnerable ha de ser complicado.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nEn realidad, hablando de aquello me quité\nun peso de encima. Ojalá tú también puedas.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nDescuida, aunque te agradezco el interés.\nDemuestras un nivel de *empatía* admirable.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDimitri, a partir de hoy, sé que los lazos\nque nos unen se van a estrechar aún más.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0C\nディミトリ\nDa gusto verte tan entusiasmado, Kagetsu,\ny me alegra que te dirijas a mí sin formalismos.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nTengo un amigo que se llama Dedue. Es leal\ncomo él solo, pero reservado en lo emocional.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nPues qué lástima. A lo mejor deberíais veros\nmás a menudo para afianzar vuestro vínculo.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nMi cargo y mi pasado me impiden confraternizar\nincluso con quienes gozan de mi confianza.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nHacer amigos es más sencillo de lo que crees:\nbasta con desearlo y ya está.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x0C\nディミトリ\nQuizá tengas razón.\nTiendo a darles demasiadas vueltas a las cosas.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\nComo amigo tuyo que soy, te escucharé gustoso\nsi necesitas desahogarte. ¡Para eso estamos!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEres un encanto, Claude, pero me da en la nariz\nque también estás hecho un chanchullero.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08クロード\n¿Quién, yo? Anda ya...\n¿En qué intrigas estoy implicado, según tú?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAy, qué malita estoy... ¿Crees que alguien\npodría relevarme en el turno de guardia?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08クロード\nLo que creo es que tienes una leve cuentitis.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEn la Academia organizabais simulacros\nde combate, ¿verdad? ¡Suena entretenidísimo!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08クロード\nMenos mal que no caíste en mi clase. Antes que\ndarte órdenes, habría dimitido como delegado.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\n¡Oye! Aunque no lo parezca, soy la alumna\naventajada. ¡Igual tú eras un delegado penoso!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08クロード\nRetiro lo dicho. Harías buenas migas con los\nCiervos Dorados, sobre todo uno que yo me sé.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\n¡Edelgard! ¿Cómo luce hoy mi peinado?\n¿Tan mono como de costumbre?\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nSí, Rosado. Tan lindo como siempre.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nQuiero volver a la Academia cuando termine\nla guerra. ¿Tú qué planes tienes, Edelgard?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nSeguir mi propio camino,\ncomo debería hacer todo el mundo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ロサード\nQué ambición tienes, Edelgard. Mis objetivos\nparecen una minucia comparados con los tuyos.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nAun así, jamás me has mirado por encima\ndel hombro. ¿Cómo es posible?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nMis aspiraciones no me hacen superior a ti.\nLo que importa es ser fiel a uno mismo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nO así lo veo yo, aunque me sé de al menos uno\nque no estaría de acuerdo.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSiento la turbación que te pueda causar, Claude.\nSé que cuesta ignorar mi extraordinario talento.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08クロード\nVale, tomo nota. No tienes nada que ver\ncon la chica a la que me recordaste al principio.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Te cuento cosas sobre mi aldea? Tiene\nlos mejores baños termales de toda Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08クロード\nQué gusto. En mi Academia, había una sauna\ndonde me metía hasta que el cuerpo aguantara.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nCuéntame algo más de la sauna de tu Academia.\nEn la de Elusia no hay nada parecido.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08クロード\nBásicamente, era un baño de vapor: vertías agua\nsobre unas piedras calientes... y a relajarte.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSuena estupendo... aunque permanecer ahí\ndemasiado rato debía de ser un tanto sofocante.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08クロード\nLo mejor de todo era el momento de salir:\nte sentías ligero como el aire.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nミスティラ\nClaude, ¿te canto mi canción de bienvenida?\n♪Tenemos nuevo invitado, el Ciervo Dorado...♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08クロード\nCaray, ¿así suena la música de este mundo?\nLo digo por ir acostumbrando el oído...\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nTe veo tan elegante como siempre, Timerra.\n¿Cómo describirías tu sentido de la moda?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラSimplemente me pongo los trapitos\nmás cómodos. ¡Me alegra que te gusten!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nPrincesa Timerra, en ocasiones me recuerdas\na una amiga mía de la Academia.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08クロード\nCantaba unas tonadas muy... creativas.\nPor ejemplo... ♪Yuyu, yuuuyuuu...♪\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\n¿Eso qué es? Suena al grito de agonía\nde un animal antes de convertirse en barbacoa...\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nEn cualquier caso, ya tengo nueva canción\nfavorita. ¡De aquí no te vas hasta que la acabes!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nDimitri, ¿me concederías el honor de entrenar\nconmigo? ¡Y no te contengas!\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0C\nディミトリ\nPor supuesto. Juntos haremos más progresos.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nLos lobos darían la vida por su manada,\ny yo haría lo propio por mi señora.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0C\nディミトリ\nTienes que dejar de ver la inmolación\ncomo una virtud, Merrin. Lo digo en serio. \x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06メリン\nMe disculpo por la última vez. No debí decir que\nsacrificar la propia vida fuera motivo de orgullo.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0C\nディミトリ\nAl contrario, soy yo quien te debe una disculpa.\nMe dejé llevar por las emociones.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\nCumpliré mi deber de caballera para servir\ny me aferraré a la vida, como los bichitos.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0C\nディミトリ\nBien. Me alivia oírtelo decir.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\n¡Qué día tan estupendo! Ideal para pelear\na sopapo limpio... digo, para un duelo civilizado.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nNo sé si para un duelo, aunque lo cierto\nes que el tiempo acompaña.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nProcedes de una familia humilde, ¿cierto?\n¿Se te hace complicado vivir entre nobles?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nAl principio me costó. Barbacoas al aire libre,\nacampadas de varios días... Todo era nuevo.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEres increíble, como una flor que se abre\nen suelo propicio. Yo odiaba mi hogar y hui.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nMás bien soy una flor venenosa que intenta\ncrecer aunque lo marchite todo a su alrededor.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nNo deberías tomarme como ejemplo de nada.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\n¿Y acaso no es igualmente grandioso?\n¡Prefiero las flores venenosas a las demás!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nHola, soy Claude. Tienes pinta de saber\norganizar buenas fiestas.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\nAhí le has dado. Un placer, Claude.\nCreo que nos vamos a llevar de fábula.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nフォガート\nEres la risa, Claude. Imagino que te sobraban\nlos amigos en la academia aquella a la que ibas.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08クロード\nSí, tenía un montón, aunque otros tantos\nme la tenían jurada.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nフォガート\nCuando termine el conflicto, quiero viajar,\naunque no sea una cosa muy principesca.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08クロード\nAl contrario. El contacto con el mundo real\nte vendrá de perlas para cuando seas rey.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nBueno, jamás lo seré, aunque podría enseñarle\ntodo lo que aprendiera a mi hermana.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08クロード\nDesde luego. Además, ese conocimiento\nte servirá sea cual sea el cargo que ocupes.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nResulta que he presenciado tu último oficio\ny me ha parecido... ¿Cómo decirlo? Un guirigay.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\n¡Me alegra que hayas asistido! Pásate cuando\nquieras y así aúllas con nosotros. ¡Aúuu!\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nLa Academia de Oficiales se encontraba\nen un monasterio. Atraía a fieles de todo tipo.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nEntonces, ¿podías ir a rezar entre clase y clase?\n¡Me gusta cómo suena!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDe primeras, me pareciste un tipo estricto.\nCreía que me juzgarías por ser... como soy.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0C\nディミトリ\nNada más lejos de la realidad. Soy consciente\nde tu empeño y de tu compromiso.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0C\nディミトリ\nAunque te valgas de métodos poco ortodoxos,\nayudas al prójimo, y eso me parece maravilloso.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nGracias. Cuéntame más cosas de tu mundo\npara que pueda dedicarle una plegaria.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nMe fascina verte cocinar. Yo quizá guisaría\nmejor si pudiera valerme de mi hacha para ello.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\n¿Cocinar con armas?... Sería una auténtica\nrevolución. Por intentarlo, que no quede.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ボネ\nConviene recordar que el tipo de alimentación\ninfluye directamente en la moral del ejército.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nY tanto. Ojalá tuviera mejores dotes culinarias.\nMe suena que ya me lo dijo alguien...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nDimitri, Claude y yo no sabemos cocinar.\nPodrías enseñarnos algunos conceptos.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nLo básico se aprende siguiendo las recetas.\nSi me pongo a daros explicaciones, no paro.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nPero las recetas sirven de poco: que si vuelan\nlos ingredientes, que si se churrusca el plato...\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\n¿Un plato churruscado con ingredientes\nvoladores? ¡Cuenta, cuenta!\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06アンナ\n¿Qué pasa, Dimitri?\nTienes cara de querer decir algo.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x0C\nディミトリ\nDisculpa. Me recuerdas mucho a una conocida.\nCada vez que te miro, me llevo una impresión.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06アンナ\nPareces un tipo rápido y eficaz. Si te dejara\na cargo de mi tienda, ¡me forraría de lo lindo!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0C\nディミトリ\nSobre todo porque no tendrías que pagarme...\nHasta en esa faceta mercantilista sois idénticas.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06アンナ\nCuando acabe el conflicto, me gustaría\nquedarme tu brazalete.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0C\nディミトリ\nEsa decisión corresponde al Dragón Divino,\npero... ¿para qué lo quieres?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nPara que pudieras atender el negocio. Además,\nsería un buen colchón en momentos de escasez.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0C\nディミトリ\nUn colchón para momentos de escasez... ¡Oye!\nJamás se te ocurriría venderlo, ¿no es cierto?\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x08\x06ジャン\nVeo que te fijas en los tratamientos que aplico.\n¿Acaso te interesa la medicina?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x0A\x08クロード\nClaro. En cuestiones de supervivencia,\ncuanto más sepa uno, mejor para el grupo.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nAyer también trasnochaste.\nSi no duermes lo suficiente, no vas a crecer.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nIgual aún soy más bajito que tú, pero algún día\nte sobrepasaré, ya lo verás.\x0E\x04\x00\x00
