MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTú eres quien mantiene unido a este grupo.\nHaré todo lo posible para protegerte.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nNo sé si sabrás que tengo muchos hermanos\ny hermanas. ¿Y tú, Citrinne?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nDos hermanos mayores. Son amables\ny cariñosos; igual que tú, Camilla.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nHáblame de tus hermanos. Si se parecen a mí,\nseguro que te han consentido bastante.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nBueno, no siempre. Pero sí que me animaban\ny me preparaban dulces de vez en cuando.\x0E\x04\x00\x00\n
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\n¿No te sientes sola estando tan lejos\nde tus hermanos? Yo extraño a los míos.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nUn poco, pero nos escribimos cartas.\nEs normal que te sientas así.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\n¿Y si mando esculpir estatuas de bronce de tus\nhermanos? Seguro que eso te animaría.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06カミラ\nGracias, pero no hace falta. Siempre soy quien\nda consuelo; es raro estar en el lado opuesto.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08アイビー\nTú también eres una princesa, ¿no es así?\nSeguro que puedo aprender mucho de ti.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06カミラ\nPues sí, es algo que tenemos en común.\nYo también espero aprender de ti.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDesde niña me he visto envuelta en luchas\nde poder. No soporto que las familias se peleen.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nLa corte puede ser cruel. Te tratan gentilmente\ny luego te apuñalan por la espalda.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nHe oído que te asustan los fantasmas, Ivy.\nLo creas o no, a mí me aterran las multitudes.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nNo me lo esperaba. Cada vez que hablamos,\naprendo algo nuevo sobre ti, Camilla.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06カミラ\n¿Por qué no vamos juntas a los baños termales?\nEs un sitio tranquilo y no hay fantasmas.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08アイビー\n¿A los baños termales? Supongo que relajarnos\nun poquito no nos vendría mal.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\n¿Te gusta coser, Zelkov?\nBordar es una de mis pasiones.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nSí, disfruto de las tareas *complejas*, sobre\ntodo de las que requieren tiempo y dedicación.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nNunca dejo de buscar *motivación*.\n¿A ti qué te impulsa a seguir adelante, Camilla?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06カミラ\nCuidar de mi querida Corrin, claro.\nY matar a todo quien ose causarle daño.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nEl *fracaso* es uno de mis peores temores.\n¿Qué hay de ti? ¿A qué temes?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06カミラ\nLos miedos solo nos asaltan en la soledad,\npor eso es tan importante tener compañeros.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x08\x06カミラ\nLos amigos nos protegen y nos guían cuando\nperdemos el rumbo. Estoy aquí para ti, Zelkov.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nTu punto de vista es *interesante*.\nGracias por compartirlo... y por tu amabilidad.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nMe gustaría que fuéramos amigos, Camilla.\n¿Saldrías conmigo?\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06カミラ\n¿Como en una cita? Interesante...\n¿Qué tienes pensado?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTu vestimenta me recuerda a la ropa\nque visten en un sitio llamado Hoshido.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06カゲツ\nQué curioso. ¿Crees que si viajara hasta allí,\npodría pasar desapercibido?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カゲツ\nEn este vasto mundo hay muchos lugares\npor visitar y yo quiero descubrirlos todos.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06カゲツ\nTambién me interesa tu mundo, Camilla.\n¿Me contarías alguna de tus historias?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カミラ\nSerá un placer hablarte de Nohr,\nde Hoshido y de mi familia.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カミラ\nPero tiene que ser recíproco: tú también\nvas a tener que contarme algo de tu vida.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nMi hermanita se parece mucho a ti, Hortensia.\nHasta lleva un peinado similar.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nEntonces tiene estilo. Seguro que es casi\ntan adorable y encantadora como yo.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nEn Nohr, mi reino, apenas vemos el sol.\nEs como Elusia con la nieve.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nSeguro que allí me sentiría como en casa.\n¡Me encantaría ir algún día!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nNo puedo creer que seas tan encantadora,\nCamilla. ¿Por qué no me cuentas tu secreto?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06カミラ\nNo hay ninguno. Simplemente me cuido\ny eso me da seguridad en mí misma.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nEso tiene sentido. ¿Qué haces para cuidarte?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06カミラ\nPor ejemplo, darme un buen baño me ayuda\na relajarme y a despejar la mente.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEncantado de conocerte, Camilla.\nSerá un placer ser tu amigo más adorable.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06カミラ\nAdmiro tu confianza, Rosado. En mi mundo,\npodrías haber sido uno de mis vasallos.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nAntes me ha parecido que me llamabas,\nRosado. ¿Necesitas algo?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\n¡Ah, no! Estaba hablando con mi wyvern.\nSe llama Camille.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08ロサード\nGracias por prestarte a esto, Camilla.\n¡Este boceto de ti ha quedado estupendo!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06カミラ\nDe nada, Rosado. ¿Puedo verlo?\nOh, nos has dibujado uno al lado del otro.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nDos hermosuras dando un paseo. ¿Te gusta?\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06カミラ\nMe encanta. Has plasmado un bonito\nrecuerdo a la perfección.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSiento si mi impecable actuación en la batalla\nde hoy te ha impactado, Camilla. Te lo advertí.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06カミラ\nNo te preocupes. Debo decir que admiro\nla gran confianza que tienes en ti misma.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDeberías venir a mi aldea. Allí se encuentran\nlos mejores baños termales de Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06カミラ\nEso sería maravilloso.\nNunca rechazo un buen baño.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMe dan lástima los enemigos; nuestra elegancia\nes tan cautivadora que ni pueden defenderse.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06カミラ\nHay que aprovechar cualquier ventaja\nque se tenga sobre el enemigo, Goldmary.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nLo sé. Por lo menos han visto algo hermoso\nantes de morir.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06カミラ\nExacto. Por eso formamos un gran equipo.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nPrincesa Timerra, seamos amigas.\nEn el otro mundo, Solm guardaba mi brazalete.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\n¿Ah, sí? Será un placer ser tu amiga.\nQuiero saberlo todo sobre ti, Camilla.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTe gusta cantar y cocinar en la hoguera...\nEres muy distinta a la Timerra que yo conocí.\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nSiento haberte desconcertado, pero espero\nque llegues a apreciar esta versión de mí.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTienes talento para el canto. ¿Podrías\ncomponer una canción sobre nuestra amistad?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\n¡Sí! ¡Me alegra que me lo hayas pedido!\n¿De qué tipo te gustaría que fuera?\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06カミラ\nAlguna de tus canciones alegres. Podríamos\ncantarla juntas cuando ganemos esta guerra.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nEmpezaré enseguida. ¡El poder de nuestra\namistad resonará por el campo de batalla!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\n¿Puedo observar a tu wyvern de cerca?\nNunca había visto a uno de otro mundo.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06カミラ\nClaro, pero ten cuidado que no te muerda.\nTiene mucho carácter.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nComes muchos dulces. ¡Qué envidia!\nMe encanta el dulce, pero también la carne.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\n¡A mí también! Ojalá algún día pueda probar\nlos dulces de tu país.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06メリン\nMis dos hermanos mayores se preocupan\nmucho por mí, a pesar de que ya soy adulta.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06カミラ\nEs normal entre hermanos. Para ellos,\nsiempre serás su hermanita del alma.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06カミラ\nAunque sus caminos se separen,\nsiempre estarán conectados por un vínculo.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nSí, los vínculos con mis hermanos y mis amigos\nson fuertes, igual que el nuestro.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEres muy afable en general, pero implacable\nen batalla. Verte luchar es todo un espectáculo.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06カミラ\nSospecho que es algo que tenemos en común.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nDe pequeña, disfrutaba jugando en lugares\npeligrosos. Me da la impresión que tú también.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nAdoro los espíritus y los lugares aterradores.\nPodríamos explorar alguno juntas.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nA pesar de nuestros aspectos tan dispares,\nsiento que en el fondo somos parecidas.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06カミラ\nQué gracia, yo también lo pienso. Espero\nque sigamos siendo amigas para siempre.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\n¡Por supuesto! ¿Te importunaría que a partir\nde ahora me dirija a ti como "hermana mayor"?\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06カミラ\n¿Hermana mayor? Está bien, pero solo\ncuando estemos a solas. Será nuestro secreto.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTe abres muy fácilmente a los demás.\nSiento como si te conociera desde hace años.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0C\nフォガート\n¡Gracias, Camilla! Simplemente me gusta\nconocer a las personas, a ti incluida.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nQuizá algún día pueda conocer a tus hermanos\ny hermanas. ¿Crees que nos llevaríamos bien?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06カミラ\nTodos estarían encantados contigo,\nsobre todo mi hermana más pequeña.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0C\nフォガート\nOye, Camilla, voy a montar una fiesta\nmás tarde. ¿Te apuntas?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06カミラ\nLo siento, no me gustan las multitudes.\nNo tras las peleas que presencié de niña.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nLo comprendo, pero en esta fiesta\nno habrá peleas, solo amigos divirtiéndose.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06カミラ\nEn ese caso, quizá podría asistir...\nSi prometes escoltarme como es debido.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\n¿Eres un clérigo de verdad? No eres tan...\nestirado como los otros que he conocido.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08パンドロ\nSí, digamos que llevo la fe por dentro,\naunque no a todo el mundo le parezca bien.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¿Te molestan los ruidos? Si es así, me disculpo\npor los alaridos que solté en la fiesta de anoche.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06カミラ\nNo tienes por qué. Es divertido ver cómo los\ndemás se desatan, y disfruté mucho de tu baile.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nAl conocerte mejor, he visto que eres\nun gran sacerdote. Siento haberlo dudado.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\nHago lo que debo para ayudar a los demás,\naunque a veces tenga que armar algo de ruido.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06カミラ\nY lo haces muy bien. Es importante\nadaptarse a los nuevos tiempos.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nCorrecto. Intentaré montar fiestas más\ntranquilas para que tú también puedas asistir.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nLas escamas de tu wyvern son preciosas.\nMe pregunto a qué saben...\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06カミラ\nQué comentario tan inesperado.\nPero, ten cuidado: la curiosidad mató al gato.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\n¿Te gusta cocinar, Camilla? Me encantaría\nsaber cuáles son tus mejores recetas.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06カミラ\nSupongo que se me da bien cocinar la carne.\nCruda por dentro y bien tostada por fuera...\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x06\x04ボネ\nMe gustaría probar la cocina de tu mundo.\nSi me das una receta, intentaré recrearla.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06カミラ\nTengo una, pero es bastante sencilla y puede\nque no le interese a un gran chef como tú.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMe interesa. Quiero probarlo todo,\ny estoy seguro de que será deliciosa.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06カミラ\nGenial, pues te guiaré con los pasos.\nLástima que no pueda cocinar yo misma...\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nLa Anna de este mundo es tan pequeña\ny adorable... ¡Te llevaría a casa si pudiera!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\n¿Has coincidido con alguna de mis hermanas?\nSi quieres consentirme, ¡compra en mi tienda!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\n¿Sabes usar el hacha, Anna?\nIgual que yo. Somos tal para cual.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nCon un hacha puedes luchar y cortar leña.\n¡Son todo ventajas!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nTienes artículos muy curiosos, Anna.\nLástima que no posea nada de dinero.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nSiento que los Emblemas no puedan comprar,\npero regalar artículos es malo para el negocio...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\n¡Ya sé! ¡Cuéntame historias de tu mundo!\nLuego pensaré en un modo de venderlas.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06カミラ\nEn tal caso, te contaré las historias\nque más éxito puedan tener entre tu clientela.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nSer el médico de un ejército debe de ser\nagotador. Dime cómo puedo serte de ayuda.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\n¿Conoces alguna técnica de curación?\nQuizá puedas ayudarme cuando esté agotado.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06カミラ\nAcabarás enfermo si trabajas tanto.\nDebes darte tiempo para descansar.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nSi el médico se pone malo sería un problema...\nPararé para tomar un té. ¿Me acompañas?\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06カミラ\x022\n\x0E\x03\x02\x08\x06ジャン\nCamilla, gracias a tu apoyo, puedo dedicarme\nde lleno a cumplir mi sueño de ser médico.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06カミラ\nHaría lo mismo por mis hermanos.\nSé que algún día serás un gran médico.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06カミラ\nPero no te fuerces. Cuando estés cansado,\navísame para que pueda cuidarte.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nSe te da bien asegurarte de que descanse bien.\nTengo que aprender mucho de ti.\x0E\x04\x00\x00
