MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, ¿podemos hablar un momento?\nMe interesaría saber más sobre tu mundo.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLamento haberte irritado la otra vez.\n¿Qué te puedo regalar para compensarte?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nMis deseos no se pueden comprar con dinero.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDebería haber imaginado que un Emblema\nno querría cosas materiales.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nAgradezco la sinceridad con la que me lo dijiste.\nMe agrada la gente como tú, Soren.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nDa igual lo que pienses, aunque, francamente,\nme cuesta tratar con personas como tú.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nPor algún motivo, cuando conozco a alguien\ntan puro... tiendo a irritarme.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nEn el mundo del que provengo, mi brazalete\npertenecía al Reino de Elusia.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nBueno es saberlo, aunque no influye\nen nuestra relación.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEn la corte real de Elusia abundaban\nlos lamebotas. Agradezco tu franqueza.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nYo no tengo motivos para adularte.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アイビー\nMi mayor deseo en combate es que aquellos\na quienes aprecio vuelvan a casa sanos y salvos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nQuizá sea egoísta por mi parte.\n¿Tú nunca has tenido ese dilema, Soren?\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nMe conformo con permanecer\njunto a quien sirvo.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSiempre *acumulo* todas las tareas posibles.\nEs lo único que me permite dormir bien.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nQué actitud tan sorprendente. ¿No sería\nmás eficaz centrarse en una tarea cada vez?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSi mi trabajo lo requiriese, *sacrificaría* mi vida\nde buen grado. ¿Tú estarías dispuesto a ello?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nYo optaría por sobrevivir y continuar\nprestando mis servicios.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nA propósito del remedio que has elaborado,\nlas instrucciones de uso parecen... confusas.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nTe refieres a la *tintura carmesí*, destinada\na paliar el furor de la piel dañada.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nEs para la piel, pero la consistencia líquida quizá\nincita a tomarlo por vía oral. ¿No te das cuenta?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nBrillante observación, Soren.\nEres un sujeto muy *perspicaz*.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nEres un tipo demasiado solitario, Soren.\nVamos, entrena conmigo.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nGracias, pero no.\nDebo seguir estudiando estrategias.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSoren, ahora que por fin hemos entrenado\njuntos, nos unen unos lazos inquebrantables.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nEso suena más a compromiso\nde lo que esperaba.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDesearía conocer el mundo entero.\n¿A ti te gustaría ver algún sitio, Soren?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNinguno en particular.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nPues me alegro por ti.\nEso significa que ya has hallado tu lugar.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEn efecto. Sé por quién quiero luchar\ny dónde quiero estar.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEspero que, pese a tu proverbial frialdad,\nno escatimes en cumplidos hacia mí, Soren.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nMe has descolocado, pero dudo que obtengas\nde mí lo que pretendes.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOye, ¿por qué no me ayudaste en la última\nbatalla? ¡Para eso están los Emblemas!\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nPorque, tras evaluar la situación,\ndeduje que lo tenías todo bajo control.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMi belleza no te altera ni lo más mínimo, Soren.\n¿Qué problema tienes?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNinguno. Esta conversación carece de sentido.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nPiensas que alguien es más adorable que yo,\n¿verdad? ¿De quién se trata? ¡Suéltalo!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nQué desespero... Aunque te diera un nombre,\nme malinterpretarías igualmente.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEres adorable, Soren, y lo serías aún más\nsi dieras rienda suelta. ¡Hay que divertirse!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo recuerdo haberte pedido consejo.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nTienes un cabello estupendo. Si quieres,\nte puedo dar algún consejo para realzar el brillo.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nTe recuerdo que es inmaterial.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ロサード\nTienes muchas virtudes, Soren, como el don\nde la palabra. ¡Hasta tu apatía me cautiva!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nYo te considero un sujeto desconcertante\ny difícil de llevar.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nPero eso no te impide cubrirme las espaldas\nen combate, ¿verdad? ¡Qué atento!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nMi tarea consiste en optimizar\nel rendimiento de la estrategia.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nLos cumplidos mejoran mi rendimiento\nen combate. Te pido la máxima efusividad.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nPreferiría dejar a un lado los agasajos\ny trazar una estrategia adecuada.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEntiendo que te abrumen mis encantos, Soren,\npero no hace falta que la tomes conmigo.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nAquí existe claramente un malentendido.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nTe comento los aspectos que has de mejorar\nen combate: deberías... ¿Me estás escuchando?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Para qué me esfuerzo tanto por alguien\nque no me dedica ni un cumplido siquiera?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nNo me interrumpas, por favor. Bueno, respecto\na tu posicionamiento en el campo de batalla...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nY aquí estoy yo, haciendo caso a una crítica\nconstructiva. ¿En qué me has convertido?\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nEres la princesa de Solm, ¿cierto?\nAgradezco la protección que le brindaste a Ike.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nMe ha hablado mucho de ti. ¡Espero grandes\ncosas de un consejero con tu talla!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nCada vez que abres la boca es para hablar\nde Ike. Se ve que le tienes aprecio, ¿eh?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nAprecio, desprecio... Solo son palabras vacías\nque no me interesan.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nミスティラ\nSiento curiosidad por los mercenarios de Ike:\n¿son todos tan cascarrabias como ustedes?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nEs un grupo animado, rayano en lo escandaloso.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\n¡Ajá! ¡Sigue contándome!\nQuizá así llego a comprenderlos a ti y a Ike.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08セネリオ\n¿Qué quieres saber exactamente? Responderé\na un par de preguntas si no queda más remedio.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06メリン\n¿Me ayudas a inventarme una muletilla\npara tener más clase que nadie en los duelos?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿"Clase"? Qué sandez. Si quieres que acabe\nesta guerra, céntrate en eliminar a los enemigos.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nTu régimen de entrenamiento es más intenso\nde lo que pensaba.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nLa clase no se aparenta; se demuestra\ncon hechos. ¡Te lo enseño en un duelo!\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nSiempre estás buscando alimañas extrañas.\n¿Forma parte de tu entrenamiento?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\n¿Eh? Para nada. Es que me gusta acariciarlas.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nYa... Y yo que te hacía entrenando con ahínco.\nCuesta entenderte.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nSeguro que tú también tienes aficiones.\nDeberías dedicarles tiempo de vez en cuando.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEres de los pocos que no me miran raro\ncuando meto en frascos los insectos que cazo.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIntervendría si eso tuviera efectos adversos\nen combate, pero no es el caso.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nCuesta mantener siempre una fachada elegante.\nEn el fragor del combate, se me suelta la lengua.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSi te queda energía para charlar,\nquizá deberías entrenar más a fondo.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQuisiera obsequiarte con esto, Soren.\nEs tan hermoso como una joya, ¿verdad?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nUn insecto en un frasco...\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nCambia de color según el ángulo.\nSe trata de una especie poco común.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nAdmito que me intriga esta tontería,\npese a su nula utilidad.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nSoren, me gusta la marca que llevas en la frente.\nTe da un toque distinguido.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Distinguido?\nJamás nadie... me había dicho semejante cosa.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\nCuesta sacarte conversación, pero eso\nno es malo. Eres un tipo callado y ya está.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nHablaría contigo de buen grado si tratáramos\nasuntos militares, pero no suele ser el caso.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nフォガート\n¡Soren, compadre! Tú y yo tendríamos\nque darnos un viaje nocturno por el desierto.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nPrefiero abstenerme.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nVamos, ya verás qué bien la pasamos.\nLo creas o no, de noche estoy más guapo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nDescaro no te falta. Ese exceso de confianza\nte va a traer más de un disgusto.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nCon esos hábitos que llevas, no desentonarías\nen la iglesia. ¿Oramos juntos?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nNo. Digamos que... la fe no es lo mío.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nLos rezos no salvan vidas. La única vía para ello\nconsiste en que cada uno cumpla con su deber.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nComulgo con eso, aunque la oración influye\npositivamente en el ánimo de muchos.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nRezar puede servir para encontrar consuelo.\nPor ejemplo, ante la pérdida de un amigo.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Y acaso nadie se consuela\nsin plegarias de por medio?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nBueno, ya.\n¿Y si rezas por la felicidad de tus allegados?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nLa felicidad de mis allegados...\nQuizá tengas razón.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ボネ\nHe oído que perteneciste a una banda\nde mercenarios. Yo también... Una vida dura.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nPor común que dicha ocupación sea,\nno está exenta de desafíos, ciertamente.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ボネ\nDesprendes un perfume tan agradable\ncomo misterioso. Una mezcla de aromas...\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSerá mejor que te alejes.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nTe noto agitado con algún asunto.\nSi atañe a la estrategia, me puedes consultar.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nEn realidad, estaba pensando en ti,\no más bien en qué platillo te haría feliz.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nMe gustaría ver un atisbo de satisfacción en ti\npor una vez. Si los Emblemas pudieran comer...\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nAsí estoy perfectamente.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アンナ\nAunque no lo parezca, soy comerciante.\n¡He recorrido un montón de sitios por el mundo!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nMe intriga tu historia. Si no es molestia, querría\nsaber cómo está la situación en cada región.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アンナ\nSoren, echa un ojo a la mercancía nueva.\n¡No me negarás que son artículos de primera!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nSi resultan útiles en combate, será un placer.\nTráelos a la próxima asamblea de guerra.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アンナ\nEstaba pensando en hacerte un regalito.\nYa sabes, porque siempre me escuchas.\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nPero no tengo ni la más remota idea\nde tus gustos. ¿Qué te gustaría tener?\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x0A\x08セネリオ\n¿Acaso tienes alguna intención oculta?\nImagino que no. En todo caso, no quiero nada.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nTe agradezco la intención.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\n¿Tu trabajo no consiste en sanar a los heridos?\nEntonces, ¿por qué no te limitas a atenderlos?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nAparte de médico, quiero ser útil en combate\ny luchar hombro a hombro con mis aliados.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ジャン\nHáblame si estás pasando una mala racha.\nLas heridas de la mente pueden ser graves.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x0A\x08セネリオ\n¿Y de qué me serviría? Ante la adversidad,\nlo único que nos queda es seguir adelante.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ジャン\nÚltimamente tengo más responsabilidades.\nMe gusta que confíen en mí, pero eso significa...\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nQue la guerra se ha intensificado.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nAunque dudo que se prolongue demasiado.\nPronto volverás a gozar de tiempo libre.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nEl fin de la guerra sería la mejor noticia.\nTenemos que esforzarnos para lograrlo.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06ユナカ\nNo se me dan mal las imitaciones.\n¿Quieres ver cómo me sale el Dragón Divino?\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nParece un talento provechoso. Deberías\nreservártelo para el campo de batalla.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nEn mi grupo de mercenarios había alguien\ncon tu misma habilidad para esconderse.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\n¿Qué? Yo no me escondo; es que la gente\nno se fija en mí. ¡Ya no sé qué hacer!\x0E\x04\x00\x00
