MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08リュール\nLucho para proteger el mundo que mi madre\ntanto amaba. Pero necesitaré tu ayuda, Leif.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\nEs mi primo. Quería protegerlo,\nasí que hablé con mi familia y... ¡aquí estoy!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMe convertí en vasalla de Alcryst gracias a mis\nconexiones familiares, no por mi talento.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nMe esfuerzo por mejorar, pero todo el mundo\naquí es tan fuerte... No sé si los podré alcanzar.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x08\x06リーフ\nNo te desanimes. Es imposible hacerse fuerte\nde la noche a la mañana, requiere su tiempo.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06リーフ\nAdemás, no confiamos en ti solo por la fuerza\nfísica, sino por otras cualidades.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\n¿No te molesta que usen tu poder\nsin tener en cuenta tu voluntad?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x08\x06リーフ\nPara nada, Ivy. Para mí es un honor\nluchar a tu lado.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nQuedan tantas cosas por hacer...\nY parece que yo solo sé lamentar mis errores.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06リーフ\nReflexionar sobre tus actos nunca es sencillo,\npero no te apures: serás una gran reina.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アイビー\nOjalá me pareciera a ti o al Dragón Divino.\nAmbos son tan puros y honestos...\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nQuiero que la gente confíe en mí... que crea\nen mí. Suena ridículo dicho en voz alta.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x08\x06リーフ\nNo lo es. Además, diría que ese deseo\nya se ha hecho realidad.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06リーフ\nEstás rodeada de amigos y aliados.\nEllos creen en ti, igual que yo.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEn cuanto termina una batalla, corres a buscar\nalgo que hacer, Zelkov. ¿Va todo bien?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nTu preocupación es infundada. Solo vuelvo\na las aficiones que me mantienen *ocupado*.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Podrías enseñarme a fabricar medicamentos?\nPuede que me sirva en un futuro.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nNi hablar. Elaborar medicamentos es mi *labor*.\n¿Qué haría yo si me sustituyeras?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\n¿Cuáles son tus *intenciones* después\nde que hayamos logrado nuestro objetivo?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06リーフ\nCuando todo termine y no se me necesite\nmás, supongo que volveré a mi anillo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\n¿No te da miedo *aburrirte*?\n¿Eres consciente ahí dentro?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06リーフ\nEs como dormir. Quizá pueda soñar\ncon el tiempo que hemos pasado juntos.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nPídeme lo que sea, Leif.\nSerá un placer ayudar a mi querido amigo.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06リーフ\nGracias, Kagetsu. Nadie me había considerado\ncomo un buen amigo tan rápido.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDominas el arte de la espada, ¿no?\n¡Vamos, muéstrame lo que sabes hacer!\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06リーフ\n¿Quieres un duelo? Está bien.\nSerá un placer mostrarte el estilo de Leonster.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06カゲツ\nCuéntame más historias de tu mundo, Leif.\nSiento mucha curiosidad.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06リーフ\nYa te he contado casi todas las que sé.\nPronto no me quedará ninguna más.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\n¡Pero mi curiosidad aún no está satisfecha!\n¡Cuéntame más! ¡Te lo exijo!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06リーフ\nDe acuerdo. Te contaré sobre una batalla\nque se ganó gracias a las buhederas...\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nHas visto cómo combate mi hermana, Leif.\n¿Crees que estoy a su altura?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06リーフ\nEres muy hábil, desde luego. Estoy ansioso\npor combatir contigo en las futuras batallas.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEs hora de irse, Hortensia. ¿Estás lista?\n¿Qué te pasa en la cabeza?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\n¡Es para arreglarme el cabello! No esperarás\nque salga a combatir con este aspecto, ¿no?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAunque mi reino venere al Dragón Caído,\n¿crees que puedo tener mis propias creencias?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06リーフ\nSi me lo preguntas así, significa\nque ya sabes la respuesta.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nNo evites la pregunta. ¿Podrías darme\nal menos una confirmación, por favor?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06リーフ\nDebes hacer lo que tú creas que es correcto.\nYo estaré aquí para ayudarte a decidir.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nSer adorable es la mejor virtud.\nTodo el mundo adora las cosas bonitas.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06リーフ\nTus valores son un tanto simples,\npero respetables. Bien por ti.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Por qué te hiciste soldado, Rosado?\nLa guerra no es adorable.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nLo sé. Aun así, lucho para que todo el mundo\ntenga la oportunidad de ser adorable.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEs hora de sacarle todo el potencial\na tu adorable persona, Leif. ¡Fíjate!\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06リーフ\nEs un traje muy colorido... Y la peluca\nes muy bonita. Este... ¿Son para mí?\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\n¡Claro! Ser adorable es la mejor virtud,\n¿recuerdas? Únete a la causa.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x08\x06リーフ\nLo siento, pero no puedo. No dispongo\nde cuerpo físico para ponerme todo esto.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nLeif, quiero que sepas que no te culparé\nsi empiezas a sentir algo por mí.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06リーフ\nYa siento algo por ti, Goldmary.\nCreo que seremos muy buenos amigos.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEspero que mi gracia natural no te distraiga\nen las batallas. No puedo evitar ser perfecta.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06リーフ\nNo te preocupes. Si llegara a distraerme,\nsería culpa mía y no tuya.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Ocurre algo? Te veo triste.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nMe siento mal por distraer a los compañeros\ncon mi elegancia en las batallas.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Es egoísta querer que se fijen en ti\nincluso en medio de un combate?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x08\x06リーフ\nNo te mortifiques, Goldmary. Eres una aliada\nindispensable en el campo de batalla.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEs un placer conocerte, Timerra.\nEspero que podamos ser amigos.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nLo mismo digo. Se me ha ocurrido una canción.\n♪Leif, mi amiguete, eres mejor que un filete.♪\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nミスティラ\n¿Te gustan las damas con sentido\nde la moda?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06リーフ\nSí. Una vez conocí a una chica\nque tenía mucho estilo.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Ocurre algo, Timerra? Hace días\nque no cantas; no es habitual en ti.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nEscribí esta canción sobre lo mucho que amo\na los Emblemas, pero nadie quiere oírla.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06リーフ\n¿Sobre los Emblemas?\nPara mí sería un placer escucharla.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\n¿Sí? ¡Eres el mejor! Voy a cantarla\ncon toda mi alma. Allá voy...\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nLeif, ¿podemos comentar la última batalla?\nQuisiera conocer tu opinión.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06リーフ\nClaro, será un placer compartir\nmis conocimientos y mis opiniones.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMerrin, me he fijado en que te gusta observar\na los animales. ¿A qué se debe?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06メリン\nEstudio las cosas que me gustan.\nDe hecho, también te he estudiado a ti, Leif.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06メリン\nCuando la guerra acabe, voy a viajar.\nSueño con descubrir animales jamás vistos.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nAún hay tanto que quiero ver...\nLeif, ¿cuál es tu sueño?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06リーフ\nQue la gente de mi hogar viva en paz\ny en prosperidad.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06リーフ\nEsa es mi meta como monarca. Quizá debería\ntener un sueño personal al igual que haces tú.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¡Panette! ¿Por qué tienes un insecto\natrapado en esa botella?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nPorque quiero quedármelo. Fíjate bien.\nPodría admirar sus colores todo el día.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nA quitar hierbajos se ha dicho. ¡Fuera de aquí!\n¡Leif! ¿En qué puedo servirte?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06リーフ\nQuería ayudarte yo con las tareas de jardinería,\npero parece que lo tienes todo controlado.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nQué oportuno, justo iba a comerme\nuna merienda. ¿Te gustaría acompañarme?\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06リーフ\nClaro, aunque solo podré disfrutar del olor.\n¿Vas a comerte esas cosas... rojas?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\n¡Sí! Son mis papas fritas favoritas. A algunas\npersonas les molesta un poco el olor.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06リーフ\n¡Agh! Ya entiendo por qué.\nTienes gustos un tanto extraños.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nPor fin es la hora de mi ronda.\nMe cuesta mucho estarme quieto.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06リーフ\nSi vas a patrullar, deja que te acompañe.\nSerá agradable charlar fuera del combate.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nMi hermana es dura de roer.\nAun así, siento que es mi deber protegerla.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06リーフ\nTe entiendo. Yo también querría ayudar\na mi hermana. Supongo que es lo normal...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nフォガート\nLeif... ¿se te da bien pescar?\nSi es así, ¿podrías enseñarme?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06リーフ\n¿Enseñarte a pescar? ¿No sabes hacerlo?\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nDebería, pero no. Por favor, tú eres el único\nal que no me da vergüenza pedírselo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06リーフ\nEn ese caso, será un placer.\nTe enseñaré lo mejor que pueda.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¡Ah, Leif! Me da nervios conocerte...\nNi siquiera te he saludado, perdona. ¡Aúuuu!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06リーフ\n¿Me saludas con un aullido? Las normas\nde cortesía de tu país son muy extrañas.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLeif, sé que tus padres han fallecido.\n¿Te parece bien que rece por ellos?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x08\x06リーフ\nEs un detalle, Pandreo.\nSeguro que mis padres lo apreciarían.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHoy estás muy ocupado. ¿Te estás\npreparando para alguna clase de evento?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08パンドロ\n¡Pues sí! Para un banquete.\n¡Un banquete para celebrar nuestra amistad!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nEste sitio es para ti, el que está más decorado.\nHasta hay una tarjeta para ti.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x08\x06リーフ\nDice: "Gracias por todo". ¡Eres muy amable!\nYo soy quien te está agradecido, Pandreo.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMe llaman "Lord Sabio", pero aún tengo mucho\nque aprender. Espero que me enseñes algo.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04ボネ\nEl Lord Sabio... un gran título. Seguro que\naprenderemos mucho el uno del otro, Leif.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x06\x04ボネ\nUso mi sentido del gusto para conocer\nel mundo. ¿Puedo probar la luz que te rodea?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06リーフ\n¿Quieres probar la luz? ¿Tendrá el brillo\nde cada Emblema un sabor distinto?\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Quieres elaborar un platillo con la luz\nque emitimos los Emblemas? ¿Es eso posible?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nNo he sido capaz de capturar esa luz todavía,\npero, cuando lo consiga, saldrá algo delicioso.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nPor eso te necesito, Leif.\nNecesito que brilles con todas tus fuerzas.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06リーフ\nNo sé si mi brillo tendrá buen sabor.\nAun así, lo haré por ti, Bunet.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Nos hemos... visto antes?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nSoy lady Anna, la mercadera. Tengo los mejores\nproductos. ¡Compra antes de que se acaben!\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHoy también estás de muy buen humor,\nlady Anna. ¿Vas al mercado?\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\n¡Sí! Hoy voy a lanzar un nuevo programa\nde fidelización para clientes recurrentes.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\n¿Por qué te uniste a nuestra causa?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アンナ\nPara encontrar a mi familia, pero también para\nsalvar al mundo y seguir haciendo negocios.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nLa gente estará tan contenta cuando la guerra\nacabe que querrá gastar montones de dinero.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06リーフ\nSupongo que sí. Piensas a lo grande\na pesar de ser tan pequeña.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nLa última batalla ha sido difícil.\n¿Estás bien, Jean?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nSí, gracias por preguntar.\nNo me desanimo tan fácilmente, tranquilo.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nLo has hecho muy bien. Gracias a ti,\nnadie ha sufrido heridas graves.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nPuedo curar a la gente, pero preferiría vivir\nen un mundo donde nadie sufriera.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06ジャン\n¿Cómo te has hecho tan fuerte, Leif?\nOjalá yo fuera como tú.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06リーフ\nYo me pregunto eso mismo sobre otros.\nAunque, Jean, eres más fuerte de lo que crees.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nNo lo creo. A pesar de estudiar y practicar\nsin descanso, aún no soy un gran médico.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06リーフ\nNo tengas prisa. Céntrate en tu objetivo\ny, poco a poco, estarás más cerca de cumplirlo.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06ユナカ\nLeif, me da la impresión de que has pasado\npor momentos muy duros. Tienes mi respeto.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06リーフ\nYo pienso lo mismo de ti, Yunaka.\nAdmiro tu espíritu luchador.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMe ha parecido oír a alguien riéndose.\n¿Qué pasa, Yunaka?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nNo, nada, acabo de conseguir el armamento\nmás mortífero que he visto en mi vida.\x0E\x04\x00\x00
