MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\n¿Nos ayudarás a traer la paz a este mundo?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\n¡Puedes pedir lo que quieras!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06アイク\nEn ese caso, ¿qué tal si me ayudas\na practicar mi sonrisa?\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nPareces estar incómoda conmigo.\n¿He dicho algo que te ha ofendido?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNo. No sé cómo hablar contigo,\nme pasa lo mismo con la gente de Solm.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSi te interesa mi opinión, no deberías\necharte tantas responsabilidades encima.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08アイビー\nVeo que eres muy directo en tus palabras.\nReconozco que me resulta reconfortante.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アイビー\nComo líder de una banda de mercenarios,\n¿confiabas en todos tus compañeros?\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06アイク\nConfiaba en ellos totalmente. Incluso si alguno\nme mintiera, tendría sus motivos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nLo tendré presente... Si me mintieras,\ncreo que lo entendería.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06アイク\nLo mismo digo, Ivy. Confío en ti.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSiempre te mantienes ocupado.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nAsí es. Mis múltiples *aficiones*\nme proporcionan un propósito.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHoy otro niño ha salido *huyendo* al verme.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06アイク\nA mí también me ha ocurrido lo mismo...\n¿Y si tratas de parecer un poco más amable?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nTú vienes de otro *mundo*, ¿verdad, Ike?\n¿Cómo te ganabas la vida?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06アイク\nTenía una banda de mercenarios.\nViajábamos por todo el continente.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nFascinante. Imagino que el aburrimiento\nera la *menor* de tus preocupaciones.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06アイク\nBastante teníamos con sobrevivir,\napenas había tiempo para nada más.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06カゲツ\nTe he observado en la última batalla, Ike.\nTu técnica es peculiar, pero poderosa.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06アイク\nGracias. Mi padre me enseñó todo lo que sé.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06カゲツ\n¡Ike! No te veía desde la última batalla.\n¿Dónde has estado, querido amigo?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06アイク\n¿"Querido amigo"? Bueno, supongo\nque podrías llamarme cosas peores.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06カゲツ\nLiderabas a unos mercenarios, ¿no?\nDebían de ser todos muy fuertes.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06アイク\nSí. Había un mago que dominaba el viento,\nun tirador excepcional... Gente muy capaz.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\n¡Si lo dices tú, seguro que lo eran!\n¿Me contarás más sobre ellos?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06アイク\nClaro. Empezaré por mi consejera: era\nla persona más fuerte que he conocido jamás.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEres muy atractivo, Ike. Que me vean contigo\nva a mejorar mucho mi imagen.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06アイク\nNo sé muy bien a qué te refieres,\npero gracias...\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDime, Ike, no has visto por aquí a nadie\nmás adorable que yo, ¿verdad?\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06アイク\nNo se me da bien juzgar ese tipo de cosas.\nMe impresiona más lo mucho que te esfuerzas.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nCuando todo esto acabe,\nespero que podamos reconstruir Elusia.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06アイク\nNunca será igual que antes.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x08\x06アイク\nPero, cuanto antes restablezcamos la paz,\nantes podremos volver a empezar.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Sabes qué? Tienes razón.\nVoy a darlo todo, Ike. ¡Ya lo verás!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nTe he observado en la última batalla, Rosado.\nTe desempeñas muy bien en el combate.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ロサード\n¿Después de observarme tanto tiempo\neso es todo lo que vas a comentar?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ロサード\n¿Sabes qué admiro de ti, Ike?\nQue eres igual con todo el mundo. No finges.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06アイク\nEs un forma bonita de decir que carezco\nde modales. Nunca ha sido mi fuerte, la verdad.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ロサード\n¿Por qué te resulta tan fácil tratar igual\na todo el mundo? ¿Cuál es tu secreto?\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06アイク\nHe visto cómo algunos se vanagloriaban\nmientras otros eran apartados.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06アイク\nNo entiendo por qué algunas personas\nse creen mejores que los demás.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nTienes toda la razón. Sería bonito\nque todo el mundo pensara como tú.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nHola, Ike. Discúlpame si mi carisma\nte resulta demasiado abrumador.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06アイク\nPor favor, dime que no todos\nlos de tu reino hablan así.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEspero que no te importe entrenar con\nuna chica tan encantadora como yo, Ike.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06アイク\nPara nada. Aunque no entiendo\nqué tiene que ver el encanto con todo esto.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDebe de ser difícil para ti pasar tanto tiempo\nconmigo y reprimir tus sentimientos...\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06アイク\nNo sé a qué te refieres.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06アイク\nPero te has ganado mi confianza, Goldmary.\nEso es un sentimiento, ¿no?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nAh, lo sabía. Me alegro mucho.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSi no hubieras protegido el anillo con tanto\nesmero, no me habrían podido invocar. Gracias.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\nDéjate de formalidades. Llevas muchos años\nen el palacio, ¡así que eres como de la familia!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nQué bien huele...\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\n¡Estoy haciendo carne a la parrilla! Aunque no\npuedas comértela, espero que disfrutes del olor.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nミスティラ\nOye, Ike, ¿qué tipo de trabajos\nsuele hacer una banda de mercenarios?\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06アイク\nDe todo. Detener bandidos, salvar aldeas...\nUna vez una reina nos contrató para eliminar\na unos invasores.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\n¡Fascinante! Entonces eran más bien\ncomo un grupo de héroes.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x08\x06アイク\nNo diría tanto. Pero no éramos capaces de mirar\nhacia otro lado cuando había gente en apuros.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06メリン\nSé que vamos a llevarnos bien, Ike. Los amantes\nde la carne hacemos buenos amigos.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06アイク\nSeguro que sí. Será un placer\nluchar a tu lado, Merrin.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06メリン\nQuiero aprender una técnica nueva que sea\nmuy vistosa. ¿Qué me aconsejas, Ike?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06アイク\nPrefiero las técnicas prácticas a las vistosas,\naunque Éter luce bastante.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06メリン\nCuando acabe la guerra, quiero dar la vuelta\nal mundo y buscar animales raros.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06アイク\n¿Y qué harás con esos animales\ncuando los encuentres? ¿Comértelos?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\n¡No! Solo quiero estudiarlos; ¡es mi sueño!\n¿Por qué no me ayudas a conseguirlo, Ike?\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06アイク\nAsí que te propones cumplir un sueño...\nSuena bien, me apunto.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSaludos cordiales, Ike. Permite que ensalce\nel espléndido aspecto que presentas hoy.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06アイク\nTe expresas de una forma muy... rimbombante.\n¿Dónde has aprendido a hablar así?\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パネトネ\nHe oído que serviste a una familia real.\nLas normas de etiqueta serían muy estrictas.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06アイク\nMis amigos me decían que a veces actuaba\nde un modo inadecuado, pero nunca noté nada.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パネトネ\n¡He cometido otro fallo imperdonable! Debo\nseguir refinando mi técnica de combate.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x08\x06アイク\n¿A qué viene tanto escándalo?\nTimerra no te ha dicho nada, ¿no?\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\n¡Soy la vasalla de la princesa! Un fallo mío la\ndeja a ella en mal lugar. ¡No lo puedo permitir!\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06アイク\nPerdona, no quería ser insensible.\nEs evidente cuánto te preocupas por ella.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nフォガート\nMe cuesta creer que alguien tan serio como tú\nhaya pasado tanto tiempo en nuestro castillo.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06アイク\n¿Ah, sí? A mí no se me hace extraño: estoy\nacostumbrado a viajar con mercenarios;\nen su castillo me siento en casa.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nフォガート\n¿Sabes? En general eres un tipo genial,\n¡pero en la batalla te superas!\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x08\x06アイク\nSin ser un experto en el tema,\ndiría que aquí el más "genial" eres tú.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nフォガート\nCon tanta gente nueva por aquí y que aún no\nhayamos montado ni una fiesta... Qué aburrido.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06アイク\nNo es momento para festejar. Cuando logremos\nla paz, ya tendrás tiempo de celebrarlo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nBien, pero tú no te vas a escapar de esta.\nVas a tener tu fiesta de bienvenida sí o sí.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x08\x06アイク\nPues que haya muchos platillos de carne.\nAunque no pueda comerlos, al menos los oleré.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パンドロ\nIke, ¿has venido a rezar? En ese caso,\núnete a mí. Es mejor en compañía.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06アイク\nSolo había venido a escuchar... Aunque supongo\nque una plegaria no le hace daño a nadie.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nLas iglesias de este mundo\nson muy ostentosas, ¿no?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nEn realidad yo remodelé esta para darle\nese toque fastuoso. Ojalá todas fueran así.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¿Por qué hay gente que quiere ir a la guerra?\nYo solo deseo la paz.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06アイク\nCada cual tendrá sus razones. Y lo cierto\nes que la paz no se consigue con solo desearla.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06アイク\nPara eso luchamos en esta guerra, ¿no?\nNo temas: seguiré a tu lado hasta el final.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nSabias palabras, Ike. Estoy más que\ndispuesto a seguirte adonde haga falta.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ボネ\nIke, tu fuerza es como un buen filete. Ojalá\npudiera comérmela y absorber tu talento.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06アイク\nNo sé si tomármelo como un cumplido\no como una broma...\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ボネ\nIke, siento curiosidad...\n¿Cuál es la comida que más te gusta?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06アイク\nBueno, como Emblema no puedo comer.\nPero, en mi mundo, me encantaba la carne.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nPor tu expresión deduzco que estás\ntramando algo. ¿Qué ocurre, Bunet?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nEstoy pensando una receta para un platillo\nde carne que te satisfaga, pero no es fácil...\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x08\x06アイク\nBunet, ya te he dicho que los Emblemas\nno podemos comer...\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\nPor eso quiero crear un platillo especial\nque no haya que comer para disfrutarlo.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Qué hace una niña vendiendo trastos?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\n¡De trastos, nada! ¡Todos mis artículos\nson de calidad! Echa un vistazo y seguro\nque encuentras algo que te guste.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\n¿Tienes un momento, Anna?\nEstoy buscando una cosa.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nEh, que somos amigos; llámame lady Anna.\nSi no lo haces, no te hablo.\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アンナ\nHe encontrado una gema preciosa y quiero\nmontar un festival para celebrarlo. ¿Te apuntas?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06アイク\nPerdona, pero no entiendo bien\nel motivo de la celebración...\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\n¡Ike! Necesito gente que me ayude a organizarlo.\nSi no me echas una mano, me echaré a llorar...\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06アイク\nBueno, de acuerdo, haré lo que me pidas,\npero no llores, por favor.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ジャン\nMmm... No me di cuenta en la batalla, pero\nlos Emblemas parecen enormes de cerca.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06アイク\nEso no se debe a que sea un Emblema,\nsino a lo fornido que estoy.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nDebes de tener mucho talento\npara ser médico a tu edad.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nMi edad es lo de menos. Quiero convertirme\nen un gran médico y no hay tiempo que perder.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ジャン\n¿Por qué te fijas tanto en mí, Ike?\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06アイク\nSiento admiración por aquellos que saben\ncurar heridas. Si te molesta, dejaré de hacerlo.\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06ジャン\nNo me molesta, solo me da\nun poco de vergüenza.\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06アイク\nMi hermana pequeña era sanadora, ¿sabes?\nQuizá es que me recuerdas un poco a ella.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ユナカ\nVaya, de lejos parecías fuerte,\npero es que de cerca impresionas más aún.\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06アイク\n¿Cómo te mueves con tanta agilidad?\nNi siquiera te he oído acercarte.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nAhora que me acuerdo, trabajé\ncon un asesino que se movía igual que tú.\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\n¡¿Por qué me comparas con un asesino?!\n¡Solo soy sigilosa, eso es todo!\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ユナカ\nIke... Me sorprende que todavía\nno hayas preguntado por mi pasado.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06アイク\nEs obvio que no quieres hablar de eso.\nSupongo que ya me contarás cuando estés lista.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06ユナカ\n¿Y si nunca lo estuviese?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06アイク\nNo pasa nada. Lo que importa\nes la persona que eres ahora.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セアダス\nIke, hoy no deberías salir.\nHe leído tu fortuna y no se veía nada bien.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x08\x06アイク\n¿Así que eres bailarín y adivino?\nSon dos talentos muy notables.\x0E\x04\x00\x00
