MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMe llena de entusiasmo poder luchar a tu lado.\nJuré a Lumera que te defendería con mi vida.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nDebió de ser duro para los dos.\nLa guerra provoca tanto dolor y sufrimiento...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0A\x08シグルド\nCualquier batalla podría ser la última. Si tienes\ncosas que decirle a alguien, no lo dudes jamás.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nYa, quizá no haya una segunda oportunidad...\nGracias por tan valiosa lección, Sigurd.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nUn placer conocerte, Sigurd. ¿Quieres pastel?\n¡Me he traído media pastelería!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNo podría comer tanto pastel —de hecho,\nme es materialmente imposible—, pero gracias.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nAmo Brodia tanto como Brodia a mí.\nSu gente, sus tierras... Todo.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08シグルド\nNunca dejes de hacerlo, Citrinne. Que ese amor\nte guíe para proteger a tu reino y a tu pueblo.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nシトリニカ\nTe doy las gracias, Sigurd. Con tu ayuda puedo\nproteger a quienes aprecio... ¡y son muchísimos!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08シグルド\nEl tiempo que pasas entre tus aliados puede\nforjar vínculos más sólidos que los de sangre.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nTienes razón. Me siento muy unida a todos...\nY eso también va por ti.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08シグルド\n¡Desde luego! En combate se tejen los lazos\nmás fuertes, y los que nos unen serán eternos.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nLamento que no pudiéramos salvar a tu padre.\nSé bien cuánto afecta una pérdida así a un hijo.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nNo tienes por qué preocuparte. Soy la princesa\nheredera de Elusia; sé cuál es mi deber.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アイビー\nAunque como princesa de Elusia no pueda\nmanifestarlo, yo venero al Dragón Divino.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08シグルド\nCreo que ese es el primer atisbo que percibo\nde tu verdadera personalidad. No me disgusta.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nPese a lo bien que ya nos conocemos a estas\nalturas, creo que jamás te he visto alegre.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08アイビー\nLa alegría y el deber suelen ser dos conceptos\nincompatibles para una princesa.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nCuando aún estudiaba en la academia,\nviví buenos momentos con mis amigos.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn tal caso, haré lo que esté en mis manos para\nganarme tu amistad y traerte días como esos.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSiempre estás muy atareado, Zelkov.\n¿Y si te tomas algún descanso?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nLa inactividad me produce angustia.\nPrefiero *mantenerme* ocupado.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nComo Emblema que eres, no envejeces.\n¿No te *sobrecoge* la idea de una vida eterna?\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08シグルド\nNo temo vivir eternamente. Lo que sí me aflige\nes saber que perderé a muchos allegados.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSeliph, mi hijo, vengó mi muerte, pero nuestro\nenemigo también creía luchar por causas justas.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nQuisiera saber si el hombre que mató\na mi padre estaba en la *misma* situación.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08シグルド\nLa verdad moral no es única ni objetiva.\nTodos tenemos nuestra idea del bien y del mal.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nQué gran *lección* de empatía.\nAhora sé por qué te llaman "caballero sagrado".\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nSigurd, ¿estás bien? La salud y el bienestar\nde mis amigos son primordiales para mí.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMe encuentro estupendamente, pero gracias\npor preguntar. Resistiré hasta ganar la guerra.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nNo quería pasarme toda la vida encerrado\nen mi tierra. Por eso la abandoné.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08シグルド\n¿Les escribes a tus padres, al menos? Seguro\nque les complacería. Estarán preocupados.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06カゲツ\nTienes una fuerza admirable. Cuando acabe\nla guerra, ¿vendrías a exhibirla en mi tierra?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08シグルド\nSolo el Dragón Divino sabe si iré contigo o no,\npero te enseñaré mis técnicas de buen grado.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nEntiendo y acepto la oferta con gusto.\n¡Para mí sería un sueño hecho realidad!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn ese caso, te enseñaré todo lo que sé\ncon muchísimo gusto.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nLamento mucho lo que le ocurrió a tu padre.\nQue un niño quede huérfano me entristece.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0E\x0Cオルテンシア\nGracias, aunque ya soy lo bastante mayorcita\ncomo para centrarme en reconstruir Elusia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEres tan formal y caballeroso... Apuesto a que\nen tu mundo eras todo un seductor.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08シグルド\nNo perdía el tiempo con esos asuntos.\nMi corazón pertenecía a una sola mujer.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nRemoveré cielo y tierra para que Elusia\nrecupere su esplendor. Lo juro.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08シグルド\nTal juramento enorgullecería a tu padre,\ny estaría seguro de que lo cumplirías.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nGracias. Me gustaría contar con tu ayuda,\npero supongo que depende del Dragón Divino.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08シグルド\nAsí es. No obstante, dondequiera que nos lleve\nla vida, nuestra amistad perdurará para siempre.\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ロサード\nQuédate quieto un segundo, Sigurd,\nquiero dibujarte. A ver, sonríe... ¡Perfecto!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08シグルド\n¡Impresionante! ¿Cómo puedes dibujar\ncon tanta precisión y rapidez?\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nHe oído que arriesgaste la vida para devolverle\nun anillo al Dragón Divino. Qué altruista.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\nMe alegra haber podido ayudar...\ny que todos lográsemos escapar de allí.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMe arrepiento de no haberme hecho un retrato\njunto a mi familia. Significaría tanto para mí...\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ロサード\nSería un bonito recuerdo, sin duda.\nDe todas formas, siempre tendrás su recuerdo.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08シグルド\nCierto. Aunque no pude dejarle ninguna imagen\nmía a mi hijo, espero que nunca me olvide.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nSeguro que tu familia le tiene más aprecio\na tu recuerdo que a cualquier retrato.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSigue ayudándonos a combatir al Dragón Caído,\nGoldmary. Este mundo te necesita.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿Cómo iba a hacer caso omiso\na tan primoroso ruego?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMi vida dio un gran giro cuando entablé amistad\ncon Hortensia en la Academia de Elusia.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08シグルド\nYo también hice amigos muy íntimos en una\nacademia. Vivimos muchas experiencias juntos.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nCon todo lo que hemos vivido juntos, Goldmary,\nhe aprendido a valorar mucho tu amistad.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nYa veo. O sea, que ni siquiera los Emblemas\npueden resistirse a mi encanto.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0A\x08シグルド\nAdemás de elegante, eres tremendamente hábil\nen combate. Me complace tenerte como aliada.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nY con razón. Disculpa si mi enorme talento\nha eclipsado a tus otros amigos.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nミスティラ\nEs genial tenerte aquí, Sigurd. ♪¡Esto merece\nuna canción de mi repertooorio!♪\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0A\x08シグルド\nQué forma tan... cómo decirlo... peculiar\nde recibirme. Verdaderamente singular.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMi hermana pequeña me reprochaba mi dejadez.\nHe intentado mejorar, pero...\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0C\nミスティラ\nSi acaso, te pasas de formal. Mira a mi padre,\nse pasea por el reginato a su aire. ¡Pruébalo!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nEnvidio a la familia real de Solm. Parecen\ntan unidos... A mí me arrebataron la mía.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0C\nミスティラ\nCuánto lo siento, Sigurd. Yo no puedo imaginar\nqué sería de mí si no pudiese ver a mi familia.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nSé que no es lo mismo, aunque espero\nque nos consideres como tu familia.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08シグルド\nGracias, Timerra. Eso me alegra el corazón.\nJamás olvidaré los lazos que nos unen.\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nLlevas un rato mirándome.\nSi tienes algo que decirme, adelante.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nLo siento, Sigurd. Solo estaba observando\ntus movimientos. Tienes mucha clase.\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nUna pregunta, Sigurd... ¿Cómo puedo ser\nuna caballera tan imponente como tú?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08シグルド\nEl deber de todo caballero consiste en proteger\na los suyos. Alimenta esa llama en tu corazón.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06メリン\nSiempre quise ser caballera, y mi señora\nhizo realidad ese sueño.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nUna vez me preguntó si lo deseaba realmente.\nAsentí con la cabeza y me puse a su servicio.\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08シグルド\nTimerra debió de ver algo en ti y supo\nque estabas destinada a desempeñar esa labor.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x0A\x08シグルド\nCumple sus expectativas para que podamos\nluchar juntos en el campo de batalla.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEs todo un privilegio conocer al ilustre Sigurd.\nEspero estar en disposición de servirle.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08シグルド\n¿"Ilustre"? No hay necesidad de formalidades.\n¡Todos somos iguales y luchamos juntos!\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パネトネ\nCuando me siento triste, un paseo en lobo me\ndespeja la mente. ¿Me acompañarías algún día?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08シグルド\n¿Montar en lobo? Siento curiosidad.\nSi tuviese cuerpo físico, me gustaría probar.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nAl principio te entendí mal, Panette.\nAhora comprendo que tu intención es sincera.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\n¿A qué viene eso? Te advierto que soy inmune\na los piropos.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08シグルド\nMe refiero a que no hace falta que te esfuerces\npara impresionarme. Sé tú misma.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\nNo intento impresionarte. Solo te trato\ncomo a un hermano mayor al que admiro.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nフォガート\nEstoy organizando el banquete del siglo para\npasar un buen rato entre amigos. ¿Te apuntas?\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08シグルド\nGracias, Fogado. Será un placer.\nMe gustaría socializar con mis compañeros.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nフォガート\nTú jamás abandonarías a nadie a su suerte,\n¿verdad? Pues yo tampoco.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08シグルド\nTodo caballero ha de proteger a los suyos sin\ndudarlo. Me complace que comulgues con eso.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nLa política se la dejo a los políticos.\nEn el campo de batalla, confío en los estrategas.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0C\nフォガート\nYa, todos tenemos nuestras propias virtudes.\nYo, por ejemplo, soy un centinela formidable.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nConviene contar con quienes compensen\ntus carencias. Así se construye un buen equipo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn efecto. Puliré mis habilidades y haré gala\nde ellas dondequiera que estemos, Fogado.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nHace tiempo que conoces a su Divinidad, ¿no?\nMe alegra que luches por nuestra causa.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08シグルド\nSolo protejo a quien más lo necesita.\nY este mundo precisa ayuda urgente.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nTe hacía más... formal, por aquello de ser\ncaballero sagrado y tal. Qué equivocado estaba.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08シグルド\n¿"Más formal"? Bueno, mi hermana pequeña\nme reprendía por mi dejadez.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08パンドロ\nSigurd, ¿qué tipo de batallas has librado?\nMe encantaría escuchar tus historias bélicas.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08シグルド\nLuché por mi pueblo y perdí la vida por ello.\nMi hijo y sus amigos salvaron nuestro mundo.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08シグルド\nLos lazos que nos unían nos daban fuerzas.\nIgual que ahora: juntos somos más fuertes.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nHemos forjado un lazo sólido, ¿eh?\n¡Ya lo creo! ¡Juntos saldremos vencedores!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ボネ\nSigurd, creo que serías un ingrediente\nespléndido, parecido al marisco.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08シグルド\nSupongo que es un honor...\nPero ¿qué te hace pensar eso? ¿Mis colores?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ボネ\n¿Alguna vez has sentido remordimientos\ntras luchar? En mi caso, siento amargura.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x0A\x08シグルド\nConozco ese amargo sentimiento, pero me\nconsuela pensar en por qué y por quiénes lucho.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nEl mesón de tu familia fue arrasado por unos\nbandidos que mataron a tus padres, ¿cierto?\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nCorrecto. Juro que lo reconstruiré en su honor\ny en el de Fogado, que me nombró su vasallo.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nEstoy aquí porque él y los demás me apoyaron.\nPor ellos afino mis dotes culinarias y bélicas.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x0A\x08シグルド\nMuy noble por tu parte. Seguro que tus padres\nestarían orgullosos de verte perseguir su sueño.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nAnna, no me parece bien que alguien\ntan joven pise el campo de batalla.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nTranquilo, me las arreglaré. Y puedes llamarme\nlady Anna, que hay confianza.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nTras verte en acción, he de admitir que estaba\nequivocado. Eres una aliada fiable.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06アンナ\nHe estado bien, ¿eh? Me alegro.\nCambiando de tema, ¿quieres ver mis ofertas?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06アンナ\nOye, Sigurd, ¿sabes qué se celebra hoy?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0A\x08シグルド\n¿Acaso es festivo? Lo ignoraba, evidentemente.\nNo se me ocurre ninguna efeméride.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nNo pasa nada. Me lo acabo de inventar:\n¡es el Día de la Amistad entre Anna y Sigurd!\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08シグルド\nMe parece una bonita idea.\nLo celebraré todos los años.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nQué cruel es la guerra. ¿Por qué ha de vivir\ntales horrores un muchacho tan joven como tú?\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nLa edad es lo de menos; nos toca a todos\npor igual. Y, como puedo luchar, pienso luchar.\x0E\x04\x00\x00
