MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHas progresado mucho en el campo de batalla.\nNoto una mejora ostensible de tus habilidades.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06ラピス\nTras tanto luchar juntos,\n¿podría pedirte un pequeño favor?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEso ni se pregunta.\nAquí estoy para lo que necesiten mis amigos.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nResulta que he abatido un oso enorme\ny no puedo tirar de él. ¿Me echas una mano?\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\n¡Ja, ja, ja! Esta es nueva.\nA ver, enséñame dónde está el oso.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nEnvidio tu fortaleza. Si le pongo empeño,\n¿crees que podré llegar a poseer tu talento?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAhora te estás entrenando por tu cuenta, ¿no?\nPues todo ese esfuerzo dará sus frutos.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nDicen que mi mirada infunde miedo,\naunque la tuya también impone, ¿eh?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMuchos adversarios me tienen pánico\nen el campo de batalla, así que puede ser.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHéctor, ¿tienes un momento? Me gustaría\nmostrarte los frutos de mi entrenamiento.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nClaro, adelante. ¿Qué tipo de ejercicios\nhas estado practicando?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nComo los niños lloran cuando me ven,\nhe trabajado la sonrisa. ¿Qué te parece?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nQue es estupenda; puedes estar tranquila.\nDe hecho, ¡es contagiosa!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTe noto distante conmigo, princesa Ivy.\n¿Acaso te he ofendido de algún modo?\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nPara nada. Simplemente, no estoy habituada\na tratar con individuos tan... deslumbrantes.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nHe visto algo moviéndose entre aquellas\nsombras. ¿Y si es un fantasma?...\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAquí solo estamos tú y yo, princesa Ivy.\nEspera, ¿te asustan los fantasmas? ¡Qué tierno!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アイビー\nSé que tengo un carácter... difícil, pero gracias\npor brindarme tu apoyo a pesar de ello.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo hay de qué. Para eso somos amigos.\nAdemás, tú haces lo mismo por mí.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nY así será, siempre y cuando\nme demuestres tu lealtad.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nEstás bromeando, ¿verdad?\nNo lo dices en serio...\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSiempre te veo atareado, Zelkov.\n¿Qué te traes entre manos ahora?\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nEsta empresa requiere *concentración*\nabsoluta. Te atenderé en otro momento.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHoy me he propuesto entrenar para situaciones\nde *combate*, Héctor. Espero tu colaboración.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\n¿Quieres un duelo? ¡Perfecto! Será mejor\nque te prepares, porque no pienso contenerme.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHéctor, si no es molestia, me interesaría\nescuchar alguna *historia* de tu mundo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBien. Te contaré la de los asesinos a los que\nnos enfrentamos para salvar el mundo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nVeo que no le huyes a ningún combate.\n¿Te genera *dudas* luchar por nuestra causa?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nEn absoluto. Siempre estoy dispuesto a batallar\npor la paz. ¡Y mira cuántos amigos he hecho!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nEres la experiencia personificada en el campo\nde batalla, Héctor. ¡Cuánto voy a aprender de ti!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nA ti ya te sobra talento.\n¿Qué tal un duelo amistoso para entrenar?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nDebes de añorar a tu hermano mayor, Héctor.\nSi en algo te consuela, puedo ser su remplazo.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSi de verdad quieres hacer su papel,\nempieza por hablar menos.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06カゲツ\nTe sucede como a mí: siempre estás buscando\nrivales capaces de medirse a ti en combate.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAsí es. Mi amigo Eliwood y yo matábamos\nel tiempo librando duelos. La pasábamos bien.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nPues deberíamos enfrentarnos más a menudo\npara estrechar los lazos que nos unen.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\n"Los lazos que nos unen", ¿eh? Me gusta.\nTienes razón, Kagetsu. ¡Vamos con todo!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nUn poquitín tosco, aunque dignamente...\nMe gusta. ¡Examen aprobado, Héctor!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNadie me había informado de ningún examen.\nMe conformo con no haberlo reprobado.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAl principio impones, pero luego eres un trozo\nde pan. Con razón te respetan tanto.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo sé por los demás; pero a ti te considero\nmi amiga. ¡Cuenta conmigo para lo que quieras!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOye, Héctor, ¿quién te parece la persona\nmás adorable del ejército? Vamos, ¡confiesa!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nVaya pregunta... No sabría decirte;\nno es algo que me haya parado a pensar.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nAnda, no seas así. Aunque no me elijas a mí,\nprometo no echártelo mucho en cara.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\n¿Qué tal si... cambiamos de tema?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nTe va ese aspecto de gigante bonachón\nque tienes, Héctor. Me parece adorable.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNunca me habían dedicado un cumplido así,\npero gracias.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nTendría que repasar lo que llevo estudiado,\npero soy un desastre. ¿Me ayudarías?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo sé si te serviría de mucho; la mitad\nde las veces me quedaba traspuesto en clase.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ロサード\nLa guerra es terrible. Por eso me gusta salir\narreglado a combatir, para crear contraste.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nY así logras que se perciban más claramente\nlos horrores de la guerra... Magistral, Rosado.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nAparte, cuanto más bello me veo, ¡más fuerte\nme siento y más gente intenta protegerme!\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nObvio. ¡Yo jamás permitiré que nadie lastime\na mi amigo Rosado!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\n¿No tienes nada que decir de la última batalla?\n¿Algún cumplido por mi intervención, quizá?\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAh, sí... Te manejas con solvencia. Me recuerdas\na una amiga mía. Se llamaba Serra.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAgradezco tu disposición a prestarme apoyo,\naun cuando siempre lo tengo todo bajo control.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSi mis amigos corren peligro,\nni lo pienso. Me sale natural.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPor increíble que parezca, me costó graduarme\nen la academia. La perfección no la regalan.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nTe entiendo... más o menos. Yo me saltaba\nlas clases en el castillo para pelear en el coliseo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nPor lo que a mí respecta, buena parte\nde tu encanto reside en ese toque vulgar tuyo.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNunca lo había visto de esa forma. Simplemente\nquería fortalecerme para proteger a mis amigos.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSe ve que estás acostumbrada a dormir a la\nintemperie. Yo lo hacía al viajar. ¿No te parece\nincómodo?\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x0C\nミスティラ\n¡Para nada! Me permite descubrir lugares\ndistintos, disfrutar de la naturaleza, cantar...\n¡Es lo mejor!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nHe oído que también tenías vasallos, Héctor.\n¿Se juntaban a hacer barbacoas, cantar y tal?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNunca, pero existía una gran confianza\nentre nosotros. Qué recuerdos me trae aquello...\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nミスティラ\nJamás perdonaré a las aberraciones. ¡Atacan\na nuestra gente y no se puede viajar en paz!\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYa. Eso mismo hacía en mi mundo un grupo\nque se hacía llamar el Colmillo Negro.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\nSeguro que les diste su merecido. Un valiente\ncomo tú no se quedaría de brazos cruzados.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nPor supuesto. Mis aliados y yo les plantamos\ncara, ¡igual que haremos con las aberraciones!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nDejaste tu hogar para ser caballera, ¿verdad?\nYo hui de mi castillo para salvar a un amigo.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06メリン\nEs curioso que hayamos vivido experiencias\nsimilares. ¡Quizá nos haremos buenos amigos!\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nHe leído en un libro que todo buen caballero\nha de dar la vida por sus amigos.\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nNo se referirá literalmente a un sacrificio,\nsino a estar listo ante cualquier contingencia.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06メリン\nSi yo tuviera tu complexión, Héctor,\npodría proteger más eficazmente a su alteza.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nComo me dijo un buen amigo: "Por suerte,\nlas guerras no se ganan solo por la fuerza".\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nÉl tampoco tenía mi complexión, pero, cuando\nnos batíamos en duelo, estábamos igualados.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06メリン\nSupongo que los músculos no lo son todo.\n¡Me esforzaré para triunfar a mi manera!\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHas demostrado una gran destreza y eficacia\nen la batalla anterior. ¡Se nota el entrenamiento!\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x0A\x08パネトネ\nEl mérito es de tus lecciones, Héctor.\nEspero que sigas brindándome consejos.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSegún tu experiencia, ¿qué pueden hacer\nlos vasallos para servir mejor a sus patrones?\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBueno, mis vasallos eran un poco peculiares.\nNo me atrevería a ponerlos como ejemplo.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パネトネ\nCuando me dejo llevar por las emociones,\naflora mi antigua personalidad indómita.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nYo también pierdo los estribos en el fragor\nde la batalla. Sé tú misma; es lo que pienso.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nDeja el decoro a un lado.\nLo importante es tener claros tus objetivos.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x0A\x08パネトネ\n¿Tú crees? Me alivia que lo digas.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\n¿Tienes un momento, Héctor? Quería pedirte\nconsejo sobre tácticas de unidades pequeñas.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nClaro. Si mi experiencia sirve de algo,\nserá un placer.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nAnsío que vuelva a reinar la paz para retomar\nmis viajes. ¿Tú viajabas mucho en tu mundo?\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEn tiempos de guerra sobre todo. No era fácil,\npero también había momentos de diversión.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nフォガート\nHaría cualquier cosa por Timerra. Tú, que tenías\nun hermano y tal, sabrás a qué me refiero.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSí que le tienes afecto, ¿eh?\nEn mi caso, el atento era mi hermano.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nDe hecho, si pude marcharme de su lado para\nrescatar a mi amigo, fue porque él me cubrió.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nVaya, tuvo que ser un tipo increíble.\nMe cae bien, ¡y eso que no lo conocí!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nDeberíamos montarte una fiesta de bienvenida\nal grupo. Si te parece, ¡decoro la iglesia pero ya!\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nParece mentira que lo proponga un sacerdote.\nTe habrías llevado bien con Serra.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nTe agradezco la ayuda en la última batalla.\n¿Me dejas ofrecer una plegaria en tu honor?\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\n¿O qué tal si nos batimos en duelo?\nEso me complacería más.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08パンドロ\nTodos tenemos algo que proteger.\nEn mi caso, la iglesia. ¿Y en el tuyo?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nUn amigo y yo nos juramos protección mutua,\nincluso a costa de nuestra vida si hacía falta.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nEse juramento no tardó en hacerse extensivo\na otros amigos, y ahora te incluye a ti.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nEs lo más bonito que me han dicho en mucho\ntiempo. Yo también juro protegerte, Héctor.\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nTu armadura porta el aderezo de innumerables\ncombates. ¿Puedo degustar su exquisito sabor?\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSeguramente se te indigestaría. ¡Lo que puedes\nprobar es su solidez en un duelo contra mí!\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nTu manejo del cuchillo te sitúa a la altura\nde los espadachines. Serías un digno adversario.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nEl cuchillo no es un arma, sino un instrumento\nbásico para el arte culinario... pero gracias.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ボネ\nPaso la mayor parte del tiempo ideando nuevas\nrecetas. No sé si es apropiado para un vasallo...\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEntre quienes me servían, había personajes\nde lo más peculiar, pero eran insustituibles.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nMientras exista una relación de confianza,\nse puede superar hasta la situación más difícil.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04ボネ\n¿Eso crees? Me alegra que lo digas.\nPermíteme obsequiarte con un convite olfativo.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nQuizá es mi imaginación,\npero... ¿no nos hemos visto antes?\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\nPues no recuerdo haberte atendido.\nSi me dices qué me compraste y dónde fue...\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nEl comercio está lleno de sorpresas: lo que\nse vende bien en unos sitios fracasa en otros.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nA mí me sorprendió la fuerza de alguna gente\nen mis viajes. Qué grande es el mundo, ¿eh?\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06アンナ\nNos hemos complementado bien en la batalla.\n¿Qué tal si marcamos esta fecha como festiva?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nClaro. No en vano, las ocasiones especiales\nmerecen quedar grabadas para siempre.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nLo dices como si tuvieras más de una\nen el calendario. ¿Es el caso, Héctor?\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nSí. Nunca olvidaré el día en que mi amigo y yo\nnos hicimos un juramento. ¿Lo emulamos?\x0E\x04\x00\x00
