MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¡Me encanta poder hacerme amiga de otro\nDragón Divino! Tenemos tanto de que hablar...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04チキ\nQue nos tengamos la una a la otra,\nque charlemos... Eso es lo que quiero.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nPues te lo puedo conceder sin problemas.\n¡Cuenta con que no nos despegaremos! \x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nAmo mi tierra y a mis amigos, y los protegeré.\nTe estoy agradecida por ayudarnos en la lucha.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04チキ\n¡No hay de qué! ¡Haré lo posible para garantizar\nla seguridad y la felicidad de todos!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nPara tener semejante poder y conservar a la vez\nesa inocencia, habrás tenido excelentes amigos.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04チキ\nAy, ¡gracias por el cumplido! Todos mis amigos\nson estupendos, ¡incluida tú!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHe comprado montones de juguetes, Tiki.\nSi tienes tiempo, podríamos entretenernos.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04チキ\nVaya... ¿Todo esto has traído? ¡Qué genial!\n¿Y cómo se juega?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nEn realidad, yo tampoco lo sé. ¿Qué tal\nsi los probamos juntas? ¡Será divertido!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04チキ\nJi, ji. Estoy deseando. ¿Con cuál empezamos?\n¡Qué decisión tan difícil!\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nEs un honor disponer de la ayuda de un Dragón\nDivino de otro mundo. Estoy muy agradecida.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x06\x04チキ\nEspero que los demás piensen lo mismo.\n¡Me esforzaré mucho para tenerlos contentos!\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\nNo parece importarte que en mi tierra se venere\nal Dragón Caído. ¿Tan afables son los divinos?\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x06\x04チキ\nNo puedo hablar por los demás, ¡pero lo que\npuedo decirte es lo muchísimo que te aprecio!\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08アイビー\n¿Me permites contarte una confidencia? Profeso\ndevoción por el Dragón Divino en secreto.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x06\x04チキ\n¿Y debes ocultárselo a tu pueblo?\nTiene que ser duro. Admiro tu fortaleza.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nAgradezco tus palabras, Tiki.\nEspero que permanezcas con nosotros.\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x06\x04チキ\nNo hace falta que te preocupes por eso.\nSiempre me tendrás a tu lado; ¡somos amigas!\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nPareces ser un Emblema joven y *precoz*.\nNo veo la hora de colaborar contigo.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x06\x04チキ\n¿"Joven"? Para tu información,\n¡tengo más de mil años!\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nContempla esta vela de color *esmeralda*.\nMe he inspirado en ti para elaborarla.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x06\x04チキ\n¡Ay, qué bonita! ¿La podemos encender?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nPadezco *pesadillas* que me impiden conciliar\nel sueño. Únicamente logro dormitar.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x06\x04チキ\nYo también tenía pesadillas a montones.\nMe daba miedo dormir sola.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nNi siquiera las almas *inocentes* se salvan,\npor lo que veo. Cuánto lo lamento.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x06\x04チキ\nNo te apenes; ya estoy mucho mejor.\nCon tantos amigos, ¡aquello pasó a la historia!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nSiempre estás de buen humor, Tiki.\nA veces, ¡incluso más que yo!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x06\x04チキ\nEs que la compañía de todos me da la vida,\nKagetsu. ¿Qué te gustaría hacer hoy?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nDe modo que la piedra te permite transformarte\nen dragón... ¿Me lo podrías demostrar?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x06\x04チキ\nCon mucho gusto, pero te advierto\nque impongo un montón. ¡Prepárate!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06カゲツ\nCuéntame algo de tu tierra. Me gusta descubrir\nparajes nuevos, aunque sea de oídas.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x06\x04チキ\nPues es un lugar muy tranquilo con gente\nmaravillosa, ¡como Ban-Ban!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x06\x04チキ\nA ver si un día nos damos una vuelta por allí.\n¡Me convertiré en dragón y te llevaré en el lomo!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06カゲツ\n¡Qué gran idea! Me muero de ganas.\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Cómo puedes ser tan adorable y tan fuerte\na la vez? No es justo; ¡eres demasiado divina!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x06\x04チキ\n¡Qué cumplido tan bonito! Seguro que\nnos haremos grandes amigas, Hortensia.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEn Elusia no abundan los días tan soleados\ncomo este. Se agradece un cambio así.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x06\x04チキ\nPues sí. ¡Podríamos echar\nuna siestecita por la tarde!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Te incomoda pasar tiempo con la princesa\nde un reino donde se venera al Dragón Caído?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x06\x04チキ\n¿Por qué me iba a incomodar? Ni siquiera\npienso en eso. ¡Me caes genial tal cual eres!\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nCuánto me alegro, Tiki. Yo también te aprecio.\nEres una de mis mejores amigas.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Lo mismo digo! ¡Y siempre lo serás!\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\n¿En tu mundo son todos tan adorables, Tiki?\n¡Hasta convertida en dragón me encantas!\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x06\x04チキ\n¡Gracias, Rosado! ¡Qué tierno eres!\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¡Me encanta el lazo de tu wyvern!\nOjalá tuviera yo uno igual.\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x0A\x08ロサード\n¡Pues me sobran! Aunque te sea imposible\nllevarlos, puedo atar uno en el brazalete.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08ロサード\nEsta guerra me harta. Es un crimen que tú y yo,\ntan adorables, debamos seguir luchando.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x06\x04チキ\nRazón de más para ponerle fin cuanto antes...\n¡y todos contentos!\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x0A\x08ロサード\nDesde luego. Y, cuando termine, podremos ir\na comprar lazos cuando nos dé la gana.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Ay, qué ilusión! ¡¿Me lo prometes?!\n¡Lo estoy deseando!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMe alegra mucho conocerte, Goldmary.\nCreo que vamos a congeniar muy bien.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs un alivio que digas eso, Tiki.\nTemía que mi carisma te provocara celos.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSi te gustan los baños termales, te encantaría\nla aldea de Elusia donde me crie.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x06\x04チキ\n¡Seguro que es un sitio estupendo!\n¿Me llevarás algún día?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDe no ser por la princesa Hortensia, yo sería...\nuna chica del montón. ¡No quiero ni pensarlo!\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x06\x04チキ\nA veces, el azar te lleva a conocer a alguien\nque te cambia la vida. Me pasó con Mar-Mar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x06\x04チキ\nY nuestro caso es igual, ¿no? ¡Nos conocimos\npor casualidad, y ahora somos uña y carne!\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nQué palabras tan bonitas... Gracias, Tiki.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nVaya, conque eres un Dragón Divino...\n¡Pues tenemos que hacernos amigas sí o sí!\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x06\x04チキ\n¡Por mí encantada, Timerra!\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nTiki, como ya somos amigas desde hace tiempo,\nte he compuesto una canción. ¿Quieres oírla?\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x06\x04チキ\n¡Ay, sí, porfa! Me encantan tus canciones.\n¡Enséñame la letra y así la cantamos juntas!\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nミスティラ\nSeas dragón o humano, siempre es positivo\nrelacionarse con el prójimo y hacer amigos.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x06\x04チキ\n¡Ya lo creo! Conocer gente del mundo exterior\nme cambió la vida.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x0C\nミスティラ\n¡Qué bien, Tiki! Me hace muy feliz\ntenerte en el grupo.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x06\x04チキ\nY a mí, Timerra... ¡sobre todo porque estás tú!\nAmigas para siempre, ¿sí?\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nUn Dragón Divino de otro mundo... Fascinante.\n¿Por qué no me hablas un poco de ti?\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x06\x04チキ\n¡Con mucho gusto! Te cuento que me caes\ngenial; ¡quiero saberlo todo sobre ti!\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nMe apasionan los dulces y la fauna mundial.\n¿A ti qué cosas te gustan, Tiki?\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x06\x04チキ\n¡Buena pregunta! Me encanta charlar y jugar.\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06メリン\nEn mi tierra exteriorizamos la felicidad a través\nde las canciones. ¿Te gusta la música, Tiki?\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x06\x04チキ\n¡Ya lo creo! Me encanta escucharla,\ncantar... ¡Todo en general!\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06メリン\n¿De veras? En tal caso, sería un placer\noírte cantar algo.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Ahora mismo! Me sé una tonada\nfamosa en mi mundo. Ejem, ejem...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nSoy Panette, vasalla de la princesa Timerra.\n¿Qué tal discurre tu jornada?\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x06\x04チキ\nAy, me encanta como hablas. ¡Qué elegancia!\nNos llevaremos de maravilla, estoy segura.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nSaludos, mi estimada Panette...\nUy, creo que me lo estás pegando.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x0A\x08パネトネ\nConsidérate afortunada. Un registro tan refinado\nse adecua a una dama de impecable educación.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パネトネ\nObviando tu naturaleza divina, me atrevería\na afirmar que nuestra amistad estaba escrita.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x06\x04チキ\n¡Desde luego! Cuantos más amigos se tengan,\nmejor. Da igual si son humanos o dragones.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x0A\x08パネトネ\nEl no juzgar a nadie en función de su condición\no su especie da cuenta de tu carácter tolerante.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x06\x04チキ\nBueno, ojalá todo el mundo pensara igual.\n¡Así no quedaría nadie sin amigos!\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nEres una maravilla, Tiki. A ver si pasamos\nmás tiempo juntos fuera del campo de batalla.\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x06\x04チキ\nBuena idea, Fogado.\nPareces un tipo interesante.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nMe gustan la mayoría de las actividades\ndeportivas, pero admito que la pesca no\nes lo mío.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x06\x04チキ\nNi lo mío tampoco, básicamente\nporque no puedo sujetar la caña...\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0C\nフォガート\nTiki, te noto más apagada que de costumbre.\n¿Qué sucede?\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x06\x04チキ\nHe tenido una pesadilla. Creía que no volvería\na pasarme, ahora que tengo compañía.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x0C\nフォガート\nOjalá pudiéramos escoger lo que soñamos.\nOye, ¿quieres jugar, a ver si así te distraes?\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Tú sí que sabes subirme la moral!\n¿Qué podemos jugar?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nEmblema a la vez que Dragón Divino...\nMe postro a tus pies, Emblema Tiki.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x06\x04チキ\nVamos, déjate de formalismos, Pandreo.\nY llámame "Tiki" a secas.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\nMe encanta ese bailecito tuyo, Pandreo.\nLa próxima vez me apunto.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nAh, ¿m-me has visto? Qué vergüenza...\nPero me alegra que te guste.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x0A\x08パンドロ\nOye, Tiki, luego tenemos preparado\nun fiestón épico. ¿Te apuntas?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x06\x04チキ\n¡Ay, sí! ¡Me encantan las fiestas!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x0A\x08パンドロ\nSabía que no me fallarías.\n¡Viva la diversión! ¡Aúuu!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x06\x04チキ\n¡Eso mismo digo yo! Por cierto, a ver\nsi me enseñas a hacer ese ruido tan raro...\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nUm... Desprendes un aroma distinto\nal del Dragón Divino que conozco.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x06\x04チキ\n¡Oh! Ni siquiera sabía que tenía olor.\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¿Te gusta la jardinería, Bunet?\nEs que te vi regando unas plantas el otro día.\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x06\x04ボネ\nEran las de mi huerto. De hecho, tengo\nunas flores que huelen igualito que tú.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04ボネ\nMis padres regentaban un mesón, hasta que\nllegaron unos bandidos y arrasaron con él.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x06\x04ボネ\nDiscúlpame, Tiki. No quiero agobiarte\ncon mis cosas. Es que eres tan afable...\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04チキ\nTranquilo. Me alegra que me hayas contado eso.\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x06\x04チキ\nÁnimo, Bunet. Sé que tus padres\nestarían orgullosos. ¡Tengo fe en ti!\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x06\x04チキ\n¡¿Pero qué...?! ¡Anna! Diría que has menguado.\nAh, es que no eres la Anna que conozco.\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06アンナ\n¿Cómo te atreves? ¡Si soy casi tan alta como tú!\nPor educación, te permito llamarme "lady Anna".\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\n¿Quieres echarme una mano en la tienda?\nCon las dos al frente, el negocio triunfa seguro.\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x06\x04チキ\n¿Me das trabajo en la tienda? Suena divertido.\n¡Y más contigo de compañera, lady Anna!\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Felicidades! ¡Hoy estamos de celebración\nporque es un día festivo especial!\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x06\x04チキ\n¿Q-qué clase de festivo? ¡Necesito saberlo!\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nNos he dado el día libre para conmemorar\nel vínculo tan fuerte que nos une.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x06\x04チキ\nEl vínculo que nos une... ¡Suena estupendo!\n¡Nunca olvidaré esta fecha!\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nParecemos de la misma edad, pero tú tienes\nmuchos más años, ¿verdad? Y más experiencia.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x06\x04チキ\nHe vivido bastante, pero he pasado poco tiempo\ndespierta. No pienses en eso; ¡seamos amigos!\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nSoy un poco tímido; a ver si aprendo algo de ti.\nTe llevas bien con todo el mundo, ¿verdad? \x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x06\x04チキ\nEs que son maravillosos. ¡Me encanta hablar\ncon ustedes y que me cuenten cosas!\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0A\x04チキ\x022\n\x0E\x03\x02\x08\x06ジャン\nAunque no hayas pasado despierta mucho\ntiempo, eres increíble. ¡Qué fuerza tienes!\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x06\x04チキ\nTú siempre te esfuerzas al máximo,\n¡y eso también tiene mucho mérito!\x0E\x04\x00\x00
