MSID_Hp_5	HP+5
MSID_Anger	憤怒
MSID_H_Anger	必殺會隨HP減少量提升\n（上限為+30）
MSID_BraveGeneral_1	勇將
MSID_H_BraveGeneral_1	HP為75%以下時\n防守、魔防+5
MSID_BraveGeneral_2	勇將+
MSID_H_BraveGeneral_2	HP為75%以下時\n防守、魔防+7
MSID_IkeEngage	不動
MSID_H_IkeEngage	回避變為0\n但所受傷害-50%
MSID_H_IkeEngage_Dragon	回避變為0\n但所受傷害-50%\n【龍族】所受傷害額外-10%
MSID_IkeEngageAtk	霸克・天空
MSID_H_IkeEngageAtk	捨棄反擊使防守、魔防+5，並於下回合對\n周圍2格施展範圍攻擊，回復傷害30%的HP\n僅限持劍、斧
MSID_H_IkeEngageAtk_Dragon	捨棄反擊使防守、魔防+5，並於下回合對\n周圍2格施展範圍攻擊，回復傷害30%的HP\n僅限持劍、斧\n【龍族】傷害+1×遇襲次數
MSID_H_IkeEngageAtk_Heavy	捨棄反擊使防守、魔防+5，並於下回合對\n周圍2格施展範圍攻擊，回復傷害30%的HP\n僅限持劍、斧\n【重裝】發動中防守額外+5
MSID_H_IkeEngageAtk_Fly	捨棄反擊使防守、魔防+5，並於下回合對\n周圍2格施展範圍攻擊，回復傷害30%的HP\n僅限持劍、斧\n【飛行】發動中魔防額外+5
MSID_H_IkeEngageAtk_CMD	承受敵人攻擊，下回合施展範圍攻擊。
MSID_HeavenBeat_1	天刻之脈動
MSID_H_HeavenBeat_1	30%機率使失手的攻擊命中敵人\n機率會隨幸運提升而提高
MSID_HeavenBeat_2	天刻之脈動+
MSID_H_HeavenBeat_2	50%機率使失手的攻擊命中敵人\n機率會隨幸運提升而提高
MSID_TeacherGuidance	老師的引導
MSID_H_TeacherGuidance	自身與相鄰我方單位\n獲得的經驗值為120%
MSID_PickUp	拾得
MSID_H_PickUp	與我方單位相鄰且行動結束或待命時\n一定機率拾得失物（機率為「幸運」%）\n（與失物主人間的支援值將提升）
MSID_PickUp_Message	拾得\x0E\x01\x00\x00的失物並交還給了對方
MSID_BylethEngage	指導
MSID_H_BylethEngage	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合
MSID_H_BylethEngage_Dragon	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【龍族】7種基本能力值+3
MSID_BylethEngage_Dragon_CMD	指導〈全〉
MSID_H_BylethEngage_Dragon_CMD	周圍2格內我方單位全基本能力值+3。
MSID_H_BylethEngage_Coop	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【連攜】力量+4
MSID_BylethEngage_Coop_CMD	指導〈力量〉
MSID_H_BylethEngage_Coop_CMD	周圍2格內我方單位的力量+4。
MSID_H_BylethEngage_Horse	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【騎馬】技巧+10
MSID_BylethEngage_Horse_CMD	指導〈技巧〉
MSID_H_BylethEngage_Horse_CMD	周圍2格內我方單位的技巧+10。
MSID_H_BylethEngage_Covert	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【隱密】速度+5
MSID_BylethEngage_Covert_CMD	指導〈速度〉
MSID_H_BylethEngage_Covert_CMD	周圍2格內我方單位的速度+5。
MSID_H_BylethEngage_Heavy	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【重裝】防守+5
MSID_BylethEngage_Heavy_CMD	指導〈防守〉
MSID_H_BylethEngage_Heavy_CMD	周圍2格內我方單位的防守+5。
MSID_H_BylethEngage_Fly	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【飛行】魔防+5
MSID_BylethEngage_Fly_CMD	指導〈魔防〉
MSID_H_BylethEngage_Fly_CMD	周圍2格內我方單位的魔防+5。
MSID_H_BylethEngage_Magic	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【魔道】魔力+4
MSID_BylethEngage_Magic_CMD	指導〈魔力〉
MSID_H_BylethEngage_Magic_CMD	周圍2格內我方單位的魔力+4。
MSID_H_BylethEngage_Prana	可使用「指導」指令\n使周圍2格內我方單位依戰鬥類型\n提升能力值，效果持續1回合\n【氣功】幸運+10
MSID_BylethEngage_Prana_CMD	指導〈幸運〉
MSID_H_BylethEngage_Prana_CMD	周圍2格內我方單位的幸運+10。
MSID_BylethEngageAtk	計策：女神之舞
MSID_H_BylethEngageAtk	使相鄰4格的我方單位再次行動
MSID_H_BylethEngageAtk_Dragon	使相鄰4格的我方單位再次行動\n【龍族】再次行動的我方單位\n7種基本能力值+3，效果持續1回合
MSID_H_BylethEngageAtk_Coop	使相鄰4格的我方單位再次行動\n【連攜】再次行動的我方單位力量+4\n效果持續1回合
MSID_H_BylethEngageAtk_Horse	使相鄰4格的我方單位再次行動\n【騎馬】再次行動的我方單位技巧+10\n效果持續1回合
MSID_H_BylethEngageAtk_Covert	使相鄰4格的我方單位再次行動\n【隱密】再次行動的我方單位速度+5\n效果持續1回合
MSID_H_BylethEngageAtk_Heavy	使相鄰4格的我方單位再次行動\n【重裝】再次行動的我方單位防守+5\n效果持續1回合
MSID_H_BylethEngageAtk_Fly	使相鄰4格的我方單位再次行動\n【飛行】再次行動的我方單位魔防+5\n效果持續1回合
MSID_H_BylethEngageAtk_Magic	使相鄰4格的我方單位再次行動\n【魔道】再次行動的我方單位魔力+4\n效果持續1回合
MSID_H_BylethEngageAtk_Prana	使相鄰4格的我方單位再次行動\n【氣功】再次行動的我方單位幸運+10\n效果持續1回合
MSID_H_BylethEngageAtk_CMD	使相鄰4格的我方單位再次行動。
MSID_M014_BylethEngageAtk_DarkSide	計策：邪神之舞
MSID_H_M014_BylethEngageAtk_DarkSide	使周圍2格內的我方單位再次行動
MSID_DragonPulse	龍脈
MSID_H_DragonPulse	可使用「龍脈」指令\n對格子賦予特殊效果
MSID_H_DragonPulse_CMD	對格子賦予特殊效果。
MSID_H_DragonPulse_Dragon	可使用「龍脈」指令\n對格子賦予特殊效果\n【龍族】可賦予全種類的龍脈
MSID_DragonPulse_DefUp	龍脈〈護〉
MSID_H_DragonPulse_DefUp	創造出具有防守、魔防提升效果的土柱。
MSID_H_DragonPulse_Coop	可使用「龍脈〈護〉」指令\n對格子賦予特殊效果\n【連攜】創造出具有防守、魔防\n提升效果的土柱
MSID_DragonPulse_AvoDown	龍脈〈水〉
MSID_H_DragonPulse_AvoDown	創造出具有回避降低效果的水窪。
MSID_H_DragonPulse_Horse	可使用「龍脈〈水〉」指令\n對格子賦予特殊效果\n【騎馬】創造出具有回避降低效果的水窪
MSID_DragonPulse_AvoUp	龍脈〈霧〉
MSID_H_DragonPulse_AvoUp	創造出具有回避提升效果的霧氣。
MSID_H_DragonPulse_Covert	可使用「龍脈〈霧〉」指令\n對格子賦予特殊效果\n【隱密】創造出具有回避提升效果的霧氣
MSID_DragonPulse_NotBreak	龍脈〈綠〉
MSID_H_DragonPulse_NotBreak	創造出使打破效果無效的藤蔓。
MSID_H_DragonPulse_Heavy	可使用「龍脈〈綠〉」指令\n對格子賦予特殊效果\n【重裝】創造出使打破效果無效的藤蔓
MSID_DragonPulse_Heal	龍脈〈癒〉
MSID_H_DragonPulse_Heal	創造出具有HP回復效果的治癒之霧。
MSID_H_DragonPulse_Fly	可使用「龍脈〈癒〉」指令\n對格子賦予特殊效果\n【飛行】創造出具有HP回復效果的治癒之霧
MSID_DragonPulse_Damage	龍脈〈炎〉
MSID_H_DragonPulse_Damage	創造出具有傷害效果的火焰。
MSID_H_DragonPulse_Magic	可使用「龍脈〈炎〉」指令\n對格子賦予特殊效果\n【魔道】創造出具有傷害效果的火焰
MSID_DragonPulse_Block	龍脈〈冰〉
MSID_H_DragonPulse_Block	創造出阻擋去路的冰柱。
MSID_H_DragonPulse_Prana	可使用「龍脈〈冰〉」指令\n對格子賦予特殊效果\n【氣功】創造出阻擋去路的冰柱
MSID_DragonCurse	龍咒
MSID_H_DragonCurse	自身發動攻擊後\n對方的全基本能力值-4\n（效果隨時間遞減，每回合回復1）
MSID_DefenseStyle	防陣
MSID_H_DefenseStyle	使敵人的連鎖攻擊無效
MSID_PhysicalContact_1	身體接觸
MSID_H_PhysicalContact_1	行動結束或待命時\n回復相鄰我方單位5HP\n並稍微提升支援值
MSID_PhysicalContact_2	身體接觸+
MSID_H_PhysicalContact_2	行動結束或待命時\n回復相鄰我方單位10HP\n並稍微提升支援值
MSID_KamuiEngage	咒縛
MSID_H_KamuiEngage	自身發動攻擊後，對方與其周圍\n1格的敵人將無法移動1回合
MSID_H_KamuiEngage_Covert	自身發動攻擊後，對方與其周圍\n1格的敵人將無法移動1回合\n【隱密】對方的回避額外-20
MSID_KamuiEngageAtk	龍穿炮
MSID_H_KamuiEngageAtk	使用水之力攻擊直向3格\n並使格子化為「水窪」\n僅限相鄰
MSID_H_KamuiEngageAtk_Dragon	使用水之力攻擊直向3格\n並使格子化為「水窪」\n僅限相鄰\n【龍族】攻擊範圍+1
MSID_H_KamuiEngageAtk_CMD	使用水之力攻擊直向複數格。
MSID_God_Change_CMD	交替
MSID_H_God_Change	可使用「交替」指令\n透過替換紋章士來切換我方全員的\n「月之手鐲」「優風」與\n「太陽之手鐲」「勇空」
MSID_H_God_Change_CMD	替換紋章士。
MSID_MoonBracelet_1	月之手鐲
MSID_H_MoonBracelet_1	自身發動物理攻擊時\n將對方防守的20%加計至傷害
MSID_MoonBracelet_2	月之手鐲+
MSID_H_MoonBracelet_2	自身發動物理攻擊時\n將對方防守的30%加計至傷害
MSID_SunBracelet_1	太陽之手鐲
MSID_H_SunBracelet_1	自身發動攻擊時\n可回復造成傷害30%的HP
MSID_SunBracelet_2	太陽之手鐲+
MSID_H_SunBracelet_2	自身發動攻擊時\n可回復造成傷害50%的HP
MSID_SunMoonBracelet_1	日月手鐲
MSID_H_SunMoonBracelet_1	自身發動攻擊時\n可回復造成傷害30%的HP\n若發動之攻擊為物理攻擊時\n將對方防守的20%加計至傷害
MSID_SunMoonBracelet_2	日月手鐲+
MSID_H_SunMoonBracelet_2	自身發動攻擊時\n可回復造成傷害50%的HP\n若發動之攻擊為物理攻擊時\n將對方防守的30%加計至傷害
MSID_GentleWind_1	優風
MSID_H_GentleWind_1	所受傷害-3
MSID_GentleWind_2	優風+
MSID_H_GentleWind_2	所受傷害-5
MSID_BraveSky_1	勇空
MSID_H_BraveSky_1	造成傷害+3
MSID_BraveSky_2	勇空+
MSID_H_BraveSky_2	造成傷害+5
MSID_Azure_1	蒼穹
MSID_H_Azure_1	所受傷害-3\n造成傷害+3
MSID_Azure_2	蒼穹+
MSID_H_Azure_2	所受傷害-5\n造成傷害+5
MSID_EirikEngage	雙聖
MSID_H_EirikEngage	與艾莉可結合時，使我方全員的\n「月之手鐲」切換為「日月手鐲」\n「優風」切換為「蒼穹」
MSID_EirikEngageAtk	雙流
MSID_H_EirikEngageAtk	與艾夫拉姆合力施展連續攻擊\n僅限持劍且相鄰時\n（艾夫拉姆為槍攻擊，可克制異形）
MSID_H_EirikEngageAtk_Dragon	與艾夫拉姆合力施展連續攻擊\n僅限持劍且相鄰時\n（艾夫拉姆為槍攻擊，可克制異形）\n【龍族】傷害增為120%
MSID_H_EirikEngageAtk_Horse	與艾夫拉姆合力施展連續攻擊\n僅限持劍且相鄰時\n（艾夫拉姆為槍攻擊，可克制異形）\n【騎馬】艾夫拉姆的攻擊傷害增為150%
MSID_H_EirikEngageAtk_CMD	與艾夫拉姆合力施展連續攻擊。
MSID_EvilDragonSpecialEffect	邪龍有效
MSID_H_EvilDragonSpecialEffect	自身的攻擊將獲得邪龍有效的效果\n若周圍2格內的我方單位持有克制龍的武器\n該武器亦可獲得邪龍有效的效果
MSID_GodDragonProtection	神龍加護
MSID_H_GodDragonProtection	使所有對自身的克制效果無效
MSID_ConnectPerson_1	繫承牽絆者
MSID_H_ConnectPerson_1	使自己和周圍2格內\n同步或結合中的我方單位\n命中、回避+20
MSID_ConnectPerson_2	繫承牽絆者+
MSID_H_ConnectPerson_2	使自己和周圍2格內\n同步或結合中的我方單位\n命中、回避+30
MSID_BlessingOfEleos	艾雷歐斯的祝福
MSID_H_BlessingOfEleos	自身發動攻擊時\n自身的必殺及必避提升\n幅度為結束行動的我方單位總數×2
MSID_LueurEngage	以心
MSID_H_LueurEngage	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4
MSID_H_LueurEngage_Dragon	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【龍族】7種基本能力值額外+1
MSID_H_LueurEngage_Coop	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【連攜】力量額外+2
MSID_H_LueurEngage_Horse	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【騎馬】技巧額外+2
MSID_H_LueurEngage_Covert	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【隱密】速度額外+2
MSID_H_LueurEngage_Heavy	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【重裝】防守額外+2
MSID_H_LueurEngage_Fly	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【飛行】魔防額外+2
MSID_H_LueurEngage_Magic	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【魔道】魔力額外+2
MSID_H_LueurEngage_Prana	自身發動攻擊並打倒敵人時\n結合解除前，結合對象的全基本能力值+4\n【氣功】幸運額外+2
MSID_LueurEngageAtk	神龍破
MSID_H_LueurEngageAtk	劍與光束（魔法）的組合攻擊\n僅限持劍且相鄰時
MSID_H_LueurEngageAtk_Dragon	劍與光束（魔法）的組合攻擊\n僅限持劍且相鄰時\n【龍族】傷害增為120%
MSID_H_LueurEngageAtk_Coop	劍與光束（魔法）的組合攻擊\n僅限持劍且相鄰時\n【連攜】將力量的20%加計至劍攻擊傷害
MSID_H_LueurEngageAtk_Magic	劍與光束（魔法）的組合攻擊\n僅限持劍且相鄰時\n【魔道】將魔力的20%加計至光束攻擊傷害
MSID_H_LueurEngageAtk_Prana	劍與光束（魔法）的組合攻擊\n僅限持劍且相鄰時\n【氣功】必定打破
MSID_H_LueurEngageAtk_CMD	劍與光束的組合攻擊。
MSID_LueurEngageAtk_p	牽絆・神龍破
MSID_H_LueurEngageAtk_p	與結合對象聯手施展劍與光束（魔法）的\n3連續攻擊\n僅限持劍且相鄰時
MSID_H_LueurEngageAtk_p_Dragon	與結合對象聯手施展劍與光束（魔法）的\n3連續攻擊\n僅限持劍且相鄰時\n【龍族】傷害增為120%
MSID_H_LueurEngageAtk_p_Coop	與結合對象聯手施展劍與光束（魔法）的\n3連續攻擊\n僅限持劍且相鄰時\n【連攜】將力量的20%加計至劍攻擊傷害
MSID_H_LueurEngageAtk_p_Magic	與結合對象聯手施展劍與光束（魔法）的\n3連續攻擊\n僅限持劍且相鄰時\n【魔道】將魔力的20%加計至光束攻擊傷害
MSID_H_LueurEngageAtk_p_Prana	與結合對象聯手施展劍與光束（魔法）的\n3連續攻擊\n僅限持劍且相鄰時\n【氣功】必定打破
MSID_H_LueurEngageAtk_p_CMD	與結合對象聯手施展3連續攻擊。
MSID_PrivateSkill_Lueur	神龍團結
MSID_H_PrivateSkill_Lueur	相鄰我方單位的造成傷害+3\n所受傷害-1
MSID_PrivateSkill_Vandre	白之忠誠
MSID_H_PrivateSkill_Vandre	與主角相鄰時\n主角與自身的必殺+5
MSID_PrivateSkill_Clan	碧之信仰
MSID_H_PrivateSkill_Clan	與主角相鄰時\n主角與自身的命中+10
MSID_PrivateSkill_Fran	緋紅聲援
MSID_H_PrivateSkill_Fran	與主角相鄰時\n主角與自身的回避+10
MSID_PrivateSkill_Alfred	自己鑽研
MSID_H_PrivateSkill_Alfred	不展開戰鬥及不使用道具便待命時\n力量+2，效果持續1回合
MSID_PrivateSkill_Boucheron	淚腺崩壞
MSID_H_PrivateSkill_Boucheron	自身的戰鬥中\n若有我方單位參與連鎖攻擊\n自身的造成傷害+2
MSID_PrivateSkill_Atie	肌肉增強劑
MSID_H_PrivateSkill_Atie	使用HP回復道具時\n力量+2，效果持續1回合
MSID_PrivateSkill_Celine	和平之花
MSID_H_PrivateSkill_Celine	周圍2格內的我方單位\n使用HP回復道具時，回復量為150%
MSID_PrivateSkill_Chloe	二人如畫
MSID_H_PrivateSkill_Chloe	若周圍2格內\n有2位我方男女單位相鄰\n造成傷害+2
MSID_PrivateSkill_Louis	花園門衛
MSID_H_PrivateSkill_Louis	若周圍2格內\n有2位我方女性單位相鄰\n所受傷害-2
MSID_PrivateSkill_Diamand	正面對決
MSID_H_PrivateSkill_Diamand	自身發動攻擊時，\n若對方可反擊，則雙方的命中+15
MSID_PrivateSkill_Umber	報上名號
MSID_H_PrivateSkill_Umber	若自身與敵人\n周圍1格無其他單位\n命中+20、回避-10
MSID_PrivateSkill_Jade	冥想
MSID_H_PrivateSkill_Jade	不展開戰鬥及不使用道具便待命時\n魔防+2，效果持續1回合
MSID_PrivateSkill_Staluke	由我守護！
MSID_H_PrivateSkill_Staluke	周圍2格內的我方單位受到攻擊時\n力量+3，效果持續1回合
MSID_PrivateSkill_Lapis	戰果轉讓
MSID_H_PrivateSkill_Lapis	周圍1格有我方單位時\n命中、回避+10、必殺-10
MSID_PrivateSkill_Citrinica	盛宴款待
MSID_H_PrivateSkill_Citrinica	使用HP回復道具時\n周圍1格的我方單位亦可獲得等量的HP
MSID_PrivateSkill_Ivy	執著
MSID_H_PrivateSkill_Ivy	與相同敵人連續戰鬥時\n命中+20
MSID_PrivateSkill_Zelkova	沒有「下次」
MSID_H_PrivateSkill_Zelkova	受到敵人攻擊時\n敵人的命中-10
MSID_PrivateSkill_Kagetsu	光彩奪目！
MSID_H_PrivateSkill_Kagetsu	自身發動攻擊時\n敵人的回避-10
MSID_PrivateSkill_Hortensia	輝煌原力
MSID_H_PrivateSkill_Hortensia	使用回復杖時，射程+1
MSID_PrivateSkill_Rosado	微笑
MSID_H_PrivateSkill_Rosado	若敵人為男性單位，敵人的回避-20
MSID_PrivateSkill_Goldmary	嘆息
MSID_H_PrivateSkill_Goldmary	若敵人為男性單位，敵人的命中-20
MSID_PrivateSkill_Misutira	索爾姆的噪音
MSID_H_PrivateSkill_Misutira	周圍3格內，敵人的必殺-5
MSID_PrivateSkill_Merin	護航
MSID_H_PrivateSkill_Merin	若自身周圍2格內\n有2位以上的我方女性單位\n該單位與自身的命中、回避+5
MSID_PrivateSkill_Panetone	戰之血
MSID_H_PrivateSkill_Panetone	HP未達最大值時\n必殺+10
MSID_PrivateSkill_Fogato	八面玲瓏
MSID_H_PrivateSkill_Fogato	與相同敵人連續戰鬥時\n敵人的必殺-10
MSID_PrivateSkill_Pandoro	大集會
MSID_H_PrivateSkill_Pandoro	自身的命中、回避提升\n幅度為周圍2格內的敵我雙方單位總數×3
MSID_PrivateSkill_Bonet	料理再現
MSID_H_PrivateSkill_Bonet	食用便當時，一定機率獲得相同的便當\n（機率為「幸運」%）
MSID_PrivateSkill_Anna	一夕致富
MSID_H_PrivateSkill_Anna	打倒敵人時，一定機率獲得500G\n（機率為「幸運」%）
MSID_PrivateSkill_Jean	努力才能
MSID_H_PrivateSkill_Jean	等級提升時\n基本能力值較容易上升
MSID_PrivateSkill_Yunaka	殺人技術
MSID_H_PrivateSkill_Yunaka	於回避地形發動攻擊時\n必殺+15
MSID_PrivateSkill_Seadas	神秘舞蹈
MSID_H_PrivateSkill_Seadas	回合開始時\n回復自身周圍2格內的我方單位\n回復量為各單位HP最大值的10%
MSID_PrivateSkill_Linden	身經百戰的直覺
MSID_H_PrivateSkill_Linden	自身裝備的武器等級\n低於對方時，必殺+20
MSID_PrivateSkill_Saphir	求勝意志
MSID_H_PrivateSkill_Saphir	HP為50%以下時\n命中、回避+20
MSID_PrivateSkill_Veyre	邪龍的救濟
MSID_H_PrivateSkill_Veyre	相鄰我方單位的造成傷害+1\n所受傷害-3
MSID_PrivateSkill_Mauve	蓄勢待發
MSID_H_PrivateSkill_Mauve	不展開戰鬥及不使用道具便待命時\n防守+2，效果持續1回合
MSID_JobSkill_SwordMaster	破敵斬
MSID_H_JobSkill_SwordMaster	可使用「破敵斬」指令\n與相鄰敵人戰鬥後，移動至敵人的另一側
MSID_H_JobSkill_SwordMaster_CMD	與相鄰敵人戰鬥後，移動至其另一側。
MSID_JobSkill_BraveHero	幫手
MSID_H_JobSkill_BraveHero	參與連鎖攻擊時\n若自身的HP為最大值\n將連續攻擊2次
MSID_JobSkill_Halberdier	夾擊
MSID_H_JobSkill_Halberdier	自身發動攻擊時，\n若自身與我方單位包夾敵人\n將發動追擊
MSID_JobSkill_RoyalKnight	幫助
MSID_H_JobSkill_RoyalKnight	我方單位在戰鬥後陷入打破狀態時\n若自身與其相鄰且HP為11以上\n將消費10HP解除該單位的打破狀態
MSID_JobSkill_Berserker	猛擊+
MSID_H_JobSkill_Berserker	發動猛擊時\n使對方移動2格
MSID_JobSkill_Warrior	無慈悲
MSID_H_JobSkill_Warrior	攻擊陷入打破狀態的敵人時\n傷害增為150%
MSID_JobSkill_Sniper	集中
MSID_H_JobSkill_Sniper	對方沒有發動反擊時\n必殺+10
MSID_JobSkill_BowKnight	狙擊
MSID_H_JobSkill_BowKnight	沒有移動且自身發動攻擊時\n命中+40
MSID_JobSkill_General	替換
MSID_H_JobSkill_General	可使用「替換」指令\n與相鄰我方單位交換位置
MSID_H_JobSkill_General_CMD	與我方單位交換位置。
MSID_JobSkill_GrateKnight	護衛
MSID_H_JobSkill_GrateKnight	自己位在我方單位與敵人之間時\n所受傷害-3
MSID_JobSkill_Paladin	迂迴
MSID_H_JobSkill_Paladin	可使用「迂迴」指令\n移動至相鄰我方單位的另一側
MSID_H_JobSkill_Paladin_CMD	移動至我方單位的另一側。
MSID_JobSkill_WolfKnight	瞄準足部
MSID_H_JobSkill_WolfKnight	使用短劍攻擊時\n對方的移動-2，效果持續1回合
MSID_JobSkill_GriffinKnight	移動輔助
MSID_H_JobSkill_GriffinKnight	使自身周圍1格（含所在格）\n地形的移動消耗變為1
MSID_JobSkill_DragonKnight	急襲
MSID_H_JobSkill_DragonKnight	從對方無法進入的地形發動攻擊時\n速度+5
MSID_JobSkill_Thief	穿越
MSID_H_JobSkill_Thief	移動時可穿越敵人
MSID_JobSkill_Sage	魔力增幅
MSID_H_JobSkill_Sage	使用魔道書攻擊時，攻擊力提升\n幅度為周圍1格裝備魔道書的我方單位總數\n
MSID_JobSkill_MageKnight	背理之法
MSID_H_JobSkill_MageKnight	自身發動攻擊時\n若敵人的攻擊類型（物理攻擊、魔道書）\n與自身不同，速度+3
MSID_JobSkill_MasterMonk	氣之擴散
MSID_H_JobSkill_MasterMonk	被杖回復HP時\n周圍1格的我方單位亦可獲得50%的HP回復量
MSID_JobSkill_HighPriest	自己回復
MSID_H_JobSkill_HighPriest	可選擇自己\n為回復杖的使用對象
MSID_JobSkill_DragonKing	神龍氣
MSID_H_JobSkill_DragonKing	自身的結合計量條最大值-1
MSID_JobSkill_ShadowPrincess	邪龍氣
MSID_H_JobSkill_ShadowPrincess	回合開始時\n自身的結合計量條+1
MSID_JobSkill_ShadowDragon	邪龍氣〈闇〉
MSID_H_JobSkill_ShadowDragon	回合開始時\n周圍2格內，敵人的結合計量條-1
MSID_JobSkill_Avenir	金蓮
MSID_H_JobSkill_Avenir	一定機率使物理攻擊傷害減半\n（機率為「技巧」%）
MSID_JobSkill_Fleurage	華炎
MSID_H_JobSkill_Fleurage	一定機率增加攻擊傷害（機率為「技巧」%）\n使用魔法攻擊時，將力量的50%加計至傷害\n使用其他攻擊時，將魔力的50%加計至傷害
MSID_JobSkill_Successeur	太陽
MSID_H_JobSkill_Successeur	對敵人造成傷害時，\n一定機率回復造成傷害的50%HP\n（機率為「技巧」%）
MSID_JobSkill_Tirailleur	月光
MSID_H_JobSkill_Tirailleur	攻擊時，一定機率無視敵人1/2的防守與魔防\n（機率為「技巧」%）
MSID_JobSkill_Lindwurm	虛空
MSID_H_JobSkill_Lindwurm	使用魔道書攻擊時\n一定機率將敵人魔力的50%加計至傷害\n（機率為「技巧」%）
MSID_JobSkill_Sleipnir	大樹
MSID_H_JobSkill_Sleipnir	使用杖時，一定機率不消費使用次數\n（機率為「技巧」%）
MSID_JobSkill_Pitchfork	沙陣
MSID_H_JobSkill_Pitchfork	發動物理攻擊時\n一定機率以防守的150%代替力量來計算傷害\n（機率為「技巧」%）
MSID_JobSkill_Cupido	水鏡
MSID_H_JobSkill_Cupido	反擊時，一定機率將自身所受傷害的50%\n加計至造成傷害\n（機率為「技巧」%）
MSID_JobSkill_Melusine	魔法劍
MSID_H_JobSkill_Melusine	使用劍攻擊時，將依對手的\n「防守與魔防的平均值」來計算造成傷害
MSID_JobSkill_Dancer	特別舞蹈
MSID_H_JobSkill_Dancer	對我方單位使用「起舞」時\n該單位技巧、速度、幸運+3，效果持續1回合
MSID_MarthRing_Sheeda	傳道師
MSID_H_MarthRing_Sheeda	受到敵人攻擊時\n若自身的HP為50%以下，所受傷害-5
MSID_MarthRing_Nabarl	必殺劍
MSID_H_MarthRing_Nabarl	自身發動攻擊時\n若裝備劍，必殺+10
MSID_SigludRing_Celice	身經百戰
MSID_H_SigludRing_Celice	自身發動攻擊時，每打倒1個敵人，必殺+1\n（上限為+10，效果持續至該戰鬥結束為止）
MSID_SigludRing_Diadora	回復
MSID_H_SigludRing_Diadora	每回合回復5HP
MSID_CelicaRing_Alm	疾風橫掃
MSID_H_CelicaRing_Alm	使用劍攻擊時，一定機率使對方無法反擊\n（機率為「幸運」%）
MSID_CelicaRing_Mae	轟雷
MSID_H_CelicaRing_Mae	使用雷電、狂雷、托隆攻擊時\n傷害增為120%
MSID_MicaiahRing_Sothe	瞬殺
MSID_H_MicaiahRing_Sothe	一定機率使對方的HP變為1（部分強敵除外）\n（機率為「技巧÷2」%）
MSID_MicaiahRing_Erincia	慈悲
MSID_H_MicaiahRing_Erincia	對敵人造成致命傷害時\n使其HP剩下1
MSID_RoyRing_Lilina	業火
MSID_H_RoyRing_Lilina	使用火焰、狂焰、火山爆焰攻擊時\n傷害增為120%
MSID_RoyRing_Dieck	鐵腕
MSID_H_RoyRing_Dieck	使用猛擊武器攻擊時，命中+20
MSID_LeafRing_Fin	祈禱
MSID_H_LeafRing_Fin	受到致命傷害時\n一定機率回避攻擊\n（機率為「幸運」%，上限為50%）
MSID_LeafRing_Olwen	神雷
MSID_H_LeafRing_Olwen	自身使用雷電攻擊時\n將連續攻擊2次\n（狂雷、托隆除外）
MSID_LucinaRing_Chrom	帝王之才
MSID_H_LucinaRing_Chrom	一定機率發動的特技\n發動機率+5%
MSID_LucinaRing_Lissa	治癒之心
MSID_H_LucinaRing_Lissa	使用杖回復我方單位時\nHP回復量+5
MSID_LinRing_Eliwod	拉近
MSID_H_LinRing_Eliwod	可使用「拉近」指令\n將相鄰我方單位移動至自身位置\n且自身也移動1格
MSID_H_LinRing_Eliwod_CMD	與我方單位同時朝一側移動1格。
MSID_LinRing_Nino	紀加斯卡利伯
MSID_H_LinRing_Nino	使用埃克斯卡利伯攻擊時\n傷害增為120%
MSID_IkeRing_Senerio	旋風
MSID_H_IkeRing_Senerio	使用烈風攻擊時，一定機率連續攻擊2次\n（機率為「技巧」%）
MSID_IkeRing_Wayu	衝撞
MSID_H_IkeRing_Wayu	可使用「衝撞」指令\n推動體格小於自身的相鄰我方單位\n使其移動1格
MSID_H_IkeRing_Wayu_CMD	推動小於自身的我方單位移動1格。
MSID_BylethRing_Edelgard	閃花
